,SM1_Dz(i),CATS2D_02_DA,AMR,Eig03_EA(dm),T(N..O),DLS_cons,SpPosA_B(p),SM1_Dz(p),P_VSA_MR_2,DLS_04
C(C(F)(F)F)(F)(F)F,1.13853788154043,0,12.8692,0.0,0,0.761904761904762,0.822783811545943,-2.62881938597693,89.7606796260748,0.5
C(CCl)OP(=O)(OCCCl)OCCCl,0.699973825902221,0,56.9354,0.0,0,1.0,1.20749958379519,-1.54898702552488,20.2632178326991,1.0
CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],0.737498938130438,0,72.3876,0.0,12,0.771428571428571,1.24415791968542,-2.02814824729229,110.51161335426,0.4
COc1cnc(nc1)NS(=O)(=O)c1ccc(cc1)N,0.847240715897348,4,72.4449,0.0,54,0.8,1.24060283765416,-1.88811455747082,55.3128399577872,0.6
C1=CC(=C(C(=C1)O)O)O,0.418249702467587,0,31.1403,0.0,0,0.728571428571429,1.17153588512474,-1.52605630349505,128.050029482764,0.6
C1=CC(=C(C=C1N)C(=O)O)O,0.556467981644703,1,39.2109,0.0,15,0.752380952380952,1.18456584106333,-1.64865862558738,110.51161335426,0.6
CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,0.824657782762113,3,89.318,0.8,64,1.0,1.2141423325611,-1.97503890044712,162.855480966337,1.0
C1=CC=C2C(=C1)C=CC=C2N=C=S,0.129535921349022,0,57.5569,0.0,0,0.673809523809524,1.39427472328933,-0.188055088641722,0.0,0.3
C1=CC2=NNN=C2C=C1,0.516171310090739,0,34.3802,0.0,0,0.7,1.30962762801559,-1.02961941718116,0.0,0.4
C1CC(OC1CO)N2C=CC(=NC2=O)N,0.786136487402777,1,52.5149,0.697774760590532,41,1.0,1.18150459216693,-1.85629799036562,72.229335018779,1.0
C1=CC(=C(C=C1Cl)SC2=C(C=CC(=C2)Cl)O)O,0.420485074864541,0,71.7399,0.0,0,0.771428571428571,1.33517078139929,-0.963746673030458,85.3666863218424,0.4
C=CO,0.159649817529538,0,11.6667,0.0,0,0.7,1.14796340472102,-0.788457360364271,42.6833431609212,0.4
C1=CC=C(C(=C1)C(=O)O)N,0.451966941759581,1,37.5168,0.0,8,0.752380952380952,1.2193105267644,-1.38629436111989,67.828270193339,0.6
C(=C(F)F)(F)F,0.881616467940133,0,12.4054,0.0,0,0.661904761904762,0.904386716822809,-2.25880038062302,0.0,0.3
CC1=CC(=C(C=C1)OC)N,0.335257213064662,0,42.2628,0.0,3,0.880952380952381,1.24149507641755,-1.02961941718116,10.9998878876064,1.0
C1=CC(=CC=C1CC2=CC=C(C=C2)N=C=O)N=C=O,0.585895989812952,0,69.9108,0.68,28,0.771428571428571,1.29926686833578,-1.52605630349504,50.2898540648355,0.4
CCC(CC)(C(=O)NC(=O)N)Br,0.611665938692057,3,48.6996,0.383546183806581,10,1.0,1.21021029454641,-1.42959328551504,97.3742620511968,1.0
CNC(=O)OC1=CC=CC2=CC=CC=C21,0.4519669417596,2,57.214,0.0,4,0.8,1.26536558951389,-1.38629436111989,36.1448149200242,0.6
C(CC,0.371839380458503,0,21.4956,0.0,0,0.852380952380952,1.30236379757407,-0.788457360364274,0.0,0.8
C1=CC(=CC=C1N=C=S)N=C=S,0.24420029383982,0,56.1554,0.0,0,0.688095238095238,1.41378128755505,-0.346281114754733,0.0,0.4
CCCCCCCCN[C@@H]([C@H](c1ccc(cc1)SC(C)C)O)C,0.271095268847419,0,104.0366,0.4,3,0.735714285714286,1.25146185460341,-0.878339612445639,129.482121962493,0.9
CC(C)CC(C(=O)O)N,0.45196694175958,1,34.2456,0.0,6,0.938095238095238,1.13980916378224,-1.38629436111989,91.3704741865196,0.9
CC(=O)NC1=NN=C(S1)S(=O)(=O)N,0.809284418188999,4,48.7977,0.0,46,0.733333333333333,1.25365086053668,-1.82677262506506,69.4578791025985,0.3
CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC,0.686625963569686,2,62.5956,0.0754660760427391,13,1.0,1.24645145871514,-1.43672603441859,25.1449270324178,1.0
C(CC(=O)OOC(=O)CCC(=O)O)C(=O)O,0.869115263381748,2,45.2188,2.34092228124359,0,0.904761904761905,1.09355215861344,-2.36085400111804,213.377628731484,1.0
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,0.666443797725402,0,83.4913,0.0,39,0.857142857142857,1.30968396148249,-1.62896599224165,25.1449270324178,1.0
CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],1.23229783607682,0,79.6541,2.61245154965971,36,0.964285714285714,1.14162312989523,-2.64110523123256,91.9647477993987,1.0
C1=NNN=N1,0.642274850186189,1,19.5474,0.0,0,0.671428571428571,1.21452338943653,-1.22377543162212,0.0,0.2
C1=CC=C2C(=C1)C(=O)NS2(=O)=O,0.50537077308303,3,41.8965,0.0,6,0.7,1.27033163272739,-1.57005238569981,69.4578791025985,0.4
C(C(C(C(CO)O)O)O)O,0.623529113679082,0,32.4411,0.0,0,0.885714285714286,1.00788282149663,-1.94591014905531,0.0,0.7
C1CNP(=O)(OC1)N(CCCl)CCCl,0.686223265487121,3,59.145,0.0,8,1.0,1.22822849222502,-1.30817064433831,43.8054218258797,1.0
C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,0.526147639863796,0,64.5392,0.0,0,0.747619047619048,1.27243741028141,-1.75785791755238,135.656540386678,0.4
CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],1.0361693480449,3,,0.971442279549714,103,0.961904761904762,1.18227482575402,-2.17475172148417,50.2898540648355,0.9
C1=CC=C(C=C1)NC2=CC=C(C=C2)N,0.371839380458498,0,59.2446,0.0,0,0.752380952380952,1.29364950166707,-0.788457360364263,0.0,0.6
C1CCC(CC1)(O)OOC2(CCCCC2)OO,0.623529113679051,1,56.798,0.0,0,1.0,1.1108261315623,-1.94591014905533,94.1688159727225,1.0
CNC1=C(C(=O)N(N=C1)C2=CC=CC(=C2)C(F)(F)F)Cl,1.11235081477863,0,69.7997,0.4,9,0.771428571428571,1.18845536390062,-2.32591091829755,70.0252668454552,0.4
C(C(C(F)(F)F)(Cl)Cl)(F)F,1.10918948570588,0,26.4845,1.2,0,0.809523809523809,1.00246748503168,-2.4273746367568,74.8005663550623,0.5
C(=N)(N)S(=O)O,0.536317916526927,1,22.9516,0.0,12,0.838095238095238,1.15166433034992,-1.43672603441858,22.1564760350904,0.7
C(C(C(CO)O)O)O,0.526147639863774,0,26.4786,0.0,0,0.90952380952381,1.00235785954317,-1.75785791755237,0.0,0.7
CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,0.585895989812958,2,59.0376,0.641125849650197,12,0.9,1.23710157416186,-1.52605630349504,50.2898540648355,0.8
C1N2CN3CN1CN(C2)C3,0.642274850186187,0,36.9954,0.8,0,0.857142857142857,1.19837355814279,-1.22377543162212,0.0,1.0
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,0.614482689376269,0,70.5084,0.657267069006199,8,0.928571428571429,1.25556472588928,-1.38629436111989,60.4582330221887,1.0
CC(=O)NC1=NN=C(S1)S(=O)(=O)N,0.809284418188999,4,48.7977,0.0,46,0.733333333333333,1.25365086053668,-1.82677262506506,69.4578791025985,0.3
C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,0.858958185226917,3,78.1605,0.0,48,0.771428571428571,1.25793367304109,-2.03001492501749,121.648568549768,0.4
C(COCCO)O,0.418249702467586,0,25.5971,0.0,0,0.90952380952381,1.04766695582735,-1.52605630349505,0.0,0.7
CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,0.634935270811539,2,57.2199,0.0754660760427393,4,0.9,1.28266398571013,-1.10346715139429,25.1449270324178,0.8
C(=C(F)F)(C(F)(F)F)F,1.13853788154043,0,17.9244,0.564492585667376,0,0.690476190476191,0.89704689776561,-2.62881938597693,44.8803398130374,0.5
C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,0.536317916526938,0,68.991,0.0,24,0.8,1.28973793230665,-1.43672603441858,44.3129520701807,0.6
C,,0,6.3468,,0,0.647619047619048,,,0.0,0.2
CN(C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.25584393173583,0,63.6549,2.61245154965971,160,0.554761904761905,1.16340493222442,-2.61006979274201,0.0,0.3
CC(=O)NC1=CC=CC=C1,0.335257213064665,1,39.1402,0.0,2,0.752380952380952,1.26389307793184,-1.02961941718115,25.1449270324178,0.6
CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,0.703988203737795,2,78.3964,0.692820323027551,30,1.0,1.22941610876962,-1.64865862558739,59.6870189132048,1.0
C1=CC2=CC3=C(C(=CC=C3)O)C(=C2C(=C1)O)O,0.418249702467568,0,64.0407,0.0,0,0.747619047619048,1.29046101628155,-1.52605630349505,128.050029482764,0.4
COc1ccc(nn1)NS(=O)(=O)c1ccc(cc1)N,0.847240715897351,3,74.168,0.0,55,0.8,1.24102691370737,-1.88811455747081,55.3128399577872,0.6
CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,0.745739630679133,3,69.6994,0.0,36,0.8,1.25768346657433,-1.79290880848457,54.0470729869417,0.6
CCOC(=O)C1=CC=C(C=C1)N,0.451966941759589,0,47.0339,0.0,12,0.852380952380952,1.22524682592829,-1.38629436111989,71.4581209097951,0.8
CC(CO)OCC(C)OCC(C)O,0.526147639863769,0,49.8952,0.0,0,0.923809523809524,1.1071712117521,-1.75785791755237,105.939917969313,0.8
CC1=CC(=O)NS(=O)(=O)O1,0.604698407374828,4,33.881,0.0,8,0.685714285714286,1.20042752028888,-1.79290880848458,104.771185092369,0.3
CC(=O)NC1=CC=C(C=C1)C(=O)CCl,0.532450119862674,1,54.4464,0.14897385865223,8,0.9,1.25648587369597,-1.33692027650209,50.2898540648355,0.8
C(C1C(C(C(O1)(CO)O)O)O)O,0.712263297752162,1,36.3608,0.0,0,0.914285714285714,1.03427012404833,-2.10413415427021,0.0,0.9
CC(C)(C,0.371839380458509,0,39.6466,0.0,0,0.880952380952381,1.28519368814154,-0.788457360364262,0.0,1.0
CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,0.604698407374836,1,73.7101,0.0,18,1.0,1.22244522340124,-1.79290880848458,159.225630249881,1.0
C1CN2CCC1C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,0.556467981644697,0,96.0195,0.8,14,0.9,1.24506491762353,-1.64865862558738,95.0003249029758,0.8
C1(=O)NC(=O)NC(=O)N1,0.786136487402773,6,24.7278,1.52692061098148,24,0.685714285714286,1.12611868473565,-1.85629799036563,75.4347810972533,0.3
C(C(CO)O)O,0.418249702467583,0,20.5161,0.0,0,0.90952380952381,0.994954103664741,-1.52605630349505,0.0,0.7
O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C,0.297285808594467,0,92.7804,0.68,0,1.0,1.26550124688428,-1.22377543162212,50.2898540648355,1.0
CCOCCOCCOCCO,0.526147639863773,0,46.1398,0.86,0,0.9,1.09241627496702,-1.75785791755238,35.313305989771,0.8
CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,0.516171310090747,0,75.1598,0.0,0,0.871428571428571,1.29195713842053,-1.02961941718115,0.0,0.6
C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,0.578129068975676,1,48.3656,0.0,0,0.771428571428571,1.24942160414622,-1.43855468778097,78.8281580809454,0.4
C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,0.484584312560772,0,61.6996,0.0,10,0.8,1.26565411786446,-1.22377543162211,10.9998878876064,0.6
CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,0.623529113679085,0,51.94,0.0,0,1.0,1.16324196922866,-1.94591014905531,187.737048395968,1.0
C1=CC(=CC=C1C(CC(=O)O)CN)Cl,0.532450119862655,1,54.829,0.0,10,1.0,1.23797068554742,-1.33692027650209,79.5993721899293,1.0
CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,0.911881023385462,0,92.1635,1.67439541327609,54,0.9,1.22174714353714,-2.24070968927595,142.91624181959,0.8
C1C(O1)CO,0.297285808594477,0,17.006,0.0,0,0.923809523809524,1.01818460680625,-1.22377543162212,0.0,0.8
C(,0.681681702450662,0,56.7526,0.0,0,0.747619047619048,1.40234875554454,-0.357114847167126,0.0,0.4
CN1C2=C(C(=O)N(C1=O)C)NC=N2,0.809595993203192,1,44.4367,0.526435126891531,26,0.757142857142857,1.21570657805143,-1.75785791755238,50.2898540648355,0.8
O=C1C=C[C@]2([C@H](N1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)NC(C)(C)C)C)C,0.585895989812905,2,108.2689,0.14897385865223,24,1.0,1.24528226399436,-1.52605630349505,179.771976027329,1.0
C1=CN=CC=C1N,0.371839380458503,0,28.6015,0.0,0,0.728571428571429,1.25208334359033,-0.78845736036427,0.0,0.6
N(=O)OS(=O)(=O)O,0.695045377843021,3,18.0177,0.0,9,0.685714285714286,1.05995901642496,-1.97503890044712,78.4506987493991,0.3
N(Cl)(Cl)Cl,0.482611317284817,0,21.3069,0.0,0,0.685714285714286,1.33448969159973,-0.021663639636022,0.0,0.3
FS(F)(F)F,0.844966573620125,0,13.7987,0.0,0,0.661904761904762,0.846770684240939,-2.21686379258857,0.0,0.3
N(=O)[N+](=O)[O-],0.677881246889512,0,13.048,0.0,6,0.695238095238095,1.06533991790747,-1.75785791755237,25.3734570391534,0.2
N=[N+]=[N-],0.516171310090743,1,,0.0,0,0.647619047619048,1.13030712679374,-1.02961941718116,0.0,0.2
O=S=O,0.230556011029663,0,8.6416,0.0,0,0.647619047619048,1.24264687831433,-1.10090964771679,44.3129520701807,0.2
BrBr,0.0896578719305354,0,17.4704,0.0,0,0.733333333333333,1.733,0.61302113608066,0.0,0.3
OS(=O)(=O)F,0.5800344719283,2,12.7075,0.0,0,0.685714285714286,1.00098616012112,-1.8484233163456,44.3129520701807,0.3
O=[Si]=O,-0.0344980404075674,0,2.8858,0.0,0,0.647619047619048,1.57170638594442,-1.00323877352481,0.0,0.2
I,,0,14.1408,,0,0.733333333333333,,,0.0,0.3
P(Br)(Br)Br,0.06475724721528,0,33.0416,0.0,0,0.70952380952381,1.81875745189642,1.02396057897233,0.0,0.3
OP(=O)(O)O,0.481561578079464,6,14.6519,0.0,0,0.79047619047619,1.03662871081055,-1.66483477565439,20.2632178326991,0.7
OS(=O)O,0.359351359142141,3,14.2944,-2.9,0,0.761904761904762,1.05256879228785,-1.43672603441858,22.1564760350904,0.5
O=S(Cl)Cl,0.299808252249623,0,21.4378,0.0,0,0.685714285714286,1.39555131390602,-0.351712652108918,22.1564760350904,0.3
O=P(Cl)(Cl)Cl,0.40172478849244,0,25.367,0.0,0,0.685714285714286,1.45606667176897,-0.101382614288602,20.2632178326991,0.3
F,,0,2.3013,,0,0.719047619047619,,,0.0,0.2
N(=O)Cl,0.425267735404344,0,12.2934,0.0,0,0.671428571428571,1.18195215007438,-0.958315203129387,25.3734570391534,0.2
O,,0,3.3646,,0,0.633333333333333,,,0.0,0.1
O=S(=O)(Cl)Cl,0.42048507486455,0,20.9142,0.0,0,0.7,1.31304163673649,-0.96374667303045,44.3129520701807,0.4
OS(=O)(=O)Cl,0.447310578698059,2,17.3425,0.0,0,0.685714285714286,1.16958876641567,-1.38983807474326,44.3129520701807,0.3
O=O,0.297285808594476,0,2.8858,0.0,0,0.647619047619048,0.98435676908493,-1.22377543162212,55.6118448353158,0.2
OO,0.297285808594476,0,5.1292,0.0,0,0.776190476190476,0.77725,-1.22377543162212,0.0,0.6
O=P(Br)(Br)Br,0.215111379616944,0,33.1637,0.0,0,0.733333333333333,1.73090478365185,0.460079548048042,20.2632178326991,0.3
O=S(=O)(F)F,0.676357011252472,0,11.6442,0.0,0,0.685714285714286,0.976698834014833,-1.98687384782076,44.3129520701807,0.3
S(SCl)Cl,0.0858106564131128,0,27.8596,0.0,0,0.761904761904762,1.49196031312324,0.775464223049159,0.0,0.5
F[Si](F)(F)F,0.709758446365142,0,6.0052,0.0,0,0.661904761904762,1.04622720280652,-2.18590519865348,0.0,0.3
P(=S)(Cl)(Cl)Cl,0.210585022066813,0,33.3579,0.0,0,0.661904761904762,1.63220710066286,0.910835881191191,0.0,0.3
O(F)F,0.631537698928254,0,4.6217,0.0,0,0.657142857142857,0.753718391290779,-1.86961517176369,0.0,0.1
NS(=O)(=O)O,0.505370773083028,5,16.4903,0.0,6,0.690476190476191,1.05595692942089,-1.57005238569981,44.3129520701807,0.5
NO,0.335257213064668,0,7.8487,0.0,0,0.776190476190476,0.821524246011449,-1.02961941718116,0.0,0.6
[N-]=[N+]=O,0.484584312560764,0,,0.0,2,0.647619047619048,1.08840871898737,-1.22377543162212,25.3734570391534,0.2
N(=O)[O],0.451966941759584,0,,0.0,0,0.647619047619048,0.955760583939744,-1.38629436111989,25.3734570391534,0.2
O=S(=O)(OS(=O)(=O)Cl)Cl,0.670441343024309,0,31.1749,0.0,0,0.757142857142857,1.23825135205803,-1.76274252015756,88.6259041403615,0.3
NN,0.371839380458504,0,10.5682,0.0,0,0.747619047619048,0.8625,-0.78845736036427,0.0,0.4
[SiH4],,0,3.2,,0,0.633333333333333,,,0.0,0.1
II,-0.143927168806643,0,26.6816,0.0,0,0.780952380952381,3.0398,0.851005265175526,0.0,0.3
[N+](=O)(O)[O-],0.556467981644692,2,9.4555,-2.71483512420134,0,0.671428571428571,0.964169346012506,-1.64865862558738,0.0,0.2
P(Cl)(Cl)Cl,0.278616100438034,0,25.2449,0.0,0,0.661904761904762,1.51895538721016,0.738741768118338,0.0,0.3
[N+](=O)([N+](=O)[O-])[O-],0.762113385024668,0,13.7818,0.0,8,0.70952380952381,1.06469291851061,-1.94591014905531,0.0,0.3
N,0.371839380458504,0,5.4,0.0,0,0.647619047619048,1.22852538824081,-0.78845736036427,0.0,0.2
N(F)(F)F,0.826934790358045,0,7.4019,0.0,0,0.671428571428571,0.75458533774722,-2.08302262195098,0.0,0.2
[Si](Cl)(Cl)(Cl)Cl,0.135841222911414,0,24.5452,0.0,0,0.661904761904762,1.64837217397659,0.893513284184167,0.0,0.3
S(Cl)Cl,0.16254392918528,0,20.0661,0.0,0,0.661904761904762,1.41673676449154,0.575770312406373,0.0,0.3
C=CC1=CC=CC=C1,0.0,0,35.7443,0.0,0,0.714285714285714,1.3227745617223,0.0,0.0,0.5
C1=CC=C(C=C1)C,0.203104095976487,0,31.7957,0.0,0,0.714285714285714,1.33720144217271,-0.470003629245729,0.0,0.5
C1=CC=C(C=C1)CO,0.159649817529532,0,32.8739,0.0,0,0.80952380952381,1.24331754952948,-0.788457360364274,0.0,0.5
C1=CC=C(C=C1)C=O,0.159649817529543,0,32.649,0.0,0,0.738095238095238,1.29072239936156,-0.788457360364268,25.1449270324178,0.5
C1=CC=C(C=C1)CS,-0.0833296075870042,0,39.0009,0.0,0,0.714285714285714,1.370498762217,0.331531479730035,0.0,0.5
COC1=CC=CC=C1,0.159649817529534,0,32.5212,0.0,0,0.80952380952381,1.25335443799973,-0.788457360364267,10.9998878876064,0.5
CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)C,0.297285808594557,0,88.2675,0.0,0,0.735714285714286,1.2333410682749,-1.22377543162214,36.1448149200242,0.9
CCCCCCOC(=O)CC(C)C,0.297285808594449,0,54.2645,0.0,0,0.923809523809524,1.18708614239702,-1.22377543162213,59.6870189132048,0.8
COC(CC1=CC=CC=C1)OC,0.297285808594475,0,48.2716,0.0,0,0.952380952380952,1.23014035521175,-1.22377543162211,23.5422039931806,1.0
C1=CC=C(C=C1)CC2=CC=CC=C2,0.0,0,55.7952,0.0,0,0.714285714285714,1.33553201887493,0.0,0.0,0.5
C1=CC=C(C=C1)OC2=CC=CC=C2,0.159649817529554,0,52.2988,0.0,0,0.738095238095238,1.3062259043699,-0.788457360364273,10.9998878876064,0.5
C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2,0.297285808594515,0,66.7473,0.215614470099776,0,0.871428571428571,1.28270916205824,-1.22377543162212,36.1448149200242,0.6
CC(=O)OCC(COC(=O)C)OC(=O)C,0.712263297752161,0,47.9706,2.44279252384717,0,1.0,1.13350012862065,-2.10413415427021,108.434444760073,1.0
CCCCC(CC)COC(=O)C,0.297285808594502,0,49.5608,0.0,0,0.923809523809524,1.17319495418533,-1.22377543162212,47.9159169166145,0.8
C1=CC=C(C=C1)COCC2=CC=CC=C2,0.159649817529524,0,62.2377,0.0,0,0.80952380952381,1.29580790980475,-0.788457360364259,0.0,0.5
C1=CC=C(C=C1)CC(=O)O,0.297285808594482,1,37.3656,0.0,0,0.752380952380952,1.245238286539,-1.22377543162212,67.828270193339,0.6
CCC(C)C(=O)OC,0.29728580859447,0,31.2152,0.0,0,0.952380952380952,1.14951583359875,-1.22377543162211,36.1448149200242,1.0
CCC(C)C(=O)OCC,0.297285808594483,0,35.9632,0.0,0,0.952380952380952,1.1620789960576,-1.22377543162212,71.4581209097951,1.0
CC1=CC=C(C=C1)CC=O,0.15964981752954,0,41.4814,0.0,0,0.838095238095238,1.29832740381084,-0.788457360364266,25.1449270324178,0.7
CCCCC1CCC(=O)O1,0.297285808594473,0,38.4521,0.0,0,0.952380952380952,1.18792922387867,-1.22377543162211,83.2292229063855,1.0
CCCCCC1CCC(=O)O1,0.297285808594481,0,43.0531,0.0,0,0.952380952380952,1.18414226238651,-1.22377543162211,83.2292229063855,1.0
CCCCCCCC1CCC(=O)O1,0.297285808594467,0,52.2551,0.0,0,0.952380952380952,1.19431637303277,-1.22377543162211,83.2292229063855,1.0
CCCCC(CC)CO,0.159649817529533,0,40.4093,0.0,0,0.852380952380952,1.16004783027935,-0.788457360364267,11.7711019965903,0.3
CCC1=CN=C(C=C1)C,0.203104095976488,0,38.1348,0.0,0,0.838095238095238,1.26988167713969,-0.470003629245732,0.0,0.7
CC1=CC=C(C=C1)OC,0.159649817529539,0,37.5624,0.0,0,0.838095238095238,1.25790164111283,-0.78845736036427,10.9998878876064,0.7
CC1CCCCCCCCCCCCC(=O)C1,0.159649817529554,0,74.205,0.0,0,0.804761904761905,1.22187897793489,-0.788457360364275,25.1449270324178,0.3
CCC(=O)OCC,0.297285808594473,0,26.7877,0.0,0,0.952380952380952,1.12323910370914,-1.22377543162212,71.4581209097951,1.0
CC(=O)CC(=O)OC,0.418249702467581,0,27.308,0.317521952114299,0,0.952380952380952,1.1559211813666,-1.52605630349505,61.2897419524419,1.0
CCC(C)OC(=O)C,0.297285808594475,0,31.1032,0.0,0,0.952380952380952,1.15264339341327,-1.22377543162211,95.0003249029758,1.0
CCCC(=O)OCC,0.297285808594479,0,31.3887,0.0,0,0.952380952380952,1.15591532090615,-1.22377543162212,71.4581209097951,1.0
CCOC(C)OCC,0.297285808594477,0,33.2038,0.0,0,0.895238095238095,1.11546282532075,-1.22377543162212,105.939917969313,0.6
CCCC(=O)OCCC,0.297285808594479,0,35.9129,0.0,0,0.952380952380952,1.15650990683983,-1.22377543162212,59.6870189132048,1.0
CC1=CC(=C(C=C1)O)C,0.159649817529534,0,37.8345,0.0,0,0.814285714285714,1.27169489028976,-0.78845736036427,42.6833431609212,0.7
CCC(=O)OCCC(C)C,0.297285808594482,0,40.4615,0.0,0,0.952380952380952,1.16275415851328,-1.22377543162212,59.6870189132048,1.0
C1CCCCCC(=O)OCCOC(=O)CCCCC1,0.526147639863743,0,72.5152,0.286045781840519,0,0.976190476190476,1.17248645430282,-1.75785791755236,72.2896298400484,1.0
NCl,0.30520268616977,0,11.4204,0.0,0,0.657142857142857,1.03689173374052,-0.341672975020385,0.0,0.1
CC(CCC=C(C)C)CCO,0.159649817529524,0,50.4857,0.0,0,0.90952380952381,1.20580828367677,-0.788457360364262,23.5422039931806,0.7
CC(CCC=C(C)C)CC=O,0.159649817529545,0,49.2974,0.0,0,0.90952380952381,1.23808309485749,-0.788457360364279,25.1449270324178,0.7
CC(=CCCC(=CC=O)C)C,0.159649817529551,0,50.1992,0.0,0,0.938095238095238,1.2590369167213,-0.78845736036427,25.1449270324178,0.9
CCCC(=O)OCCC(C)C,0.297285808594444,0,45.0625,0.0,0,0.923809523809524,1.18170229558845,-1.22377543162212,59.6870189132048,0.8
CCCCCCC(=O)OCC,0.297285808594494,0,45.1917,0.0,0,0.923809523809524,1.17128377594895,-1.22377543162209,71.4581209097951,0.8
CCCC(=O)OC(=O)CCC,0.41824970246758,0,40.5378,0.0,0,0.952380952380952,1.16953765717085,-1.52605630349506,61.2897419524419,1.0
CCCCCCCC(=O)OCC,0.297285808594467,0,49.7927,0.0,0,0.923809523809524,1.17485352801948,-1.2237754316221,71.4581209097951,0.8
CCCCCCCCCCCC(=O)OCC,0.297285808594462,0,68.1967,0.0,0,0.711904761904762,1.18230874476421,-1.22377543162208,71.4581209097951,0.4
CCCOC(=O)CC,0.297285808594471,0,31.3119,0.0,0,0.952380952380952,1.12885048045985,-1.22377543162211,59.6870189132048,1.0
CC1=CC=C(C=C1)O,0.15964981752954,0,32.7933,0.0,0,0.785714285714286,1.26502044082474,-0.788457360364269,42.6833431609212,0.5
C1=CC(=CC=C1Cl)Cl,0.233806499482463,0,35.6676,0.0,0,0.690476190476191,1.37163817558293,0.325988906606371,0.0,0.5
COC(=O)CCC(=O)OC,0.526147639863771,0,33.0752,0.286045781840519,0,0.952380952380952,1.11596271694276,-1.75785791755238,72.2896298400484,1.0
CCCCCC(=O)CC,0.159649817529533,0,39.2516,0.0,0,0.90952380952381,1.178517106145,-0.788457360364267,25.1449270324178,0.7
CCCCCCC(=O)OC,0.297285808594478,0,40.4437,0.0,0,0.952380952380952,1.16200840290732,-1.22377543162212,36.1448149200242,1.0
C=CC=O,0.159649817529538,0,16.4411,0.0,0,0.723809523809524,1.23578713330027,-0.788457360364269,25.1449270324178,0.4
CCCS,-0.083329607587005,0,23.6605,0.0,0,0.8,1.32155058706665,0.331531479730043,23.5422039931806,0.6
CCCN,0.203104095976481,0,19.191,0.0,0,0.895238095238095,1.10020391916938,-0.470003629245736,23.5422039931806,0.6
C=CCO,0.159649817529538,0,17.424,-0.764722171772206,0,0.923809523809524,1.14084251622547,-0.78845736036427,0.0,0.8
C,0.159649817529537,0,15.8415,-1.12818438209364,0,0.8,1.21532362441403,-0.78845736036427,0.0,0.6
COC=O,0.297285808594475,0,12.8204,-1.67439541327609,0,0.866666666666667,1.07862755211342,-1.22377543162212,36.1448149200242,0.9
CC(CCCC(C)(C)O)CC=O,0.297285808594473,0,50.2819,0.0,0,0.923809523809524,1.1884951289069,-1.22377543162212,119.31374300514,0.8
CC(=CC=O)C,0.159649817529543,0,26.3966,0.0,0,0.938095238095238,1.25837021124755,-0.788457360364271,25.1449270324178,0.9
CCCC(=O)C,0.159649817529535,0,25.4227,0.0,0,0.90952380952381,1.19982574005396,-0.788457360364268,25.1449270324178,0.7
CCCC(=O)O,0.297285808594471,1,21.8716,0.0,0,0.952380952380952,1.12177177949661,-1.22377543162212,67.828270193339,1.0
C(CS)S,-0.160246349142099,0,26.8076,0.0,0,0.842857142857143,1.4613150471887,0.580090458267647,0.0,0.9
CC(C)CCS,-0.0833296075870107,0,32.8101,0.0,0,0.757142857142857,1.29434906584986,0.331531479730046,23.5422039931806,0.3
CCC(C)CC(=O)CC,0.159649817529537,0,39.1992,0.0,0,0.90952380952381,1.18679871685634,-0.788457360364274,25.1449270324178,0.7
