,SM1_Dz(i),CATS2D_02_DA,AMR,Eig03_EA(dm),T(N..O),DLS_cons,SpPosA_B(p),SM1_Dz(p),P_VSA_MR_2,DLS_04
CC1CCCCCCCCCCCCC(=O)C1,0.159649817529554,0,74.205,0.0,0,0.804761904761905,1.22187897793489,-0.788457360364275,25.1449270324178,0.3
CCN=C=S,0.129535921349034,0,26.0771,0.0,0,0.838095238095238,1.33780388214243,-0.188055088641712,35.313305989771,0.7
CC(C)(CCCC(=C)C=C)O,0.159649817529539,0,49.3635,0.0,0,0.90952380952381,1.22600097879904,-0.788457360364273,94.1688159727225,0.7
CCCCCC(C)O,0.159649817529524,0,35.7547,0.0,0,0.852380952380952,1.15263799987849,-0.788457360364267,58.8555099829516,0.3
CCCCSCCCC,-0.0833296075870042,0,46.9333,0.0,0,0.757142857142857,1.25049151053059,0.33153147973006,47.0844079863613,0.3
CC1C2CC2(CC1=O)C(C)C,0.159649817529547,0,44.5396,0.0,0,0.90952380952381,1.22961301142656,-0.788457360364268,25.1449270324178,0.7
CC(=O)CCC1=CC=C(C=C1)O,0.29728580859447,0,47.2118,0.0,0,0.852380952380952,1.24256246636537,-1.22377543162211,67.828270193339,0.8
CC(=O)C1=CC=CC=C1N,0.335257213064665,0,41.1612,0.0,4,0.752380952380952,1.26571583646303,-1.02961941718115,25.1449270324178,0.6
CCC(=O)OC,0.297285808594482,0,22.0397,0.0,0,0.952380952380952,1.10490513014597,-1.22377543162212,36.1448149200242,1.0
CCC(C)C(=O)OC,0.29728580859447,0,31.2152,0.0,0,0.952380952380952,1.14951583359875,-1.22377543162211,36.1448149200242,1.0
CC(C)CC(=O)OC,0.297285808594475,0,31.1893,0.0,0,0.952380952380952,1.16851915477738,-1.22377543162212,36.1448149200242,1.0
CN=C=S,0.129535921349035,0,21.3291,-1.69705627484771,0,0.8,1.38402154751048,-0.188055088641715,0.0,0.6
CSC,0.129535921349036,0,19.6888,-4.39573657081495,0,0.8,1.37644545568212,-0.188055088641715,0.0,0.6
CC(=CCO)C,0.159649817529537,0,27.3795,0.0,0,0.90952380952381,1.19600616599053,-0.788457360364267,0.0,0.7
CCC=CCCC=CC=O,0.159649817529539,0,46.2362,0.0,0,0.938095238095238,1.24823765946625,-0.788457360364263,25.1449270324178,0.9
CC1=CC(=C(O1)C)SC(=O)C2=CC=CO2,0.359351359142137,0,58.3927,0.0,0,0.871428571428571,1.3389690670531,-1.43672603441858,44.1596196049152,0.6
CCCC=CC=CC=O,0.159649817529537,0,41.6352,0.0,0,0.938095238095238,1.24725545273523,-0.78845736036427,25.1449270324178,0.9
CCCCC(CC)C(=O)O,0.297285808594479,1,40.2491,0.0,0,0.952380952380952,1.15954726296143,-1.22377543162212,67.828270193339,1.0
CC(C)C(=O)C,0.159649817529544,0,25.3962,0.0,0,0.90952380952381,1.20561618314801,-0.78845736036427,25.1449270324178,0.7
C=CCN=C=S,0.129535921349036,0,30.4918,0.0,0,0.838095238095238,1.38545678998978,-0.18805508864172,0.0,0.7
C1=CC=C(C=C1)C=CC=O,0.159649817529548,0,42.2096,0.0,0,0.738095238095238,1.30159221238966,-0.788457360364266,25.1449270324178,0.5
CCCCC1=C(SC=N1)C,0.129535921349039,0,46.4721,0.0,0,0.938095238095238,1.32787931474982,-0.188055088641716,0.0,0.9
CC1=C(C(=CC=C1)C)O,0.159649817529537,0,37.8345,0.0,0,0.814285714285714,1.27080527142617,-0.788457360364269,42.6833431609212,0.7
CCOC(=O)C(C(C(=O)OCC)O)O,0.712263297752192,0,45.3978,0.513087799563941,0,1.0,1.09910040855805,-2.10413415427021,142.91624181959,1.0
CC1CCCCC1=O,0.159649817529537,0,32.8219,0.0,0,0.914285714285714,1.21980962686376,-0.788457360364267,25.1449270324178,0.9
CCC(CC)O,0.159649817529536,0,26.4759,0.0,0,0.852380952380952,1.10834226841347,-0.788457360364268,47.0844079863613,0.3
CC(=CCC(CO)C(=C)C)C,0.159649817529548,0,50.134,0.0,0,0.90952380952381,1.23445523934321,-0.788457360364272,11.7711019965903,0.7
CCCCOCC1=CC=CC=C1,0.159649817529527,0,51.4983,0.0,0,0.938095238095238,1.24959463228055,-0.788457360364294,23.5422039931806,0.9
CC1=CC=C(C=C1)CO,0.159649817529539,0,37.9151,0.0,0,0.838095238095238,1.25642849863056,-0.788457360364272,0.0,0.7
CC(C)CC(=O)OCC(C)C,0.29728580859447,0,44.9333,0.0,0,0.923809523809524,1.18607510769732,-1.22377543162212,47.9159169166145,0.8
CCCCOC(=O)CC,0.297285808594467,0,35.9129,0.0,0,0.952380952380952,1.14129354523064,-1.22377543162212,59.6870189132048,1.0
CC(C)CC=O,0.15964981752954,0,25.4948,0.0,0,0.90952380952381,1.21892329908279,-0.788457360364272,25.1449270324178,0.7
CC1CCCC(C1)O,0.159649817529535,0,33.8233,0.0,0,0.857142857142857,1.18229159684412,-0.788457360364273,47.0844079863613,0.5
CCCCC(=O)C,0.159649817529533,0,30.0237,0.0,0,0.90952380952381,1.20037634275696,-0.788457360364274,25.1449270324178,0.7
CCCCC=CC=CC=O,0.159649817529527,0,46.2362,0.0,0,0.938095238095238,1.2499880016025,-0.788457360364265,25.1449270324178,0.9
CC1=NC=CN=C1C,0.371839380458506,0,30.9272,0.0,0,0.828571428571429,1.27113452953335,-0.788457360364272,0.0,0.8
CCCCOC=O,0.297285808594471,0,26.6936,0.0,0,0.952380952380952,1.137352160218,-1.22377543162212,59.6870189132048,1.0
C=CCSCC=C,-0.0833296075870025,0,37.5123,0.0,0,0.842857142857143,1.34864597263783,0.331531479730045,0.0,0.9
CCCCCC1CCCC(=O)O1,0.297285808594481,0,47.6541,0.0,0,0.952380952380952,1.18400396780437,-1.22377543162213,83.2292229063855,1.0
CC(CCC=C(C)C)CC=O,0.159649817529545,0,49.2974,0.0,0,0.90952380952381,1.23808309485749,-0.788457360364279,25.1449270324178,0.7
CCCCCCC(C)O,0.159649817529537,0,40.3557,0.0,0,0.852380952380952,1.16833122745013,-0.788457360364261,58.8555099829516,0.3
CC(C)C(C)O,0.159649817529543,0,26.4235,0.0,0,0.852380952380952,1.14954739276736,-0.78845736036427,47.0844079863613,0.3
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,0.712263297752149,0,75.6543,2.44279252384717,0,0.857142857142857,1.15607482654192,-2.1041341542702,108.434444760073,1.0
C1=CC=C(C=C1)CCO,0.159649817529543,0,37.6285,0.0,0,0.838095238095238,1.2556224330548,-0.788457360364267,23.5422039931806,0.7
CCOCC,0.159649817529536,0,22.5085,0.0,0,0.895238095238095,1.10897713905696,-0.788457360364267,70.6266119795419,0.6
CCC(=O)C(=O)C,0.297285808594475,0,26.1677,0.0,0,0.952380952380952,1.17673867243532,-1.22377543162212,50.2898540648355,1.0
CCCC(C)O,0.159649817529538,0,26.5527,0.0,0,0.852380952380952,1.14578018793904,-0.78845736036427,58.8555099829516,0.3
CCCCCCC=CC=O,0.159649817529539,0,45.1196,0.0,0,0.938095238095238,1.22492391669702,-0.788457360364278,25.1449270324178,0.9
C1=CC=C(C=C1)C(=O)CN,0.335257213064668,0,39.9707,0.0,3,0.752380952380952,1.24228802886533,-1.02961941718116,25.1449270324178,0.6
CCOC(=O)C1=CC=CO1,0.418249702467579,0,34.7244,0.0,0,0.852380952380952,1.23798034506866,-1.52605630349505,80.9654671960438,0.8
CCC(C)CO,0.159649817529544,0,26.6063,0.0,0,0.852380952380952,1.13194702887231,-0.788457360364273,11.7711019965903,0.3
CCC(C=C)O,0.159649817529531,0,26.3664,0.0,0,0.90952380952381,1.16431733703458,-0.788457360364269,23.5422039931806,0.7
CC(=O)OC1CCCCC1,0.297285808594485,0,38.4262,0.0,0,0.952380952380952,1.16987734640284,-1.22377543162212,83.2292229063855,1.0
C1=CC(=CC=C1CO)O,0.297285808594474,0,34.568,0.0,0,0.752380952380952,1.21126290939195,-1.22377543162212,42.6833431609212,0.6
CC(=O)OCC1=CC=CO1,0.418249702467594,0,34.4163,0.0,0,0.852380952380952,1.23084694882375,-1.52605630349505,45.6521612062729,0.8
C1=COC(=C1)C=CC=O,0.297285808594474,0,34.6005,0.0,0,0.752380952380952,1.29831114028705,-1.22377543162211,34.6522733186665,0.6
CCCC(=O)OC,0.29728580859448,0,26.6407,0.0,0,0.952380952380952,1.14030841824337,-1.22377543162211,36.1448149200242,1.0
CCCCCCCC(=O)OCCC,0.297285808594494,0,54.3169,0.0,0,0.9,1.17341460360563,-1.22377543162212,59.6870189132048,0.8
CCCCC(=O)OC,0.297285808594482,0,31.2417,0.0,0,0.952380952380952,1.14896660248199,-1.22377543162212,36.1448149200242,1.0
CCCCCOC(=O)CC,0.297285808594483,0,40.5139,0.0,0,0.952380952380952,1.15021680176936,-1.22377543162211,59.6870189132048,1.0
CCSC,-0.0833296075870038,0,23.9349,-2.95,0,0.8,1.29232820154432,0.331531479730042,35.313305989771,0.6
CSSC,-0.160246349142098,0,26.9804,0.0,0,0.842857142857143,1.3962495754523,0.580090458267648,0.0,0.9
CCSC(=O)C,0.0826853666186052,0,28.6041,0.0,0,0.938095238095238,1.28499258910486,-0.59161266973565,60.4582330221887,0.9
CC(C)SC(C)C,-0.0833296075869927,0,37.5193,0.0,0,0.757142857142857,1.31192278410402,0.331531479730041,141.253223959084,0.3
CC1=CC=C(O1)C,0.159649817529533,0,28.2534,0.0,0,0.814285714285714,1.29668600501849,-0.788457360364272,9.50734628624871,0.7
CCCC(C)OC(=O)C,0.297285808594475,0,35.7042,0.0,0,0.952380952380952,1.17100811702436,-1.22377543162212,95.0003249029758,1.0
CCCCC(C)O,0.159649817529545,0,31.1537,0.0,0,0.852380952380952,1.15600273374626,-0.788457360364269,58.8555099829516,0.3
CCCCCCCCCCC(=O)OCC,0.297285808594499,0,63.5957,0.0,0,0.792857142857143,1.1831490766498,-1.22377543162212,71.4581209097951,0.8
CCCCCOC(=O)C,0.297285808594464,0,35.887,0.0,0,0.952380952380952,1.16255610468399,-1.22377543162212,59.6870189132048,1.0
CCCCCCCC(C)O,0.159649817529557,0,44.9567,0.0,0,0.852380952380952,1.1734981888383,-0.788457360364278,58.8555099829516,0.3
CCCSSCCC,-0.160246349142088,0,45.5248,0.0,0,0.785714285714286,1.32248914255443,0.58009045826765,47.0844079863613,0.5
CCCCCCCCCCCCC,0.0,0,61.6152,0.0,0,0.588095238095238,1.20527571952827,0.0,0.0,0.2
CCCCCC1CCC(=O)O1,0.297285808594481,0,43.0531,0.0,0,0.952380952380952,1.18414226238651,-1.22377543162211,83.2292229063855,1.0
CCC(=O)OC(C)C,0.297285808594473,0,31.2059,0.0,0,0.952380952380952,1.14710439044092,-1.22377543162211,106.771426899566,1.0
CC1=CC=C(S1)C,-0.0833296075870009,0,34.6967,0.0,0,0.719047619047619,1.4168376220836,0.331531479730038,0.0,0.7
CCCC(=O)OC(C)C,0.297285808594478,0,35.8069,0.0,0,0.952380952380952,1.17449718654793,-1.22377543162212,106.771426899566,1.0
CCCCCOC=O,0.297285808594489,0,31.2946,0.0,0,0.952380952380952,1.15240463882381,-1.22377543162212,59.6870189132048,1.0
COC1=C(C=C(C=C1)C=C)OC,0.297285808594479,0,48.6707,0.0,0,0.852380952380952,1.24257633976873,-1.22377543162211,21.9997757752129,0.8
CC(=C)C1CC(CCC1(C)C=C)C(C)(C)O,0.159649817529536,0,70.2064,0.0,0,0.885714285714286,1.24054754521473,-0.788457360364284,82.3977139761322,0.7
C1=CC=C(C=C1)CCN,0.203104095976478,0,39.286,0.0,0,0.838095238095238,1.26600163782872,-0.470003629245731,23.5422039931806,0.7
CCO,0.159649817529538,0,13.0093,0.0,0,0.871428571428571,1.0599973669181,-0.78845736036427,35.313305989771,0.6
C(=O)O,0.297285808594476,1,8.0513,0.0,0,0.7,1.02418801379469,-1.22377543162212,67.828270193339,0.4
CC(=O)O,0.297285808594476,1,12.6437,-1.58381589731753,0,0.842857142857143,1.07621163489692,-1.22377543162212,67.828270193339,0.9
CCCOC(=O)C(C)C,0.297285808594478,0,35.8864,0.0,0,0.952380952380952,1.16152758888274,-1.22377543162211,59.6870189132048,1.0
CC(C)CCC(=O)O,0.297285808594478,1,31.0212,0.0,0,0.952380952380952,1.15290184145225,-1.22377543162211,67.828270193339,1.0
CC1=CCC(CC1=O)C(=C)C,0.159649817529537,0,47.1735,0.0,0,0.938095238095238,1.27846966374891,-0.788457360364268,25.1449270324178,0.9
CC1CCC2(O1)C(CCCC2(C)O)(C)C,0.297285808594489,0,60.7431,0.0,0,0.947619047619048,1.20668116195272,-1.22377543162212,141.253223959084,0.8
CC(C)CCOC(=O)CC(C)C,0.297285808594491,0,49.6111,0.0,0,0.923809523809524,1.19708535363071,-1.22377543162211,59.6870189132048,0.8
CCCCCC=CC=CC=O,0.159649817529527,0,50.8372,0.0,0,0.938095238095238,1.24652870597378,-0.788457360364272,25.1449270324178,0.9
CCCCCC=O,0.159649817529533,0,30.1482,0.0,0,0.90952380952381,1.1827945557461,-0.788457360364268,25.1449270324178,0.7
CC(C)O,0.159649817529537,0,17.4275,0.0,0,0.871428571428571,1.1182085375295,-0.788457360364271,70.6266119795419,0.6
CC(=O)C,0.159649817529537,0,16.1948,-1.49836884220768,0,0.9,1.19513777366273,-0.788457360364271,25.1449270324178,0.8
CCCC=CC=O,0.15964981752954,0,31.3166,0.0,0,0.938095238095238,1.22786999178455,-0.788457360364271,25.1449270324178,0.9
CCC=CCC=O,0.159649817529542,0,31.2648,0.0,0,0.938095238095238,1.22107545200645,-0.78845736036427,25.1449270324178,0.9
CC1C(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)C(C)C,0.15964981752953,0,81.6537,0.0,0,0.854761904761905,1.28683610585652,-0.78845736036427,25.1449270324178,0.9
C1=CC=C(C(=C1)C(=O)O)O,0.418249702467579,1,34.5105,0.0,0,0.752380952380952,1.20723286407428,-1.52605630349505,110.51161335426,0.6
CC1=CCCC(C1C=CC(=O)C)(C)C,0.159649817529548,0,62.1638,0.0,0,0.938095238095238,1.267326559195,-0.788457360364265,25.1449270324178,0.9
CCCCCCCCC(=O)C,0.159649817529545,0,48.4277,0.0,0,0.880952380952381,1.19998039507915,-0.788457360364272,25.1449270324178,0.5
CCCCCC1CCCC(=O)O1,0.297285808594481,0,47.6541,0.0,0,0.952380952380952,1.18400396780437,-1.22377543162213,83.2292229063855,1.0
CCCCCCC1CCC(=O)O1,0.297285808594475,0,47.6541,0.0,0,0.952380952380952,1.193125983097,-1.22377543162211,83.2292229063855,1.0
CCCO,0.159649817529537,0,17.5335,0.0,0,0.895238095238095,1.06803231148173,-0.788457360364271,23.5422039931806,0.6
CCCCO,0.159649817529539,0,22.1345,0.0,0,0.895238095238095,1.11519710207009,-0.788457360364268,23.5422039931806,0.6
CCCCCO,0.159649817529536,0,26.7355,0.0,0,0.852380952380952,1.13449535399773,-0.788457360364268,23.5422039931806,0.3
C1=CC=CC=C1,0.0,0,26.058,0.0,0,0.690476190476191,1.31632994397481,0.0,0.0,0.5
CCCCCCC1CCCC(=O)O1,0.297285808594478,0,52.2551,0.0,0,0.952380952380952,1.18878453772256,-1.22377543162212,83.2292229063855,1.0
CI,-0.0745507312642962,0,19.6429,0.0,0,0.661904761904762,2.0199,0.513422249613257,0.0,0.3
CN,0.203104095976483,0,9.9188,0.0,0,0.857142857142857,0.964182847661795,-0.470003629245736,0.0,0.5
CS,-0.0833296075870042,0,14.3883,0.0,0,0.776190476190476,1.32385,0.331531479730042,0.0,0.6
CCC(C)C(=O)OCC,0.297285808594483,0,35.9632,0.0,0,0.952380952380952,1.1620789960576,-1.22377543162212,71.4581209097951,1.0
CCCCCCCC1CCC(=O)O1,0.297285808594467,0,52.2551,0.0,0,0.952380952380952,1.19431637303277,-1.22377543162211,83.2292229063855,1.0
CCCCCCCCC(=O)OCC=C,0.297285808594473,0,58.8084,0.0,0,0.904761904761905,1.19177212935463,-1.22377543162211,36.1448149200242,1.0
C=CCCCCCCCCC(=O)OCC=C,0.297285808594431,0,68.0545,0.0,0,0.857142857142857,1.21459146760052,-1.22377543162212,36.1448149200242,1.0
CCN,0.203104095976483,0,14.6668,0.0,0,0.871428571428571,1.09644860789221,-0.470003629245735,35.313305989771,0.6
CC=O,0.159649817529536,0,11.7183,0.0,0,0.8,1.17740992719691,-0.78845736036427,25.1449270324178,0.6
CCS,-0.0833296075870038,0,19.1363,0.0,0,0.776190476190476,1.3588263210464,0.331531479730043,35.313305989771,0.6
CSC,-0.0833296075870033,0,19.1869,0.0,0,0.776190476190476,1.30407829969077,0.331531479730042,0.0,0.6
CC(C)N,0.203104095976485,0,19.085,0.0,0,0.871428571428571,1.15052846216891,-0.470003629245736,70.6266119795419,0.6
CC(C)S,-0.0833296075870042,0,23.5545,0.0,0,0.776190476190476,1.36669145870873,0.331531479730042,70.6266119795419,0.6
CN(C)C,0.203104095976484,0,19.9881,-0.4,0,0.871428571428571,1.18151449442665,-0.470003629245735,0.0,0.6
CC(C)(C)O,0.15964981752954,0,22.0651,0.0,0,0.871428571428571,1.14751885428663,-0.78845736036427,105.939917969313,0.6
CC(C)(C)S,-0.0833296075870062,0,28.1921,0.0,0,0.79047619047619,1.35625832628426,0.33153147973004,105.939917969313,0.7
CC(CCC=C(C)C)CCO,0.159649817529524,0,50.4857,0.0,0,0.90952380952381,1.20580828367677,-0.788457360364262,23.5422039931806,0.7
CCCCC(=O)OCCC(C)CCC=C(C)C,0.297285808594526,0,73.4661,0.286045781840519,0,0.923809523809524,1.2086234191492,-1.22377543162213,59.6870189132048,0.8
CC1(C2CCC1(C(=O)C2)C)C,0.15964981752954,0,44.492,0.0,0,0.885714285714286,1.25380075162071,-0.788457360364281,25.1449270324178,0.7
N,,0,,,0,0.633333333333333,,,0.0,0.1
CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,0.418249702467573,0,55.386,0.382309900508549,0,1.0,1.21381945696905,-1.52605630349505,106.771426899566,1.0
CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,0.793761450592544,0,64.1752,2.44279252384717,0,0.857142857142857,1.13882426638764,-2.24070968927596,214.374362729385,1.0
CC1N=C(CO1)C,0.335257213064668,0,27.435,0.362611825473773,2,0.928571428571429,1.20650402404375,-1.02961941718116,35.313305989771,1.0
CCCCOC(=O)C1=CC=CC=C1N,0.451966941759594,0,56.1591,0.0,8,0.952380952380952,1.22065190762924,-1.38629436111989,59.6870189132048,1.0
CCC(=O)C=CC1C(=CCCC1(C)C)C,0.159649817529533,0,66.7907,0.0,0,0.985714285714286,1.25428836748149,-0.78845736036427,25.1449270324178,0.9
ClCl,0.233806499482463,0,12.2726,0.0,0,0.719047619047619,1.2386,0.325988906606368,0.0,0.2
S,,0,9.4916,,0,0.633333333333333,,,0.0,0.1
COC1=C(C=CC(=C1)C=C)O,0.297285808594474,0,43.9016,0.0,0,0.752380952380952,1.24054660409237,-1.22377543162212,53.6832310485276,0.6
CC1(C2CCC(C2)(C1=O)C)C,0.159649817529543,0,44.5438,0.0,0,0.885714285714286,1.25813817679817,-0.788457360364274,25.1449270324178,0.7
CC1=CC(=O)CC(C1)(C)C,0.159649817529531,0,42.7215,0.0,0,0.914285714285714,1.27702322097691,-0.788457360364268,25.1449270324178,0.9
CC(=CCCC(C)(C=C)O)C,0.159649817529539,0,50.2056,0.0,0,0.90952380952381,1.22405028560577,-0.788457360364272,58.8555099829516,0.7
CC(C)CN,0.203104095976482,0,23.6628,0.0,0,0.895238095238095,1.13339760202072,-0.470003629245735,11.7711019965903,0.6
CC(C)CO,0.159649817529536,0,22.0053,0.0,0,0.895238095238095,1.12025657525195,-0.788457360364268,11.7711019965903,0.6
CC(C)C=O,0.159649817529539,0,20.9197,0.0,0,0.923809523809524,1.19635669894758,-0.78845736036427,25.1449270324178,0.8
CC(=C)C=O,0.159649817529538,0,20.7231,0.0,0,0.823809523809524,1.256612164565,-0.788457360364272,25.1449270324178,0.6
CCC(C)O,0.159649817529541,0,21.9517,0.0,0,0.895238095238095,1.10315708605087,-0.788457360364269,58.8555099829516,0.6
CCC(=O)C,0.159649817529537,0,20.8217,-0.68,0,0.923809523809524,1.16048028627951,-0.788457360364273,25.1449270324178,0.8
CC(CN)O,0.335257213064665,0,20.6293,0.0,3,0.895238095238095,1.05816136968358,-1.02961941718116,35.313305989771,0.6
CC(=O)C=O,0.297285808594476,0,17.0643,0.0,0,0.752380952380952,1.18805379739633,-1.22377543162212,50.2898540648355,0.6
CCC(=O)O,0.297285808594478,1,17.2706,-0.757106383926057,0,0.938095238095238,1.06769276509349,-1.22377543162212,67.828270193339,0.9
CC(=O)OC,0.297285808594478,0,17.4128,-0.998042811608899,0,0.938095238095238,1.112266521553,-1.22377543162212,36.1448149200242,0.9
CC(C)C(=O)O,0.297285808594476,1,21.8451,0.0,0,0.952380952380952,1.12863181935371,-1.22377543162212,67.828270193339,1.0
CC(C(=O)O)S,0.230556011029667,1,25.0413,0.0,0,0.952380952380952,1.21646204283951,-1.10090964771679,103.14157618311,1.0
CC1=C(C(CCC1)(C)C)C=CC(=O)C,0.159649817529524,0,61.8972,0.0,0,0.938095238095238,1.26724050815616,-0.788457360364268,25.1449270324178,0.9
CC1(C2CCC(C2)C1=C)C,0.0,0,43.6498,0.0,0,0.747619047619048,1.28754132391287,0.0,0.0,0.9
CC(=C)C(=O)OC,0.297285808594476,0,26.4176,0.0,0,0.952380952380952,1.18908936023687,-1.22377543162212,36.1448149200242,1.0
CC1=C(C(=O)CC1)O,0.297285808594477,0,30.7023,0.0,0,0.857142857142857,1.19759430631906,-1.22377543162212,67.828270193339,1.0
CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)[N+](=O)[O-],0.998497250665137,0,76.7804,2.61245154965971,60,0.876190476190476,1.21416322069522,-2.30258509299405,0.0,0.8
CCCCCCCC(=O)C,0.159649817529533,0,43.8267,0.0,0,0.90952380952381,1.20468077630993,-0.788457360364283,25.1449270324178,0.7
CC1=CNC2=CC=CC=C12,0.203104095976488,0,42.1857,0.0,0,0.785714285714286,1.34599829808121,-0.47000362924573,0.0,0.5
CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],0.839798380885644,0,70.8777,0.86,28,0.928571428571429,1.21178527340281,-2.10413415427021,10.9998878876064,1.0
CCC(C)C(=O)OC,0.29728580859447,0,31.2152,0.0,0,0.952380952380952,1.14951583359875,-1.22377543162211,36.1448149200242,1.0
CC(C)COC(=O)C1=CC=CC=C1O,0.418249702467603,0,53.0236,0.0,0,0.952380952380952,1.21741872384148,-1.52605630349505,90.5992600775357,1.0
CCOC(=O)C1=CC=CC=C1N,0.451966941759569,0,47.0339,0.0,8,0.852380952380952,1.22562864843031,-1.3862943611199,71.4581209097951,0.8
COC1=C(C=C(C=C1Cl)Cl)Cl,0.449928464814679,0,46.9356,0.0,0,0.857142857142857,1.33327868898411,-0.483598301511505,10.9998878876064,0.5
CCOC(=O)C(C(C(=O)OCC)O)O,0.712263297752192,0,45.3978,0.513087799563941,0,1.0,1.09910040855805,-2.10413415427021,142.91624181959,1.0
C=CCS,-0.0833296075870062,0,23.551,-1.41633329410842,0,0.828571428571429,1.38774236870024,0.331531479730042,0.0,0.8
CC1CCOC(C1)C=C(C)C,0.159649817529534,0,48.4907,0.0,0,0.90952380952381,1.22653833317681,-0.788457360364263,47.0844079863613,0.7
CC(=O)C1=CC=CS1,0.0826853666186061,0,35.295,0.0,0,0.80952380952381,1.38219298173878,-0.591612669735648,25.1449270324178,0.5
C1=CC=C(C=C1)SSC2=CC=CC=C2,-0.160246349142088,0,66.5356,0.0,0,0.726190476190476,1.40172319026843,0.580090458267655,0.0,0.5
CC1CCC(=C(C)C)C(=O)C1,0.159649817529548,0,47.1294,0.0,0,0.914285714285714,1.25156494110814,-0.78845736036427,25.1449270324178,0.9
CC1=CC(=C(C=C1)C(C)C)O,0.15964981752954,0,46.9841,0.0,0,0.938095238095238,1.268064993124,-0.788457360364263,42.6833431609212,0.9
C1=CC=C(C(=C1)C=O)O,0.297285808594484,0,34.3431,0.0,0,0.752380952380952,1.25386415683679,-1.22377543162212,67.828270193339,0.6
COC1=CC=CC=C1O,0.297285808594471,0,34.2153,0.0,0,0.752380952380952,1.21618759130394,-1.22377543162212,53.6832310485276,0.6
CC1=CC=CC2=CC=CC=C12,0.0,0,47.5494,0.0,0,0.690476190476191,1.34905618842821,0.0,0.0,0.5
C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,0.29728580859447,0,62.596,0.0,0,0.8,1.27722206361033,-1.22377543162211,25.1449270324178,0.6
C1=CC=C2C=CC=CC2=C1,0.0,0,42.5082,0.0,0,0.690476190476191,1.36200367642961,0.0,0.0,0.5
C1=CC=C2C(=C1)C=CC=N2,0.203104095976484,0,39.9793,0.0,0,0.714285714285714,1.33793568095714,-0.470003629245733,0.0,0.5
CC1=CC2=C(C=C1)N=CC=C2,0.203104095976477,0,45.0205,0.0,0,0.785714285714286,1.33531930359124,-0.470003629245733,0.0,0.5
C1=CC=C2C(=C1)C=CC(=O)O2,0.297285808594482,0,41.6237,0.0,0,0.7,1.27855817379981,-1.22377543162211,36.1448149200242,0.4
C1=CC=C(C=C1)C2=CC=CC=C2,0.0,0,51.1942,0.0,0,0.714285714285714,1.33611108202797,0.0,0.0,0.5
COC1=CC2=CC=CC=C2C=C1,0.159649817529536,0,48.9714,0.0,0,0.80952380952381,1.30964312986531,-0.788457360364275,10.9998878876064,0.5
COC1=C(C=C(C=C1)CC=C)OC,0.297285808594478,0,53.2717,0.68,0,0.952380952380952,1.24819621723842,-1.22377543162212,21.9997757752129,1.0
CCOC1=CC2=CC=CC=C2C=C1,0.159649817529533,0,53.7194,0.0,0,0.838095238095238,1.30536285042213,-0.788457360364281,46.3131938773774,0.7
COC(=O)C1=CC=CC=C1,0.297285808594486,0,37.5855,0.0,0,0.752380952380952,1.23649344923143,-1.22377543162212,36.1448149200242,0.6
CCOC(=O)C1=CC=CC=C1,0.297285808594493,0,42.3335,0.0,0,0.852380952380952,1.23897896765926,-1.22377543162211,71.4581209097951,0.8
CC(C1=CC=CC=C1)OC(=O)C,0.297285808594487,0,46.4436,0.0,0,0.852380952380952,1.24140734108436,-1.22377543162212,71.4581209097951,0.8
CCCOC(=O)C1=CC=C(C=C1)O,0.418249702467603,0,48.5518,0.0,0,0.952380952380952,1.21133356072474,-1.52605630349505,102.370362074126,1.0
CCCCOC(=O)C1=CC=C(C=C1)O,0.418249702467592,0,53.1528,0.0,0,0.952380952380952,1.21171496175257,-1.52605630349504,102.370362074126,1.0
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2,0.297285808594478,0,66.9527,0.0,0,0.871428571428571,1.27862256297376,-1.22377543162212,59.6870189132048,0.6
C=CCC1=CC2=C(C=C1)OCO2,0.297285808594467,0,46.1122,0.53150923032491,0,0.852380952380952,1.27502547963954,-1.22377543162212,21.9997757752129,0.8
CCOC(=O)CCSCC1=CC=CO1,0.359351359142146,0,56.4915,0.286045781840519,0,1.0,1.26358988917132,-1.43672603441857,80.9654671960438,1.0
CC1=CC=CC=C1C,0.0,0,36.1404,0.0,0,0.719047619047619,1.32346445924426,0.0,0.0,0.7
CC1=CC=CC=C1O,0.159649817529539,0,32.7933,0.0,0,0.785714285714286,1.27118837976231,-0.788457360364271,42.6833431609212,0.5
C1=CC=C(C(=C1)O)Br,0.198850858745168,0,35.3749,0.0,0,0.714285714285714,1.35077428814388,-0.574926549172509,42.6833431609212,0.5
C1=CC=C(C(=C1)O)Cl,0.266049772324668,0,32.5569,0.0,0,0.714285714285714,1.29621092700876,-0.696790535474746,42.6833431609212,0.5
