,SM1_Dz(i),TPSA(NO),piPC10,ESOL,SIC5,nC,SpMax4_Bh(m),SM15_AEA(bo),nRCOOR,GATS3e,SpMAD_B(s),P_VSA_v_2,MATS1p,SM10_AEA(ri),PDI,SpPosA_H2,SpMax3_Bh(s),F04{C-N},J_D,CATS2D_02_DA,X0Av,MATS1e,Eig04_AEA(bo),MDEO-12,ATSC2s,SpDiam_B(m),MATS4v,Eta_psi1,SHED_DA,IC5,MPC06,GATS1v,Eig13_AEA(bo),Eta_betaP_A,VE3sign_B(v),LOGP99,GATS2s,MATS6v,MATS1s,GMTIV,ATSC6e,SIC4,minsNH2,ALOGP,SM4_B(m),MATS2m,P_VSA_charge_9,ATSC1e,X3A,SpMax2_Bh(m),CATS2D_04_AP,RBF,PW5,Psi_e_0d,P_VSA_s_5,RNCG,piPC06,P_VSA_charge_2,SpAD_B(s),D/Dtr10,SM05_EA,nArCOOR,Eta_beta_A,P_VSA_ppp_N,P_VSA_m_3,SpPosA_B(p),BIC2,Vindex,P_VSA_charge_3,VE1sign_B(p),Eta_sh_p,GATS2v,Me,P_VSA_LogP_2,MATS3s,SpMaxA_AEA(ri),IC1,ATSC3m,P_VSA_s_6,ATSC7e,SpMAD_B(m),MATS3e,VE2sign_B(m),Hy,GATS5s,MDEC-34,SpMax_B(s),P_VSA_e_2,SpMin2_Bh(m),GATS5v,SpMaxA_AEA(dm),O-060,P_VSA_MR_2,SM3_B(s),SpMin1_Bh(p),ATS3m,SpMin1_Bh(m),Q2,P_VSA_LogP_5,Eta_epsi_5
COC(=O)C1=CC=CC=C1N,0.451966941759572,52.32,0.0,-1.89077998476466,0.921853309982711,8,2.76813689566714,-0.84957318378284,0,0.749942203920875,1.92753815015077,69.0420023920897,0.0049590492638268,0.0,0.912774360164745,0.617754839974774,4.54290724796158,1,2.40203306933368,0,0.563931629715987,-0.105354945490678,2.57788325359774,0.5,19.761742640375,5.4152138168378,-0.271302477126323,0.525951557093426,1.0,3.98418371977919,2.39789527279837,0.933529412206492,0.0,0.727272727272727,-0.797625242321911,1.05540006607771,0.611027540627979,-0.309564939574407,-0.156863160510298,1885.0,0.114485951600001,0.921853309982711,5.4962037037037,0.9388,5.95058549120337,0.0853088432064927,96.4663463326065,0.0458024588000004,0.208981031557534,3.3082094776047,2,0.1,0.0728607871751565,-0.0109880766073025,0.0,0.354081331561967,4.22683374526818,0.0,21.2029196516585,0.0,5.30330490805908,1,1.31818181818182,0.0,36.1448149200242,1.22212277051258,0.759915423349956,0.534776247620071,25.1449270324178,0.232787060340163,0.243421052631579,0.828889378776989,1.01454,0.0,0.0213114460731613,0.35789613553611,3.18418371977919,7.14197080900001,69.0420023920897,0.0677238496000005,1.50386832583933,-0.0123774645069169,0.010113776192584,0.660398010549346,1.75670846520846,0.0,7.43275912985119,61.9217002798464,1.59613156062287,1.05505898823635,0.333708800426608,1,36.1448149200242,6.59650670244242,2.00261912146022,2.92452737233221,2.00411473089733,0.653844902757555,16.9422103918715,0.787179487179487
CC1=CCC2C(C1)C2(C)C,0.0,0.0,0.0,-3.01045718268773,0.785088334762815,10,2.66470338671686,-1.0,0,1.48554104477612,1.39104382114383,0.0,0.0592592592592615,0.0,0.898196962978654,0.621244383238538,3.60281542971754,0,2.03670902148904,0,0.714626436994197,0.0592592592592414,2.22378505069397,0.0,3.98663749865385,5.02690434193308,-0.0534374999999998,0.714285714285714,0.0,3.69026039096838,3.29583686600433,1.2037037037037,0.0,0.1,-0.693061917110476,2.99870003759861,0.66227103164261,-0.303571428571428,-0.334346575991896,537.0,0.0141302023668641,0.785088334762815,0.0,2.8728,5.73557998721272,0.115196078431373,11.7711019965903,0.0269375772781063,0.17036397437534,3.39819133372764,0,0.0,0.0850229346909447,0.0191827082109849,0.0,0.18120191039217,3.87120101090789,0.0,13.9104382114383,0.0,6.64768837356333,0,0.65,0.0,0.0,1.26944835544943,0.703623538956075,0.492459274222475,0.0,0.202739365458737,0.3,0.995710784313726,0.964184615384616,5.06906347840001,-0.331499118249579,0.4342256756262,2.21569514375156,14.0920704591124,0.0,0.0090192781065092,1.31182187992702,-0.403358208955232,0.0202739365458737,-0.960252567789128,0.701096121200291,2.0800838230519,4.21479203143728,44.2064986882404,1.85097579325954,0.699282786885246,0.344792745953892,0,0.0,5.17378252784474,1.91918079120437,2.7831830084567,1.99468183451091,0.0407768102013506,3.18557495074005,0.7
C1=COC(=C1)CSCC2=CC=CO2,0.230556011029641,26.28,4.92498662456256,-2.7923290287261,0.750100740613257,10,2.62315628760069,0.618033988749894,0,1.50810547799423,1.63495395766874,19.0146925724974,-0.0145798746114644,0.0,0.963282716581394,0.618974411301733,3.79706511887798,0,1.52033093496896,0,0.60919666383309,-0.01777931646321,2.61915333286333,0.0,9.52403282689981,4.9920400530083,0.0217878843484108,0.596330275229358,0.0,3.39312717344832,2.83321334405622,0.885642965796301,-0.460567124690136,0.615384615384615,-0.758193996846055,3.30599999427795,1.0452947527496,-0.188274192614873,0.0866039811825135,3874.0,0.129892308223063,0.750100740613257,0.0,2.7526,6.33681975270209,-0.275336572222326,72.3627763970288,0.0137451795841216,0.208711730708738,3.80180307792153,0,0.166666666666667,0.0495466414075616,-0.0031934955458468,0.0,0.400423172311237,3.96556377235618,0.0,21.2544014496936,0.0,4.94875989037816,0,1.23076923076923,0.0,19.0146925724974,1.34386696471221,0.662665031666209,0.286018751510065,0.0,0.313610607395378,0.0,1.12112856641864,1.00647826086957,1.79938149671447,-0.415055972217893,0.253976234097423,2.80574565152106,12.1254710625709,19.0146925724974,0.0859619587145567,1.57362004925253,-0.221631222929896,0.0191973740167717,-0.747629824156093,1.24376853256952,0.0,4.95740934902013,106.300541336509,1.67851159321104,0.930632455648063,0.306367818319089,2,19.0146925724974,5.98409033968903,1.73252029215783,3.08620087544862,1.73075177894423,0.554232731927186,19.0146925724974,0.838461538461538
COCC1=CC=CO1,0.297285808594477,22.37,0.0,-1.3509961231797,0.894454882778696,6,2.23734632336493,-1.61803398874989,0,1.01217023100207,1.59722270542615,20.5072341738551,-0.298879246994969,0.0,0.875854377973315,0.606697508537854,3.62079012956698,0,2.05840461677586,0,0.594456771210394,-0.032337712746563,2.03573837760573,0.0,11.6349236978906,4.82618965500153,0.0198932470020144,0.514018691588785,0.0,3.57781953111478,1.6094379124341,1.15570851461776,0.0,0.5,-0.575830052391883,1.42600001394749,1.48919375423135,-0.571074713747399,0.0205453946713892,744.0,0.0213214317187503,0.894454882778696,0.0,1.0292,5.56296652484773,-0.0869738992731693,94.1372074331087,0.0220811062500004,0.217166829645027,3.16898477937792,0,0.125,0.052387824274193,0.063492690392322,0.0,0.527280817842707,2.88340308858007,0.0,12.7777816434092,0.0,4.26267987704131,0,1.125,0.0,20.5072341738551,1.25737295402869,0.820253660322683,0.54924094785366,0.0,0.197669525836577,0.136363636363636,0.814851784659277,1.0118125,4.5923848830442,-0.0614401304024677,0.440878954538316,2.85221700146248,5.882969859375,20.5072341738551,0.0294105009375002,1.45885851213207,0.0802951074363425,0.0219503860404011,-0.70979597276789,1.64192107855565,0.0,4.96049258749636,51.6162516269017,1.60585251496152,0.842567965424365,0.353979577023688,1,9.50734628624871,5.60504108765183,1.77807541994663,2.14925377373255,1.75146757706552,0.431800333899446,9.50734628624871,0.891666666666667
CSC(=O)C1=CC=CO1,0.230556011029663,30.21,0.0,-1.76760143789169,0.918863225783557,6,2.23897052207463,-1.46350616967028,0,0.921462567583283,1.91125504065631,34.6522733186665,0.0131031020486285,0.0,0.898747017550672,0.587554833684183,3.87201750120051,0,2.23546231822913,0,0.641476917765355,-0.0445419463947316,2.11803398874989,0.333333333333333,8.0736288636,5.2307005667511,-0.139027114091601,0.555555555555555,0.0,3.58989809546429,1.94591014905531,0.869715174186745,0.0,0.611111111111111,-1.1810682415314,1.78279999643564,0.692882527776181,-0.389063235093963,-0.0597087154155047,1308.0,0.0380276899555559,0.918863225783557,0.0,1.6388,6.08062777805275,-0.134023615542195,35.2816974501571,0.0410095622222226,0.219116793788062,3.62817383432331,0,0.133333333333333,0.0476520822754053,-0.03585389928859,0.0,0.531020139110848,3.64087023492758,25.1449270324178,17.2012953659068,0.0,4.94875989037817,0,1.19444444444444,0.0,34.6522733186665,1.32572810401907,0.821143379412281,0.561458312820656,0.0,0.0300059444613196,0.185185185185185,0.962913420013413,1.02545333333333,0.0,0.186782592179689,0.418850043060958,3.13957226198672,5.02336000133334,34.6522733186665,0.0419872810666669,1.57885443026675,0.235050111180131,0.0015004031076548,-0.63616167295955,1.54562783613088,0.0,7.42688500686103,79.0493501141582,1.5388741298925,1.37632205849496,0.511479230527852,1,34.6522733186665,6.44399968479233,1.67617205689432,2.74585017214588,1.66646857928429,0.423532635839365,9.50734628624871,0.9
CCC(C)CO,0.159649817529544,20.23,0.0,-1.19828507872775,0.542232640746215,5,1.96821597746551,0.0,0,0.664507707050411,1.73046619157183,42.6833431609212,-0.0778360884924532,0.0,0.752882612628752,0.561749623041492,3.74076742162211,0,2.75418478603766,0,0.73979623784378,-0.0961642663011137,-0.302775637731995,0.0,7.88364026033951,4.03865824173763,-0.140948499705375,0.570469798657718,0.0,2.26106944524573,0.0,1.58956990664166,0.0,0.0,-0.649053668763398,1.02480003982782,0.900394308999328,0.482770370842415,-0.155664817403655,153.0,0.0042375208333334,0.764454862968437,0.0,1.29,4.77391824430243,-0.131808183091258,23.5422039931806,0.0304722113888888,0.348461712529338,2.95924745942358,0,0.117647058823529,0.0,0.189175750654084,0.0,0.666594592798482,0.0,0.0,10.382797149431,0.0,3.93182563272432,0,0.458333333333333,0.0,42.6833431609212,1.13194702887231,0.755003466005584,0.954772093011547,0.0,0.039883854639608,0.470588235294118,1.27826569564738,0.979383333333334,2.53453173920001,0.0554343993055618,0.658335656162515,1.94471679005285,7.30997850469136,42.6833431609212,0.0,1.24306837399153,0.0282795888601432,0.0240434421986642,0.0044637210993799,1.13318565835432,0.0,6.26666071721034,20.1849402629802,1.62692926576001,0.207754758165466,0.476519881050637,0,11.7711019965903,5.74037952923961,1.91730843311517,2.01229029969108,2.00029302611795,0.224701382248895,0.0,0.752380952380952
CCCCOC(=O)C(C)O,0.418249702467577,46.53,0.0,-1.09517880658076,0.859052145992766,7,2.65824327736694,-1.22766261772862,1,0.952803621628407,2.00170685130518,78.8281580809454,-0.179097256807419,0.0,0.765843317293861,0.579870371395926,4.43945777971513,0,3.12960194178082,0,0.646238078917695,-0.0671414514567574,1.72023816019901,0.816496580927726,28.93765,4.67626658356128,0.0019975286997485,0.483870967741935,1.0,3.93872187554087,1.6094379124341,1.43432186703287,0.0,0.15,-1.05728577803709,0.710500046610832,0.650694091952639,-0.113083204010407,-0.103761781710179,1204.0,0.135959462812502,0.859052145992766,0.0,1.2687,5.5502536947368,0.0268751554083428,39.9056908728152,0.0359357945312511,0.266787836060487,3.41278664971543,0,0.217391304347826,0.0428455125306699,0.0198220960010566,0.0,0.368248531032091,1.79175946922806,0.0,20.0170685130518,0.0,4.70953020131233,0,0.7,0.0,78.8281580809454,1.12884519747066,0.768175357665461,0.689244716102464,25.1449270324178,0.134631705794403,0.37037037037037,1.20194355338212,1.0069625,9.66144836144421,0.19875231206536,0.400842261106754,2.41389098672806,12.718133495,78.8281580809454,0.153647241093752,1.26885750625913,0.174993451108754,0.0007882975286445,-0.0651406621848248,1.27436602373531,0.0,7.43296110259379,34.5031873613509,1.7938404993156,1.06062845379171,0.423347661768831,1,95.0003249029758,6.69035681641511,1.8998089643616,2.71704234366663,1.96153020612129,0.638191727426602,10.9998878876064,0.872727272727273
CC1=CCC(CC1)C(=C)C,0.0,0.0,0.0,-3.10307464856613,0.856725556508543,10,2.77804839059253,-1.0,0,1.34324596774193,1.42598662974439,0.0,0.0,0.0,0.896256551359548,0.612058879788901,3.70253903946298,0,2.25990259622409,0,0.698312766312544,0.0,2.07783050447963,0.0,5.42019335997042,4.90091189429147,-0.152364864864865,0.714285714285714,0.0,4.02698683335929,2.56494935746154,1.25,0.0,0.2,-0.589486526607045,3.30890004336834,0.624593003454086,0.230357142857144,-0.220227081479118,624.0,0.0179984705325447,0.856725556508543,0.0,3.5027,5.63504860817658,0.0427083333333338,35.313305989771,0.0256548355029584,0.214523039883292,3.40282870721325,0,0.0384615384615385,0.0722171018945212,0.0193722557021898,0.0,0.183134387952799,3.36729582998647,0.0,14.2598662974439,0.0,5.14166355650266,0,0.7,0.0,0.0,1.27218825675225,0.741665308600675,0.524761531221724,0.0,0.257343660054232,0.3,1.05794270833333,0.964184615384616,23.3705152137202,-0.241624163755004,0.377006870510818,2.43657033975657,12.8759530718343,15.7669199961202,0.008818849704142,1.33821358553638,-0.276612903225813,0.0257343660054232,-0.960252567789128,0.814491399604187,0.0,4.36300747412599,56.8683211124106,1.81082574353778,0.665983606557377,0.31247151343701,0,0.0,5.34506119707924,2.03527794658502,2.7420540028835,2.10775867364663,0.056490887189284,6.3711499014801,0.7
CC1=CCCC(=C)C2CC(C2CC1)(C)C,0.0,0.0,4.17438726989564,-4.54434241948083,0.833772141924302,15,3.02252134395698,0.162213296530035,0,1.34657320872274,1.38772271051193,0.0,0.0399999999999978,-6.40169826431602,0.902298587324721,0.61198580530699,4.29855484316189,0,2.0301889859084,0,0.698312766312544,0.0399999999999823,2.71742928105743,0.0,6.42822373327416,5.19897885471729,-0.0139455782312926,0.714285714285714,0.0,4.40682112895224,3.68887945411394,1.235,-0.511224399308087,0.133333333333333,-1.10263015782268,4.72520005702972,0.617858972229194,-0.048853211009174,-0.249686980808091,1768.0,0.0759022359763322,0.833772141924302,0.0,4.7533,6.05761274229458,0.0733552631578954,35.313305989771,0.0397649950295855,0.178005297995213,3.59545227250232,0,0.0,0.089375421521036,-0.0009014363322498,0.0,0.132284199215566,4.11087386417331,0.0,20.8158406576789,0.0,6.47850964220857,0,0.666666666666667,0.0,0.0,1.27702839656666,0.753000300855693,0.38378961492601,0.0,0.184040425262226,0.266666666666667,1.05625,0.964184615384616,28.4395786921202,-0.220276427061286,0.284881202003343,2.52262168340889,22.7488407587573,15.7669199961202,0.0486038875739652,1.30488155879735,-0.237616822429914,0.0122693616841484,-0.97672264890213,0.809154880272796,1.80720400721969,4.35177711274956,70.7625888527007,2.00322171270274,0.963475177304965,0.226613088094124,0,0.0,5.64012560546355,2.10802652558798,3.3670575998878,2.17397083714643,0.0712983375124168,6.3711499014801,0.7
CCC1=NC=CN=C1,0.371839380458504,25.78,0.0,-1.23614603459347,0.894454882778696,6,2.44940867874753,-1.66239633021218,0,1.11266355279643,1.58824557590874,33.5710590962605,-0.203225546008704,0.0,0.900359242412343,0.632665984758541,3.94033119592558,1,2.12501625541467,0,0.604198097469418,0.0378314670502452,1.58331715842531,0.0,7.39097491320312,5.1016078892787,-0.353459140044187,0.59375,0.0,3.57781953111478,1.6094379124341,1.11907900681715,0.0,0.75,-0.859431486491351,1.03899998217821,0.991547856708587,0.0301227320773276,0.102408638019001,589.0,0.0138412900000001,0.894454882778696,0.0,0.4783,5.56488587057632,0.0067571888184838,38.070053543296,0.0100609599999996,0.230209514058122,3.16603856990827,0,0.0625,0.0677907203664428,0.0632605748340122,0.0,0.441813557266039,3.2700441114426,33.5710590962605,12.7059646072699,0.0,4.11087386417335,0,1.375,0.0,0.0,1.24859623207174,0.74286556261678,0.573358101884161,0.0,0.0837729373433439,0.131578947368421,0.971302960141799,0.9909,2.53453173920001,-0.0020377736398928,0.431971491473201,2.55503653257727,6.58953527625,33.5710590962605,0.0072324300000001,1.54626458284729,0.0248250443124062,0.0106445383908683,-0.70979597276789,1.08179220054176,0.0,4.85285015670708,41.2587437832605,1.66840360162575,1.04336314381909,0.336679441940118,0,0.0,5.48183023252222,1.9722081971977,2.30164917215674,1.94600337930163,0.172585979060386,29.8990077821704,0.8
CC1=NC=CN=C1CC(C)C,0.371839380458508,25.78,0.0,-1.98943267463601,0.790995573377844,9,2.70940896813536,-1.0,0,1.27654888783705,1.42775994271923,33.5710590962605,-0.134503950498572,0.0,0.886010895746063,0.610660731753001,4.05763338183613,3,2.29336170172982,0,0.666689525432304,0.0712998170636577,2.73535705004662,0.0,9.403785219232,5.29285885665427,0.0293794600738579,0.623529411764706,0.0,3.67326968951511,2.39789527279837,1.23201684902394,0.0,0.545454545454545,-2.67910648806396,1.9835200086236,0.740210475048347,-0.427311043998941,0.0046892808615633,1112.0,0.0722164885120004,0.773768511054909,0.0,1.4689,5.83600830428845,0.145939767838283,29.0556991002307,0.0276182318079995,0.204218180579597,3.43486243245424,0,0.08,0.0848206992469879,-0.0107753448254161,0.0,0.363677724835935,4.00733318523247,33.5710590962605,15.7053593699115,0.0,5.14166355650266,0,1.13636363636364,0.0,0.0,1.26760970036468,0.71417021317944,0.502231296677701,0.0,0.0010829805988264,0.283018867924528,0.948237921901456,0.980208,2.53453173920001,-0.127458120410552,0.344277727641622,2.52307418942857,11.93125260024,33.5710590962605,0.0429607306880008,1.38711723976929,-0.0388141721804206,0.0011857866165161,-0.789532401257463,1.23097136671367,0.0,4.86492986146822,52.6184797843506,1.83348963223792,1.08514629725726,0.275573016966884,0,0.0,5.65468972240546,2.01296747797911,2.81114792397435,2.02368905775697,0.17661246953503,23.6083352594803,0.772727272727273
CCC(C)N,0.203104095976485,26.02,0.0,-0.889392422570339,0.320159765557392,4,1.87124800877295,0.0,0,1.44340615539443,1.43737794506186,32.8971874720655,-0.0700004513081384,0.0,0.806424053280133,0.540728076367712,3.66827192220804,0,2.53953886135939,0,0.77236146391316,-0.218424138844752,-0.481194304092015,0.0,5.13388580691407,3.94061803989165,-0.0633260848910404,0.615384615384615,0.0,1.28063906222957,0.0,1.62128549224597,0.0,0.0,-0.245880994624565,0.743599973618984,0.743661757164823,0.0,-0.394983353872342,60.0,0.0,0.663909765557392,5.29166666666667,0.6024,4.56700420125979,-0.06851662733491,0.0,0.02673075140625,0.408248290463863,2.87876438783299,0,0.0666666666666667,0.0,-0.314852266764214,0.0,0.679267151182295,0.0,0.0,7.1868897253093,0.0,3.71357206670431,0,0.45,0.0,0.0,1.13034984206928,0.711726882077298,1.10562346538997,0.0,0.342447084072824,0.583333333333333,1.31977839904724,0.9699875,35.4317192112655,-0.124371490842015,0.785862632661592,1.9669171866887,5.567339773125,32.8971874720655,0.0,1.14596315587448,-0.208611452838223,0.0539538568264749,1.23026455425987,0.0,0.0,4.52329215188511,20.1849402629802,1.60609815461459,0.0,0.57280793804758,0,58.8555099829516,4.9376130441918,1.9001096934063,1.57738150846041,1.96882700889094,0.150571435366828,0.0,0.642857142857143
CC(=O)OCC1=CC=CC=C1,0.297285808594471,26.3,0.0,-2.12399509288141,0.840035766327946,9,2.68665029941868,-1.0,1,1.35257388156967,1.8688182312521,36.1448149200242,-0.099377493761903,0.0,0.895776872257973,0.616269894558541,4.36279355064142,0,2.04692097558105,0,0.582759518914764,-0.0045649484260869,2.5,0.5,18.2157733681179,5.11921587046278,-0.13817337214235,0.55956678700361,0.0,3.68970373219955,2.39789527279837,1.04279125609417,0.0,0.681818181818182,-4.44905776961382,1.74970000982285,0.538944957447418,-0.283651069437656,-0.0557735568219175,2027.0,0.0719114555102045,0.840035766327946,0.0,1.6046,5.90673727724508,0.0118233818969837,82.3977139761322,0.0055859032653064,0.22130846905475,3.45596404256272,0,0.142857142857143,0.0781723077682377,-0.0109151420236069,0.0,0.452472416450428,3.84079549613978,25.1449270324178,20.5570005437731,0.0,4.61512051684128,0,1.25,0.0,36.1448149200242,1.24135400332222,0.688254470060994,0.431432166146371,0.0,0.0930936992502396,0.161290322580645,0.998549279782949,1.00345714285714,4.5923848830442,-0.238982840447914,0.320529056069294,2.73379735500207,9.06946723310657,36.1448149200242,0.0657940110204086,1.48890872570683,-0.231946782574761,0.007062608828208,-0.789532401257463,0.652754811155223,0.0,7.43463343733577,71.1757319389515,1.70088496645314,0.664874970607517,0.330379604347736,1,36.1448149200242,6.50060196958734,1.99440469342673,2.65401063811611,2.03338451695429,0.433678496301582,14.1854628383465,0.839393939393939
CC1=CC=C(C=C1)OC(=O)C,0.297285808594466,26.3,0.0,-2.43634058491972,0.810168817625581,9,2.68665029941868,-1.0,1,1.70582131764924,1.82649475653715,36.1448149200242,-0.0993774937619031,0.0,0.895776872257974,0.609196850433394,4.24579771809613,0,2.17129666184892,0,0.60235433251693,-0.0045649484260869,2.5,0.5,16.7706621317687,5.27929103594215,-0.121073399246107,0.55956678700361,0.0,3.55851861304891,2.56494935746154,1.04279125609417,0.0,0.727272727272727,-1.03912952552575,1.92032000422478,0.424797236949684,-0.0582951160280466,-0.075739256027417,1811.0,0.12549448122449,0.810168817625581,0.0,2.0839,5.94420589308376,0.224506452976415,47.0844079863613,0.0055859032653064,0.210011880574208,3.41555525099349,0,0.0952380952380952,0.0813162563355427,-0.0109258183850166,0.0,0.465411826749258,4.22683374526818,25.1449270324178,20.0914423219087,0.0,5.01727983681492,0,1.29545454545455,0.0,36.1448149200242,1.25557922923957,0.663743236417482,0.466222447922372,0.0,0.197829645824809,0.258064516129032,0.899859749738624,1.00345714285714,0.0,-0.297613631428372,0.328998724918678,2.79661385114414,9.04981215260771,36.1448149200242,0.0252200877551023,1.44659982425603,-0.348014270794886,0.0002962719709686,-0.789532401257463,1.26627647609101,0.0,7.43475209474055,71.1757319389515,1.69087196458992,1.02618781211004,0.332264931234229,1,36.1448149200242,6.50446426275212,1.99764367877022,2.72475324402516,2.02632896829224,0.391472139570396,19.4288909329307,0.839393939393939
COC1=CC=C(C=C1)CC=C,0.159649817529554,9.23,0.0,-2.69769698052654,0.838960231619275,10,2.68665029941868,-0.855638393580938,0,1.08244278633426,1.58374742035976,10.9998878876064,-0.0886887134105052,0.0,0.907205472240078,0.628229979132849,4.34100312621741,0,2.13641328925011,0,0.609928472616826,0.0372460487892098,2.5,0.0,10.5117525939509,5.25333192417288,-0.177746338602572,0.629921259842519,0.0,3.79508858639773,2.70805020110221,1.07374610486947,0.0,0.681818181818182,-1.76202427533072,2.42370001226664,1.14730548587991,0.0920190855891642,-0.0950371476827403,1487.0,0.0629761471077509,0.838960231619275,0.0,2.8215,5.86660308479483,-0.0369832695912367,128.594077371637,0.0215700296597348,0.216040012629139,3.37437074592922,0,0.130434782608696,0.0825370265630606,-0.0108525800133611,0.0,0.558560289348688,4.3646897150206,0.0,17.4212216239574,0.0,4.79579054559675,0,1.22727272727273,0.0,10.9998878876064,1.27518563491184,0.761569130977724,0.456545278662943,0.0,0.0039199116611712,0.1875,0.945666102048665,0.983865217391305,18.3014517353202,-0.0577221781308744,0.329768584090366,2.81655652436832,9.44655461296787,26.7668078837266,0.0320771575803403,1.50868533859121,-0.0754016409001001,0.005150014821104,-0.877258223619404,0.814351006292709,0.0,4.70996049905528,84.9947495535294,1.74984793917656,1.03738293697619,0.264941086314365,1,10.9998878876064,5.77912005424759,2.0072773568866,2.75881383891314,2.04038561786566,0.333314638461161,19.4288909329307,0.76969696969697
CCOC(=O)C=C,0.297285808594476,26.3,0.0,-0.977333128141578,0.717274419167607,5,2.01299900538678,0.0,1,1.43531217933728,2.00641233306307,36.1448149200242,-0.333827538795115,0.0,0.796309257172445,0.573859571745181,4.4011771213995,0,2.83181996607078,0,0.61543720178435,-0.0192020156749614,0.670272823639499,0.5,18.8954724444,4.65198245379348,-0.362832465004017,0.492227979274611,0.0,2.80231268271649,0.0,1.33394951307961,0.0,0.428571428571429,-0.415691567329448,0.735500030219555,0.568919904755553,-0.0031933841458553,-0.111739831112755,468.0,0.0395488800000006,0.85060775250094,0.0,1.0675,5.33479883237129,0.0903398344487297,63.4478948659958,0.0195085800000006,0.295679567896047,3.18103063516112,0,0.214285714285714,0.0219155844155844,-0.113248479545379,0.0,0.556436613411284,0.0,0.0,14.0448863314415,0.0,3.93182563272433,0,0.964285714285714,0.0,36.1448149200242,1.17801616347627,0.830807857199405,0.825971180712891,25.1449270324178,0.313508621915234,0.421052631578947,1.02479449707765,1.0126,20.3593048791644,0.041581785537403,0.551367012455341,2.81592206383517,5.87856796204444,51.9117349161444,0.0300758400000004,1.42311590440243,-0.226293512979212,0.018341559784937,-0.668417838585144,1.66472214800683,0.0,7.43323256143745,45.8520870906111,1.70128953352383,1.4408099274785,0.593734434780438,1,71.4581209097951,6.37355551573414,1.81637659586074,2.07314332196777,1.82175664535122,0.423309275618522,10.9998878876064,0.919047619047619
CCCCC(=O)OCCC,0.297285808594485,26.3,0.0,-1.86076091530953,0.840360475465977,8,2.64784472912138,-1.0,1,1.16114566570366,1.75150418364987,36.1448149200242,-0.205084751798046,0.0,0.824227699430118,0.581397517953941,4.12686468146074,0,2.9984190943753,0,0.685203048686046,0.013195829880101,1.34729635533386,0.5,17.5853764301775,4.509606675131,0.0399645877632035,0.546875,0.0,3.95006375643621,1.38629436111989,1.50156310816344,0.0,0.15,-0.530718309858127,2.12980002909899,0.511391527861311,-0.222077134805883,-0.0103882285738148,900.0,0.169669949112427,0.840360475465977,0.0,2.4729,5.47896171814089,-0.0329679225825751,28.1345888762248,0.0195602027218928,0.262619203912987,3.38782906154495,0,0.24,0.0660962559560958,0.0195982096727942,0.0,0.482504520468619,1.38629436111989,25.1449270324178,17.5150418364987,0.0,3.93182563272433,0,0.675,0.0,36.1448149200242,1.16089817038703,0.69708603197452,0.651882598857813,0.0,0.350039545445854,0.285714285714286,1.25020591329692,0.989361538461539,14.7305118398442,-0.0460907708339339,0.372541608840215,1.97909789113481,12.0894435211834,36.1448149200242,0.0389794952662725,1.3174751460874,-0.0636896755563185,0.0169313750498367,-0.768202054231302,1.91405006863135,0.0,7.43096127336949,39.5722508397509,1.89915708717724,1.058806239118,0.409056437426267,1,59.6870189132048,6.35691721509289,1.9155124912042,2.54038673249933,1.97881093314458,0.417494428722421,10.9998878876064,0.853333333333333
CCOC(=O)C,0.297285808594473,26.3,0.0,-0.735612620379663,0.56978306762363,4,1.97577493270641,0.0,1,1.97532802547771,1.94357991019589,36.1448149200242,-0.431642845580944,0.0,0.776348523514175,0.555664958011486,3.76764889107949,0,2.62721484789886,0,0.670600560352379,-0.020748617831496,0.298549157336102,0.5,19.249913095,4.43455781578134,-0.627948931548303,0.465116279069767,0.0,2.16936636702191,0.0,1.50857410544268,0.0,0.25,-0.209480986444945,0.569400019943714,0.489551839285064,0.696470996410474,-0.0628418058013773,272.0,0.0462680100000004,0.712640210480773,0.0,0.3699,5.1082796055276,0.16957512780633,28.1345888762248,0.0208170000000005,0.288675134594813,3.10173214053019,0,0.153846153846154,0.0,0.193623006701006,0.0,0.622743572768392,0.0,25.1449270324178,11.6614794611754,0.0,3.71357206670431,0,0.791666666666667,0.0,36.1448149200242,1.13783649226666,0.784068781909344,0.882136532160333,0.0,0.484665910397651,0.5,0.970668224865609,1.0135,4.5923848830442,-0.369875432129004,0.635863935323215,2.09306920777189,5.61792616530612,36.1448149200242,0.0,1.2161506032802,-0.508842196510008,0.061045600484764,-0.613854814107734,1.40252410170154,0.0,7.43463114002566,29.4341238829509,1.66169320846025,1.10270614766681,0.725137700005906,1,71.4581209097951,6.26729124956484,1.80911152483415,1.71401034483588,1.82068878369239,0.39706243458204,10.9998878876064,0.955555555555556
