,SM1_Dz(i),TPSA(NO),piPC10,ESOL,SIC5,nC,SpMax4_Bh(m),SM15_AEA(bo),nRCOOR,GATS3e,SpMAD_B(s),P_VSA_v_2,MATS1p,SM10_AEA(ri),PDI,SpPosA_H2,SpMax3_Bh(s),F04{C-N},J_D,CATS2D_02_DA,X0Av,MATS1e,Eig04_AEA(bo),MDEO-12,ATSC2s,SpDiam_B(m),MATS4v,Eta_psi1,SHED_DA,IC5,MPC06,GATS1v,Eig13_AEA(bo),Eta_betaP_A,VE3sign_B(v),LOGP99,GATS2s,MATS6v,MATS1s,GMTIV,ATSC6e,SIC4,minsNH2,ALOGP,SM4_B(m),MATS2m,P_VSA_charge_9,ATSC1e,X3A,SpMax2_Bh(m),CATS2D_04_AP,RBF,PW5,Psi_e_0d,P_VSA_s_5,RNCG,piPC06,P_VSA_charge_2,SpAD_B(s),D/Dtr10,SM05_EA,nArCOOR,Eta_beta_A,P_VSA_ppp_N,P_VSA_m_3,SpPosA_B(p),BIC2,Vindex,P_VSA_charge_3,VE1sign_B(p),Eta_sh_p,GATS2v,Me,P_VSA_LogP_2,MATS3s,SpMaxA_AEA(ri),IC1,ATSC3m,P_VSA_s_6,ATSC7e,SpMAD_B(m),MATS3e,VE2sign_B(m),Hy,GATS5s,MDEC-34,SpMax_B(s),P_VSA_e_2,SpMin2_Bh(m),GATS5v,SpMaxA_AEA(dm),O-060,P_VSA_MR_2,SM3_B(s),SpMin1_Bh(p),ATS3m,SpMin1_Bh(m),Q2,P_VSA_LogP_5,Eta_epsi_5
C1=CC(=C(C=C1N)C(=O)O)O,0.556467981644703,83.55,0.0,-1.59208631072745,0.973354170381319,7,2.49714917036914,-1.0,0,0.938134616801534,2.25687060271275,143.408800826326,0.331694710459963,0.0,0.846232559391856,0.598583281189348,6.35035915576001,2,2.47051348976203,1,0.510188778020208,-0.28320106663316,2.53167327467936,0.0,40.7593170091358,5.50232521905715,-0.185938953552265,0.471153846153846,2.74945927399721,4.0588138903312,2.484906649788,0.69248844922429,0.0,0.772727272727273,-1.07384261914887,0.672600075602531,0.481206211721497,-0.0776557763587814,-0.30669561408448,2417.0,0.274162334228395,0.973354170381319,5.29083333333333,0.4204,5.99895605441914,0.0932576259524516,35.313305989771,0.144041981728395,0.198620510724928,3.25576823453406,0,0.0555555555555556,0.0837271836923525,-0.0111083020291722,0.0,0.297519283725412,4.40671924726425,0.0,24.8255766298402,0.0,5.48479693349066,0,1.36363636363636,0.909874472903056,110.51161335426,1.18456584106333,0.82601162601947,0.554261987309213,25.1449270324178,0.162787844929743,0.285714285714286,0.995132744471225,1.04080555555556,0.0,-0.147319124785382,0.359141256553786,3.30827083453526,6.2543849,143.408800826326,0.049010500154321,1.46329401476773,-0.155616998132409,0.002128228378426,2.6750634545657,1.12254883750957,0.0,7.47837552080666,35.2809393974585,1.28352581781003,1.01549687522347,0.328404722872705,0,110.51161335426,7.02775217272556,1.99959701450263,2.958194159836,1.97655428977587,1.08264802553458,5.94232250426509,0.773333333333333
CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,0.824657782762113,101.73,5.27619956129442,-2.02512793215127,0.907472375728308,15,3.30736279228571,1.23453631191774,0,0.961409165840149,2.02594000238728,132.884265800495,-0.0908816965921104,-3.0,0.937643246913368,0.608024115278862,6.999,8,1.90269453174949,3,0.618575516549038,0.028634240900144,3.44470206164457,0.572357121276666,79.2927182398866,6.44303994075464,-0.155146616791589,0.526655896607431,4.13085192089075,5.01247989074556,4.07753744390572,1.11768920955202,0.869752004946773,0.478260869565217,-0.875831835217008,0.556700024288148,0.447777399805877,0.167475527555101,-0.133931886368694,14673.0,1.0729645562949,0.907472375728308,5.12008739628644,0.8271,6.97123131245903,0.0321736127722009,109.788182289094,0.119355783478262,0.187185682801212,3.83829170133466,0,0.127659574468085,0.0823509359240605,-5.43038813264637e-06,18.0107506830303,0.218722981329774,5.54712866461082,28.2692409264128,46.5966200549073,0.0,6.60800062529609,0,1.10869565217391,0.0,80.4577669902049,1.2141423325611,0.805776205654665,0.289070021917419,75.6043863034458,0.442497071909303,0.220858895705521,0.945904988075561,1.01145652173913,29.3969271873853,0.009866326889119,0.17739811172303,3.51255286236332,28.9180475191304,111.74920122347,0.496107132551987,1.43916088205082,-0.0969180870475536,0.00572376853091,1.11781883805339,0.830989244913111,0.0,7.72883829821461,80.0150039862781,1.89983899877933,0.943633021748127,0.194260940307056,1,162.855480966337,7.42720075167865,2.04260492626174,3.87574173494918,1.97596981300764,0.940964777045906,24.103938786823,0.828205128205128
C1=CC=C2C(=C1)C=CC=C2N=C=S,0.129535921349022,12.36,6.16359848089982,-4.00508917726001,1.0,11,2.93371545832693,-0.168016958986346,0,0.81068089130099,1.73430246727072,16.7855295481303,-0.0137412066316068,0.0,1.00257453750096,0.653251191533944,4.32399469510771,3,1.94021587055588,0,0.593339257786071,0.0255651203875847,3.04504080536795,0.0,5.403234446,5.83027869476326,-0.100752785605607,0.689419795221843,0.0,4.32192809488736,3.46573590279973,0.705247706715315,-0.5,1.0,-1.32351185208176,3.5740999802947,0.486220637397098,0.102862918662893,0.108368203727013,3267.0,0.0343532775000001,0.953724357368048,0.0,3.4978,6.46065152213999,-0.0396069414436457,99.1001986445445,0.0073842074999998,0.182611084044531,3.80286226077229,0,0.0476190476190476,0.10955809071245,-0.0032197447472454,13.9457371148872,0.326960648220995,5.82452409235233,0.0,22.5459320745194,44.6470418470418,5.39816270151774,0,1.57692307692308,0.0,0.0,1.39427472328933,0.592578170319858,0.393029490361766,0.0,0.0962840001821771,0.123762376237624,0.925284482671631,0.99145,0.0,0.0790991638841782,0.287165173428073,2.25677964944704,6.742555640625,61.9775586595078,0.0187343775,1.71512687918442,0.0255647699149358,0.0047248063143964,-0.822392806571703,1.36376901756832,0.0,5.1808294713751,133.374174860381,1.66243215424533,1.06481060472278,0.239158031671068,0,0.0,6.0831209009518,2.12417450635847,3.12381614848527,2.14787571839048,0.0965470916416962,24.6882058682354,0.751282051282051
C1=CC2=NNN=C2C=C1,0.516171310090739,41.57,0.0,-1.83149226952881,0.774871827110977,6,2.27474443743345,-1.0,0,0.839649597648143,1.71449147438625,49.8665001904308,0.133102016935424,0.0,1.03169838282363,0.644835327496059,3.86527450940491,4,1.9697731935234,0,0.522647585306491,0.342179846692115,2.5,0.0,5.78931496673469,5.57080772340203,-0.276775898107483,0.56,1.0,2.95021206491475,2.77258872223978,0.731454446706466,0.0,0.888888888888889,,0.475999981164932,0.93189309758438,1.65945293343078,0.0514823448433069,1100.0,0.0102817800000001,0.774871827110977,0.0,1.3897,5.92588740927944,-0.10008618264123,47.0844079863613,0.06234935,0.189195676187576,3.25352938473835,0,0.0,0.0778666774447943,-0.0357394011467397,16.5404853211503,0.283813121389623,5.14667655519744,0.0,15.4304232694763,0.0,5.01727983681492,0,1.5,0.0,0.0,1.30962762801559,0.616506735119549,0.506757312275266,0.0,0.0,0.0,0.976137585865921,1.0135,0.0,0.0981292920871363,0.385370880681159,2.37878349348618,4.61722113,33.3260148692805,0.0,1.66152586696237,-0.0462246407566172,0.0,-0.0006539043355896,1.55007669869726,0.0,5.11197307059981,42.1932638658706,1.35484433522216,0.993575475156563,0.288229825515729,0,0.0,5.72196090592709,1.98166784765442,2.48968054741745,1.99549165881348,0.181733571458608,20.8287592933003,0.78
C1CC(OC1CO)N2C=CC(=NC2=O)N,0.786136487402777,90.37,4.20469261939097,-0.913289523141522,0.940567257806712,9,2.93086266906107,0.333179016109081,0,1.07441120324428,1.97236027471015,131.635188995136,-0.0881011911909717,-5.82675839302329,0.894912041894785,0.62061498687742,5.12775531250403,2,1.88107699463698,1,0.544413937129025,-0.167602916871821,3.01956247918388,0.577350269189626,34.7937689920408,5.25235940069257,-0.0566631816655558,0.478571428571429,6.61380521524019,4.52164063634332,3.68887945411394,1.04498786949185,-0.432818295058878,0.3,-0.716842318768983,-0.209699966013432,0.656019359403709,-0.141564829285379,-0.143520386909315,5062.0,0.289077343278062,0.940567257806712,5.37439192806752,-1.0222,6.16992353016957,0.0022679133460416,70.6266119795419,0.123303027130103,0.187946166895299,3.61479239380248,2,0.0689655172413793,0.0898247674256421,-0.00092666705946,0.0,0.212324400480592,4.48863636973214,3.12431389399505,29.5854041206523,0.0,5.80211837537706,0,1.0,0.0,78.8281580809454,1.18150459216693,0.875756698697235,0.348969739652676,25.1449270324178,0.378572599864303,0.159203980099502,1.06490016865146,1.02518928571429,50.1379849206757,0.0010797265549508,0.247974784759908,3.73592635062903,16.9225977585204,128.510875101141,0.387647305561225,1.42135457199641,-0.0954920093949558,0.0146128780356817,1.4428339241182,1.49651015220377,0.0,7.43153296524571,30.1964737222076,1.80712190641603,0.934783193619019,0.235880438240601,0,72.229335018779,6.93055786775607,1.96572526547581,3.33855530327307,1.89152528056048,0.888630380645736,16.7855295481303,0.827777777777778
C1=CC(=C(C=C1Cl)SC2=C(C=CC(=C2)Cl)O)O,0.420485074864541,40.46,6.32640100681303,-4.83064289652601,0.793275252124772,12,3.3073791252198,0.377009308832397,0,1.10243096457807,1.91446748369522,85.3666863218424,0.186791474351617,-3.91146203771664,0.92149845091045,0.623415495203211,4.90943761051289,0,1.89214183487182,0,0.638297677387331,-0.160001121688711,3.40659475078611,0.0,10.473096072832,5.74299543998078,-0.0872075219157903,0.592417061611375,1.0,3.68385618977473,3.68887945411394,0.588304172058151,0.0554507330415271,0.794117647058823,-1.89016568740899,4.5557999163866,0.602620385362153,-0.218348580711366,-0.234338717562464,9604.0,0.306392820432002,0.793275252124772,0.0,4.7424,6.85848536096775,0.0075790732758836,73.7280798993365,0.119150852160001,0.195160892616712,3.95465625332476,0,0.0769230769230769,0.100681940970018,-0.0002638353062908,0.0,0.354169393182255,5.35894198836447,0.0,32.5459472228187,0.0,5.88887795833288,0,1.38235294117647,0.0,85.3666863218424,1.33517078139929,0.66069303792033,0.329744492336265,0.0,0.0138962012779031,0.234666666666667,0.811484422028564,1.031856,0.0,-0.136742097007125,0.215047437160809,2.92307418942857,14.756669196192,163.663974445406,0.411823811232002,1.62772124585811,-0.165250884176618,0.0003750214565289,0.468307858445266,0.648966146707872,0.0,6.31602388508043,99.1797069872419,1.88271496969801,0.84245136826504,0.255092182467699,0,85.3666863218424,6.87804434707227,1.9526925959029,3.8909518664391,1.93001287851279,0.776728291180916,10.1026809831129,0.824812030075188
C=CO,0.159649817529538,20.23,0.0,-0.420297365958688,0.0,2,0.0830999999999997,0.0,0,1.25884219651001,1.94410390641452,42.6833431609212,-0.186572025062064,0.0,0.681287126608559,0.514909028816689,2.15648303958623,0,1.63299316185545,0,0.577223548625377,-0.231085566401588,0.0,0.0,10.4897959183673,3.75844836643339,0.696470996410473,0.465116279069767,0.0,0.0,0.0,1.25883465180936,0.0,0.333333333333333,-0.149737521936841,0.687900029122829,0.842465753424657,0.0,-0.384703196347032,41.0,0.0,0.326797946540565,0.0,0.0702000000000001,4.35832021993398,-0.327039089501823,28.7948486072315,0.0298218599999999,0.0,2.04062799339094,0,0.0,0.0,-0.814540184798021,0.0,0.888734590991522,0.0,0.0,5.83231171924355,0.0,0.0,0,0.75,0.0,42.6833431609212,1.14796340472102,0.898226517969136,2.04214794491353,0.0,0.35535715290174,0.625,1.38506125870625,1.0135,21.0195646101711,-0.328767123287671,0.952493781056044,2.12808527889139,1.50127525571429,58.4502631570414,0.0,1.28755476904826,-0.279537431374766,0.0815978479481296,0.638345833092948,0.0,0.0,6.3323054538696,21.0195646101711,0.723124630685041,0.0,0.759265560181792,0,42.6833431609212,5.75397692345787,1.64305170844287,0.284723552845367,1.6695275912344,0.376136543694884,0.0,0.791666666666667
C1=CC=C(C(=C1)C(=O)O)N,0.451966941759581,63.32,0.0,-1.77203924101654,0.971217583280208,7,2.51295640572109,-1.0,0,0.761505394347931,2.14790545548503,100.725457665404,0.249996891280795,0.0,0.889796632941704,0.612406698040228,5.09326162761161,1,2.39604490986087,1,0.524221323191195,-0.209519313606671,2.5316636357675,0.0,30.5028124182353,5.41489092871499,-0.343711682135359,0.511194029850746,1.88988157484231,3.96981578242681,2.19722457733622,0.75454753205155,0.0,0.8,-0.610355806009143,0.96700007468462,0.41043309049849,0.692746307914897,-0.241353174974535,1654.0,0.0923041451903117,0.971217583280208,5.34064814814815,0.6878,5.89283893941915,0.0444108395041498,50.2699829371013,0.0769524428373705,0.202275327039298,3.22594993503519,2,0.0588235294117647,0.0619908661758029,0.0201331198459933,0.0,0.360218493421362,4.12309397550809,0.0,21.4790545548503,0.0,5.25227342804664,0,1.375,0.909874472903056,67.828270193339,1.2193105267644,0.769885270762111,0.569796201219269,25.1449270324178,0.298521076087242,0.233576642335766,1.03932891863092,1.02395294117647,0.0,-0.0501814667609417,0.39161910561187,3.02863931183857,6.30859940124568,100.725457665404,0.0067491057439446,1.48725882312585,-0.0524444114869387,0.0153846164682328,1.69040930967708,2.06427275692813,0.0,7.47824972791529,44.7571868708887,1.29653794812563,0.903110645045755,0.360207631915943,0,67.828270193339,6.79124001470536,1.99981346797751,2.7872962284333,2.00316410307523,0.731823592446744,5.94232250426509,0.756410256410257
C(=C(F)F)(F)F,0.881616467940133,0.0,0.0,-1.79796188767338,0.0,2,1.581,0.0,0,0.0,3.06526438964483,59.8404530840499,-0.4,0.0,0.77153295263606,0.535991331040547,7.999,0,2.99349724347847,0,0.418642982006152,-0.4,0.0,0.0,44.5674321,4.87435848595784,0.0,0.247524752475247,0.0,0.0,0.0,1.5,0.0,0.166666666666667,,1.99099996685982,1.25,0.0,-0.4,1136.0,0.0,0.0,0.0,1.2816,5.3979586080706,-0.5,0.0,0.275427,0.333333333333333,2.43023411895174,0,0.0,0.0,0.202219934337343,0.0,0.25,0.0,0.0,18.391586337869,0.0,4.61512051684126,0,0.75,0.0,59.8404530840499,0.904386716822809,0.355245321275764,1.08782479724043,0.0,0.0,0.533333333333333,1.25,1.303,0.0,0.5,0.676078810084939,0.918295834054489,0.150544,59.8404530840499,0.0,1.21704831592933,0.5,0.0,-0.306927407053867,0.0,0.0,8.45419573325543,30.1129223594218,0.0,0.0,0.723229816932392,0,0.0,7.70466455300034,1.64517312150629,2.39888532798649,1.2634476571216,0.334506623446941,89.9533754434717,1.44285714285714
CC1=CC(=C(C=C1)OC)N,0.335257213064662,35.25,0.0,-2.10103839828792,0.875217460110424,8,2.74629324346965,-1.15375898373581,0,0.922451600366901,1.59723880190814,43.8970753596719,-0.0069435300167109,0.0,0.91864165531692,0.616019144760072,4.37250056448666,3,2.35556246545303,0,0.621764936722237,-0.0823763946177321,1.83101037153419,0.0,9.43970181530612,5.39417864549565,-0.255301086069217,0.579591836734694,1.0,3.84423289876319,2.484906649788,1.03971662797944,0.0,0.7,-0.731022514845882,1.58582005649805,0.839357012006951,0.536020527177492,-0.257283690671569,1041.0,0.10412984829932,0.875217460110424,5.60689814814815,1.5532,5.79364764482721,0.153739633484865,84.2664169388012,0.0268334124943308,0.20890173056349,3.15847169218254,0,0.0476190476190476,0.0716494503530393,0.0198143838515618,0.0,0.455751422606561,4.22683374526818,0.0,15.9723880190814,0.0,5.19849703126582,0,1.275,0.0,10.9998878876064,1.24149507641755,0.78905981974889,0.555496474485729,0.0,0.173368431782353,0.295774647887324,0.787490455769684,0.992719047619048,0.0,0.0975914604939607,0.381039096002432,3.10567218427143,8.49716206099774,43.8970753596719,0.0022244349659863,1.40155440576194,0.113650143749239,0.0196174095731375,0.647148615521055,1.63019139462886,0.0,4.88537155333406,59.3227546867641,1.60855398246583,1.22871914067033,0.307894037633515,1,10.9998878876064,5.7997574616912,2.0091569643766,2.80546270160216,2.01917128678461,0.516492653812747,22.1856384864557,0.730555555555556
C1=CC(=CC=C1CC2=CC=C(C=C2)N=C=O)N=C=O,0.585895989812952,58.86,6.82006753694559,-3.64776647497246,0.687680667991065,15,3.24681389239397,1.0,0,0.477715797758811,1.99327092434655,83.8609131610961,-0.0509489653721685,-3.0,0.959087338787753,0.644213015002223,4.82925077442941,2,1.61147132578045,0,0.528254352980589,-0.0136410135181962,3.42503959958968,0.0,16.4512178214625,5.42980031546225,-0.0153301514494427,0.573560767590618,0.0,3.34073961581723,3.71357206670431,0.833349350116439,0.5,1.0,-2.04485846847355,3.21200000494719,0.253567829733707,-0.10544801681617,0.102797671469991,13382.0,0.182480084518432,0.687680667991065,0.0,3.5252,6.60531932367509,-0.0603679642340818,99.6823110797726,0.0287042417598103,0.199772216905386,3.7916070695374,0,0.133333333333333,0.0930225534896559,-7.4312194295e-05,35.874076383975,0.17348957275254,5.62672142851974,0.0,37.8721475625844,0.0,5.48479693349066,0,1.60526315789474,0.0,50.2898540648355,1.29926686833578,0.57589608356341,0.256312576097838,50.2898540648355,0.146250592674765,0.0743494423791821,1.03509206990957,1.01353793103448,2.53453173920001,0.0218884119064298,0.187295707849882,2.78901547788619,10.0220244642093,83.8609131610961,0.0742357821165288,1.61149213944568,-0.0121268709855025,0.0006712873498225,-0.775956219231123,1.11034308062837,0.0,7.50711541436343,126.103232919146,1.93813418940899,0.96281016176438,0.154631791550404,0,50.2898540648355,7.17476891773092,2.05141188420688,3.37094096598493,2.08093791248705,0.327062319210199,45.4557041047907,0.82280701754386
CCC(CC)(C(=O)NC(=O)N)Br,0.611665938692057,72.19,0.0,-1.98147581930383,0.705816633432325,7,3.03987837025457,-1.0,0,1.05974868645638,1.97471915100314,101.197792219931,0.0044352956062346,0.0,0.84069510614778,0.569407100105744,4.88906012404987,3,4.11176245953385,3,0.731001785384532,-0.119415962998598,1.61803398874989,0.0,36.43229908952,8.24471230269024,-0.42175181775587,0.583333333333333,1.75476535060332,3.27771094201066,1.6094379124341,1.04842441146288,0.0,0.25,-0.676520170458617,1.13500003516674,0.412060952751937,-0.0744457288939755,-0.0988638251332637,2491.0,0.264767130096002,0.745816633432325,4.80774376417234,1.4683,7.84189036336119,0.0952065552935566,0.0,0.0635006872160008,0.226877230495009,3.61424605836305,1,0.125,0.0456350097363007,0.005975185207362,63.9648442800232,0.248823697311441,1.94591014905531,43.155677715448,23.6966298120377,0.0,6.15485809401642,0,0.8125,0.0,50.2898540648355,1.21021029454641,0.736838550707201,0.870205825950716,25.1449270324178,0.387704570313845,0.53968253968254,0.92502899182789,1.015556,55.9770016334958,-0.0720754707032253,0.391250366665936,2.88488945173324,35.8480925952,83.187041536901,0.249988586400001,1.71005423214827,-0.0642573800409741,0.0195170066177922,1.63578112411935,1.3537844860459,1.15470053837925,7.45189116273881,31.6999444750998,1.72466742174044,0.851746844343684,0.380169370005507,0,97.3742620511968,6.95794627909477,1.92742231299852,3.89353488919561,1.94658523448788,0.612393703078851,0.0,0.78
CNC(=O)OC1=CC=CC2=CC=CC=C21,0.4519669417596,38.33,5.97267088329317,-3.00410442512481,0.961092940339405,12,2.95864716103907,0.368674888102237,0,1.02963226335571,1.85251784604603,54.1555656030545,-0.0327523312080783,-5.5195169391589,0.970797780981465,0.644042049067125,4.44872809174654,2,1.91085833672937,2,0.55719656435034,-0.0474916430470024,3.11803398874989,0.5,20.6602421785799,5.74852483237251,-0.135355311657089,0.568364611260054,1.0,4.51755942959634,3.66356164612965,0.891340866394714,-0.24076896804161,0.8,-1.33730654290413,2.55800004303455,0.462302978242753,-0.191995739516668,-0.078942533189281,4400.0,0.1247219347929,0.928362778254272,0.0,2.502,6.32810204107644,0.0565957500818885,82.3977139761322,0.0233063616568052,0.189823772327808,3.49373002252157,0,0.0740740740740741,0.100772815233896,-0.0009270825193633,18.0107506830303,0.308191727100066,5.74139933822751,0.0,27.7877676906904,55.9618048618049,5.6021188208797,0,1.41666666666667,0.0,36.1448149200242,1.26536558951389,0.670334137372467,0.356187347952979,25.1449270324178,0.165892657002388,0.117924528301887,0.889089508512356,1.00670769230769,18.0107506830303,-0.0094841680111773,0.251351464133673,2.92898370233456,11.0752045288757,36.1448149200242,0.131611694082841,1.58121351310781,-0.0603680669971209,0.0053896881867594,-0.264711452455037,1.20653788204752,0.0,7.43401046648697,91.8819691187618,1.69728293068619,1.07609064994271,0.229352738348959,1,36.1448149200242,6.67285568379336,2.12386744491593,3.26707139477769,2.14399895477498,0.595135740870319,21.3892447487707,0.795833333333333
C(CC,0.371839380458503,47.58,0.0,-0.577904694839128,0.139794000867204,4,1.53975760454492,0.0,0,1.19643506365886,2.32106798651045,62.118711539431,-0.149529038753352,0.0,0.788237426796202,0.570367138295244,3.74809118780254,2,2.33909231497629,0,0.551440125562168,-0.0013203467930135,0.585786437626905,0.0,16.18,4.54359631168208,-0.134661557223791,0.56,0.0,0.464385618977472,0.0,1.0297486600447,0.0,1.0,,0.813760005170479,0.476694915254237,0.0,0.200564971751412,525.0,0.0,0.438764005203223,0.0,0.139,5.4183466939645,-0.098977533962611,33.2034927557905,0.005200608,0.319035593728849,3.13127491388001,0,0.111111111111111,0.0333333333333333,0.198418788845607,33.2034927557905,0.5,0.0,0.0,13.9264079190627,0.0,0.0,0,1.5,0.0,0.0,1.30236379757407,0.519378301304375,0.736983134763392,0.0,0.0,0.285714285714286,1.29006600955363,1.00872,5.06906347840001,-0.364406779661017,0.5432163398169,1.92192809488736,3.7436426964,62.118711539431,0.0,1.67180408246696,-0.237642419171822,0.0,-0.613854814107734,0.0,0.0,6.82292316297073,38.2725562341905,1.19208824022325,0.0,0.815038218150886,0,0.0,6.51502555305953,1.80573821695546,1.62729783822082,1.83771470145497,0.0971478447318077,62.118711539431,0.833333333333333
C1=CC(=CC=C1N=C=S)N=C=S,0.24420029383982,24.72,0.0,-3.72486366134557,0.625,8,2.76683423542299,-0.539188872810889,0,1.26492906869074,1.72354875572052,33.5710590962605,-0.0374005671132518,0.0,0.927246073593829,0.62872933057581,4.61778923690131,2,2.11284269820654,0,0.637776500878466,-0.065913350309683,2.86903964555186,0.0,6.11542152625,5.56691514282818,0.108344281116821,0.664383561643836,0.0,2.5,2.83321334405622,0.653983993999233,0.0,1.0,,3.15519994497299,0.352055096075227,-0.78954631957026,0.150893368026863,4253.0,0.0241699200000001,0.625,0.0,3.3488,6.55775356490095,0.0451443181175993,80.4893773231858,0.0162840000000001,0.210010834081634,3.84900163797478,0,0.125,0.0871767284948393,0.0060457846247032,27.8914742297745,0.363324965254758,5.02962059400734,0.0,20.6825850686463,0.0,4.79579054559674,0,1.58333333333333,0.0,0.0,1.41378128755505,0.552661823643759,0.426165421776719,0.0,0.0,0.257731958762887,0.950090838230156,1.015,0.0,-0.0400543939601442,0.302296025278049,2.5,2.295237629375,123.955117319016,0.018031,1.70816149168218,-0.259767931299735,0.0,-0.645862433257356,1.82040631581608,0.0,5.19659268659333,161.6940174533,1.18054905632457,1.42356299712857,0.277837332108737,0,0.0,6.22864732474168,1.97973870699162,2.94895278816449,1.98182203434489,0.115556962518895,39.0845542033106,0.811111111111111
CCCCCCCCN[C@@H]([C@H](c1ccc(cc1)SC(C)C)O)C,0.271095268847419,32.26,4.27057119374856,-4.82404693041125,0.85572424082212,20,3.4533013211285,1.08224242336412,0,1.05250466886917,1.49080337053028,60.6940938439515,0.0543745723222882,-2.04310433833068,0.867417779559353,0.616052142444613,4.32287419021997,3,2.10444022641355,0,0.702745992153251,-0.0454166036769617,2.96643410356712,0.0,15.6844194627943,5.51288702237509,0.0002099007812589,0.659695817490495,1.0,5.01281633980595,3.61091791264422,1.23634927590171,0.5,0.282608695652174,-2.81041941651658,5.55910007655621,0.833996177528081,-0.0208392035165383,-0.149798965205237,9860.0,0.231581217262189,0.843951324983243,0.0,5.6561,6.54826315730713,0.0365489762068672,58.8555099829516,0.0803068603091553,0.212913136257514,3.69933749192004,0,0.206896551724138,0.0713800207716511,-5.42719776595726e-06,18.0107506830303,0.245236269387298,4.82430571590476,0.0,34.2884775221965,0.0,5.70711026474888,0,0.815217391304348,0.0,42.6833431609212,1.25146185460341,0.667835196085043,0.305111452553127,0.0,0.0443218270257801,0.201729106628242,1.1556196417364,0.974598275862069,17.312894777185,0.149584741865568,0.170160626046458,2.74778748024781,38.285009219144,42.6833431609212,0.190380104185494,1.3813454595039,0.0849802402804538,0.0002576823937819,0.192551828398377,1.20265173737453,0.0,6.27247887903548,127.474551792651,2.01994348397427,1.03045842400256,0.197227887155078,0,129.482121962493,6.45379666396637,2.01843737076975,3.73386458641784,2.05784091194667,0.411880871653921,4.73630891063732,0.725333333333333
CC(C)CC(C(=O)O)N,0.45196694175958,63.32,0.0,-0.401947712054223,0.689843899771369,6,2.49888584666846,-1.42766958419766,0,0.68208187485768,2.15737310189991,100.725457665404,0.0357451203572342,0.0,0.782397306095878,0.556947756401265,4.97627260486992,2,3.37660051517714,1,0.643846608302138,-0.14542560747156,0.554958132087372,0.0,40.3562497022108,4.70309685979999,0.120199595979625,0.493927125506073,1.88988157484231,3.0763116985645,0.0,1.3378117836526,0.0,0.166666666666667,-0.866246510769645,0.444399997591972,0.3923868481883,0.022643611953596,-0.15768624300608,833.0,0.285450854876035,0.780752990680459,5.21787037037037,0.6311,5.48788006655547,0.0883209116706174,11.7711019965903,0.0426635682644635,0.247657591516525,3.3227396568888,0,0.142857142857143,0.0432098765432099,-0.0359813079660505,0.0,0.386029894675172,0.0,0.0,19.4163579170992,0.0,5.01727983681492,0,0.694444444444444,0.909874472903056,67.828270193339,1.13980916378224,0.780752990680459,0.831737590050286,25.1449270324178,0.194071927068232,0.508196721311475,1.2324557585161,1.00263636363636,35.4317192112655,0.0835159280559543,0.459968773728548,2.76764612096122,11.8780061020661,100.725457665404,0.0222063788429755,1.22013458287407,0.108702281799614,0.0068282257906105,1.83001154202922,1.04571420320428,0.0,7.47705700136814,21.0948147358832,1.64506243626156,1.03424526383106,0.466163101608082,0,91.3704741865196,6.69681336432836,1.94876094797409,2.61437050786526,2.00816856009659,0.642595078854356,0.0,0.761111111111111
CC(=O)NC1=NN=C(S1)S(=O)(=O)N,0.809284418188999,115.04,0.0,-0.49341794737258,0.891527444550976,4,2.48493143967391,-1.0,0,1.52523950617893,2.31692321615214,152.086078888174,-0.0042143236603047,0.0,0.931079008931232,0.574770479314455,6.99900000000001,3,2.36379867942127,4,0.626616313412639,-0.100491777985709,2.77385999220172,0.0,72.3625413129917,5.98788196769674,-0.0421309742041484,0.463054187192118,4.35275281648062,3.78714396069814,3.09104245335832,0.81193462015387,-0.736122375848296,0.692307692307692,-0.407872334432467,-0.856100064236671,0.51223468286294,-0.231444213187023,-0.239048870118428,5254.0,0.209809010775623,0.891527444550976,4.76833664021164,-1.2058,6.86693458537606,0.265984678303138,0.0,0.122345324764543,0.187932132914399,4.02246797218044,1,0.105263157894737,0.0684289105077015,-0.0032160618390086,18.0107506830303,0.199762847661994,4.78957290898587,25.1449270324178,30.1200018099778,0.0,6.19644412779452,0,1.32692307692308,0.0,69.4578791025985,1.25365086053668,0.820667840151987,0.469496354694513,75.6043863034458,0.610349716202405,0.303191489361702,0.849841777905792,1.07502631578947,18.0107506830303,-0.440617081283916,0.323591876280057,3.53688672374217,7.00063123099723,134.075328205144,0.248988734903047,1.48585172598654,-0.458209163815839,0.0284282264662403,1.83713837673271,0.645128118567554,0.0,7.72906237282546,51.1157248279971,1.30755007901186,1.40418809387533,0.358695078176944,0,69.4578791025985,7.33010802009954,1.79832642717663,3.4640285495388,1.72722511569251,0.629481686264626,0.500746444826461,0.902083333333333
