,ATSC1e,SHED_DA,TPSA(NO),nHet,P_VSA_s_6,DELS,ATSC3e,SHED_DD,F04{C-N},ATS3m,TPSA(Tot),Me,P_VSA_ppp_D,AAC,ATS4m,P_VSA_p_2,P_VSA_ppp_ter,ATSC2e,MAXDN,nHAcc,H-050,P_VSA_m_3,P_VSA_i_4,T(N..O),CATS2D_00_DD,AMW,piPC02,CATS2D_00_AA,H%,GGI2,P_VSA_v_2,MPC05,nHDon,P_VSA_charge_3,ATS5m,PW5,ATS2m,ATSC4e,T(N..N),P_VSA_LogP_7,P_VSA_s_5,F01{C-N},ATSC7e,Mi,CATS2D_02_DA,piID,P_VSA_s_4,Hy,B03{C-N},mindssC,P_VSA_charge_8,P_VSA_ppp_A,F03{C-N},ATS1m,F06{C-N},piPC05,piPC06,ATS6m,MDDD,LOGP99,SssssC,ATSC6e,Pol,GGI6,F02{N-O},SCBO,SpMax3_Bh(e),T(O..O),MLOGP,GATS1v,IDET,MPC02,P_VSA_e_5,CATS2D_06_DA,NsCH3,LOGPcons,piPC03,SpMax8_Bh(m),GATS2e,P_VSA_LogP_1,Uindex,SpMax3_Bh(m),P_VSA_v_3,SpMax5_Bh(e),X%,S3K,piPC04,MDEO-11,CIC2,MW,F01{C-F},P_VSA_LogP_8,minsF,MPC04,Xindex,B02{F-F},P_VSA_e_3,SssCH2,minssCH2,Mp
COC1=C(C=C(C=C1Cl)Cl)Cl,0.10693152,0.0,9.23,4,128.445820072952,12.4233900226757,0.360665235,0.0,0,3.57852765157139,9.23,1.05205,0.0,1.74899922306228,3.83151221782229,10.9998878876064,128.32898959108,0.264736552500001,1.24537037037037,1,0,10.9998878876064,0.0,0,0,13.216875,3.31418600467253,1,31.25,1.55555555555556,10.9998878876064,2.94443897916644,0,0.0,2.15071031300754,0.0662419118047985,3.36964935104042,0.330734025,0,58.8555099829516,0.0,0,0.0705985875000001,1.1063875,0,6.00712256796469,29.8355523525945,-0.614080756533582,0,0.0,3.50060653165917,10.9998878876064,0,2.94127608775793,0,4.6107794247526,4.54129810939368,1.44608024541197,4.41322314049587,3.65539992600679,0.0,0.101255985,15,0.0,0,14.0,2.90126108364861,0,3.61726062231981,0.691711741843379,122.66057076558,2.77258872223978,10.9998878876064,0,1,3.69315351610887,3.81220267014594,0.893795148270046,1.12590152471893,10.8830574057343,18.9857757008664,3.58186284170194,163.026732227502,1.72928022887651,18.75,1.99372647198126,4.28530921517208,0.0,0.969360937770433,211.47,0,117.445932185346,0.0,3.09104245335832,0.78936845195689,0,0.0,0.0,0.0,0.8171125
CCOC(=O)C(C(C(=O)OCC)O)O,0.208077907500001,1.98766697500242,93.06,6,157.656316161891,31.3542847694633,1.04146201056123,1.0,0,3.32586059395196,93.06,1.04103571428571,85.3666863218424,1.49261406801713,3.23933334590995,157.656316161891,153.306948910458,0.602483792142859,3.22777777777778,6,2,157.656316161891,0.0,0,2,7.36499999999999,3.04452243772342,6,50.0,2.22222222222222,157.656316161891,2.56494935746154,2,50.2898540648355,3.01442269875913,0.0606270798586193,3.17579813317489,0.902914503979592,0,141.253223959084,0.0,0,0.636520438928573,1.14867142857143,0,4.89034912822175,17.6504085237802,0.686036966481347,0,-1.04809901738473,70.6266119795419,157.656316161891,0,2.88429086446035,0,2.89037175789616,2.39789527279837,2.60699149641043,8.3265306122449,-1.16559992730618,0.0,0.560950137551022,18,0.122448979591837,0,15.0,3.41716361541951,55,-0.438620670673934,1.295631786705,260.415755413195,2.83321334405622,157.656316161891,0,2,-0.63520686599337,3.2188758248682,2.00880781680868,0.920617063518514,17.6504085237802,48.0002873344847,3.21225656014502,41.2178392421216,2.73326666896876,0.0,4.32133060074344,3.13549421592915,1.668817934997,1.48249196444025,206.22,0,0.0,0.0,2.83321334405622,1.13906792750643,0,0.0,0.121902242378433,0.0609511211892164,0.573457142857142
C=CCS,0.0117400608,0.0,0.0,1,54.3305489867312,1.96604938271605,0.0159879424,0.0,0,1.47196942877078,38.8,0.97272,0.0,1.29546184423832,0.450188927001654,0.0,54.3305489867312,0.017800736,0.722222222222222,0,1,0.0,0.0,0,0,7.416,1.38629436111989,0,60.0,0.222222222222222,0.0,0.0,0,0.0,0.0140465043255947,0.0,1.74436908890393,0.0120353008,0,97.4191389735626,0.0,0,0.0,1.11656,0,2.63905732961526,9.47624747343013,0.323007418555045,0,0.0,24.4418947415379,0.0,0,1.84298669784998,0,0.0,0.0,0.0,1.0,1.10220000892878,0.0,0.0,1,0.0,0,4.0,1.92032392960912,0,1.21887846389511,1.20111346830422,8.75488750216347,1.09861228866811,0.0,0,0,1.18372615760796,1.09861228866811,0.0,1.21648532982377,0.0,6.05560790697006,1.88038757602518,64.7064872085186,0.940800000000001,0.0,3.38439772727273,0.0,0.0,0.399999999999999,74.16,0,0.0,0.0,0.0,1.32784749740613,0,0.0,0.777777777777778,0.777777777777778,0.69319
CC1CCOC(C1)C=C(C)C,0.0379606664803799,0.0,9.23,1,10.9998878876064,5.73952003023432,0.130513488121285,0.0,0,2.81466649434121,9.23,0.975162068965518,0.0,1.12425923737463,2.63794991665982,10.9998878876064,26.4756127856703,0.103170529476813,0.940972222222222,1,0,10.9998878876064,0.0,0,0,5.32,2.89037175789616,1,62.0689655172414,0.666666666666667,10.9998878876064,2.89037175789616,0,0.0,2.28849525782273,0.0755326622292071,2.92338670483918,0.109671758133175,0,211.879835938626,0.0,0,0.0382646825208091,1.13607586206897,0,5.03043792139244,35.9518602591004,-0.877258223619404,0,1.36490740740741,169.387812835309,10.9998878876064,0,2.6517055736953,0,3.2188758248682,3.09104245335832,1.95367106508609,4.7603305785124,2.76770003885031,0.0,0.0404479909155771,11,0.08,0,12.0,3.17424031892483,0,2.35745320168551,1.36087876893066,136.525219707722,2.70805020110221,10.9998878876064,0,3,2.6129510801786,2.94443897916644,1.40663371668853,1.44939614465817,26.4756127856703,19.2059424183439,2.95685735973414,48.7988835712846,2.87364625672646,0.0,3.06502727882392,3.17805383034795,0.0,1.11257456918932,154.28,0,0.0,0.0,2.89037175789616,0.70573406418219,0,0.0,3.36894368858655,0.940092592592593,0.596796551724138
CC(=O)C1=CC=CS1,0.0033495811224491,0.0,17.07,2,25.1449270324178,7.0337962962963,0.103928995357143,0.0,0,2.56741384120212,45.31,1.00389285714286,0.0,1.59167277858233,1.94044201459227,25.1449270324178,33.9701312943078,0.0214430005102045,1.51388888888889,1,0,25.1449270324178,0.0,0,0,9.01357142857143,3.00815479355255,1,42.8571428571429,0.888888888888889,25.1449270324178,1.94591014905531,0,0.0,0.651332229679986,0.0400074515648286,2.86755172019255,0.0414418994387759,0,90.1331977154453,0.0,0,0.0,1.09821428571429,0,5.17296670601371,35.4267729706969,-0.70979597276789,0,0.152777777777778,35.313305989771,25.1449270324178,0,2.57850324102558,0,3.44601139745195,3.44601139745195,0.0415611069093862,2.5,1.95070003718138,0.0,0.0231331374489798,6,0.0,0,11.5,2.55459104604398,0,1.1139215488042,0.826409448095524,53.8768818644124,2.39789527279837,25.1449270324178,0,1,1.52930719532853,3.44601139745195,0.0831000000000001,0.614953087714175,8.82520426189009,11.9383566565788,2.68245608098297,73.1963392747294,2.02862774592723,0.0,1.237865387419,3.84079549613978,0.0,0.482491964440248,126.19,0,0.0,0.0,2.484906649788,0.835496525100449,0,0.0,0.0,0.0,0.741885714285714
C1=CC=C(C=C1)SSC2=CC=CC=C2,0.023309274722222,0.0,0.0,2,0.0,1.66758125472411,0.0583556530555555,0.0,0,3.46571313379051,50.6,0.982116666666667,0.0,1.32501121082418,3.16614825271166,0.0,0.0,0.0283742927777775,0.37374716553288,0,0,0.0,0.0,0,0,9.09833333333333,3.58351893845611,0,41.6666666666667,0.666666666666667,0.0,3.36729582998647,0,0.0,2.77587859342417,0.0841545857657565,3.42438642543485,0.0620188066666667,0,178.074518916636,0.0,0,0.0220381783333333,1.07983333333333,0,7.63091815071922,94.7624747343013,-0.835305467656966,0,0.0,3.10146791979456,0.0,0,3.27002898885795,0,4.96894486704205,4.5231463505095,2.52239063615271,7.42857142857143,4.48599992692471,0.0,0.0194524722222221,15,0.0016326530612244,0,21.0,2.98379080562404,0,4.41198027755695,0.730884265357237,268.286101517243,2.94443897916644,0.0,0,0,4.47899340149389,4.0517849478033,1.69585739017685,0.82122405100015,0.0,21.5268783331018,3.53513409791893,158.227441604828,2.85403292340882,0.0,3.10392549957964,4.50258359721299,0.0,2.53037733138336,218.36,0,0.0,0.0,3.2188758248682,0.45823085481598,0,0.0,0.0,0.0,0.795933333333334
CC1CCC(=C(C)C)C(=O)C1,0.0256471111111109,0.0,17.07,1,25.1449270324178,9.20537037037037,0.0986052733333332,0.0,0,2.97012093274957,17.07,0.977633333333334,0.0,1.15417339294593,2.75997069432611,25.1449270324178,51.620539818088,0.0567889033333332,1.28819444444444,1,0,25.1449270324178,0.0,0,0,5.63925925925926,3.09104245335832,1,59.2592592592593,1.55555555555556,25.1449270324178,2.94443897916644,0,0.0,2.00234719705919,0.0674629133619515,2.93213590684951,0.134594562222222,0,188.337631945445,0.0,0,0.0173218333333334,1.13077777777778,0,5.21493575760899,26.4756127856703,-0.877258223619404,0,0.378472222222223,190.872163684645,25.1449270324178,0,2.61577408054824,0,3.36729582998647,3.36729582998647,1.40972946142179,4.52892561983471,2.71190004050732,0.0,0.0406333966666671,14,0.0,0,13.0,3.14982366208264,0,2.24999353832963,1.25336757863115,128.040540144875,2.77258872223978,25.1449270324178,0,3,2.57129785961231,3.36729582998647,1.44275176166462,0.509659996554491,26.4756127856703,19.069890964694,3.01757668097911,45.5838352370327,2.87364625672646,0.0,1.921433463213,3.55534806148941,0.0,1.19498750024038,152.26,0,0.0,0.0,2.99573227355399,0.767637686610962,0,0.0,2.95347222222222,0.764398148148148,0.612803703703703
CC1=CC(=C(C=C1)C(C)C)O,0.0337967099999998,0.0,20.23,1,42.6833431609212,7.26444444444444,0.0717696899999997,0.0,0,2.93200663207354,20.23,0.9805,42.6833431609212,1.18296619546752,2.72702154310721,42.6833431609212,69.1589559465914,0.0462860099999998,1.25,1,1,42.6833431609212,0.0,0,1,6.0096,3.27714473299218,1,56.0,1.55555555555556,42.6833431609212,2.94443897916644,1,0.0,1.97931722926203,0.0674629133619515,2.90831837683689,0.10652679,0,153.024325955674,0.0,0,0.01354887,1.124632,0,5.96958632976431,54.9043552059606,-0.294013882712496,0,0.0,117.711019965903,42.6833431609212,0,2.60546642081809,0,4.57664210237355,4.44705331789095,1.38544445505203,4.52892561983471,2.82402002811432,0.0,0.0412561800000004,14,0.0,0,14.0,3.09950937243777,0,2.81326062231981,1.1059490666301,128.040540144875,2.77258872223978,42.6833431609212,0,3,2.96009355014471,3.74360435380318,1.27162743917824,0.536065184853388,26.4756127856703,19.069890964694,2.903606437291,61.2755051074407,2.87364625672646,0.0,1.80860141625828,4.18775900686153,0.0,1.16078200034615,150.24,0,0.0,0.0,2.99573227355399,0.767637686610962,0,0.0,0.0,0.0,0.631371999999999
C1=CC=C(C(=C1)C=O)O,0.0475109184000002,1.0,37.3,2,67.828270193339,11.8931481481481,0.0967406280000006,0.0,0,2.63099321976397,37.3,1.02036,42.6833431609212,1.42947329835984,2.21625350235186,67.828270193339,67.828270193339,0.0621721544000004,1.63194444444444,2,1,67.828270193339,0.0,0,1,8.142,3.11351530921037,2,40.0,1.11111111111111,67.828270193339,2.56494935746154,1,0.0,1.12333382441744,0.0630263496086531,2.63545355954361,0.252108406,0,47.0844079863613,0.0,0,0.0,1.11096,0,5.76900435599999,49.3291397486929,-0.106680849828848,0,0.0,0.0,67.828270193339,0,2.41564034985147,0,4.38592527508954,3.9440060512812,0.11883460700582,2.79012345679012,1.20470000803471,0.0,0.0364565536000001,10,0.0,0,13.0,2.93665932491723,4,1.66698832797287,0.817350810767186,74.7053058106217,2.484906649788,67.828270193339,0,0,1.39789611200253,3.63098547569503,0.535504917623752,0.702055416296433,0.0,14.1095337850093,2.81494229232659,52.514714699433,2.07452281024617,0.0,1.15065425212036,4.04085587727111,0.25,0.666666666666667,122.13,0,0.0,0.0,2.63905732961526,0.799891088483478,0,0.0,0.0,0.0,0.679546666666666
COC1=CC=CC=C1O,0.0385987845674743,1.0,29.46,2,53.6832310485276,8.56092592592593,0.182917386747405,0.0,0,2.67015110505484,29.46,1.01111764705882,42.6833431609212,1.40208140275603,2.16001970558648,53.6832310485276,53.5664005666555,0.102027730795848,1.48611111111111,2,1,53.6832310485276,0.0,0,1,7.30294117647059,3.06805293513362,2,47.0588235294118,1.11111111111111,53.6832310485276,2.56494935746154,1,0.0,1.23652526478716,0.0630263496086531,2.67021211764914,0.144811146643599,0,82.3977139761322,0.0,0,0.014414808581315,1.12232941176471,0,5.59680027440806,48.7880472994548,-0.106680849828848,0,0.0,0.0,53.6832310485276,0,2.45936129625907,0,4.2981353850205,3.72569342723665,0.341550818764047,2.79012345679012,1.40079998224974,0.0,0.0511319584775089,10,0.0,0,12.0,2.94073120480773,3,1.24635355289519,0.976520252827961,74.7053058106217,2.484906649788,53.6832310485276,0,1,1.39778451171497,3.5481795720108,0.63426246297819,1.1636716208645,10.8830574057343,14.1095337850093,2.81681315142586,54.031475394039,2.16168873133505,0.0,1.28126544735541,3.92937164376276,0.0,0.985581617774322,124.15,0,0.0,0.0,2.63905732961526,0.799891088483478,0,0.0,0.0,0.0,0.644388235294117
CC1=CC=CC2=CC=CC=C12,0.0176658775510202,0.0,0.0,0,0.0,1.93407407407407,0.0364454734693876,0.0,0,2.89335419766461,0.0,0.972285714285715,0.0,0.998363672593813,2.51804396626034,0.0,8.82520426189009,0.0294405689795916,0.340277777777778,0,0,0.0,0.0,0,0,6.77190476190476,3.56953269648137,0,47.6190476190476,1.33333333333333,0.0,3.43398720448515,0,0.0,1.79377425651367,0.09423166759162,2.91511414865138,0.0370753004081633,0,117.711019965903,0.0,0,0.0046468938775511,1.09885714285714,0,7.64950194333078,75.158936575901,-0.964984045981344,0,0.0,35.313305989771,0.0,0,2.62763520191456,0,5.38764377012791,5.4971682252932,0.572006894389433,3.22314049586777,3.14822001755238,0.0,0.0197704212244901,15,0.0,0,17.5,3.20543322612354,0,3.6774539454,0.867768595041322,119.06766278593,2.83321334405622,0.0,0,1,3.35009132098412,4.22683374526818,0.890099631757418,0.901515151515152,8.82520426189009,15.059169262843,3.05002363927941,83.4904402932211,2.66089263956999,0.0,1.00672839743856,4.83528935103873,0.0,1.61505461718541,142.21,0,0.0,0.0,3.29583686600433,0.624919567635536,0,0.0,0.0,0.0,0.705095238095238
C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,0.0206655828061222,1.0,37.3,2,67.828270193339,17.5760506424792,0.161338189132652,0.0,0,3.34577452498884,37.3,0.998435714285715,42.6833431609212,1.29583638929116,3.19421495797393,67.828270193339,67.828270193339,0.022764932448979,2.41333333333333,2,1,67.828270193339,0.0,0,1,7.58071428571428,3.73766961828337,2,42.8571428571429,1.77777777777778,67.828270193339,3.61091791264422,1,0.0,3.06292035618888,0.0881134175371976,3.27242182476832,0.131558192448979,0,129.482121962493,0.0,0,0.0646146307653063,1.10392857142857,0,7.7468696340371,94.7624747343013,-0.35168515429495,0,-0.271481481481481,3.18557495074004,67.828270193339,0,2.98069670477769,0,5.17967458641726,4.96109484853612,2.76631519663992,8.5,2.60290002077818,0.0,0.136854056479592,22,0.0816326530612245,0,24.0,3.39553297931586,3,2.70177877536669,0.839809569570049,349.04681191711,3.13549421592915,67.828270193339,0,0,2.67605959871496,4.26969744969996,2.23767255301548,0.754362984446737,0.0,25.8976055637745,3.31910712587704,106.267101968064,2.85403292340883,0.0,2.37627547707447,4.72517297838279,0.333333333333333,1.88318056975716,212.26,0,0.0,0.0,3.49650756146648,0.493001718710922,0,0.0,0.0,0.0,0.695621428571429
C1=CC=C2C=CC=CC2=C1,0.0140507733333332,0.0,0.0,0,0.0,1.42592592592593,0.031028791111111,0.0,0,2.68950848500328,0.0,0.974133333333334,0.0,0.991076059838222,2.16612792273901,0.0,0.0,0.0227488711111109,0.356481481481481,0,0,0.0,0.0,0,0,7.12111111111111,3.48124008933569,0,44.4444444444444,0.888888888888889,0.0,3.29583686600433,0,0.0,1.40260621648048,0.0948634269194328,2.79395874797597,0.0270142844444445,0,94.1688159727225,0.0,0,0.0020908888888889,1.09226666666667,0,7.4541953615604,75.809979787441,-0.960252567789128,0,0.0,0.0,0.0,0,2.5394579643925,0,5.29047418908701,5.32802785631357,0.321240288694597,2.56,2.83980000019073,0.0,0.009618088888889,12,0.0,0,16.5,3.04473766558205,0,3.38598794551918,0.805263157894737,95.2473476080378,2.70805020110221,0.0,0,0,2.98806264856997,4.12309397550809,0.772048062199139,1.02,0.0,13.3024271523385,2.92471032099712,80.9559085540211,2.52009042368336,0.0,0.917891316107299,4.72184149279178,0.0,2.33333333333333,128.18,0,0.0,0.0,3.13549421592915,0.634467546572847,0,0.0,0.0,0.0,0.724755555555555
C1=CC=C2C(=C1)C=CC=N2,0.0114329617993077,0.0,12.89,1,16.7855295481303,2.64814814814815,0.0438175388235293,0.0,1,2.70755470169599,12.89,0.98544705882353,0.0,1.25329757846304,2.15946492493589,16.7855295481303,0.0,0.0258266776470585,0.606481481481481,1,0,0.0,16.7855295481303,0,0,7.59823529411765,3.48124008933569,1,41.1764705882353,0.888888888888889,16.7855295481303,3.29583686600433,0,0.0,1.37989057558355,0.0948634269194328,2.8148638194947,0.042968332733564,0,70.6266119795419,0.0,2,0.0038101314878893,1.10258235294118,0,7.4541953615604,65.9049049167959,-0.864227311010215,1,0.0,11.6203844595052,16.7855295481303,3,2.55890806864607,0,5.29047418908701,5.32802785631357,0.316097539295601,2.56,2.23479998856783,0.0,0.0120661010380624,12,0.0,0,16.5,2.99177776110807,0,2.06560261047878,0.812185035032112,95.2473476080378,2.70805020110221,0.0,0,0,2.10556753301554,4.12309397550809,0.750814418816208,1.05287570404143,0.0,13.3024271523385,2.88767198860852,70.6220062861609,2.43673261013918,0.0,0.896896945808529,4.72184149279178,0.0,1.14763382378394,129.17,0,0.0,0.0,3.13549421592915,0.634467546572847,0,16.7855295481303,0.0,0.0,0.722935294117647
CC1=CC2=C(C=C1)N=CC=C2,0.0163413502999997,0.0,12.89,1,16.7855295481303,3.31388888888889,0.0477080493999998,0.0,1,2.86123033753313,12.89,0.98181,0.0,1.23449779679464,2.40895778782566,16.7855295481303,8.82520426189009,0.0361459463999997,0.598981481481481,1,0,0.0,16.7855295481303,0,0,7.16,3.56953269648137,1,45.0,1.11111111111111,16.7855295481303,3.46573590279973,0,0.0,1.88123594938049,0.101297988300988,2.93365584324843,0.0551806115000002,0,94.1688159727225,0.0,2,0.009314328,1.107955,0,7.64265527071807,65.2538617052558,-0.877258223619404,1,0.0,46.9336904492761,16.7855295481303,3,2.64545822865332,0,5.41052935715496,5.52781568350025,1.07586131005259,3.32231404958678,2.54322000592947,0.0,0.0380190958000003,14,0.04,0,17.5,3.086497549523,0,2.36898794551918,0.87643701603758,125.652265326396,2.83321334405622,0.0,0,1,2.47156931714955,4.19343546486633,0.786816918847528,0.970574944370701,8.82520426189009,15.1355422867043,2.93822519225698,73.156538025361,2.49966399017335,0.0,1.09513817532854,4.80811102998478,0.0,0.818226398830014,143.2,0,0.0,0.0,3.25809653802148,0.608812332801391,0,16.7855295481303,0.0,0.0,0.702565
C1=CC=C2C(=C1)C=CC(=O)O2,0.0277855878892736,0.0,30.21,2,36.1448149200242,10.2456557067271,0.142363303598617,0.0,0,2.89694484662718,30.21,1.01796470588235,0.0,1.37928048729106,2.44018561509547,36.1448149200242,25.1449270324178,0.137886150207613,1.9687962962963,2,0,36.1448149200242,0.0,0,0,8.59705882352941,3.41772668361337,2,35.2941176470588,1.11111111111111,36.1448149200242,3.46573590279973,0,25.1449270324178,1.88548768323255,0.101297988300988,3.00135428240477,0.146349238546713,0,70.6266119795419,0.0,0,0.0293614941176471,1.09790588235294,0,7.04901067082366,56.8574848405808,-0.789532401257463,0,-0.302129629629629,12.6618224241702,36.1448149200242,0,2.67423140462291,0,4.98403461229908,5.00729639283074,1.0402040835761,3.32231404958678,1.61879999935627,0.0,0.0741859978546715,14,0.04,0,17.0,2.9703893537577,2,2.26481350569292,0.796199501255558,125.652265326396,2.83321334405622,36.1448149200242,0,0,1.92780450168306,3.94642443214548,0.820530415232468,0.58511371995353,0.0,15.1355422867043,2.878805925004,72.4778183620316,2.55273943425824,0.0,1.08195364137751,4.45289275054251,0.0,0.705882352941177,146.15,0,0.0,0.0,3.25809653802148,0.608812332801391,0,0.0,0.0,0.0,0.717247058823529
C1=CC=C(C=C1)C2=CC=CC=C2,0.0174960743801651,0.0,0.0,0,0.0,1.56259259259259,0.0380154704132231,0.0,0,2.83761437939483,0.0,0.973545454545455,0.0,0.994030211476957,2.5577529468405,0.0,0.0,0.0279937190082642,0.390648148148148,0,0,0.0,0.0,0,0,7.01,3.52636052461616,0,45.4545454545455,0.888888888888889,0.0,3.36729582998647,0,0.0,2.35805598465793,0.0945090904256058,2.92756049345066,0.0335364753719008,0,117.711019965903,0.0,0,0.0154805266115704,1.09436363636364,0,7.54733890915139,94.7624747343013,-0.968793649886034,0,0.0,0.0,0.0,0,2.69739362091368,0,5.1540138769416,5.02962059400734,1.85663894473408,5.0,3.3535999506712,0.0,0.0242985480991736,14,0.0783673469387755,0,19.0,2.95699691578599,0,3.87598027755695,0.836956521739131,168.302045684144,2.83321334405622,0.0,0,0,3.52599340940938,4.08597631255158,1.03890414036235,1.06944444444444,0.0,17.1191473541365,2.84868212977798,101.133624635781,2.85403292340882,0.0,1.55924342469671,4.62742079492291,0.0,2.6695025433273,154.22,0,0.0,0.0,3.2188758248682,0.546203309870957,0,0.0,0.0,0.0,0.7185
COC1=CC2=CC=CC=C2C=C1,0.01471855518595,0.0,9.23,1,10.9998878876064,3.92453703703704,0.0613515393595039,0.0,0,2.97974857613355,9.23,0.988422727272728,0.0,1.21974849346076,2.63894318524389,10.9998878876064,10.8830574057343,0.0713329283677685,0.755833333333333,1,0,10.9998878876064,0.0,0,0,7.19136363636363,3.59731226058845,1,45.4545454545455,1.11111111111111,10.9998878876064,3.55534806148941,0,0.0,2.22980841658046,0.101726758407084,3.00563965744535,0.0496204560743798,0,117.711019965903,0.0,0,0.0289462429338844,1.10388181818182,0,7.80157670613429,77.2167897197452,-0.888060845728865,0,0.0,0.0,10.9998878876064,0,2.74118835034928,0,5.45478678459425,5.62367900124758,1.69502565670606,4.94444444444445,2.84839999675751,0.0,0.056403497603306,16,0.0604081632653061,0,18.5,3.18145584298758,0,2.92845394539999,0.896378301153211,163.853483785204,2.89037175789616,10.9998878876064,0,1,2.8329513140525,4.23772314506745,1.13284658231296,1.45439554480289,10.8830574057343,17.0989943080155,3.00131049025831,87.6061465809095,2.62470170715595,0.0,1.3467053797108,4.84418708645859,0.0,1.50732997539683,158.21,0,0.0,0.0,3.3322045101752,0.574858822486484,0,0.0,0.0,0.0,0.693704545454545
COC1=C(C=C(C=C1)CC=C)OC,0.0125671955555549,0.0,18.46,2,37.7666957713331,7.93482835726883,0.175001316666666,0.0,0,3.10446545721773,18.46,0.994066666666667,0.0,1.29723132757766,2.96607528801762,21.9997757752129,37.5330348075888,0.139029217777778,0.907118291761149,2,0,21.9997757752129,0.0,0,0,6.60185185185185,3.3499040872746,2,51.8518518518518,1.33333333333333,21.9997757752129,3.25809653802148,0,0.0,2.63455744100007,0.0937381125082454,3.00741430217251,0.0957232244444441,0,164.795427952264,0.0,0,0.112345940000001,1.12315555555556,0,6.41846688832453,59.6711047051891,-0.822392806571703,0,0.0,23.5422039931806,21.9997757752129,0,2.80373606790309,0,4.77859814505637,4.75143269296634,2.21024317753119,7.70414201183432,2.43230000883341,0.0,0.101999004444445,17,0.121632653061224,0,17.0,3.24700140857864,3,2.40157229249244,1.13099171873634,210.471966535778,2.83321334405622,21.9997757752129,0,2,2.54632410044195,3.85545265393975,1.35028849916918,1.54977260786628,21.7661148114686,24.7414730797903,3.05183794515292,91.6449875804178,2.83127384276675,0.0,2.40844472700057,4.33565541749176,0.0,1.12091342616631,178.25,0,0.0,0.0,3.17805383034795,0.695449379980768,0,0.0,0.847573696145125,0.847573696145125,0.638474074074074
CCOC1=CC2=CC=CC=C2C=C1,0.0205246206719995,0.0,9.23,1,10.9998878876064,4.70616354875284,0.119301669072,0.0,0,3.04344176829622,9.23,0.985156,0.0,1.20229218908241,2.77773185301434,10.9998878876064,8.82520426189009,0.0679564359359996,0.77942436696901,1,0,10.9998878876064,0.0,0,0,6.8896,3.62434093297637,1,48.0,1.11111111111111,10.9998878876064,3.61091791264422,0,0.0,2.4671277823577,0.102323895600609,3.08405753734953,0.0539702879039997,0,141.253223959084,0.0,0,0.0351399787200002,1.108024,0,7.93902790475346,75.158936575901,-0.897155788987312,0,0.0,35.313305989771,10.9998878876064,0,2.81382663025603,0,5.47384506392058,5.6595910948495,2.06719811589295,6.49704142011834,3.23849999904633,0.0,0.0678387132000003,17,0.100408163265306,0,19.5,3.3635718122508,0,3.2094946147219,0.944217481398845,209.028807849977,2.94443897916644,10.9998878876064,0,1,3.17293153792274,4.25206030821386,1.2831860727831,1.33970914459803,8.82520426189009,19.1981122817774,3.18215465424787,90.1406783201095,2.69773509723262,0.0,1.7049514130637,4.86753445045558,0.0,1.40645037834921,172.24,0,0.0,0.0,3.40119738166216,0.539496048365409,0,0.0,0.72057563303099,0.72057563303099,0.680916
COC(=O)C1=CC=CC=C1,0.0165217500000003,0.0,26.3,2,36.1448149200242,9.57703703703704,0.0469925100000006,0.0,0,2.70476422418869,26.3,1.0105,0.0,1.39214722366453,2.3962901106692,36.1448149200242,36.027984438152,0.19467234,1.95777777777778,2,0,36.1448149200242,0.0,0,0,7.56444444444444,3.15700042115011,2,44.4444444444444,1.11111111111111,36.1448149200242,2.70805020110221,0,25.1449270324178,1.92914143678107,0.0701489642628313,2.74967119345866,0.192077730000001,0,94.1688159727225,0.0,0,0.0312035400000002,1.11553333333333,0,5.83334767901084,58.2642947728849,-0.768202054231302,0,-0.291111111111111,0.0,36.1448149200242,0,2.53918963725276,0,4.39983585488506,3.9761708252519,1.07817584655375,3.76,1.47320000827312,0.0,0.0777275100000004,11,0.04,0,14.0,2.98305352023171,2,2.03351269388763,0.991927238054875,105.189326117894,2.56494935746154,36.1448149200242,0,1,1.73070423405359,3.63098547569503,0.870575730794756,0.880101122886363,10.8830574057343,16.5671509236627,2.77635751739904,68.6412001997515,2.49278779333759,0.0,1.66603174603175,4.00049165341575,0.0,1.28441197104243,136.16,0,0.0,0.0,2.70805020110221,0.741286636042654,0,0.0,0.0,0.0,0.664144444444444
