,ATSC1e,SHED_DA,TPSA(NO),nHet,P_VSA_s_6,DELS,ATSC3e,SHED_DD,F04{C-N},ATS3m,TPSA(Tot),Me,P_VSA_ppp_D,AAC,ATS4m,P_VSA_p_2,P_VSA_ppp_ter,ATSC2e,MAXDN,nHAcc,H-050,P_VSA_m_3,P_VSA_i_4,T(N..O),CATS2D_00_DD,AMW,piPC02,CATS2D_00_AA,H%,GGI2,P_VSA_v_2,MPC05,nHDon,P_VSA_charge_3,ATS5m,PW5,ATS2m,ATSC4e,T(N..N),P_VSA_LogP_7,P_VSA_s_5,F01{C-N},ATSC7e,Mi,CATS2D_02_DA,piID,P_VSA_s_4,Hy,B03{C-N},mindssC,P_VSA_charge_8,P_VSA_ppp_A,F03{C-N},ATS1m,F06{C-N},piPC05,piPC06,ATS6m,MDDD,LOGP99,SssssC,ATSC6e,Pol,GGI6,F02{N-O},SCBO,SpMax3_Bh(e),T(O..O),MLOGP,GATS1v,IDET,MPC02,P_VSA_e_5,CATS2D_06_DA,NsCH3,LOGPcons,piPC03,SpMax8_Bh(m),GATS2e,P_VSA_LogP_1,Uindex,SpMax3_Bh(m),P_VSA_v_3,SpMax5_Bh(e),X%,S3K,piPC04,MDEO-11,CIC2,MW,F01{C-F},P_VSA_LogP_8,minsF,MPC04,Xindex,B02{F-F},P_VSA_e_3,SssCH2,minssCH2,Mp
C(C1C(C(C(C(=O)O1)O)O)O)O,0.309637988181819,3.45443665578623,107.22,6,206.878187563709,32.0961111111111,1.20512786132231,3.77976314968462,0,3.41072146194748,107.22,1.06280909090909,170.733372643685,1.5394847569315,3.07163728506484,206.878187563709,195.878299676103,0.585501740330579,3.06685185185185,6,4,206.878187563709,0.0,0,4,8.09818181818181,2.99573227355399,6,45.4545454545455,2.22222222222222,206.878187563709,3.2188758248682,4,25.1449270324178,2.41553564342421,0.0797785134323965,3.18988596087459,1.19699105132232,0,70.6266119795419,0.0,0,0.122584409256199,1.15147272727273,0,5.06890420222023,0.0,2.69801068283805,0,-1.03532407407407,0.0,206.878187563709,0,2.7898238455323,0,3.40119738166216,3.13549421592915,1.33073023866296,5.33333333333333,-3.01319990307093,0.0,0.426342614876034,19,0.0,0,13.0,3.13200234436366,57,-2.22190648210967,1.02117512049476,151.08378032923,2.89037175789616,206.878187563709,1,0,-2.4524687950602,3.25809653802148,1.42879287704133,0.991952630502236,0.0,21.668967863791,3.04486028760348,7.19133047612651,2.5083635949885,0.0,1.65195101800364,3.3322045101752,2.44759467598226,0.761585795552886,178.16,0,0.0,0.0,3.17805383034795,0.792935351408417,0,0.0,-0.58662037037037,-0.58662037037037,0.569727272727272
CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,0.0886951950295866,0.0,49.17,7,133.745600881547,23.3217125080485,0.588070867337281,0.0,6,3.93279930443449,49.17,1.01733846153846,0.0,1.77655312302771,4.16719592466054,57.2248834035884,87.1224923854541,0.411282260059173,2.21308641975309,4,0,21.9997757752129,35.2251076283755,24,0,8.77564102564102,3.96556377235618,5,43.5897435897436,2.66666666666667,57.2248834035884,4.26267987704132,0,18.5621001937353,3.95766601220317,0.0993324864489161,3.91607361004141,0.713871845266275,4,176.566529948855,0.0,5,0.447114231479292,1.13136666666667,0,8.03782459745714,56.2677026857857,-0.672152075664745,1,0.0,89.0838954585314,57.2248834035884,3,3.49210766123775,9,5.26430805044529,5.49870393073963,3.94767448161908,16.5454545454545,3.65339992940426,-0.963086419753086,0.631285514437873,32,0.370566893424036,0,29.5,3.73037921262656,2,4.16757156406208,0.949717028345577,709.312844933268,3.55534806148941,21.9997757752129,0,1,3.87385716448878,4.46158845751007,2.48489225268998,1.05856940145233,8.82520426189009,34.0552541792374,3.66555283126178,154.742360881232,3.09923768051873,5.12820512820513,3.36646880064532,4.97974644106251,0.0,0.60281474370069,342.25,0,78.297288123564,0.0,4.14313472639153,0.409728148220654,0,35.2251076283755,2.87713997893396,0.383498677248677,0.685464102564103
C(F)F,0.162546408,0.0,0.0,2,29.9202265420249,6.5,0.0,0.0,0,0.0,0.0,1.15852,0.0,1.52192809488736,0.0,0.0,29.9202265420249,0.3911508612,3.25,2,0,29.9202265420249,29.9202265420249,0,0,10.406,0.693147180559945,0,40.0,0.0,29.9202265420249,0.0,0,29.9202265420249,0.0,0.0,1.39673506924322,0.0,0,0.0,0.0,0,0.0,1.30196,0,1.94591014905531,0.0,-0.264160416786859,0,0.0,0.0,0.0,0,1.46607549612474,0,0.0,0.0,0.0,0.444444444444444,0.882899984717369,0.0,0.0,0,0.0,0,2.0,1.19450973964417,0,0.844551408738935,1.73578315232011,2.75488750216347,0.693147180559945,0.0,0,0,0.734850464485435,0.0,0.0,1.19101269115527,0.0,4.17415608106468,0.849486320139515,14.4054179681709,0.0,40.0,1.87012987012987,0.0,0.0,1.26438561897747,52.03,2,0.0,9.625,0.0,1.70409208422399,1,0.0,-1.75,-1.75,0.47956
CCOC1=CC=CC=C1C(=O)N,0.0334306259357285,2.0,52.32,3,69.0420023920897,13.3243253968254,0.186514547750474,0.0,2,2.98685213204887,52.32,1.00758260869565,32.8971874720655,1.54168922484001,2.92426476070197,69.0420023920897,66.8673187663734,0.131283346086958,2.12587962962963,3,2,36.1448149200242,32.8971874720655,6,1,7.18304347826087,3.31418600467253,2,47.8260869565217,1.33333333333333,69.0420023920897,3.09104245335832,2,0.0,2.52341873451961,0.0908591732961717,2.97401062700765,0.251634112268432,0,105.939917969313,0.0,1,0.156750518147449,1.1301347826087,1,6.27805227097873,46.7301941556106,0.590204657601474,1,-0.459212962962963,35.313305989771,36.1448149200242,2,2.71576736703037,1,4.64739120142205,4.42034549897602,1.90519572612998,5.83333333333333,1.18419995903969,0.0,0.153391617958414,15,0.04,1,16.0,3.33725805939045,4,1.37694080138293,0.992711000451773,161.843140162751,2.77258872223978,36.1448149200242,0,1,1.24191358680754,3.80109144472086,1.16867363205646,0.89486295977024,8.82520426189009,21.7130520220608,3.24463340587238,64.4562320190464,2.68923272526471,0.0,2.14934324988379,4.27492849911751,0.0,0.815429891398412,165.21,0,0.0,0.0,3.09104245335832,0.730092564104335,0,32.8971874720655,0.532037037037037,0.532037037037037,0.640073913043478
CCCC(C)(COC(=O)N)COC(=O)N,0.101519980459138,2.82842712474619,104.64,6,138.084004784179,22.0506538170824,0.346666316914604,1.0,2,3.18442649256741,104.64,1.01762424242424,65.794374944131,1.60233426969353,3.16894046953761,138.084004784179,133.734637532747,0.574496266464647,2.50333049886621,6,4,72.2896298400484,65.794374944131,36,2,6.61484848484848,3.13549421592915,4,54.5454545454545,1.77777777777778,138.084004784179,2.94443897916644,4,50.2898540648355,3.2878104402583,0.0850778892021939,3.25088539550264,0.825085466271813,8,164.795427952264,0.0,2,0.437242124517909,1.15623636363636,4,5.01063529409626,17.6504085237802,2.34970986260126,1,-0.836663832199547,117.711019965903,72.2896298400484,2,2.93895082042013,2,3.2188758248682,2.77258872223978,3.03318521309659,10.3911111111111,0.983399957418442,-0.431736111111111,1.05971798110193,16,0.244897959183674,4,16.0,3.47171689882038,28,-0.121412406990336,1.3128460805677,303.521762589203,2.94443897916644,72.2896298400484,2,2,0.709795850142702,2.94443897916644,2.03768894893798,0.536052685967427,17.6504085237802,53.9196947584867,3.36347643535568,45.4292479260916,2.85113009885464,0.0,7.16218922577897,2.94443897916644,0.125,1.50029621225233,218.29,0,0.0,0.0,2.83321334405622,1.11417258368195,0,65.794374944131,1.84842309145881,0.114537037037037,0.573351515151515
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,0.115434475901361,3.36358566101486,78.51,7,69.4578791025985,30.1651541635173,0.43529878197279,1.0,7,3.89657706916435,86.89,1.00752619047619,34.2932260137701,1.70061718964811,3.73126922415166,106.752896896874,78.2830833644886,0.444360006371882,4.74152943121693,6,2,69.4578791025985,37.2950177942752,29,2,7.41547619047619,3.90197266957464,4,50.0,2.44444444444444,106.752896896874,3.80666248977032,2,44.5517162571527,3.54957729517217,0.0809969642627299,3.79728230103524,0.708439165011336,5,223.650937935216,34.2932260137701,4,0.595975144461451,1.13761666666667,4,7.30211730874564,49.7319859361156,0.424722151144128,1,-0.710671296296296,180.777938632825,72.4596708831036,6,3.5568606261294,7,4.97543980219259,5.12396397940326,3.54549331199106,15.3605442176871,1.77392010716721,0.0,0.299868840873016,31,0.396009070294785,4,28.0,3.69427558485732,10,1.6223427536432,1.1058071349879,703.627208969352,3.43398720448515,69.4578791025985,0,1,1.9641542869368,4.20841701848195,2.68665029941868,0.481022362136023,8.82520426189009,39.3677871288321,3.70990654566857,75.8992976985898,3.27819268898855,0.0,4.89931935547763,4.63836315334386,0.944940787421155,1.35130684528961,311.45,0,0.0,0.0,3.71357206670431,0.433437743290931,0,37.2950177942752,5.78661811642501,0.74801519237937,0.640021428571429
CC(CO)OCC(C)O,0.057121344272213,1.88988157484231,49.69,3,96.3665742094488,13.1674319727891,0.524390813761817,1.0,0,2.56463518888499,49.69,1.0072652173913,85.3666863218424,1.32496928582671,2.16462796236591,96.3665742094488,103.017094845623,0.181711425538755,1.7787037037037,3,2,96.3665742094488,0.0,0,2,5.83478260869565,2.30258509299405,3,60.8695652173913,0.888888888888889,96.3665742094488,1.79175946922806,2,0.0,2.14300694105047,0.0534360599723353,2.64387503438787,0.263839089810967,0,141.253223959084,0.0,0,0.19523094056711,1.15367826086957,0,3.8286413964891,17.6504085237802,0.842504391482673,0,0.0,70.6266119795419,96.3665742094488,0,2.44773043535549,0,1.79175946922806,1.09861228866811,1.79747408797957,4.12345679012346,-0.235399939119816,0.0,0.284255572117204,7,0.0,0,8.0,2.96874394939464,12,-0.129455132804265,1.49830784225252,88.7172096356656,2.30258509299405,96.3665742094488,1,2,-0.212718357308027,2.07944154167984,1.03509491899691,1.21895998743358,17.6504085237802,22.7177739282611,2.71600650786704,22.2427934068244,2.49134329555933,0.0,5.75894101982034,1.79175946922806,0.166666666666667,1.2830336958403,134.2,0,0.0,0.0,1.79175946922806,1.08530235128791,0,0.0,0.300046296296296,0.0066666666666666,0.551882608695652
CC(C)C(C(=O)O)N,0.0542681552908594,1.88988157484231,63.32,3,100.725457665404,12.8057407407407,0.232430807922439,1.0,0,2.58665775435168,63.32,1.00917894736842,75.5805306329867,1.52880181452532,2.16792818149644,100.725457665404,118.375866189185,0.160746977202217,2.59722222222222,3,3,67.828270193339,32.8971874720655,6,2,6.16684210526316,2.484906649788,2,57.8947368421053,1.33333333333333,100.725457665404,0.0,3,25.1449270324178,0.962696489890985,0.0,2.5723961121988,0.299944933739615,0,94.1688159727225,0.0,1,0.0,1.15753157894737,1,3.78418963391826,17.6504085237802,2.00052251963713,1,-0.930555555555555,82.3977139761322,67.828270193339,2,2.28360034977948,0,0.0,0.0,0.0415611069093862,2.9375,0.054299995303154,0.0,0.027239535290859,8,0.0,0,8.0,2.87364625672646,2,-2.05516867229588,1.3094001554848,54.4251283502289,2.30258509299405,67.828270193339,0,2,-0.586156225664241,2.39789527279837,0.0831000000000014,0.379865088807628,17.6504085237802,18.2092557361768,2.62127895589485,18.5602829966832,2.14374862677353,0.0,2.49548719087181,1.94591014905531,0.5,1.02683026338563,117.17,0,0.0,0.0,1.6094379124341,1.28677603992228,0,32.8971874720655,0.0,0.0,0.5643
CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,0.0063741572437667,0.0,29.54,4,75.2934589818062,16.8128590325019,0.239208226488919,0.0,3,3.68042162404466,29.54,0.997792105263158,0.0,1.51788722906059,3.74088249052502,39.2691288140192,92.8270370237142,0.293237796890582,1.79711419753086,3,0,36.1448149200242,3.12431389399505,4,0,7.09999999999999,3.59731226058845,3,52.6315789473684,2.22222222222222,39.2691288140192,3.8286413964891,0,0.0,3.82587986108817,0.121075154190926,3.43677172636134,0.272263545616343,0,251.028480000408,0.0,3,0.556321270277011,1.13192368421053,0,6.96472617524176,60.0865222437999,-0.763495843763265,1,-0.130447530864197,128.594077371637,39.2691288140192,5,3.18344759116496,0,5.03978948374883,5.00645992268578,3.66136599026102,10.4691358024691,2.98710001260042,0.0,0.373408442680056,28,0.324081632653061,2,22.0,3.47774986931738,4,3.18235308637015,1.14484438173744,412.36526261238,3.17805383034795,36.1448149200242,0,3,3.26898436632353,4.12309397550809,2.49838457657861,1.04686374609768,28.5334659295144,40.9825142765313,3.33299230133053,122.025584086008,3.29394216815073,2.63157894736842,3.55035406764308,4.60391940408644,0.0,1.18472500022773,269.8,0,0.0,0.0,3.68887945411394,0.723347369446901,0,3.12431389399505,1.94249622071051,-0.037140022675737,0.641752631578948
C(=CC(=O)O)C(=O)O,0.206204490000001,1.96013170420779,74.6,4,135.656540386678,17.4633333333333,0.379084140000001,1.0,0,2.12160275065197,74.6,1.0897,85.3666863218424,1.58496250072116,1.94007856408265,135.656540386678,135.656540386678,0.29385036,2.9237037037037,4,2,135.656540386678,0.0,0,2,9.67333333333334,2.70805020110221,4,33.3333333333333,0.666666666666667,135.656540386678,1.6094379124341,2,50.2898540648355,2.11400877349132,0.0588235294117647,2.51631759336154,0.296097120000001,0,23.5422039931806,0.0,0,0.0218744100000001,1.139,2,4.34380542185368,18.9524949468603,1.08256952322175,0,-1.25703703703704,18.9524949468603,135.656540386678,0,2.27429631604885,0,2.94443897916644,0.0,0.370288316072819,3.5,-0.288199946284294,0.0,0.14056416,5,0.0,0,10.0,2.61525057847101,24,-0.44963076362171,0.823705101881334,63.3448128887729,2.19722457733622,135.656540386678,0,0,-0.249876903302001,2.70805020110221,0.0,0.510348655953753,0.0,18.6284711780615,2.46104221350243,20.7722438926664,1.97613133059702,0.0,6.26217795149834,2.56494935746154,1.62865056995694,1.0,116.08,0,0.0,0.0,1.6094379124341,1.11163528916017,0,0.0,0.0,0.0,0.611733333333333
C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,0.0316184435294116,0.0,0.0,1,0.0,4.65179012345679,0.0722147843252596,0.0,0,3.72282874336683,13.59,0.971864705882353,0.0,1.15622728360065,3.5943733088372,0.0,0.0,0.0513629654325258,1.52006172839506,0,0,0.0,0.0,0,0,7.71470588235294,3.97968165390196,0,44.1176470588235,1.33333333333333,0.0,4.11087386417331,0,0.0,3.54733440546175,0.114377711230669,3.68875944691336,0.0673703831833911,0,200.215108783604,0.0,0,0.0717946226989622,1.08956764705882,0,8.60037543673368,142.143712101452,-0.931147463077347,0,0.0,0.0,0.0,0,3.33211879221581,0,5.66837116317687,5.66837116317687,3.38866159329898,11.584487534626,3.44479987770319,0.0,0.0755223975778547,27,0.235102040816327,0,30.0,3.80794426258537,0,5.96873499475983,0.803280190899387,486.047971095513,3.3322045101752,0.0,0,0,5.04024495748767,4.53528405852393,2.55415902285739,1.34552248652811,0.0,27.4219833496525,3.7291453408563,166.861521552177,2.85403292340883,0.0,2.74904242424243,5.11424427671528,0.0,3.15874548392938,262.3,0,0.0,0.0,3.89182029811063,0.418523131125421,0,0.0,0.0,0.0,0.758029411764706
CC1=CC(=CC(=C1)OC(=O)NC)C(C)C,0.0208945484374994,1.0,38.33,3,36.1448149200242,11.8863898337113,0.11511435859375,0.0,2,3.22344964379293,38.33,0.9945375,18.0107506830303,1.42167442781532,3.14976941779347,54.1555656030545,60.0169166827631,0.290248060156249,2.10156840513983,3,1,36.1448149200242,18.0107506830303,4,1,6.47812499999999,3.51154543883102,2,53.125,1.33333333333333,54.1555656030545,3.43398720448515,1,25.1449270324178,3.04441982102994,0.0879732766397632,3.24291890402081,0.18075625265625,0,188.337631945445,18.0107506830303,2,0.224666825625001,1.132459375,2,6.62638656858695,63.3007320706357,-0.264711452455037,1,-0.434901738473167,161.420702820349,36.1448149200242,1,2.93243578876983,3,4.84566237563691,4.9043484235783,2.78349672618458,9.2,2.83662007004023,0.0,0.1486923378125,19,0.304489795918367,2,19.0,3.49299036688575,2,2.39083280562604,1.1568555139124,296.282243128979,3.04452243772342,36.1448149200242,0,4,2.83381762522209,3.9070104636046,2.18813794365563,0.457032136282042,34.8719896503453,31.0005125862354,3.33072887718818,81.6778131456116,2.93715433775641,0.0,3.46138084184651,4.40519369395542,0.0,1.05545117221304,207.3,0,0.0,0.0,3.29583686600433,0.672358830296608,0,18.0107506830303,0.0,0.0,0.625184375
CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,0.0401375600173018,1.88988157484231,75.27,5,75.4347810972533,27.2146702569917,0.231697518062286,1.0,4,3.56355622387998,75.27,1.00747941176471,36.0215013660606,1.5619544490993,3.51649012385085,111.456282463314,101.910393882924,0.291748513313149,2.38553524187453,5,2,75.4347810972533,36.0215013660606,16,2,6.65617647058823,3.40119738166216,3,52.9411764705882,2.88888888888889,111.456282463314,3.58351893845611,2,25.1449270324178,3.1008967868046,0.086782050827507,3.401658647596,0.808040483512111,2,188.337631945445,36.0215013660606,4,0.561494665484431,1.14548235294118,4,5.76519110278484,26.4756127856703,0.512121071459444,1,-0.718868575207861,188.337631945445,75.4347810972533,6,3.00590066478868,4,3.87120101090789,4.04305126783455,3.01701635197896,9.25,1.18500012159348,-1.07125,0.259011158200694,26,0.121632653061224,4,19.0,3.41850358810255,12,0.756663116182434,1.21322972462552,327.002055429897,3.17805383034795,75.4347810972533,0,3,1.28352107925864,3.68887945411394,2.02803457901913,0.286543063200516,26.4756127856703,34.1479606404989,3.27616595766598,47.7643304112572,3.06386032024844,0.0,2.56450107119839,3.97029191355212,0.75,1.5893852946267,226.31,0,0.0,0.0,3.52636052461616,0.731440977283378,0,36.0215013660606,1.66631991685563,0.407407407407407,0.601944117647059
C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC6=CC=CC=C56)C=C3,0.0243674855401659,0.0,0.0,0,0.0,6.37476631393298,0.0653240024376728,0.0,0,3.99674243671568,0.0,0.978557894736842,0.0,0.949452015387949,3.93694159209421,0.0,0.0,0.0422982767867032,0.353482247837406,0,0,0.0,0.0,0,0,7.95736842105263,4.60517018598809,0,36.8421052631579,2.66666666666667,0.0,5.05624580534831,0,0.0,3.77533527910479,0.13797347065547,3.85766818725029,0.0713666134072019,0,164.795427952264,0.0,0,0.0580428438781164,1.07648421052632,0,15.412973380224,132.667464628022,-0.987317934353082,0,0.0,0.0,0.0,0,3.43969347336636,0,7.07802534068928,7.70110123883033,3.44374650272034,15.3611111111111,6.89040006697178,0.0,0.0702781927977839,50,0.56,0,43.5,3.70919601767628,0,6.27471925071625,0.681201550387597,848.868772307535,3.80666248977032,0.0,0,0,6.30903977256268,5.4402508624367,2.69935916269159,0.813657407407407,0.0,27.6753868063193,3.64213776943631,158.397108460922,3.2654541676831,0.0,1.51470189492136,6.26814886535022,0.0,2.77113076075806,302.38,0,0.0,0.0,4.65396035015752,0.307522790532034,0,0.0,0.0,0.0,0.771836842105263
CCOC(=O)N,0.0698842153846159,1.0,52.32,3,69.0420023920897,7.64333333333333,0.253454518461539,0.0,1,1.70358432441418,52.32,1.03132307692308,32.8971874720655,1.66918033686673,1.46775483405835,69.0420023920897,66.8673187663734,0.286719585384616,2.37731481481481,3,2,36.1448149200242,32.8971874720655,4,1,6.85461538461539,2.07944154167984,2,53.8461538461538,0.444444444444445,69.0420023920897,0.0,2,25.1449270324178,0.602627794057279,0.0,2.20421337977526,0.103354794082841,0,58.8555099829516,0.0,1,0.0,1.16636153846154,2,3.29583686600433,8.82520426189009,1.31729283075043,1,-0.710648148148148,35.313305989771,36.1448149200242,1,2.05153131217021,0,0.0,0.0,0.0415611069093862,2.0,0.101599976420403,0.0,0.0480862878106513,3,0.0,2,6.0,2.48971095974249,2,-0.702690797079053,1.37013301707865,28.6291904830907,1.79175946922806,36.1448149200242,0,1,-0.147063606886217,1.6094379124341,0.0830999999999999,0.609446612464151,8.82520426189009,11.4337569252713,2.15895313192659,20.1800922238458,1.23733957941805,0.0,4.9824025974026,1.38629436111989,0.0,0.673452884781805,89.11,0,0.0,0.0,1.09861228866811,1.20075793234377,0,32.8971874720655,0.356481481481481,0.356481481481481,0.553761538461538
ClC(Cl)(F)F,0.108864,0.0,0.0,4,108.217514665589,10.2067901234568,0.0,0.0,0,0.0,0.0,1.288,0.0,1.52192809488736,0.0,0.0,108.217514665589,0.0432134999999999,4.80555555555556,2,0,29.9202265420249,29.9202265420249,0,0,24.182,1.94591014905531,0,0.0,0.0,29.9202265420249,0.0,0,0.0,0.0,0.0,3.43054951173942,0.0,0,0.0,0.0,0,0.0,1.27956,0,2.77258872223978,0.0,-0.179648880340785,0,0.0,0.0,0.0,0,2.30930248074157,0,0.0,0.0,0.0,0.96,2.014299929142,-3.55555555555556,0.0,0,0.0,0,4.0,1.35833905919794,0,1.81696150723262,0.630476269415505,9.70950594454668,1.94591014905531,0.0,0,0,2.28075381212487,0.0,0.0,0.341661824520627,0.0,8.10147442595746,2.1567102157839,80.7514242081929,0.0,80.0,4.44155844155844,0.0,0.0,1.26438561897747,120.91,2,2.45413608462896,10.5516975308642,0.0,1.53103475600237,1,0.0,0.0,0.0,0.82272
C(CO)C(CO)O,0.111031790449828,3.0,60.69,3,128.050029482764,13.2987037037037,0.396021224740486,3.0,0,2.25891211223029,60.69,1.02352352941177,128.050029482764,1.38309999118933,1.93211102180692,128.050029482764,128.050029482764,0.198846460276818,2.0787037037037,3,3,128.050029482764,0.0,0,3,6.24352941176471,1.94591014905531,3,58.8235294117647,0.666666666666667,128.050029482764,0.693147180559945,3,0.0,1.30451827242579,0.0219155844155844,2.30293588445952,0.380632270173012,0,82.3977139761322,0.0,0,0.0066787352595156,1.15907058823529,0,3.36729582998647,0.0,2.21441100568278,0,0.0,23.5422039931806,128.050029482764,0,2.18845446093369,0,0.693147180559945,0.0,0.230667249184566,2.61224489795918,-1.27799993008375,0.0,0.0830450469550178,5,0.0,0,6.0,2.73237847577458,12,-0.916607753741542,1.37376384570649,44.8545878930998,1.94591014905531,128.050029482764,0,0,-1.1801025612751,1.79175946922806,0.0830999999999999,1.04144264951552,0.0,14.7416974863895,2.51403213758945,2.53453173920001,1.97001945065561,0.0,3.72026746030113,1.38629436111989,0.766309432393553,0.985581617774321,106.14,0,0.0,0.0,1.38629436111989,1.15881258160594,0,0.0,-0.0706481481481478,-0.263333333333333,0.539441176470588
C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,1.1134136475,0.0,0.0,14,209.441585794174,108.40056122449,1.5306855525,0.0,0,4.52765585261404,0.0,1.31815,0.0,0.881290899230693,4.32018420913541,0.0,209.441585794174,1.54514547,9.294375,14,0,209.441585794174,209.441585794174,0,0,16.903,3.61091791264422,0,0.0,7.33333333333334,209.441585794174,3.3322045101752,0,0.0,4.05808824024974,0.0403368543268599,4.17178758595139,1.18158183,0,0.0,0.0,0,0.1673219025,1.38311,0,5.35185813347607,0.0,-0.295192333264006,0,0.0,0.0,0.0,0,3.3374763041043,0,3.3322045101752,2.94443897916644,3.70191136864084,9.6,4.65219986438751,-46.7002806122449,0.483374385000001,45,0.36734693877551,0,19.0,3.20955505231798,0,4.75577430652487,1.66666666666667,506.224015791414,3.61091791264422,0.0,0,0,4.52352472363746,3.8286413964891,1.581,1.38227513227513,0.0,88.1668336666473,3.27448344079664,22.8153237657151,2.45200892126244,70.0,2.41775785273288,3.61091791264422,0.0,2.27548875021635,338.06,14,15.5190320745523,11.4546301020408,3.61091791264422,1.48469245717857,1,0.0,0.0,0.0,0.52274
CN(C)NC(=O)CCC(=O)O,0.113057542230624,3.58598882705695,69.64,5,92.9731972257567,17.8812358276644,0.426320058052932,1.0,2,2.69262706701057,69.64,1.02623913043478,60.5715717304615,1.68511793365944,2.62942697121545,113.863217575802,109.765950955107,0.328969476824197,2.62601284958428,5,2,92.9731972257567,20.8900203500453,27,2,6.96521739130434,2.83321334405622,4,52.1739130434783,0.888888888888889,113.863217575802,2.07944154167984,2,3.00179178050505,2.54395834422211,0.0525737101420262,2.86651551207858,0.39879515620038,0,117.711019965903,17.8882285695403,3,0.148876177088848,1.16090434782609,2,4.47733681447821,19.7945455098552,0.835849655273227,1,-0.959346182917611,137.038305434453,95.9749890062618,2,2.6324615480506,0,2.56494935746154,1.79175946922806,2.01064236080865,5.85123966942149,-0.555999904870987,0.0,0.277191611512288,9,0.163265306122449,1,12.0,3.22662717681404,12,0.0525909587958355,1.32928131578556,149.025818805964,2.56494935746154,92.9731972257567,1,2,-0.398069648691717,2.56494935746154,1.54331612899148,0.612655468077522,16.7927537293502,32.0087819424725,3.11971227050774,27.4763416157205,2.6900593682792,0.0,7.12706550035263,2.63905732961526,0.814325284978472,1.10912065236204,160.2,0,0.0,0.0,2.30258509299405,1.05256527491773,0,20.8900203500453,-0.103981481481482,-0.125324074074074,0.573126086956521
CCC(C)N1C(=O)C(=C(NC1=O)C)Br,0.0461182641975314,1.88988157484231,54.86,5,50.2898540648355,19.477186318972,0.326660071728396,0.0,3,4.027388995092,54.86,1.0144037037037,18.0107506830303,1.76840448924439,3.70132988532791,71.4249186418608,122.719560447499,0.260090154485597,2.00921296296296,4,1,50.2898540648355,21.1350645770253,10,1,9.67185185185185,3.36729582998647,3,48.1481481481481,2.44444444444445,71.4249186418608,3.43398720448515,1,25.1449270324178,3.56943286840012,0.0840655386131905,3.61339017570352,0.409412310301785,2,141.253223959084,63.9648442800232,5,0.0805625569135808,1.13882222222222,2,5.82008293035236,29.5999266796653,-0.0962803350652494,1,-0.342546296296296,132.238869516019,53.4141679588306,4,3.1466062759323,0,4.07753744390572,4.11087386417331,2.7437713697814,6.85714285714286,1.96310010552406,0.0,0.267656048971194,23,0.0808163265306122,3,17.0,3.21669395951259,4,1.79798245219052,1.01636121663679,226.495952757915,3.04452243772342,50.2898540648355,0,3,1.7239275192382,3.73766961828337,2.00322770963649,0.392481261476909,26.4756127856703,27.5539195892888,3.4005851203488,89.7565625966726,3.04014908030211,3.7037037037037,2.13288076573425,4.04305126783455,0.25,0.824617129870014,261.14,0,45.9540935969929,0.0,3.43398720448515,0.767884515623381,0,67.0891581740182,0.748499622071051,0.748499622071051,0.660781481481481
C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,0.0513159781656802,2.0,50.74,3,66.223202341346,7.47807328333844,0.0856866264497038,0.0,7,3.09766830655857,50.74,0.993838461538462,32.8971874720655,1.39935566753234,2.72854243370324,66.223202341346,32.8971874720655,0.0177668014792894,0.936424897119341,3,2,0.0,66.223202341346,0,1,7.58692307692307,3.71357206670431,2,42.3076923076923,1.11111111111111,66.223202341346,3.49650756146648,2,0.0,2.62070553075834,0.0869613974363288,3.1789314788518,0.12503473704142,11,105.939917969313,0.0,3,0.0349039434319526,1.12137307692308,0,8.3888572078226,85.2862272608712,0.430913982458715,1,0.0,2.75674755352504,33.3260148692805,10,2.93456553091036,0,5.25879660838575,5.20159994704623,2.614781484094,8.53333333333333,3.68420001119375,0.0,0.0577773186982247,17,0.0408163265306122,0,23.0,3.20437778632572,0,2.67861553281257,0.816408357840785,322.115118221438,3.04452243772342,0.0,1,0,3.27187184800211,4.23410650459726,1.90742741036685,0.734863752078388,0.0,23.83564268692,3.1445847457792,93.5564699214463,2.85403292340882,0.0,2.72773847254046,4.71849887129509,0.0,1.89554663519786,197.26,0,0.0,0.0,3.29583686600433,0.446631321441022,0,66.223202341346,0.0,0.0,0.694719230769231
