,nHAcc,piPC10,P_VSA_v_2,TPSA(NO),MDEC-12,ATS6m,T(N..N),DELS,nHet,MATS1p,SpMin4_Bh(m),P_VSA_LogP_5,SIC5,MDEO-12,GATS6e,SpMax4_Bh(m),SHED_DA,LOGP99,O%,piPC06,PW5,QEDu,SPI,N%,minsCl,nC,ATSC1i,MeanDD,P_VSA_charge_6,LOGPcons,MATS6v,Mv,ATS2m,F03{C-N},MPC05,ESOL,GATS3i,Hy,nHDon,DECC,ICR,ATSC1e,PHI,P_VSA_LogP_8,B01{C-Cl},JGI2,LLS_02,P_VSA_s_5,nN,SpMax1_Bh(m),MATS2m,C-001,GATS1m,SIC0,piID,CATS2D_05_AA,P_VSA_charge_3,P_VSA_charge_7,GATS5i,MDEC-13,minssO,T(N..O),piPC03,GATS2i,P_VSA_charge_2,CATS2D_06_AA,MATS6e,C-003,MW,MATS8m,MATS4e,MLOGP2,MATS6p,DLS_cons,GATS2p,RBF,SpMin2_Bh(m),CIC3,MATS2p,BIC2,AMW,NNRS,B02{O-O},CATS2D_02_AL,ATS3m,P_VSA_charge_1,JGI7,GATS1e,minsOH,P_VSA_i_2,B04{C-N},F02{C-O},AAC,Mi,P_VSA_charge_14,ATSC8i,SpMin1_Bh(p),GATS3p,HVcpx,MATS7p
CC1=CC=C(C=C1)CO,1,0.0,42.6833431609212,20.23,1.76976459799156,1.0476507357395,0,5.31481481481481,1,0.0828224563297212,1.18054905632457,6.37114990148009,0.817187787698353,0.0,0.926338193980468,2.68196767892955,0.0,1.48732003569603,5.26315789473684,3.87639582778499,0.078423462278181,0.544806180048003,4.17554410143591,0.0,0.0,8,0.228771165540166,4.5,41.0905648444606,1.70789568643061,-0.466831655171902,0.597305263157895,2.62190879321606,0,2.70805020110221,-2.13035960638285,1.34916433040953,-0.212707795322106,1,0.938271604938272,1.97493750120193,0.0266710220775623,1.85435408246555,0.0,0,0.0808080808080808,1.0,0.0,0,3.85942922472061,-0.0434010269073202,1,0.99271841103334,0.291056381484488,5.57925801658846,0,0.0,12.0107792126301,0.622193154556512,1.0,0.0,0,3.50405476710186,0.939854303961089,0.0,0,0.0763754410617606,0,122.18,0.879927968887534,-0.032564251702973,3.70434315171717,-0.594390991068582,0.838095238095238,0.945723846440832,0.0526315789473684,1.61586513207923,0.98709934221913,0.0904696589195723,0.684011353080706,6.43052631578948,1.0,0,1,2.53583668470482,42.6833431609212,0.0,0.985425977241543,8.62848450491308,53.1013440570907,0,1,1.23638641087129,1.12028421052632,0.0,0.0228721412742384,2.0101875583665,1.35057514230428,2.29592515552291,0.520903906045726
CC(C)CC(=O)OCC(C)C,2,0.0,36.1448149200242,26.3,2.5298221281347,2.02164283819233,0,10.985880574452,2,-0.181189034338535,1.41678584666846,10.9998878876064,0.723032731954727,0.5,1.39215942936496,2.53870559125669,0.0,2.23170004040003,6.89655172413793,1.6094379124341,0.0525737101420262,0.630620268144395,7.84917939382931,0.0,0.0,9,0.338014823971463,3.34545454545455,35.3008170475603,2.39892626741976,-0.445517234805105,0.523131034482759,2.8398297730178,0,2.07944154167984,-2.16847482958931,1.38862967341958,-0.789532401257463,0,1.02479338842975,1.93626002753153,0.0260340303210458,5.13264163824779,0.0,0,0.0740740740740741,1.0,0.0,0,3.66920960747474,0.084158275895513,4,1.15355189179706,0.250518958355941,4.34380542185368,0,0.0,0.0,0.877862026537018,4.36449454388689,4.97532407407407,0,2.484906649788,1.17136901516245,25.1449270324178,0,-0.286273001291908,2,158.27,-0.385808305069985,-0.0765339090078829,5.65145431158702,-0.282130548449013,0.923809523809524,1.16604290435047,0.178571428571429,1.95288165497709,1.75929482788462,-0.0288826957940354,0.595265732496526,5.45758620689655,0.0,1,3,2.72640439823034,10.9998878876064,0.0,0.708323769271713,0.0,49.6190641459311,0,3,1.21701633861232,1.14329655172414,7.19133047612651,0.270766299167659,1.93765515843387,1.3785934690951,2.61613327138682,0.0975546562862282
CCCCOC(=O)CC,2,0.0,36.1448149200242,26.3,2.80966485212223,1.7292108141044,0,9.65253779289493,2,-0.236196209227062,1.14241986031812,10.9998878876064,0.831704622861161,0.5,0.695793733209346,2.65103697389605,0.0,1.73970002681017,8.69565217391304,1.6094379124341,0.0444379033664748,0.525240643237263,5.32087447336104,0.0,0.0,7,0.26019155705104,3.05555555555556,20.1849402629802,1.82764871969035,-0.118868510641645,0.526834782608696,2.54538702433855,0,1.6094379124341,-1.6036482114651,0.86658864043502,-0.742188618452808,0,0.938271604938272,1.97493750120193,0.0122233205671073,5.53429314792951,0.0,0,0.0833333333333334,1.0,0.0,0,3.605936982938,-0.0038922105877051,2,1.09024145305877,0.279574523722912,3.98898404656427,0,0.0,2.53453173920001,0.902928461959896,0.632455532033676,4.79263888888889,0,2.30258509299405,1.29899071704141,25.1449270324178,0,-0.0322328222144098,0,130.21,0.131865955607677,-0.353418276798854,2.98096154682502,-0.120013919635892,0.952380952380952,1.29417928217016,0.227272727272727,1.84488652227867,0.761294565405519,-0.203971856915451,0.735589523097029,5.66130434782609,0.0,1,3,2.42656085364155,10.9998878876064,0.0,0.707711722674614,0.0,37.0377191005509,0,3,1.26467267939572,1.14457391304348,7.19133047612651,0.10233901973535,1.89879101241674,0.846846635913144,2.59875632852268,-0.103291298325283
CC(C)CC=O,1,0.0,25.1449270324178,17.07,1.63299316185545,0.0,0,5.31944444444444,1,-0.146105871958255,0.810566133087096,0.0,0.257659765557392,0.0,0.0,2.09716535394601,0.0,1.23140002787113,6.25,0.0,0.0,0.438763532006682,3.50809780554699,0.0,0.0,5,0.18362296265625,2.13333333333333,17.6504085237802,1.16273353884981,0.0,0.5218,2.03746623782272,0,0.0,-1.17783707596177,1.2553550201261,-0.767318517634668,0,0.666666666666667,1.45914791702724,0.0132078863671872,2.73287083887733,0.0,0,0.0888888888888889,1.0,0.0,0,3.58873327673817,-0.081861329375372,2,1.1708147575627,0.299548102760774,3.29583686600433,0,0.0,0.0,8.18815159301e-05,2.0,0.0,0,1.6094379124341,1.21159978033514,0.0,0,0.0,1,86.15,0.0,0.107491540188733,1.13294861317868,0.0,0.90952380952381,1.2168086052735,0.133333333333333,1.49541156170046,1.21936093777043,-0.0968816929995758,0.695159765557392,5.384375,0.0,0,1,1.81495570101028,25.1449270324178,0.0,0.514803605026071,0.0,31.6090901179526,0,1,1.1981924110431,1.1428375,0.0,0.0,1.90830382802693,1.2657804269535,1.98746875060096,0.0
CC1CCCC(C1)O,1,0.0,42.6833431609212,20.23,1.51967137130318,0.0749227708293911,0,6.58055555555556,1,0.0605114901582865,1.23264662992858,0.0,0.869990693138632,0.0,0.0,2.34830692510913,0.0,1.5574000403285,4.54545454545455,1.79175946922806,0.0597267316017316,0.472289575207838,3.56541937524771,0.0,0.0,7,0.27594359553719,4.39285714285714,13.8942677402901,1.61927842579175,0.555619188842766,0.518290909090909,2.63393334511415,0,2.39789527279837,-1.86303922749948,1.18713819573683,-0.157732438392864,1,0.5,1.0,0.034157935413223,1.89669325775072,0.0,0,0.0666666666666667,1.0,0.0,0,3.74508407672791,-0.0865592848926302,1,1.25985841000725,0.256382472005959,4.14313472639153,0,0.0,5.06906347840001,0.480712877181155,1.15470053837925,0.0,0,2.39789527279837,1.38156336412902,0.0,0,0.198803555580098,1,114.21,0.0,0.0109376829571234,2.39734200628062,0.489072610373707,0.857142857142857,1.3771575715318,0.0,1.66450872315112,0.579767613734703,-0.140038086589123,0.70690427552585,5.19136363636364,1.0,0,2,2.4803302172101,42.6833431609212,0.0,0.995323564362748,9.07958333333333,18.9633312186901,0,2,1.14332010212777,1.14162727272727,0.0,0.0,2.02945844366795,1.18914836967421,2.03477441389348,0.0
CCCCC(=O)C,1,0.0,25.1449270324178,17.07,2.6207413942089,0.632946395162165,0,6.57777777777778,1,-0.119980144884878,1.03579911780619,0.0,0.702571616824755,0.0,1.99035404560709,2.19369337331971,0.0,1.76560002565384,5.26315789473684,0.0,0.0438311688311688,0.479407447441493,4.16631821899145,0.0,0.0,6,0.222231700720222,2.47619047619048,11.3597360010901,1.51433805127458,-0.283276903863587,0.519768421052632,2.22374265445923,0,1.09861228866811,-1.40603060758456,0.955330535644715,-0.802101406302172,0,0.73469387755102,1.55665670746282,0.0177446450692518,3.67288383828888,0.0,0,0.0740740740740741,1.0,0.0,0,3.61469775343873,-0.0259568111247332,2,1.21222581911647,0.274825010453231,3.55534806148941,0,0.0,11.3597360010901,0.822608453418258,1.0,0.0,0,1.79175946922806,1.32918927151963,25.1449270324178,0,-0.322645930325101,0,100.18,0.0,-0.0181295407119233,2.07969315866723,-0.154016752376794,0.90952380952381,1.31874683564857,0.166666666666667,1.73874607516365,0.816303947596154,-0.204086489633944,0.75827500348441,5.27263157894737,0.0,0,2,1.99293132636044,0.0,0.0,0.525789789975642,0.0,30.3874810736625,0,2,1.1674367232867,1.14213684210526,0.0,0.0,1.9156724432925,0.961489889842048,2.24593094237746,0.487392181180351
CCCCC=CC=CC=O,1,0.0,25.1449270324178,17.07,2.12520055944203,1.88832130780486,0,6.0155005983875,1,-0.0722906927649926,1.28510760560047,0.0,0.902263036498192,0.0,0.851189272344512,2.72108471929816,0.0,2.48790004849434,4.16666666666667,2.94443897916644,0.0511182795698925,0.330306937441228,5.06000543084323,0.0,0.0,9,0.286527020625,3.66666666666667,39.7884784213805,2.49452511192458,-0.0615562645976335,0.558433333333334,2.44278823194073,0,1.79175946922806,-2.11458042767566,0.917571103778625,-0.864227311010215,0,1.2,2.32192809488736,0.0211359179687498,7.46736380502614,0.0,0,0.0277777777777778,1.0,0.0,0,3.66961531516186,-0.229718537776837,1,1.10704440655717,0.256334394693195,4.96284463025991,0,0.0,14.5453109518301,0.934532540243619,0.0,0.0,0,2.83321334405622,1.30992709419143,25.1449270324178,0,-0.0030905653334099,0,138.23,-0.0761346360106022,0.0256943462844204,5.02600480371414,-0.0815921266479718,0.938095238095238,1.31727944723044,0.217391304347826,1.82581434988649,0.448120312590143,-0.239474961969857,0.802489859473393,5.75958333333333,0.0,0,1,2.33715985927658,0.0,0.0104166666666667,0.534229981140374,0.0,65.757939228183,0,1,1.17528358731335,1.129825,0.0,0.152585876250001,1.92462942287443,0.921567838317762,2.92192809488736,-0.0452645170676837
CC1=NC=CN=C1C,2,0.0,33.5710590962605,25.78,1.15470053837925,0.0415611069093862,3,4.06481481481481,2,-0.203225546008704,0.623750197786103,23.6083352594803,0.601409765557392,0.0,0.0,2.25256611903334,0.0,1.09343999624252,0.0,3.44601139745195,0.0572926185399533,0.563152208950225,3.48379838344417,12.5,0.0,6,0.23858409375,4.42857142857143,0.0,0.384190813420286,0.954158315550891,0.60145,2.55803645369111,2,2.39789527279837,-1.25983842451368,0.855361483047613,-0.70979597276789,0,0.5,1.0,0.0100609599999996,1.24919576181394,0.0,0,0.111111111111111,1.0,0.0,2,3.81459285536086,0.243996134580415,2,0.862160248548026,0.351409765557392,5.38406492442128,0,0.0,17.6504085237802,0.563331190847978,2.82842712474619,0.0,0,3.4578927253387,1.2511432119338,33.5710590962605,0,0.501123511425318,0,108.16,0.0,-0.491949380665626,0.0012157464601345,0.839682533300753,0.828571428571429,0.883828801754425,0.0,1.54559760454502,1.59436093777043,0.0670908522552857,0.566308877591801,6.76,1.0,0,2,2.4121940346963,0.0,0.0,0.788616547940991,0.0,41.2587437832605,0,0,1.40563906222957,1.1401375,0.0,0.0,1.98177375030253,0.872576156278352,2.03063906222957,0.0
CCCCOC=O,2,0.0,36.1448149200242,26.3,1.70914802558494,1.06706027122563,0,6.80111111111111,2,-0.338606318651618,0.984375673252866,10.9998878876064,0.727577114245598,0.5,1.49896130143138,2.07360716689739,0.0,0.959500022232533,11.7647058823529,1.09861228866811,0.0428571428571429,0.495259987085801,3.62746501347983,0.0,0.0,5,0.181485046089966,2.66666666666667,11.3597360010901,1.08597050204165,-0.372483055576929,0.533152941176471,2.16227026250442,0,1.09861228866811,-1.02056352841691,0.991242492007901,-0.668417838585144,0,0.897959183673469,1.95021206491475,0.0068611521799313,5.34356552538371,0.0,0,0.0444444444444445,1.0,0.0,0,3.53441896486998,-0.165874601124628,1,0.998868055957918,0.326075234527958,3.55534806148941,0,0.0,2.53453173920001,0.504467231199501,0.0,4.39333333333333,0,1.79175946922806,1.13145492983749,25.1449270324178,0,-0.250519349284313,0,102.15,0.0,-0.0876429712396041,0.991242226858468,-0.374616841796599,0.952380952380952,1.15754902688695,0.25,1.56466212215821,0.632640441303733,-0.111648335365442,0.787659339629545,6.00882352941177,0.0,1,1,1.94543794901499,10.9998878876064,0.0,0.71676700326069,0.0,31.9686556221509,0,1,1.33282040458502,1.14675294117647,0.0,0.0,1.88038441315202,0.99436433657979,2.44000798328209,0.381342407466518
C=CCSCC=C,0,0.0,0.0,0.0,3.1810829150682,0.943226792880439,0,2.30944444444444,1,0.045555231035863,1.07923398822552,0.0,0.59578746995074,0.0,0.411868875822621,2.16133398822552,0.0,2.09160001575947,0.0,1.6094379124341,0.0428571428571429,0.335844764262515,3.62746501347983,0.0,0.0,6,0.207390615916955,2.66666666666667,18.9524949468603,2.1573514935245,0.11856210206411,0.577711764705883,2.42271028676657,0,1.09861228866811,-1.836581936506,1.05391345490125,-0.802101406302172,0,0.897959183673469,1.95021206491475,0.0183156661591694,5.69052839553767,0.0,0,0.0444444444444445,0.875,0.0,0,3.88935684458695,-0.274509443964153,0,0.886354090606401,0.298730002596477,3.73766961828337,0,0.0,0.0,1.06139717318452,0.0,0.0,0,1.94591014905531,1.35681197444564,0.0,0,0.133297334682861,0,114.23,0.487564699257335,-0.131978598650693,5.53027872187974,0.132897702177883,0.842857142857143,1.55193407745132,0.25,1.75067426705645,1.41176470588235,-0.275481147045158,0.641665769634347,6.71941176470589,0.0,0,0,2.28803240848017,0.0,0.0,0.923028366076675,0.0,52.2857164358152,0,0,1.22104778517972,1.11741176470588,0.0,0.0325356711418687,1.75627185935712,1.0883719463836,2.44000798328209,-0.0337024390541578
CCCCCC1CCCC(=O)O1,2,1.6094379124341,36.1448149200242,26.3,1.93650844129586,2.27909210926116,0,11.5305306752331,2,-0.0887969133640738,1.39540378782704,10.9998878876064,0.872594893943981,0.5,0.972739795243946,2.92548829033601,0.0,2.66240002959967,6.66666666666667,2.94443897916644,0.0765554667433753,0.582431207371337,5.49585032509089,0.0,0.0,10,0.3743863152,5.22727272727273,13.8942677402901,2.65118804216644,0.0089034063170646,0.539026666666667,2.99880868454528,0,2.94443897916644,-2.51560450126351,0.924662440092283,-0.807328041571695,0,1.08333333333333,2.22957395851362,0.0255567899999994,4.3033850981405,0.0,0,0.0476190476190476,1.0,0.0,0,3.75532929274923,-0.0393393893811488,1,1.06910703517956,0.250863462131329,5.01063529409626,0,0.0,10.1381269568,0.915528923798646,0.338061701891407,5.19394557823129,0,2.89037175789616,1.38767966061105,25.1449270324178,0,-0.0503513222000304,0,170.28,-0.0404313797914077,-0.0903533378416221,5.23798334843745,0.0027859789373314,0.952380952380952,1.3818522527399,0.133333333333333,1.9362051756318,0.89182958340545,-0.222339367875048,0.628640681581052,5.676,1.0,1,4,2.88816312399229,10.9998878876064,0.0186631944444444,0.684262892644423,0.0,33.7582569124166,0,4,1.23095956311401,1.13852,7.19133047612651,0.220435057600001,2.00642345775625,0.921385300156578,2.749519705417,-0.0106665558071693
CC(CCC=C(C)C)CC=O,1,0.0,25.1449270324178,17.07,4.28291072613438,2.1918947802791,0,7.28368669690098,1,-0.0677163332815821,1.47269407451269,3.18557495074005,0.799372715602612,0.0,1.01007478614378,2.81063032095074,0.0,2.95790004730225,3.44827586206897,2.56494935746154,0.0421781745777517,0.449148741690058,7.19711208903944,0.0,0.0,10,0.35181616451843,3.52727272727273,21.4870266860603,2.87296452854396,0.111678916169448,0.53296551724138,2.6946144604189,0,1.94591014905531,-2.47351738280951,1.30152237238488,-0.877258223619404,0,1.12396694214876,2.23127025460758,0.0292142888347202,5.82022152181759,0.0,0,0.0808080808080808,1.0,0.0,0,3.70004435741772,-0.052435191958116,3,1.22430156967664,0.231425202877952,4.64439089914137,0,0.0,22.7194720021802,0.783418725738697,2.68328157299975,0.0,0,2.63905732961526,1.17281767615798,0.0,0,-0.0135482243982584,1,154.28,0.37990593050738,0.0634707376863692,6.98012985657552,0.110320072112936,0.90952380952381,1.17666983136345,0.178571428571429,1.89798485514607,0.974643534706565,-0.0441483894358348,0.76329527894717,5.32,0.0,0,1,2.6288748198035,25.1449270324178,0.0208333333333333,0.559554541446226,0.0,58.1651802824128,0,1,1.12425923737463,1.13607586206897,0.0,0.25128802958383,1.96866562059749,1.30928657723544,2.74431323010027,-0.472894028652199
CCCCCCC(C)O,1,0.0,42.6833431609212,20.23,3.20884415994143,1.77072856871307,0,6.09699546485261,1,-0.0417665411022326,1.36790683300035,0.0,0.848033363756611,0.0,1.0114820516497,2.54456392864598,0.0,2.33760004490614,3.7037037037037,1.38629436111989,0.045220288970289,0.52362755158065,5.37658707670316,0.0,0.0,8,0.315327269135802,3.16666666666667,18.9633312186901,2.44275321595588,-0.0081182798871451,0.498370370370371,2.50904129617507,0,1.6094379124341,-2.03083073187338,0.97938112071982,-0.212707795322106,1,1.03703703703704,1.97493750120193,0.0398794617283949,6.06030156929502,0.0,0,0.0555555555555556,1.0,0.0,0,3.62414378552078,-0.142631671419678,2,1.43628540681259,0.22840679444443,3.8286413964891,0,0.0,11.3597360010901,0.914061596660838,0.816496580927726,0.0,0,1.94591014905531,1.46122176320575,0.0,0,-0.0155768436718575,0,130.26,-0.256703247966759,0.0068801285566722,5.17043749398029,-0.0217647488069966,0.852380952380952,1.45519201589701,0.192307692307692,1.87654044548724,1.07479814846866,-0.234224016583935,0.590157703079193,4.82444444444445,0.0,0,2,2.33806118649456,42.6833431609212,0.0,1.05225499655404,8.85169784580499,30.3230672197802,0,2,1.08604861231304,1.14615555555556,0.0,0.116050804938273,1.95397439158237,0.984263005528881,2.62344768654737,-0.029841137375403
CC(C)C(C)O,1,0.0,42.6833431609212,20.23,0.0,0.0,0,5.25925925925926,1,-0.0778360884924532,0.944502664632714,0.0,0.285571183341545,0.0,0.0,2.24469703047651,0.0,1.0232000425458,5.55555555555556,0.0,0.0,0.470788168628525,3.78603694564969,0.0,0.0,5,0.197370632222222,1.93333333333333,17.6504085237802,1.14796687707469,0.0,0.493088888888889,2.2084494872075,0,0.0,-1.27970901268984,1.32813336757063,0.0044637210993799,1,0.444444444444444,0.918295834054489,0.0304722113888888,2.17629445411467,0.0,0,0.148148148148148,1.0,0.0,0,3.59049508592641,0.0399090315645939,3,1.40938996838667,0.272179949090541,3.09104245335832,0,0.0,8.82520426189009,0.0,4.24264068711928,0.0,0,1.6094379124341,1.29172095381318,0.0,0,0.0,1,88.1700000000001,0.0,-0.178094208205435,1.46264978389539,0.0,0.852380952380952,1.27652195522809,0.0588235294117647,1.62567203482978,1.23692569480502,-0.0760320921712665,0.605229083588024,4.89833333333334,0.0,0,2,2.06335699995397,42.6833431609212,0.0,1.04550531476918,8.62962962962963,26.4756127856703,0,2,1.13496997460394,1.15003333333333,0.0,0.0,1.91803258083913,1.32353304960945,1.76524652837874,0.0
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,6,2.484906649788,108.434444760073,78.9,4.50029595780056,3.50853110147158,0,35.6416668072188,6,-0.228863770162923,1.78473026655912,32.9996636628193,0.698183274346781,2.34597479733683,1.01325227044424,3.35352291217264,0.0,2.38490005582571,12.7659574468085,3.40119738166216,0.0628938829337424,0.44855486996936,14.2945993610835,0.0,0.0,15,0.549933671163423,5.24761904761905,26.4756127856703,2.58155567260426,-0.0405287224338453,0.556110638297873,3.51472242834376,0,3.17805383034795,-2.26005963678735,0.880625761659043,-0.703535754329567,0,1.39229024943311,2.68401728082984,0.0453221394567697,11.9784645499861,0.0,0,0.0772946859903382,0.875,0.0,0,3.71540662356986,0.0565604497664397,3,0.923788729568134,0.247987825912326,5.68697535633982,4,0.0,7.60359521760002,0.969426066008928,2.05064811449689,5.00841010015117,0,3.40119738166216,1.31407147288684,75.4347810972533,2,0.0267679612991542,0,302.41,-0.139243416065255,-0.191409884629221,5.11332827337421,-0.05939162534785,0.857142857142857,1.30432200800148,0.304347826086957,1.92839001497435,1.96954095809125,-0.186821803856107,0.628070437081775,6.43425531914893,0.0,1,6,3.52588610562668,32.9996636628193,0.0130208333333333,0.724154088134609,0.0,72.4415644153382,0,10,1.37747041316438,1.14157446808511,21.5739914283795,0.803142574794027,1.934814960196,0.864321152883299,3.21866758588127,0.0006210418830254
C1=CC=C(C=C1)CCO,1,0.0,42.6833431609212,20.23,0.0,1.10967042811693,0,5.07993197278912,1,0.0828224563297212,1.10543287616379,3.18557495074005,0.851320686294755,0.0,1.72238200213817,2.65298156727754,0.0,1.22140002250671,5.26315789473684,3.49839970961852,0.0777419760944864,0.561980103017122,3.09434702086952,0.0,0.0,8,0.228771165540166,4.61111111111111,47.3812373671506,1.56425568203418,0.0922587540999021,0.597305263157895,2.56495871587928,0,2.56494935746154,-1.93067344333172,0.995793614483374,-0.212707795322106,1,0.814814814814815,1.89106111207265,0.0266710220775623,2.28026836687069,0.0,0,0.0444444444444445,1.0,0.0,0,3.83811745919341,-0.217896484134205,0,0.99271841103334,0.291056381484488,5.53487060477216,0,0.0,5.72010668994005,0.972657134546059,0.0,0.0,0,3.39282913199164,1.12760528864608,0.0,0,-0.111395440868423,0,122.18,0.879927968887534,0.0792203475332273,3.70434315171717,0.0846989292085586,0.838095238095238,1.13736935223185,0.105263157894737,1.68098896259532,0.776573026429657,-0.102021690645326,0.68861849586134,6.43052631578948,1.0,0,1,2.41813489372548,42.6833431609212,0.0,0.985425977241543,8.51968820861678,53.1013440570907,0,1,1.23638641087129,1.12028421052632,0.0,0.0076240470914127,2.0024665513485,1.00561855655219,2.38258626674086,0.43018839118305
CCOCC,1,0.0,10.9998878876064,9.23,2.3094010767585,0.0617113628641223,0,2.66666666666667,1,-0.433002384577775,0.899910207273778,0.0,0.364704558436645,0.0,0.0,1.74889925875965,0.0,1.04280001670122,6.66666666666667,0.0,0.0,0.422069028529655,2.52113221801156,0.0,0.0,4,0.147972032,2.0,0.0,0.863620507977948,0.479721140501305,0.48992,1.79344713764756,0,0.0,-0.898192632536696,0.397136554399657,-0.718595521363142,0,0.64,1.52192809488736,0.0192675455999998,3.93017372238151,0.0,0,0.0740740740740741,1.0,0.0,0,3.43335340333623,-0.153436343074749,2,1.30251694526271,0.296639617616363,2.77258872223978,0,0.0,17.6504085237802,0.794183551196812,0.0,4.83333333333333,0,1.09861228866811,1.14697257395563,0.0,0,0.186476828863876,0,74.14,0.0,0.0006257129980525,0.639938413053891,0.392353993975055,0.895238095238095,1.12742096575766,0.142857142857143,1.72466742174044,1.83398500028846,-0.190900619768004,0.54444769078681,4.94266666666667,0.0,0,2,1.40940079932736,10.9998878876064,0.0,0.907725705122313,0.0,26.8351782898686,0,2,1.15893853235028,1.15236,0.0,0.0,1.82279206345851,0.41328644803508,2.00192809488736,0.0
CCC(=O)C(=O)C,2,0.0,50.2898540648355,34.14,1.15470053837925,0.0617113628641223,0,12.374537037037,2,-0.141842506837409,0.651854484331877,0.0,0.536932048259139,0.0,0.0,2.10646329302896,0.0,0.55450002849102,13.3333333333333,0.0,0.0,0.549828170552178,4.50385593757307,0.0,0.0,5,0.1729894464,2.19047619047619,8.82520426189009,0.263250616342522,0.815834039892151,0.56912,2.32427903552743,0,0.0,-0.63747592774171,0.925175592837044,-0.668417838585144,0,0.612244897959184,1.44881563572518,0.0157021200000005,2.27823479584865,0.0,0,0.158730158730159,1.0,0.0,0,3.6641015504078,0.22557799518252,2,0.872532833552367,0.358234047357057,3.73766961828337,0,0.0,0.0,0.837095628716416,2.14913986364708,0.0,0,2.56494935746154,1.22679294478885,50.2898540648355,0,0.314644149759531,0,100.13,0.0,-0.609972042176519,0.0057990997710301,0.571837742527169,0.952380952380952,1.19467791876477,0.142857142857143,1.66656920272614,0.767318333621796,-0.14599845378909,0.751559732163347,6.67533333333334,0.0,0,2,2.30725256338729,0.0,0.0,0.504982694270466,0.0,30.4518949275448,0,4,1.39958123064606,1.13864,0.0,0.0,1.874517993147,0.910145618097423,1.97022124841161,0.0
CCCC(C)O,1,0.0,42.6833431609212,20.23,2.14913986364708,0.081463593122145,0,5.22916666666667,1,-0.0778360884924532,0.87925581538305,0.0,0.568878470364896,0.0,0.0,2.16126203307342,0.0,1.16730003803968,5.55555555555556,0.0,0.0,0.492223694662907,3.50809780554699,0.0,0.0,5,0.197370632222222,2.13333333333333,11.3597360010901,1.24163354223932,0.482770370842415,0.493088888888889,2.11175389165984,0,0.0,-1.24471367831409,0.965447498324949,0.0044637210993799,1,0.666666666666667,1.45914791702724,0.0304722113888888,3.14207321542264,0.0,0,0.0888888888888889,1.0,0.0,0,3.55682162888151,-0.0861031444656075,2,1.40938996838667,0.272179949090541,3.09104245335832,0,0.0,11.3597360010901,0.783580019628373,1.15470053837925,0.0,0,1.38629436111989,1.44337671655996,0.0,0,0.181450789164322,0,88.1700000000001,0.0,0.0020841451636164,1.46264978389539,0.409148686063423,0.852380952380952,1.43063604020821,0.117647058823529,1.70224472176633,0.75054305579594,-0.239211711561986,0.7006366788682,4.89833333333334,0.0,0,2,1.83530655690683,42.6833431609212,0.0,1.04550531476918,8.55236111111111,22.7194720021802,0,2,1.13496997460394,1.15003333333333,0.0,0.0,1.9048062546021,0.97062827666878,1.98746875060096,0.0
CCCCCCC=CC=O,1,0.0,25.1449270324178,17.07,2.12520055944203,1.92378737802031,0,6.00522282060973,1,-0.0753819191377629,1.35439610585537,0.0,0.879267535126573,0.0,1.06496651040948,2.76390347900914,0.0,2.71190004050732,3.84615384615385,2.30258509299405,0.0511182795698925,0.372054574343023,5.06000543084323,0.0,0.0,9,0.313543397928994,3.66666666666667,25.9050469529202,2.74963608126552,0.0111584648040741,0.535738461538462,2.47280205893212,0,1.79175946922806,-2.20374744039827,0.935744380271385,-0.864227311010215,0,1.2,2.32192809488736,0.0254546530029583,7.92376454714117,0.0,0,0.0277777777777778,1.0,0.0,0,3.6499411227893,-0.233062425939744,1,1.19906102719401,0.242875048674302,4.53259949315326,0,0.0,14.5453109518301,0.896780695942779,0.0,0.0,0,2.56494935746154,1.36833101266276,25.1449270324178,0,-0.0321676108419991,0,140.25,-0.0843789975904013,0.0300106602053846,5.4690883284917,0.0070652738972254,0.938095238095238,1.37509586776423,0.24,1.86330555331594,0.721341827006285,-0.249397954066972,0.723599948707048,5.39423076923077,0.0,0,1,2.37310236945178,0.0,0.0104166666666667,0.547614640096863,0.0,51.8745077597228,0,1,1.14161952533414,1.13580769230769,0.0,0.143333435502959,1.94690140781652,0.939514041971557,2.92192809488736,0.0089689921599882
