,nHAcc,piPC10,P_VSA_v_2,TPSA(NO),MDEC-12,ATS6m,T(N..N),DELS,nHet,MATS1p,SpMin4_Bh(m),P_VSA_LogP_5,SIC5,MDEO-12,GATS6e,SpMax4_Bh(m),SHED_DA,LOGP99,O%,piPC06,PW5,QEDu,SPI,N%,minsCl,nC,ATSC1i,MeanDD,P_VSA_charge_6,LOGPcons,MATS6v,Mv,ATS2m,F03{C-N},MPC05,ESOL,GATS3i,Hy,nHDon,DECC,ICR,ATSC1e,PHI,P_VSA_LogP_8,B01{C-Cl},JGI2,LLS_02,P_VSA_s_5,nN,SpMax1_Bh(m),MATS2m,C-001,GATS1m,SIC0,piID,CATS2D_05_AA,P_VSA_charge_3,P_VSA_charge_7,GATS5i,MDEC-13,minssO,T(N..O),piPC03,GATS2i,P_VSA_charge_2,CATS2D_06_AA,MATS6e,C-003,MW,MATS8m,MATS4e,MLOGP2,MATS6p,DLS_cons,GATS2p,RBF,SpMin2_Bh(m),CIC3,MATS2p,BIC2,AMW,NNRS,B02{O-O},CATS2D_02_AL,ATS3m,P_VSA_charge_1,JGI7,GATS1e,minsOH,P_VSA_i_2,B04{C-N},F02{C-O},AAC,Mi,P_VSA_charge_14,ATSC8i,SpMin1_Bh(p),GATS3p,HVcpx,MATS7p
C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,3,3.16889745506196,78.8281580809454,46.53,0.0,3.10242771639991,0,23.3292570546737,6,0.050265639496351,0.797484988005845,26.7451355771682,0.975220114382459,0.666666666666667,1.1431550299924,3.3864967779953,2.0,3.11019994318485,15.7894736842105,4.75143269296634,0.0857472837051345,0.894833018139375,9.26469262012085,0.0,5.66036788583746,8,0.196507759113573,5.34065934065934,117.445932185346,3.16676402649633,-0.099526605766864,0.775478947368421,3.55437060364739,0,3.36729582998647,-3.6504713772456,0.797679933951305,-0.0266715460938356,1,1.04081632653061,2.21702188587972,0.241568020221607,4.1573176314333,117.445932185346,1,0.105263157894737,1.0,0.0,0,4.1680621827978,0.0084539729277254,0,0.506941538711951,0.440973022652966,6.51448118259508,0,25.1449270324178,9.47624747343013,1.16304535529116,0.0,4.85945987654321,0,3.8969093676181,1.14091139088806,0.0,0,-0.0796208393780482,0,255.48,0.0189000105597842,-0.0706471318001061,8.49018461358786,-0.241208312707367,0.771428571428571,0.658751373865055,0.157894736842105,1.56667852152645,0.210526315789473,0.14674590922364,0.813933983566511,13.4463157894737,1.0,1,1,3.81934930054744,53.6832310485276,0.0236111111111111,0.876804164178331,8.36244565521682,40.2000019923693,0,5,1.87322143561391,1.11163157894737,0.909874472903056,0.0315740493074793,1.92719198804667,0.804239492075693,2.70420611837376,-0.432649078436512
C1(C(O1)(F)F)(C(F)(F)F)F,7,0.0,100.760567513681,12.53,0.0,0.0,0,39.65625,7,-0.269871617478374,0.0,89.7606796260748,0.296657624451305,0.0,0.0,1.581,0.0,1.83749993890524,10.0,0.0,0.0221774193548387,0.403617704554556,6.99193841359774,0.0,0.0,3,0.7567528752,2.93333333333333,0.0,1.74253802235838,0.0,0.7595,3.42555553832838,0,1.94591014905531,-2.25950138751672,1.02604630112185,-0.288075770336738,0,0.6,1.36096404744368,0.4731171786,1.09357331204141,11.641442103911,0,0.232638888888889,1.0,0.0,0,3.92442488465767,-0.220096854470075,0,1.49044549009488,0.389972873353915,4.4188406077966,0,0.0,0.0,0.0,0.0,2.53125,0,3.09104245335832,1.12492240416724,10.9998878876064,0,0.0,0,166.03,0.0,0.537185694690374,1.4282977793513,0.0,0.885714285714286,1.0825828554917,0.0,0.618285693613886,0.675488750216347,-0.19145708117709,0.796657624451305,16.603,1.0,0,0,3.32310037876571,0.0,0.0,1.58133141546576,0.0,11.641442103911,0,1,1.29546184423832,1.34932,11.641442103911,0.0,1.64289786291622,0.879093537922183,1.94405103509574,0.0
C=CC(=O)N,2,0.0,58.0421145044833,43.09,1.0,0.0,0,6.18518518518519,2,0.0027501402981579,0.154643359471064,0.0,0.279588001734408,0.0,0.0,1.17891757769468,1.0,-0.342300020158291,10.0,0.0,0.0,0.426688489252451,2.80360215748814,10.0,0.0,3,0.1164673269,1.8,15.7669199961202,-0.285723441468307,0.0,0.57898,1.88273556133752,1,0.0,-0.182247931620995,1.0755531151371,1.40991343460066,2,0.48,0.970950594454669,0.0359991019,1.46422317941798,0.0,0,0.111111111111111,1.0,0.0,1,3.54511944058586,0.125234359810528,0,0.936932029097261,0.507378621416092,3.2188758248682,0,0.0,9.47624747343013,0.0,0.5,0.0,2,1.94591014905531,1.37581561813554,25.1449270324178,0,0.0,0,71.09,0.0,-0.467834733978912,0.144681568352673,0.0,0.738095238095238,1.39872323062646,0.111111111111111,1.24786090151077,0.399999999999999,-0.358464981867227,0.844626637261972,7.109,0.0,0,1,1.45476163817295,32.8971874720655,0.0,0.816516557400805,0.0,29.9478174046177,0,1,1.68547529722733,1.15381,0.0,0.0,1.78082768104444,1.03489669560114,1.73173259480082,0.0
C1=C(C=C(C(=C1O)O)O)C(=O)O,5,0.0,195.878299676103,97.99,0.0,1.68846353012386,0,28.5322222222222,5,0.38462379545499,0.81438263430533,3.18557495074005,0.866770851906594,0.0,1.26634193707971,2.60470729244659,4.35275281648062,0.50160001963377,27.7777777777778,4.84860644057006,0.0820078132576338,0.511017608363535,7.90140093483169,0.0,0.0,7,0.212562771111111,4.81818181818182,0.0,0.402171315458106,0.11519077293332,0.675244444444445,3.09581092248036,0,3.2188758248682,-1.44738689292793,1.38438815610725,2.61727787868088,4,0.694444444444445,1.5545851693378,0.278537545,2.21075427256422,0.0,0,0.117647058823529,1.0,0.0,0,3.89890793801844,0.0591349496467996,0,0.837894753354737,0.376875284634221,6.2759383535738,4,25.1449270324178,18.9524949468603,0.825711853582091,0.0,0.0,0,3.93671561801852,1.27265014862706,0.0,2,0.002409064994225,0,170.13,1.86499159738253,-0.322564307820212,0.0052873151420295,0.356945945894354,0.723809523809524,1.24956512026922,0.0555555555555556,1.1829970817915,0.708604861231304,-0.109358276471338,0.701431723676372,9.45166666666666,1.0,1,4,3.19051452821854,170.733372643685,0.0,1.15727023713571,8.42074074074074,23.0479443705034,0,8,1.57154167182192,1.12736666666667,0.909874472903056,0.0064373877777777,1.98696560629622,1.38603574632894,2.3708438372713,0.688702221022166
C1=CC(=CC(=C1)N=NC2=C(C=C(C=C2)N)N)N=NC3=C(C=C(C=C3)N)N,8,7.68919946808653,198.240779626823,153.52,0.0,3.54399402972893,196,23.3593856564491,8,0.247125629254634,1.31692720856138,22.0539804282003,0.800178999003309,0.0,0.605168419151736,3.21426135156637,8.0,4.84620015323162,0.0,6.0951204857996,0.087729847379536,0.409856350490041,13.5875848155839,18.1818181818182,0.0,18,0.738640146942148,9.72,9.47624747343013,3.17813626243057,0.160220291826691,0.654663636363637,3.8002663276456,24,4.20469261939097,-4.20618964304989,1.43509866943639,5.33849856300019,8,2.01775147928994,2.99795269866069,0.136842460991736,5.22372316755775,0.0,0,0.0760233918128655,1.0,0.0,8,3.94038802660318,0.0902021772537366,0,0.832019068165838,0.275160558599655,11.5933695756946,2,0.0,85.2862272608712,0.603030794010736,0.0,0.0,0,4.85787253954385,1.44317710697687,0.0,1,0.154930406895405,0,346.44,0.11140655794549,-0.0223677346200867,1.22281273516182,0.188070146511255,0.583333333333333,1.196127305707,0.0869565217391304,1.9802701460196,1.36363636363636,-0.146145693659425,0.572754087417914,7.87363636363636,1.0,0,6,3.84909529376012,131.588749888262,0.0151289682539683,1.09463577540613,0.0,116.816455162502,1,0,1.50222025382086,1.13778181818182,0.0,0.970110513223141,2.04227183859519,1.24255090318655,3.55357479647069,-0.226470109159194
C(C(CO)(CO)CO)O,4,0.0,170.733372643685,80.92,0.0,0.0415611069093862,0,19.9722222222222,4,0.107773548428325,1.30547336433403,0.0,0.328247145339137,0.0,0.0,2.82605457415124,1.0,-2.0579999089241,19.047619047619,0.0,0.0,0.398308745171985,5.70889380875978,0.0,0.0,5,0.205008907755102,2.44444444444444,0.0,-1.84586633724482,0.685242753287184,0.524761904761905,2.65764040403524,0,0.0,0.810011238047903,2.18929831677861,3.0316108488058,4,0.592592592592592,1.39214722366453,0.16250854367347,3.72600050919268,0.0,0,0.133333333333333,1.0,0.0,0,3.6816052358579,-0.188105789490103,0,1.10379469029871,0.32100936319171,3.8286413964891,0,0.0,0.0,6.54925685686e-05,0.0,0.0,0,2.56494935746154,1.23528487163738,0.0,0,0.354454856688854,0,136.17,0.0,0.0861327387985291,1.72922264039201,0.393625803322972,0.90952380952381,1.23345240537856,0.2,1.30547336433403,2.28571428571429,0.189618672585024,0.487422069690721,6.48428571428571,0.0,0,4,2.96515875438131,170.733372643685,0.0,1.16313781906976,8.49652777777778,0.0,0,4,1.40997501882206,1.15851428571429,0.0,0.0,1.93656012422234,2.14219441889642,1.93439166768163,0.0
C(C(F)(F)F)(F)(F)F,6,0.0,89.7606796260748,0.0,0.0,0.0,0,29.25,6,-0.428571428571429,0.0,89.7606796260748,0.0,0.0,0.0,1.581,0.0,2.11099994182587,0.0,0.0,0.0,0.304978171272136,5.67905541847454,0.0,0.0,2,0.505469176875,2.07142857142857,0.0,2.17786684350138,0.0,0.735025,3.23900561432728,0,0.0,-2.39355958938996,0.0,-0.236598657589297,0,0.375,0.811278124459133,0.348587296875,1.46837309070203,15.5190320745523,0,0.166666666666667,0.875,0.0,0,3.71163587891995,-0.333333333333333,0,2.0,0.270426041486378,3.61091791264422,0,0.0,0.0,0.0,0.0,0.0,0,2.30258509299405,1.16666666666667,0.0,0,0.0,0,138.02,0.0,0.0,4.95685958126702,0.0,0.761904761904762,1.16666666666667,0.0,0.124635878919948,2.68872187554087,-0.333333333333333,0.28898309867586,17.2525,0.0,0,0,3.1580431114022,0.0,0.0,2.0,0.0,15.5190320745523,0,0,0.811278124459133,1.410475,15.5190320745523,0.0,1.7515196192909,0.0,1.70986835890174,0.0
C(CCl)OP(=O)(OCCCl)OCCCl,4,0.0,41.0281085952223,44.76,0.0,3.17025154317951,0,24.8945020786092,8,-0.426843740891253,0.934538131779681,0.0,0.552091497998298,1.5,0.225833124116052,3.72486559041635,0.0,2.86069991439581,15.3846153846154,2.30258509299405,0.0950476862023613,0.668390304478581,8.56062175843998,0.0,5.36630590199043,6,0.260757492204142,3.76923076923077,0.0,2.28655602985076,-0.0342750059722447,0.633838461538462,3.56811292401083,0,2.77258872223978,-2.75386988471643,1.05674360793805,-0.417652733828483,0,1.10204081632653,2.21702188587972,0.29813530989645,9.85945357017332,0.0,1,0.0888888888888889,1.0,0.0,0,4.44022383292594,-0.163099656314937,0,0.578462933142865,0.416714042567069,4.77912349311153,0,20.2632178326991,0.0,0.645699635753898,0.0,4.84479938271605,0,2.94443897916644,0.885624019773248,20.7648907625233,0,0.203465814564557,0,285.5,0.0169410836153223,-0.709675894932314,5.55859922414568,0.0198173893329151,1.0,0.792693901794166,0.24,1.67294122737903,1.92458076989645,0.0916573023018916,0.590553036459837,10.9807692307692,0.0,1,0,3.58547274797107,0.0,0.015625,1.00678509175394,0.0,22.32584460949,0,3,1.95873923678939,1.14288076923077,16.5634765201682,0.057262643831361,1.77552193172263,1.72196198729645,2.72397297031727,0.0195946140413213
CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],5,6.76904980959281,166.928578573521,103.35,1.72610874799436,3.3205556632564,0,39.0561345295184,6,0.216558521172085,1.2654255168047,12.3134724057452,0.903927078550537,0.0,0.858900360066846,3.22067028925569,3.70907929775537,3.06862001121044,16.1290322580645,5.85882561326648,0.095109607908273,0.60880620347313,12.9910344602054,3.2258064516129,0.0,14,0.401901540593132,6.9,41.0905648444606,2.84972242702781,-0.0852700560646709,0.68481935483871,3.58950861088896,2,4.04305126783455,-3.6034673643573,1.26532320995302,0.409863026867047,2,1.26,2.48418371977919,0.216512410000001,3.72434505684026,50.7469140783068,0,0.103703703703704,1.0,0.0,1,4.00986706360223,0.124925071512091,1,0.682170417522821,0.32955918880209,8.5967081156058,4,0.0,27.7776992087503,0.834833874316343,1.42470870763465,0.0,12,4.62005879848184,1.05902278864016,25.1449270324178,3,0.188183596611025,0,273.26,-0.418941965994598,-0.0163017621586504,5.76262719489463,-0.0583791728988296,0.771428571428571,1.02925668985692,0.09375,1.93476830302477,0.540480242005273,0.0052318460244353,0.730445685321975,8.81483870967742,1.0,1,4,3.71909955294195,85.3666863218424,0.0167100694444444,0.61671588114815,9.37818382755612,83.1296388404983,1,8,1.63270091721741,1.11681612903226,0.0,0.4007238778564,2.09808317095511,1.28606458563323,2.9949309473357,-0.149646839065878
COc1cnc(nc1)NS(=O)(=O)c1ccc(cc1)N,7,5.9810985048588,138.186083970343,107.2,0.928317766722556,3.24304964105333,28,29.0867264577577,8,-0.124138331663515,1.2768824868231,38.6456376480432,0.851836991690641,0.285714285714286,1.31397032089657,3.0566111837425,4.35275281648062,0.868199977558106,9.67741935483871,5.51090540392273,0.0855024077340354,0.769773377280634,10.3675095060876,12.9032258064516,0.0,11,0.509129277877211,6.67836257309941,0.0,0.641682811233224,-0.11864303304937,0.662074193548387,3.71395318967748,8,3.85014760171006,-2.02578892362744,1.37770311962728,1.30308371403265,3,1.32963988919668,2.64979446204357,0.146115480832467,3.87826377949394,0.0,0,0.0952380952380952,1.0,16.4049974442298,4,4.73576678968183,0.0578428939597518,0,0.825344163107622,0.389060209624007,8.17727549475868,0,49.9760565404904,37.9049898937205,0.859148072659758,0.734411253978719,4.88098602951282,54,4.44851637594271,0.89388387208779,0.0,0,-0.142688734397849,0,280.34,-0.0453575091248894,-0.0264326981785943,0.0826266149381688,-0.141122802719014,0.8,0.884991642259541,0.125,1.81364243564551,0.734028629102048,0.132553172595961,0.768731811155163,9.04322580645161,1.0,1,0,3.7609555569543,43.8970753596719,0.0181623931623932,0.727616044308651,0.0,78.3328898189866,1,4,1.9274806550376,1.13555483870968,0.0,0.390552328720083,2.04478693895037,1.31190086030202,3.14022896917178,0.123438212930194
C1=CC(=C(C(=C1)O)O)O,3,0.0,128.050029482764,60.69,0.0,0.0278984343020081,0,16.172962962963,3,0.334513813324174,0.638216940876448,0.0,0.829361316793456,0.0,0.0,2.21502838431577,1.88988157484231,0.803399987518787,20.0,3.9440060512812,0.0538477194264671,0.548483018444367,4.69856124527926,0.0,0.0,6,0.1772293392,4.55555555555556,9.47624747343013,0.718850758449607,1.35159927153102,0.64832,2.75684671445784,0,2.56494935746154,-1.56760242636403,1.29627476563879,1.83001154202922,3,0.444444444444444,0.918295834054489,0.145317121200001,1.48530935346004,0.0,0,0.12962962962963,1.0,0.0,0,3.84975346215045,0.0025835309936519,0,0.874160078061377,0.389549709069935,5.6199478645769,0,0.0,18.9524949468603,0.414303292529661,0.0,0.0,0,3.63098547569503,1.39045755107841,0.0,0,0.479798085421657,0,126.12,0.0,-0.228986787818614,0.105854111196238,0.804795469489725,0.728571428571429,1.35950524380692,0.0,1.09946481293237,0.850325833477565,-0.268642564717246,0.644914819230319,8.408,1.0,0,2,2.82079153180741,128.050029482764,0.0,1.15161284129269,8.69009259259259,28.4287424202904,0,6,1.52192809488736,1.12492,0.0,0.0,1.96752376625955,1.29189775351965,2.06438333450855,0.0
C1=CC(=C(C=C1N)C(=O)O)O,4,0.0,143.408800826326,83.55,0.0,0.784246269791714,0,20.1855555555556,4,0.331694710459963,0.871039682790741,5.94232250426509,0.973354170381319,0.0,2.47075072069326,2.49714917036914,2.74945927399721,0.672600075602531,16.6666666666667,4.40671924726425,0.0837271836923525,0.528795117854468,6.59980524820878,5.55555555555556,0.0,7,0.239036702777778,4.76363636363636,0.0,0.732125938957545,-0.0776557763587814,0.652566666666667,2.9593083874312,2,3.04452243772342,-1.59208631072745,1.37260360130747,2.6750634545657,4,0.661157024793388,1.49491884823395,0.144041981728395,2.00490525008452,0.0,0,0.103703703703704,1.0,0.0,1,3.88910281300364,0.0932576259524516,0,0.837225170148182,0.413020932354485,6.11243693581107,0,25.1449270324178,28.4287424202904,0.780948873959091,0.0,0.0,15,3.81220267014594,1.23574153502181,0.0,0,-0.921982667125863,0,153.15,0.0,0.130080177956248,1.21744243993032,0.441294082470045,0.752380952380952,1.17199705830313,0.0555555555555556,1.28352581781003,0.111111111111111,-0.0586321895458159,0.82601162601947,8.50833333333333,1.0,1,4,2.958194159836,118.263873793908,0.0,1.03889977880087,8.47453703703704,35.2809393974585,1,4,1.72226631194398,1.13178333333333,0.909874472903056,0.0,1.99959701450263,1.36832614410657,2.25539987889306,0.864964674620412
CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,7,5.27619956129442,132.884265800495,101.73,3.11712881374074,3.75933647554338,18,35.7140694987565,8,-0.0908816965921104,1.65206647978697,24.103938786823,0.907472375728308,0.572357121276666,0.828146106695281,3.30736279228571,4.13085192089075,0.556700024288148,8.69565217391304,5.54712866461082,0.0823509359240605,0.744956693162563,14.5742038380738,6.52173913043478,0.0,15,0.683321142585066,7.61660079051383,8.82520426189009,0.607048141804242,0.167475527555101,0.595184782608696,3.85928533221701,5,4.00733318523247,-2.02512793215127,1.03365152678694,1.11781883805339,3,1.27410207939508,2.49620584809655,0.119355783478262,5.8953415076988,0.0,0,0.104575163398693,1.0,18.0107506830303,3,4.72865714426731,0.0321736127722009,1,0.885024039327855,0.309676032379233,7.83298097491387,1,75.6043863034458,37.7092145826604,1.05874691960531,2.05022614400217,5.14135322184429,64,4.39753082120985,1.09907639720272,28.2692409264128,4,0.400817591983644,0,341.48,-0.20502433924662,-0.015916452943559,0.191270125195017,0.180232717278088,1.0,0.992210056207518,0.127659574468085,1.89983899877933,0.511082065311457,0.0576753078260256,0.805776205654665,7.42347826086956,1.0,1,6,3.87574173494918,29.0106385706367,0.0096618357487922,0.655820080479016,0.0,74.2075675325586,1,5,1.71051475115261,1.13922826086957,0.0,0.893692636814744,2.04260492626174,0.993659197024376,3.14355107622073,-0.112858435644465
C1=CC=C2C(=C1)C=CC=C2N=C=S,1,6.16359848089982,16.7855295481303,12.36,0.0,2.41432422634674,0,4.11132275132275,2,-0.0137412066316068,0.973986119009573,24.6882058682354,1.0,0.0,1.16481089245736,2.93371545832693,0.0,3.5740999802947,0.0,5.82452409235233,0.10955809071245,0.535038943376927,4.08825763443421,5.0,0.0,11,0.196688371074999,7.97435897435897,56.8574848405808,3.80668136825318,0.102862918662893,0.739445,3.11906896794819,3,3.63758615972639,-4.00508917726001,0.911182078386038,-0.822392806571703,0,0.804733727810651,1.8843135277998,0.0073842074999998,2.176872388668,45.1920291113776,0,0.0740740740740741,0.875,13.9457371148872,1,4.06221251786678,-0.0396069414436457,0,0.515947734538861,0.332413323492401,8.3753150074744,0,0.0,57.2412409680977,0.925287045753645,0.0,0.0,0,4.36309862478836,1.06269315411842,0.0,0,-0.101917234067935,0,185.26,-3.41459854726722,-0.0792507576839618,18.9063573271181,0.0858498860206988,0.673809523809524,0.821609455641949,0.0476190476190476,1.66243215424533,0.675488750216347,-0.201645863805886,0.592578170319858,9.263,0.5,0,2,3.12381614848527,0.0,0.0277777777777778,0.680418978085446,0.0,88.1821457490032,1,0,1.43666648191669,1.083195,0.0,0.020302273975,2.12417450635847,0.710633437172991,2.52309029196241,-0.74104081517146
C1=CC2=NNN=C2C=C1,2,0.0,49.8665001904308,41.57,0.0,0.0140465043255947,2,3.60574074074074,3,0.133102016935424,1.02650541872686,20.8287592933003,0.774871827110977,0.0,0.0,2.27474443743345,1.0,0.475999981164932,0.0,5.14667655519744,0.0778666774447943,0.623340255685033,0.0,21.4285714285714,0.0,6,0.25119298882653,6.88888888888889,18.9524949468603,0.973562348024217,1.65945293343078,0.685071428571429,2.78678297734391,6,3.04452243772342,-1.83149226952881,1.23696593695514,-0.0006539043355896,1,0.493827160493827,0.991076059838222,0.06234935,0.846745778677752,0.0,0,0.0683760683760684,1.0,16.5404853211503,3,4.02026480163375,-0.10008618264123,0,0.642952765787222,0.40201636731606,6.95149177222189,0,0.0,18.9524949468603,0.394438140877428,0.0,0.0,0,4.06688771598906,1.1738597252568,0.0,0,0.789304126679154,0,119.14,0.0,-0.467818175636922,1.11299770290266,1.32536293236385,0.7,1.06815757354861,0.0,1.35484433522216,0.857142857142858,-0.172245719053642,0.616506735119549,8.51,0.5,0,2,2.48968054741745,0.0,0.0,0.533964798919117,0.0,42.1932638658706,1,0,1.53061899484852,1.13643571428571,0.0,0.0,1.98166784765442,1.21842496462263,2.05833117406814,0.0
C1CC(OC1CO)N2C=CC(=NC2=O)N,6,4.20469261939097,131.635188995136,90.37,0.0,2.63506516365714,8,22.5661293251869,6,-0.0881011911909717,1.23039889210994,16.7855295481303,0.940567257806712,0.577350269189626,0.923095548995976,2.93086266906107,6.61380521524019,-0.209699966013432,10.7142857142857,4.48863636973214,0.0898247674256421,0.65262935685184,7.60734637969616,10.7142857142857,0.0,9,0.403301862206633,6.27619047619048,0.0,-0.300015096337864,-0.141564829285379,0.601521428571429,3.38942256378429,7,3.66356164612965,-0.913289523141522,1.12680202751159,1.4428339241182,3,0.96,2.19958123064606,0.123303027130103,2.92961327551377,0.0,0,0.0808080808080808,1.0,0.0,3,3.85485294032466,0.0022679133460416,0,0.806026927012492,0.360022167299442,6.5424719605068,1,25.1449270324178,14.5453109518301,0.821045597192914,0.0,5.44947184429327,41,3.78418963391826,1.14563859958801,3.12431389399505,0,-0.0570713284308093,0,211.25,-0.140033518202516,0.0677434093204179,0.110127526646668,-0.154564887148657,1.0,1.15440276950394,0.0689655172413793,1.80712190641603,0.285714285714286,-0.0624312172506081,0.875756698697235,7.54464285714285,1.0,0,5,3.33855530327307,86.5804185205931,0.019244850718065,0.943009359780263,8.89611226589401,30.1964737222076,1,4,1.73075433801682,1.14996785714286,4.2758225378523,0.15306242234694,1.96572526547581,1.03308375304423,2.79101540230049,-0.0924933038443895
C1=CC(=C(C=C1Cl)SC2=C(C=CC(=C2)Cl)O)O,2,6.32640100681303,85.3666863218424,40.46,0.0,3.39502442242607,0,21.5694621511156,5,0.186791474351617,1.08710880451617,10.1026809831129,0.793275252124772,0.0,1.1619642555462,3.3073791252198,1.0,4.5557999163866,8.0,5.35894198836447,0.100681940970018,0.866434384070851,9.45571238426877,0.0,5.84110152291369,12,0.257006686463999,7.08823529411765,110.516829287112,4.29459139184117,-0.218348580711366,0.756228,3.76106522287501,0,3.85014760171006,-4.83064289652601,1.16860923512513,0.468307858445266,2,0.955017301038062,2.1162996057017,0.119150852160001,3.9622566192023,78.297288123564,1,0.0888888888888889,1.0,0.0,0,4.15277866229573,0.0075790732758836,0,0.575642069729651,0.388270892927035,8.24025347313054,0,0.0,56.8574848405808,1.00765125139528,0.0,0.0,0,4.3502779363593,1.01119738844957,0.0,1,-0.0364346213057592,0,287.17,0.0482432780525937,-0.194394582458341,12.8563427677851,-0.120282262643528,0.771428571428571,0.806850666335016,0.0769230769230769,1.88271496969801,0.959999999999999,0.0144201739609998,0.66069303792033,11.4868,1.0,0,2,3.8909518664391,85.3666863218424,0.0150462962962963,0.870736305510153,9.66237512597632,66.9601658236937,0,4,1.80307418942857,1.092112,0.0,0.242681387776001,1.9526925959029,1.35640523137026,2.80650955375367,-0.0369984739561383
C=CO,1,0.0,42.6833431609212,20.23,1.0,0.0,0,2.66666666666667,1,-0.186572025062064,0.0,0.0,0.0,0.0,0.0,0.0830999999999997,0.0,0.687900029122829,14.2857142857143,0.0,0.0,0.395843493614673,1.17741002251547,0.0,0.0,2,0.0610164734693878,1.33333333333333,15.7669199961202,0.146883812620588,0.0,0.538342857142857,1.02522076800684,0,0.0,-0.420297365958688,0.34882708516805,0.638345833092948,1,0.444444444444444,0.918295834054489,0.0298218599999999,1.53190532411312,0.0,0,0.0,1.0,0.0,0,3.30119888470874,-0.327039089501823,0,1.11273061644309,0.491132589845683,2.19722457733622,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.49997752558338,0.0,0,0.0,0,44.06,0.0,0.301395997437153,0.100773608093634,0.0,0.7,1.49556621587027,0.0,0.723124630685041,0.686764988865372,-0.601118258833805,0.898226517969136,6.29428571428571,0.0,0,1,0.284723552845367,42.6833431609212,0.0,1.11348660159047,7.33333333333333,21.0195646101711,0,1,1.37878349348618,1.14854285714286,0.0,0.0,1.64305170844287,0.374604898523743,1.36274027849893,0.0
C1=CC=C(C(=C1)C(=O)O)N,3,0.0,100.725457665404,63.32,0.0,0.30055848942352,0,14.3361111111111,3,0.249996891280795,0.96024660819303,5.94232250426509,0.971217583280208,0.0,1.05279296785037,2.51295640572109,1.88988157484231,0.96700007468462,11.7647058823529,4.12309397550809,0.0619908661758029,0.651591607614692,5.24830393355641,5.88235294117647,0.0,7,0.228790657993079,4.66666666666667,18.9524949468603,1.0993360821564,0.692746307914897,0.648905882352941,2.81566794629956,3,2.70805020110221,-1.77203924101654,1.34929746991808,1.69040930967708,3,0.6,1.57095059445467,0.0769524428373705,1.80374056049927,0.0,0,0.102564102564103,1.0,0.0,1,3.87427665578549,0.0444108395041498,0,0.823483622034509,0.405600368551075,5.92392151695011,0,25.1449270324178,18.9524949468603,0.554800371703474,0.0,0.0,8,3.70745583968687,1.17658667392885,0.0,0,-0.0549180342065986,0,137.15,0.0,0.0739913120271759,2.70013309581959,0.63264576311709,0.752380952380952,1.13155535992873,0.0588235294117647,1.29653794812563,0.235294117647059,-0.0734198206694802,0.769885270762111,8.06764705882353,1.0,1,2,2.7872962284333,75.5805306329867,0.0,0.921925253076926,8.48564814814815,44.7571868708887,1,2,1.65787643484996,1.12721764705882,0.909874472903056,0.0,1.99981346797751,1.26205138584622,2.16769631486174,0.912184720250337
C(=C(F)F)(F)F,4,0.0,59.8404530840499,0.0,0.0,0.0,0,18.2962962962963,4,-0.4,0.0,89.9533754434717,0.0,0.0,0.0,1.581,0.0,1.99099996685982,0.0,0.0,0.0,0.283776426367913,3.78603694564969,0.0,0.0,2,0.399383053333333,1.93333333333333,0.0,1.64818715803081,0.0,0.764466666666667,2.51231492123019,0,0.0,-1.79796188767338,0.0,-0.306927407053867,0,0.444444444444444,0.918295834054489,0.275427,1.65060642564182,0.0,0,0.148148148148148,0.875,0.0,0,3.61091082883624,-0.5,0,1.5,0.355245321275764,3.43398720448515,0,0.0,0.0,0.0,0.0,0.0,0,2.19722457733622,1.25,0.0,0,0.0,0,100.02,0.0,0.0,2.79545528166759,0.0,0.661904761904762,1.25,0.0,0.0,2.19498750024039,-0.5,0.355245321275764,16.67,0.0,0,0,2.39888532798649,0.0,0.0,1.5,0.0,30.1129223594218,0,0,0.918295834054489,1.36486666666667,30.1129223594218,0.0,1.64517312150629,0.0,1.76524652837874,0.0
