SMILES,cluster,odour
CC1=CC=C(CC1)C(C)C,6,True
CC1=CC=C(C=C1)C(C)C,6,True
CCCCCCC1CCC(=O)O1,1,True
CC(C)CC(=O)C,4,True
CC(C)CC(C)O,4,True
CC(C)OC(=O)C,4,True
CC(=O)OC(=O)C,0,True
CC1=CC(=CC=C1)C,4,True
C1=CC(=CC(=C1)O)O,4,True
CC1=NC(=CC=C1)C,4,True
CCOC(=O)CC(C)C,6,True
CC(C)CC(=O)CC(C)C,1,True
CC(C)CC(C)OC(=O)C,6,True
CC1=CC=CC=C1,4,True
C1CCC(CC1)O,4,True
C1CCC(=O)CC1,4,True
C1=CC=C(C=C1)O,4,True
C1=CC=C(C=C1)S,4,True
CC1=CC=CC=N1,4,True
CCCCOC(=O)CC(C)C,1,True
CCCCOC(=O)CCC,6,True
CCCCC(=O)O,4,True
CCCOC(=O)C,4,True
CCCCN,4,True
CCCCS,4,True
C(CS)CS,0,True
CCNCC,4,True
CCOC=O,0,True
CCON=O,0,True
C1=COC=C1,0,True
C1CCSC1,0,True
C1=CSC=C1,0,True
CC(C)COC(=O)C,4,True
CCCCCCCCCC(=O)OCC,5,True
CCCCCC(=O)C,6,True
CCCCCC,4,True
CCCCCN,4,True
C(CCN)CN,4,True
CCCCC=O,4,True
CCCCCS,4,True
CCCOC=O,4,True
CCSSCC,4,True
C1CNCCN1,4,True
C1=CC=NC=C1,0,True
C1CCNCC1,4,True
CC(=CCCC(=O)C)C,6,True
CCCCCC#CC(=O)OC,6,True
CCCCCCC(=O)C,6,True
CCCCCCC(=O)O,6,True
CCOCCOC(=O)C,4,True
C(CCCCC(=O)O)CCCC(=O)O,1,True
CCCCCCN,6,True
CCCCCCO,4,True
C(CC=O)CC=O,4,True
CCCCCCS,4,True
CCOCCCO,4,True
CCCSCCC,4,True
CC(=O)OCCOC(=O)C,4,True
CCCCCCCC,6,True
CCCCCCC=C,6,True
CCCCCCCO,6,True
CCCCCCC=O,6,True
COCCOCCO,4,True
CCCCCCCCCCCC(=O)OC,5,True
CCCCCCCCC,1,True
CCCCCCCCO,6,True
CCCCCCCCS,6,True
CCOCCOCCO,6,True
CC(CCC=C(C)C)CCO,1,True
CCCC=CC(=O)C,4,True
CCCCCCCCC(=O)O,1,True
CCCCCCCOC(=O)C,1,True
CCCCOCCOC(=O)C,6,True
CCCCCCCCCC(=O)C,1,True
CCCCCCCCOC(=O)C,1,True
CCCCCCCCCCOC(=O)C,5,True
CCCCCCCCCCO,1,True
CCCCCCCCCC=O,1,True
CCCCCCCCCCC(=O)O,1,True
CCCCCCCCCCCC,5,True
CCCCCCCCCCCO,1,True
CCCCCCCCCCC=O,1,True
CCCCCCCCCCCCO,5,True
CCCCCCCCCCCCS,5,True
CCCCCCCCCCCCOC(=O)C,5,True
CCCCCCCCCCCCCO,5,True
CCCCCCCCCCCCCCO,5,True
CCCCCCCCCCC,1,True
CC1=C(N=C(C(=N1)C)C)C,6,True
CC1C2CC2(CC1=O)C(C)C,1,True
CC1=CC(=O)CC(C1=O)(C)C,6,True
CC(C)(C=C)O,4,True
CC(=CCCC(C)(C=C)OC(=O)C)C,8,True
CC12CCC3C(C1CC=C2)CCC4C3(CCC(C4)O)C,2,True
CC1=C(C(CC=C1)(C)C)C=O,6,True
CCC(C)C(=O)O,4,True
CCOC(=O)C1=CC=CC=C1O,6,True
CC1=CCCC(=C)C2CC(C2CC1)(C)C,3,True
CC1=C(C(=O)C=CO1)O,4,True
COC(=O)C1=CC=CC=C1O,4,True
C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,6,True
C1CC(=O)OC2=CC=CC=C21,4,True
CC(=O)C1=CC=CO1,4,True
CC1(C2CCC(C2)(C1=O)C)C,1,True
CC1=CC=C(C=C1)C(C)(C)O,6,True
COC1=C(C=C(C=C1)C=O)OC,6,True
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,9,True
C1OC2=C(O1)C=C(C=C2)C=O,4,True
C1=CC=C2C(=C1)C=CN2,4,True
C1CCC(=O)C1,4,True
CCOC1=C(C=CC(=C1)C=O)O,6,True
COC1=C(C=CC(=C1)C=O)O,4,True
CCN(CC)CC,6,True
CC1=CC=C(C=C1)C(=O)C,6,True
CC(C)C1=CC=C(C=C1)C=O,6,True
CC(=O)CCC1=CC(=C(C=C1)O)OC,1,True
CC(=O)OCCCC1=CC=CC=C1,1,True
CC(=O)OC1=CC=CC=C1,4,True
C1=CC=C(C=C1)CCCO,6,True
C1=CC=C(C=C1)OCCO,4,True
CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,3,True
COC1=CC=C(C=C1)C=O,4,True
CCCC(C)C=O,4,True
CCCC(=O)CCC,6,True
CCOC(=O)CCC(=O)OCC,6,True
CCCCCCCCC(=O)OCC,1,True
CC1=CN=C(C=N1)C,4,True
CC(=CCCC(=C)C=C)C,6,True
CCC=O,0,True
CC(C)CCO,4,True
CC1OC(OC(O1)C)C,6,True
CCCCCC(=O)OCC,6,True
CCCC=O,0,True
CC=CC=O,0,True
C1CCNC1,4,True
CCCCOC(=O)C,4,True
CC(C)CCOC(=O)C,6,True
CCCCCCC(C)O,6,True
CCCCCCCC(=O)O,6,True
CCCCCCCCCCCCCC(=O)OC,5,True
CCCCCCCC=O,6,True
CCCCCCCCC=O,1,True
CNC,0,True
CC1=CCCC(C1C=CC(=O)C)(C)C,8,True
COC(=O)C1=CC=CC=C1C(=O)OC,6,True
CC(C)CCCCCCC=O,1,True
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N,9,True
CCC1=NC(=CN=C1C)C,6,True
COC(=O)C1=CC=CC=C1N,6,True
CC1=CCC2C(C1)C2(C)C,6,True
C1=COC(=C1)CSCC2=CC=CO2,6,True
COCC1=CC=CO1,4,True
CSC(=O)C1=CC=CO1,4,True
CCC(C)CO,4,True
CCCCOC(=O)C(C)O,6,True
CC1=CCC(CC1)C(=C)C,6,True
CC1=CCCC(=C)C2CC(C2CC1)(C)C,3,True
CCC1=NC=CN=C1,4,True
CC1=NC=CN=C1CC(C)C,6,True
CCC(C)N,4,True
CC(=O)OCC1=CC=CC=C1,6,True
CC1=CC=C(C=C1)OC(=O)C,6,True
COC1=CC=C(C=C1)CC=C,6,True
CCOC(=O)C=C,4,True
CCCCC(=O)OCCC,6,True
CCOC(=O)C,0,True
CC(=CC(=O)C)C,4,True
CCOC(=O)CC(=O)C,4,True
CCCCCC(=O)O,4,True
CCCCCCC,6,True
CC=CC=CC=O,4,True
CCCCCCOC(=O)C,6,True
CCCCCCCCCCCC(=O)O,5,True
CCCCCCCCCO,1,True
CCCCCCCCCOC(=O)C,1,True
C1=CC=C(C=C1)C=CC=O,4,True
C1=CN(C=C1)CC2=CC=CO2,6,True
CC1=CCC(CC1)C(C)(C)OC(=O)C2=CC=CC=C2N,7,True
CCCCCCCCCS,1,True
CCC(C)C1CCCCC1=O,1,True
CCC(C)O,4,True
CCCCC(CC)C(=O)O,6,True
CC1CCC(C(C1)O)C(C)C,1,True
COC1=CC=C(C=C1)OC,4,True
CC(=O)SC,0,True
CC1=CCC(C1(C)C)CC#N,1,True
C1=CC=C(C=C1)CC(=O)C(=O)O,6,True
CCC(C)CO,4,True
C1CCC(CC1)S,4,True
CSCSC,0,True
CC(C1=CC=CC=C1)OC(=O)C,6,True
CC(C)(C)OC,4,True
CCCCCCCS,6,True
CC1CCOC(C1)C=C(C)C,1,True
CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C,7,True
CCCCCCCCCC(C)O,1,True
CCCC=CC=O,4,True
CC1(C2CC1C3(C(C2)O3)C)C,1,True
CCCCCCCCC(=O)OC,1,True
CCC=CCCC=CC=O,6,True
C=CCOC(=O)CC1=CC=CC=C1,6,True
CCC1=NC=C(N=C1CC)C,6,True
CC(CCCC(C)(C)O)C=C,1,True
CCCCC=CC=O,4,True
CCCCCCC=CC=O,6,True
CC1CCCC2(C1(CCCC2)O)C,8,True
CCCCCCCC(=O)OCCC(C)C,5,True
CCCCCOC(=O)C1=CC=CC=C1O,1,True
CCCCCCC(C)OC(=O)C,1,True
CCCCOC(=O)C1=CC=CC=C1O,1,True
CCCCCC=CC=O,6,True
CC1=CCC(CC1O)C(=C)C,1,True
CC1CC(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)(C)C,3,True
CCCCC=CC=CC=O,6,True
C=CCSSCC=C,4,True
CCCSSCC=C,4,True
CCCCCC(=O)OCCC(C)C,1,True
CC1CCC(C(C1)O)C(C)C,1,True
CC1=CCC(CC1=O)C(=C)C,6,True
CCCCCC1=CC=CC=N1,6,True
CC1=CCC(CC1)C(C)(CCC=C(C)C)O,5,True
CC1CCC(C(C1)O)C(C)C,1,True
CC1(C2CCC1(C(C2)(C)O)C)C,8,True
CC1=NC=CN=C1C(=O)C,4,True
CC(CCC=C(C)C)CC=O,1,True
CC1NCCS1,4,True
CCC(C)COC(=O)C(C)CC,1,True
CCCCCC(C=C)O,6,True
CC(C)CC1=NC=CN=C1OC,1,True
CCCCCCCC=CC=O,1,True
CC(C)(C)C1=C(C=CC(=C1)OC)O,1,True
CC1=C(C=CS1)S,4,True
CCCCCOC(=O)CC(C)C,1,True
CCCCCC=CC=O,6,True
CC=CC1=CC=C(C=C1)OC,6,True
CCCCC(C)O,4,True
CC(C)CCCCCO,6,True
CCC1C(=O)C(=C(O1)C)O,4,True
CCCCCC1=CC=CC(=O)O1,6,True
CCCCCC(=O)C=CC,6,True
CCCCCC1CCCC(=O)O1,1,True
CC(C)CC(=O)OCC=C,6,True
CC1C(=C(C(=O)O1)O)C,4,True
C1=CSC=N1,0,True
CC1=NC=CN=C1SC,4,True
C1SSCSSS1,4,True
CSS(=O)(=O)C,0,True
CC1CCOC(C1)C=C(C)C,1,True
CCCCCCC=CC=CC=O,1,True
COC1=NC=CN=C1,4,True
CCC1=CC=CO1,4,True
CCC(C)C(=O)O,4,True
CSCCC=O,4,True
CCCCCCCCCC(=O)O,1,True
CC1CCC(=C(C)C)C(=O)C1,1,True
CCCCOC(=O)C(C)O,6,True
CC(CCO)CC(C)(C)C,1,True
CCSCC,4,True
COCCC1=CC=CC=C1,6,True
CCSSSCC,4,True
CC1C(=O)C(=C(O1)C)O,4,True
CSSSC,0,True
CCCCCCCCCCCCCCCCO,5,True
CCCCCC1=CC=CO1,6,True
CCCC(=O)C(=O)C,4,True
CCCCCCCC=CC=O,1,True
C1C(SCC(S1)O)O,4,True
CCCCCCCCCCCCCCC(=O)OCC,7,True
CC1=CN=C(S1)C,4,True
CC=CC1=CC=C(C=C1)OC,6,True
CCC(C)O,4,True
CC1SCCSS1,4,True
CC(=O)C(=O)C,0,True
CCCCCC(=O)C=C,6,True
CCC=CCC=O,4,True
C(CCN)CCN,4,True
CC1CCC=C2C1(CC(CC2)C(=C)C)C,3,True
CC1(C2CCC(C2)(C1=O)C)C,1,True
CC1(C2CCC(O1)(CC2)C)C,1,True
CC1CCC(C(C1)O)C(C)C,1,True
CC(=CCC(CO)C(=C)C)C,1,True
CC1CCC(OC(=O)C1)C(C)C,1,True
CC1=C(C=C(C=C1)C(C)C)O,6,True
C(C(C(C(C(CO)O)O)O)O)O,1,False
CC(C)CC(=O)O,4,True
CC=CC=C,0,True
CSCCCO,4,True
CCCC=CC=O,4,True
CC(=O)S,0,True
CC(C)CS,4,True
CCC(C)S,4,True
CC(C(=O)C)O,4,True
CC(C)C1=CC2=CCC3C(C2CC1)(CCCC3(C)C(=O)O)C,2,True
CC1CCCC2(C1(CCCC2)O)C,8,True
CCCCC(C)O,4,True
COC1=C2C(=C(C(=C1)CC=C)OC)OCO2,9,True
CC1CCOC(C1)C=C(C)C,1,True
CC1=C(C(=CC=C1)O)C,4,True
CC(OC)OC,4,True
CC1=CC=CO1,0,True
CCC1=NC(=C(O1)C)C,4,True
CC(=CCCC1=COC=C1)C,6,True
CCCCC(=O)OCC,6,True
C=CCSS(=O)CC=C,4,True
CCCC(=O)OCC(C)C,6,True
CCCCCOC(=O)CCC,1,True
CCC(=O)OCC(C)C,6,True
