,SM1_Dzi,SM1_Dzv,SM1_Dzpe,AATS1se,Mor18p,BCUTc_1l,Mor07,MATS4v,FilterItLogS,piPC10,AATS0s,EState_VSA9,FNSA3,BCUTse_1l,Mor27m,ATS2m,Mor26,ATSC6se,Mor24m,PNSA2,AATS1d,MID_h,ATSC3v,GATS1are,Mor24se,SlogP_VSA10,Mor03se,AATS2d,ATSC0i,Mor13v,ATS1s,ATSC5dv,MATS3p,Mor32se,ATSC2dv,AATS7d,ABCGG,piPC6,nAtom,MAXsCH3,MATS1p,AATSC7se,Mor23m,IC0,EState_VSA6,ABC,SssNH,AXp_1dv,BCUTp_1h,MATS3se,AATS1i,ATSC2pe,SMR,AATS0dv,nN,AATSC5d,BCUTi_1l,PEOE_VSA1,DPSA4,nC,SpMAD_A,BCUTp_1l,AMID_h,BCUTs_1h,SsNH2,ATSC1se,DPSA5,AATSC4c,GATS5pe,ATSC3Z,PNSA5,Mor03v,Mor02,ZMIC5,PNSA4,BCUTi_1h,GATS1m,Mor21v,TopoPSA_NO_,Mor28m,MID_N,FPSA3,AATS1dv,Mor15m,ETA_alpha,Mor02m,ETA_epsilon_3,ETA_epsilon_2,ETA_dAlpha_B,ETA_epsilon_1,Mor12m,ETA_dAlpha_A,Mor11m,AETA_eta_BR,MAXssCH2,ETA_eta_BR,AETA_eta_B,ETA_epsilon_4,Mor13m,ETA_epsilon_5
SlogP_VSA10,0.7570632388273567,-0.6209608363104432,0.6556398628829355,0.3997873939906829,-0.062094876595799466,0.110097702899715,0.22823716410661438,0.07623587866184614,-0.15282773992929718,0.163694033584143,0.5725269263904688,-0.010813467719346595,-0.3156865065276418,-0.002255450073507776,-0.1524276330133233,0.3394577771731668,-0.2357555945102331,0.10216173999571829,-0.16263910726751452,-0.44993079742121234,0.5030475911006056,0.5385861991938484,0.04510260142110993,0.10962954271885025,-0.2191295384259839,1.0,0.024154032523573236,0.2407152751755255,0.5620786922327382,-0.19396682327657527,0.2331783999624804,-0.047882167439266196,-0.05423384510265335,-0.12654838997455492,0.19945380623436818,0.281645723651533,0.2457719008846464,0.07924299319491517,-0.044993040457268464,-0.2912301263793251,-0.01781136017210093,-0.027461013112493562,-0.22708476914512052,0.22741058485740392,0.08334016644907924,0.22312515243074627,0.14221133840853417,-0.12970431786107536,0.03523138302016615,-0.04270619561054386,0.371841311725374,0.06903287378134947,0.05232935490407719,0.610185935015627,0.3561060768593491,-0.214022714185411,0.006665096208775844,-0.011276795301760288,0.4036912443073714,-0.026995512360466517,-0.1122637557634161,-0.16928731439241357,0.33047643174404445,0.20080300805681955,0.2812014052691253,-0.08072652910499281,0.29395392508418344,0.19059066999198632,0.014521063128624397,0.05950685608139728,-0.4008405165153525,-0.08885336880806782,-0.14303691425262346,0.44070819760782187,-0.6050904221237882,0.5916037334160482,-0.047919642551312695,0.13677727083545077,0.13536428891720195,0.03603543120218487,0.35851335246857446,-0.1357246404066838,0.5442687849071105,0.11814940737809325,0.1467799249141691,0.37527642860660193,0.07878980515558105,0.46615188338602825,0.354989926953761,0.5441636696593991,0.2822052880346169,-0.056256528531273,-0.0033516014265722476,0.4093373986492652,-0.20828592815194885,0.4815108326575136,0.3990118449110839,0.5132754047832513,-0.020707826106788632,0.5076785338401025
Mor03se,-0.04327696310871937,0.1001460955523008,-0.07734650062498782,0.27503652001856616,0.27051809260278864,0.15106071803840188,-0.0704915519162537,-0.12225044192394796,0.525024926235966,-0.20704577490994597,0.19227299342090554,0.023268278993174414,-0.2771723470977558,0.11529395165067013,-0.413444837650015,-0.2234530836999486,-0.605398619885845,0.0075940566056844775,0.08353033967421565,0.15695512743668055,0.002854077912265295,-0.003310437871859211,-0.13826005349117787,0.09554700414414179,-0.6004826675596613,0.024154032523573236,1.0,0.05158917766508136,-0.5454880008298564,-0.17942693002274593,-0.44122534700373983,0.05540965285827899,-0.2579189918579994,0.43546768002520064,-0.13839226798806345,-0.1948570732028842,-0.43193435472613434,-0.1277824179827874,-0.7382072811930538,-0.49376831364087115,-0.12357347328393715,0.017388588194359914,-0.09542981197156322,0.19021255935972148,0.15187263921359245,-0.42704387047759124,-0.035959215951384495,0.03136237388765007,0.16743882859392392,-0.18335570314666846,0.15082859958213837,-0.08158035504608618,-0.5302094595781787,0.2299504301186069,0.13373099739280722,0.1753211791074655,0.04052859271054016,-0.13808158004729448,-0.05179999802571599,-0.5465862077317273,-0.22426669444132724,0.14497390085513845,0.35181132526933734,-0.17298292249360125,0.11230599418497142,-0.10882804914999225,0.015131171537181234,-0.026687985891186903,-0.01827714389122433,-0.14258452784266787,-0.12536692538567232,0.7324233293645415,-0.8473598467217752,-0.17184946794797656,-0.1599421146335673,0.0383468562321875,-0.26755816083763173,0.5586136794659236,-0.009278124163726543,0.2929586520032532,0.12075160951352112,0.21311602660430315,0.23291230362587909,-0.009702752549402071,-0.4837762200993443,-0.3475811242364829,-0.1873442590537131,0.22092668455030354,0.14562999994106576,0.2671402257848597,0.36222436162994925,0.16051706022619033,-0.2242421800774505,0.17110260385018275,-0.4443612868301878,-0.06986069066929028,0.11205855053443232,0.21602862220610747,0.15806707873567877,0.12206421808473684
AATS2d,0.39381126930446797,-0.40097557817636703,0.3777262237900701,-0.07996367461542159,-0.5949102793620679,-0.35918666933699783,0.7049663027357653,-0.15240491843935858,-0.42684120772165374,0.5607053999864969,-0.06851254606269454,0.19750539668295364,-0.14108232665431492,-0.5575062252100841,-0.3730654490103693,0.5461481414281973,-0.3528085444873792,0.039732590248362704,0.15749673460708913,-0.6206994522544291,0.8143958863230342,0.4264596132181399,-0.27855537591858537,-0.3745122191008024,-0.3033226372139496,0.2407152751755255,0.05158917766508136,1.0,0.4714929133565563,-0.7474065360931841,0.651747522198916,-0.23685243012837834,-0.20431397632553022,-0.14721236956838019,0.23939780534236624,0.3884732843655945,0.7558979167141183,0.8245571979422553,0.38174855907398675,-0.16272882645075826,0.5314876370203969,-0.05455812886719084,-0.39092718960974276,0.40398330928636916,0.36663316831120996,0.7428546094215133,0.19288035624549318,-0.4695429605679558,-0.04128825844866676,0.07055756482032124,-0.191451151644938,0.18062472675160446,0.5924425346124514,0.16246245074008822,0.36914937680268917,-0.13260662180620103,-0.13849537673539264,0.24982850346565907,0.4692948235144202,0.5759678449207016,0.590760576288142,-0.20251407385533257,-0.1668549906848169,0.06534751330306274,0.10924816210239778,0.018251016880534668,0.4627697374238292,0.05445594141917399,0.11808919932917897,-0.10432194888362724,-0.4081719325113384,-0.4221704152527107,0.042422682032774155,0.4326115568194847,-0.3797538788737186,0.1630728096235961,-0.541354910093007,-0.25962393335690376,0.38807277476210716,0.25013636006524415,0.38513609799891474,0.08061607152023495,0.3868534489341255,0.5449080135872009,0.6632005180044411,0.6361743675378634,0.8621819566991692,-0.14262953683256585,-0.07227808676710827,0.01737516809021851,0.576168502102617,-0.2608417865442413,-0.022624632575517833,0.2591388689435448,-0.20854474700650577,0.6299229614708334,0.027667425372439085,-0.10802245683758255,-0.5424386496784129,-0.08949515481860197
ATSC0i,0.5287280470290497,-0.4808444453659875,0.4789526167122022,-0.10144094743637254,-0.5131274356016448,-0.1988506125002597,0.49714701243768444,0.017884472749320996,-0.6837757135923238,0.536875977095606,0.10796456479308408,-0.030915349606593864,0.08112617836149505,-0.37659987492029895,0.025035960463148644,0.6325849834828636,0.2263813127724172,0.04134718835944259,-0.09154677793623353,-0.5891083045711577,0.5687990875474213,0.4141724119835911,-0.11305937362392117,-0.13649790845394008,0.009034058895574657,0.5620786922327382,-0.5454880008298564,0.4714929133565563,1.0,-0.34962608613168156,0.7135246653468811,-0.16606895806786823,-0.004483684133894183,-0.3479863255599154,0.3097360646969251,0.595100639759977,0.7901799737302504,0.5039222789615897,0.7048069739047079,0.28096272070570905,0.2721362034444408,-0.007117028425706493,-0.21863387272952942,0.14624968235551344,0.16037675382126074,0.7770617571223334,0.2032703545523979,-0.2113679991888736,0.010372083152029069,0.12481617559611866,-0.0760856217134738,0.17908859456045473,0.7200620322892314,0.18008279992986825,0.22577751262450751,-0.3452163992137143,-0.19968917243003892,0.11064482100651128,0.37530801346048004,0.6852969275347495,0.29812443507013364,-0.22690567815532386,-0.19590716559246407,0.19337042053790424,0.07530810740873724,0.054686143417284255,0.24869486738073712,0.17394085442169918,0.07768331920635212,-0.010346517213918967,-0.19231111239320803,-0.7111128627932592,0.48830239879304277,0.5448836619957491,-0.30603711242646287,0.35337638870482024,-0.06994200496439046,-0.44646458807638706,0.10767136895434193,-0.1409419646056493,0.24530912034705563,-0.24111154452497746,0.20022618488328758,0.2872408972268895,0.7594802086232366,0.7294711775185088,0.5200094187360479,-0.03265205465226029,-0.07227702648951159,0.05987980163663185,0.13438975328899067,-0.20835585315689711,0.19323059896311043,0.26982011620159674,0.255371551618566,0.6510845641302105,0.20455379830048404,0.033394777340485536,-0.42710545504452607,0.11559137578554571
Mor13v,-0.2808543358479346,0.2935501410944814,-0.26330973782551415,-0.002068717496380458,0.663285444638202,0.1947879995562629,-0.7451630555926004,0.14129911216328855,0.31807895611032494,-0.6664651490718174,0.02608635115415006,-0.22779622825499343,0.14095114574107742,0.3819930432465636,0.5221223730888902,-0.4912687020445828,0.47278859718227306,-0.028896403782326163,-0.25510242215658957,0.557126929602133,-0.5966475338514088,-0.3145209838687775,0.18522614646953484,0.15324070305293247,0.42787833609626297,-0.19396682327657527,-0.17942693002274593,-0.7474065360931841,-0.34962608613168156,1.0,-0.5888500911757552,0.206746982029696,0.10255150331390277,0.08903548983321773,-0.1613677903456499,-0.403057002079907,-0.6106929907025584,-0.7438120908532603,-0.30638919401791886,0.20045213181162747,-0.3230887088100025,0.042316819601690356,0.4510966617344601,-0.24197478911993925,-0.38563482963855583,-0.6570937162750687,-0.2081378221105062,0.2370027002333186,0.02796057902809256,-0.131437919610425,0.12621774788381462,-0.06092615899314548,-0.5385804043892674,-0.14003981705585167,-0.32008651231215896,0.19075105458589484,0.07106160968277431,-0.3515617138782455,-0.4166074466675069,-0.5321827636952415,-0.39065907250098425,0.09509989789704074,0.08072493756248995,-0.012656439960047778,-0.21349969936346097,0.0958941524727271,-0.41458389047678423,-0.027852865319508466,-0.05221919671082292,-0.0379601180307748,0.32408215068527996,0.3197940571712743,0.05777227625306962,-0.26263490861734906,0.30426355791638227,-0.12050091879764531,0.38053483510319125,0.3052470835134649,-0.3543696158990193,-0.3647507366367466,-0.32915355544760405,-0.2193003473135271,-0.27511142506539593,-0.6418584684451876,-0.5911847475746924,-0.5256044579862661,-0.6195765489714821,0.07449578566629096,0.026177531401287788,-0.05544433976713485,-0.6253543688408085,0.11469283006503,6.264735308576177e-05,-0.1916090028767776,0.3120193140558683,-0.5140406304528783,0.0026070972662833435,0.05345735127421956,0.7405546032983361,0.10482681610313913
ATS1s,0.47095134899663127,-0.5730526852454902,0.4843690210460975,-0.1461371641961354,-0.6652314450243614,-0.4511737307595068,0.6967026955929395,-0.039135514487830064,-0.542982321087121,0.6741085230002268,-0.08985069675422251,0.2127738705777817,-0.08179292166712565,-0.4131237353592121,-0.14519611809535524,0.5824762393460986,0.04822498671731744,0.07118966272848228,0.11475160116113818,-0.7776607829344677,0.4886777912869863,0.47233191652291034,-0.1290679936492001,-0.3837222024314152,-0.06390017321957574,0.2331783999624804,-0.44122534700373983,0.651747522198916,0.7135246653468811,-0.5888500911757552,1.0,-0.30957948084457687,0.040764524603166215,-0.26613942473213487,0.39709657925441816,0.6764527272295611,0.9351249739286898,0.7421707214948443,0.8136531565554362,0.012900329737983647,0.35644523387931293,-0.08491923622861701,-0.25318742748428985,0.23767402751964462,0.3254360897238607,0.9277789805897816,0.21989906440646498,-0.36958547988700974,-0.26162375914256264,0.24234201852378323,-0.06843989396846772,0.31181880265168427,0.8474302425395634,0.052662109172238396,0.3463512704674106,-0.3829843617556649,0.033904555698216,0.5082168772899065,0.5887454212841524,0.8355828630517007,0.5098163990934528,-0.35461424708079553,-0.2528678247663811,0.32621244590869286,0.15863873152048294,0.06124369569403004,0.5643834049453397,-0.05244407371208387,0.1611043215408645,0.07891205028015712,-0.4057166471242821,-0.6648063652313335,0.5361995632666505,0.3936083043789005,-0.2700872742762525,0.18859341954794032,-0.25245044981539966,-0.5897670081441432,0.5656667000694805,0.12603579086949765,0.3607032596236986,0.12608244694349532,0.2268064867985081,0.5807167736969704,0.886706441045787,0.709273075226668,0.6460609712780163,-0.14823540946529862,0.08977966999762926,-0.1260244765474294,0.38341334929854826,-0.3300379200043701,0.027871998124099188,0.09353769209627091,-0.10148556736786489,0.6162648093413143,0.0017266767152845292,-0.1871662383232899,-0.572601827899837,-0.12377549550781021
ATSC5dv,-0.1681802070742102,0.20156900266328465,-0.17009744307470043,0.04991738110256498,0.18837605808667882,0.24166385273133797,-0.2118407438513973,-0.08779835306314263,0.16965357212048074,-0.20942730073528765,0.058907439332253196,-0.05960115135018183,-0.01959212629363907,0.13338255532381013,0.06920077151282229,-0.20383171710251935,-0.013296083925258604,0.08127084259676051,-0.09988980619575788,0.21033009630183588,-0.1626709086787106,-0.20925600630052577,-0.023210256247151236,0.18878341790192302,0.048521267707479,-0.047882167439266196,0.05540965285827899,-0.23685243012837834,-0.16606895806786823,0.206746982029696,-0.30957948084457687,1.0,-0.02113634828499407,-0.0786794344287408,-0.4518262746968079,0.04525039275520024,-0.3254369388822295,-0.28515736715492623,-0.23940947184455524,0.055626818823831296,-0.02907027315711492,-0.06395230796866695,0.04256515341507263,-0.14655421933799437,-0.14778888204519847,-0.29165181982858013,-0.14009256426287672,0.08367564007360281,0.037922603110711196,-0.15230257347206302,0.04117251071830393,-0.2822514018664632,-0.26746040888775824,-0.00298987048036974,-0.19444332342848022,0.4334200488597215,0.007594040270034145,-0.12328411082844562,-0.18063470396887557,-0.2382156038254197,-0.10492208299866579,0.09811788752527749,0.022300461620848682,-0.1355063794592012,-0.044549222059292314,-0.08190568038509005,-0.17696721996011194,-0.17037204822288635,-0.5301736470650306,-0.14208099601091162,0.1127484192237123,0.1526066147522749,-0.09863906395175305,-0.17349432150239333,0.05019280964463325,-0.06469297693319105,0.15162626827717715,0.15974903545127514,-0.22824159267850527,-0.04621188766339367,-0.20325447060726395,-0.010309224065201138,-0.06334018102766292,-0.20274237774542303,-0.279646296107481,-0.1325874185771284,-0.20443569476743448,0.03821258829165436,-0.0159460322792145,0.0446692831530259,-0.1896419955556043,0.06664912913448601,0.10410499412636237,-0.06162401508830069,0.10457105441060831,-0.24231044255909606,-0.033410921387817025,0.057162178481088295,0.19323158682632086,0.003627536560483581
MATS3p,0.02806550046380662,-0.04479923857324886,0.057601804414372834,0.13661658249634054,-0.02328999993257655,-0.08011943974663385,0.016079202748982373,-0.1340931209605407,-0.06937352497954284,0.05763830700815676,0.06081339742775579,0.11477862366498168,-0.006211664112851221,0.2862138644588745,-0.01593264493494619,-0.042690885308009616,0.14087071015595815,-0.014031191656897356,0.03725033016002164,-0.01896577558986268,-0.10662293883607525,0.02481772028987895,0.5972109498534748,0.0010921509305015168,0.18354290602640935,-0.05423384510265335,-0.2579189918579994,-0.20431397632553022,-0.004483684133894183,0.10255150331390277,0.040764524603166215,-0.02113634828499407,1.0,-0.01546514281887406,0.05884765515724251,0.1298283852849462,-0.017721222550650246,-0.024424021078704544,0.06630477637869217,0.011770970733362153,-0.33100489980681663,0.05937596482902137,0.01941850842846843,-0.06006354954281959,-0.11199811234073849,0.00013264220215195323,0.02569075792551064,0.008674210005651052,-0.1307792762653678,0.18964727246782698,0.110690729937824,0.029163365405295412,0.024441860085828198,0.043160807095035385,-0.06601283381635982,-0.10783081421170297,0.20520598400241333,0.07795610197794854,0.08923916397397394,0.027502701802874077,0.021719971636645897,-0.06692462062174412,0.09095290120263512,0.07531018502294887,-0.017443684211940383,-0.06090892935395122,0.06752608749566634,0.01337871206039045,0.004300901718674502,0.39638620176171685,-0.03469435714021791,0.011160281847521006,0.15192995007352994,-0.04950187431398624,-0.021017672948025562,0.049530484079883974,0.10091729044552444,-0.07924167689039482,0.029979022572993955,0.023256479532549126,-0.0678577974653267,0.052777465047777784,0.017521222111296017,0.05951511349571743,0.025425707039637577,-0.014430898127619279,-0.14693925077297812,0.14352960238071286,0.1633273636064809,0.07278368472423459,-0.09529335936587087,-0.06488027827293188,0.09378103604883999,-0.29581873529028246,0.023799619231738154,-0.19957844337205316,-0.23114022216773822,0.09876988897478461,0.07385719226091535,0.11042328295737393
Mor32se,-0.07135792591661662,0.06286490654082112,-0.08511026381309385,0.050801004304350715,0.27695336211583055,-0.1365385415876168,-0.17073651597849646,-0.03465386976957354,0.35736566348460946,-0.18779493773734984,-0.04265761291993206,-0.06436374772345495,0.06261136084644409,0.11920712676201356,0.047045199680933084,-0.1800018769305165,-0.07757953788259633,0.0493322754600352,0.10691086306711697,0.1954933576608385,-0.1836527235729703,0.026156550486334976,0.02161401315492585,-0.0894607630468048,-0.38015790634694707,-0.12654838997455492,0.43546768002520064,-0.14721236956838019,-0.3479863255599154,0.08903548983321773,-0.26613942473213487,-0.0786794344287408,-0.01546514281887406,1.0,0.04855973711778346,-0.12787007121680222,-0.2404926413626581,-0.16850229722794072,-0.31203392195215757,-0.3061961653561354,-0.26935763757929543,-0.031908663835586236,0.2249656855755251,0.10965763651001806,-0.008106211337772935,-0.2519985196161246,0.012607889698819702,0.06352125181563786,0.059311323408726246,-0.10977142945455948,0.05351642829579391,0.10515586639941511,-0.27245817384690535,-0.030831276286256783,0.16203684787199735,-0.04428362115227021,0.029174535351582324,-0.13677698549576853,-0.13522554056894742,-0.30192120592830074,-0.106480795921705,0.0785376932346911,0.18364314623262748,-0.08294126292778961,0.032395645054952925,0.18336306700511107,-0.07106339170008631,-0.05210923766183982,0.03353192120703327,-0.05115420150892416,0.04568518657436045,0.41682339625563375,-0.3759570169772334,-0.15803320549608027,0.13086515423338582,-0.027707461009612695,-0.12608391198961655,0.2762885605506539,0.006501464311772701,0.18198512200939965,0.16350631389028839,0.03876017173071497,-0.04465690597067683,-0.10498749972409561,-0.26799450312676504,-0.2636256992161918,-0.15185381811979567,0.03192954794760018,0.04858043928804648,-0.0034473091840296994,0.03950329353235089,0.084215935534646,-0.1657941305814079,-0.055678794313617004,-0.17000712154718756,-0.136159765979983,-0.05900471178578357,0.010986830279008345,0.1545027008547015,0.04413563186731422
ATSC2dv,0.3681938957400609,-0.4116731797735118,0.38556194503300645,0.060013806897780624,-0.1954146965626249,-0.2992581720525399,0.2318172604847123,-0.004506933982484349,-0.20805026311171934,0.2941164445891218,0.051582062447279635,0.06185291758859803,-0.08951447791613637,-0.10710859345994288,0.013940612197970869,0.33415743552990657,-0.023421216992092826,0.09777169022364307,0.04346763050690901,-0.3995067073432265,0.21587171003733124,0.4631249399522804,0.18503637993736063,-0.23096423911135333,-0.06386040129963602,0.19945380623436818,-0.13839226798806345,0.23939780534236624,0.3097360646969251,-0.1613677903456499,0.39709657925441816,-0.4518262746968079,0.05884765515724251,0.04855973711778346,1.0,0.2018470857849589,0.4247802735385903,0.3046729660741988,0.279204997664324,-0.14094801127613815,0.006157661129074636,-0.032652516860626576,0.030034427732742414,0.32680268009826746,0.11863682566819721,0.39272097687345875,0.23371450818672893,-0.0652167228789867,0.0702048673428927,0.012089177821835228,0.02287136734424554,0.7774460037749475,0.3224920283424156,0.10632430558680192,0.3396310018789746,-0.3402996776444933,-0.06178509074550563,0.11395767946355809,0.3409614547141522,0.23584775130272728,0.052219147009460516,-0.13948480938562044,0.14836328009561076,0.2764240189429427,0.10511385122620902,0.16988914718496667,0.33258649612540925,0.010704424658931302,0.1982015480249718,0.26624163307132936,-0.25784674217799775,-0.22933991049734642,0.13177763572542048,0.21523120570518509,-0.1904788781192473,0.20406139387796746,-0.21855379548282122,-0.17137213348405272,0.4280352355635469,0.07944641464902576,0.34821368673658093,-0.008259590734953703,0.13286615372020633,0.22681535840632913,0.3691997892911931,0.3297685145915228,0.1871442995276234,0.09319570599858032,0.09164368079729883,0.06531509904667544,0.2222773221618495,-0.051147813699726076,-0.11146201639965875,0.2083650258839297,-0.0389043899663886,0.41679105557609103,0.18420698227361257,0.05552992915486054,-0.15113374569197965,0.11199603365509335
AATS7d,0.3360392336099838,-0.3090792744303986,0.31940468444505254,0.08957156024056098,-0.619231832028584,-0.24188041035283436,0.6031769163544839,0.16123482258583077,-0.5228045388410963,0.7269683710227695,-0.007949573973315536,0.18426659842494694,0.030273835818147875,-0.31898708395570635,-0.30311685692670326,0.668898333563042,-0.13880669469330323,0.012511108913538824,0.24628114970868956,-0.5582091689069593,0.4172782038319125,0.4159072987014213,0.0357181005781816,-0.20990161150175865,-0.06503219357859102,0.281645723651533,-0.1948570732028842,0.3884732843655945,0.595100639759977,-0.403057002079907,0.6764527272295611,0.04525039275520024,0.1298283852849462,-0.12787007121680222,0.2018470857849589,1.0,0.6891966259702645,0.5367417244805894,0.5576694245423297,-0.13628663474463487,0.0945400272861822,-0.02372125404080239,-0.2862883889796885,0.2612892329298329,0.3043446034115189,0.7395669331481024,0.2486052928663737,-0.22834414985049,0.2237028914563286,0.06377257032267009,-0.11730525515385154,0.21961792328415686,0.7417829122386604,0.20114738986513858,0.3530743623715371,0.03474791594698292,-0.2419320221639079,0.1988804819860332,0.40777859007999956,0.6675520428260611,0.4659303851479586,-0.12047074688064884,0.07946817555645831,0.07336283635748693,0.19770109400546296,0.0914698190243351,0.3502417728813684,0.022327363593822733,-0.029078353786490214,0.031207142754457063,-0.23551846533863258,-0.4350320298926625,0.34523456012589876,0.4355894418582829,-0.2900869055147355,0.21578625599552137,-0.31740607061806236,-0.48520634320935896,0.3026747561349296,0.2821242245804834,0.35827222738505615,0.05045660693665827,0.2683662718268542,0.48737883469111193,0.7642179183695675,0.7568302370006402,0.491445701869784,-0.016046833740494655,-0.10078954436192236,0.17129048079838324,0.2896151561709049,-0.07561644710096534,0.236203524485289,-0.011928485464589963,0.005391428946115426,0.3350843678286798,-0.13930623113508322,0.05478747862141379,-0.46724734250667427,0.031994952928905175
ABCGG,0.4464002516442487,-0.492286087614555,0.4587942056850107,-0.19094334156625756,-0.7080070970230726,-0.4735043914575706,0.7109218017793835,-0.0770558956510481,-0.6737648167576479,0.7064133318991168,-0.1364363037537286,0.2082847523539337,0.03770372077324275,-0.5103748850588633,-0.12803576756098145,0.7308087231917749,0.06299535511440067,0.05833638903178049,0.12460653149246184,-0.752695164710754,0.6527358636196553,0.504735480749598,-0.2029757404037546,-0.37259617089549135,-0.0871073961570919,0.2457719008846464,-0.43193435472613434,0.7558979167141183,0.7901799737302504,-0.6106929907025584,0.9351249739286898,-0.3254369388822295,-0.017721222550650246,-0.2404926413626581,0.4247802735385903,0.6891966259702645,1.0,0.8100729155966756,0.8292839539249118,0.08647046389603646,0.4125920492697645,-0.0923661541579108,-0.25163476216650116,0.30118864358420083,0.33310516339142376,0.9848167456168891,0.2584057219060177,-0.29771419183328374,-0.07124391695589878,0.17775638337522665,-0.22665162972383648,0.34000137676880055,0.9157512604521039,0.028972320678252134,0.3454779971750056,-0.38717972292556696,-0.17276602322950402,0.36777262540270816,0.5264447632089436,0.8711391853698612,0.5296179614527381,-0.2865370117804773,-0.26526802306265096,0.23102496044469284,0.10948650459787919,0.10128681797733081,0.47995062817536277,0.012169167084066613,0.1601422027136081,-0.028352386265770038,-0.3400469534066424,-0.7458815731373363,0.4982217349716,0.5330078267564525,-0.26887665113727444,0.17544902424518402,-0.32106652289490334,-0.5876327330433438,0.45151237268898775,0.1139413418858036,0.3667722469098584,-0.02859091951281233,0.17471973020896206,0.5417203309869392,0.9593927795646016,0.8045475775089316,0.7737941829212954,-0.18874935144997101,-0.12821169904707239,-0.1005576842019216,0.32653861555576036,-0.26817183847627263,0.1256597438327138,0.21717724511129563,0.013630652576943873,0.7226929446545762,0.08169295816160622,-0.16805251512472494,-0.6125449222176172,-0.08121686197107453
piPC6,0.20769519769798098,-0.2439218805506091,0.19348338239205456,-0.22783650085447812,-0.7905098463068995,-0.440657178009091,0.7824985366720247,-0.19041036806182923,-0.6153890936487884,0.6590869762455601,-0.24215635727511087,0.15465608039165898,0.09072656966533928,-0.5291999897005846,-0.34536298877463967,0.5508475068846671,-0.18207669871946114,0.027654064345881774,0.24691803470320048,-0.5526573437364319,0.5963588688743416,0.297549625813913,-0.20071499071538407,-0.3647309248276488,-0.15578986378898652,0.07924299319491517,-0.1277824179827874,0.8245571979422553,0.5039222789615897,-0.7438120908532603,0.7421707214948443,-0.28515736715492623,-0.024424021078704544,-0.16850229722794072,0.3046729660741988,0.5367417244805894,0.8100729155966756,1.0,0.6017736704201184,-0.02207327026431505,0.42025507094731634,-0.11944459360741877,-0.4236742824168543,0.25536746845261404,0.394021957623426,0.82818675975123,0.2119736232128436,-0.2722802097874556,-0.04122711735179521,0.18597390266741087,-0.286291942267868,0.24403687768179996,0.7809107063440655,-0.0353501903287171,0.36188824775122513,-0.3382146554402125,-0.13746541742647836,0.2504831213515116,0.36264119201361056,0.7705331568204349,0.5924980574266895,-0.1457911973378149,-0.3182775001946775,0.0406779019837155,0.11796669093492171,0.1530225753125233,0.34748663587679135,-0.008785419016274207,0.13891030597422982,0.02388206383539758,-0.19891659521476251,-0.5023504864085183,0.27592287633558876,0.3044246614296744,-0.14554419799607682,0.04078496113274562,-0.42078510002868064,-0.4719723731606305,0.34317259366658615,0.22257889269346132,0.37925416495980974,0.09384455086799584,0.1703181056729754,0.6155244931333168,0.802981297231394,0.6378127520565614,0.8017400358914426,-0.3173435967340525,-0.22789911556158668,-0.1656264370950364,0.4691239395351213,-0.1904363330464625,0.08949012455557943,0.04172330774775992,0.024829966233108968,0.48808384875584293,-0.16019306129542804,-0.2781868985655561,-0.6197048479023258,-0.24549382167326067
nAtom,0.06230617025779174,-0.15231150902691457,0.07473957996826436,-0.4543133187477374,-0.6618335573652008,-0.386791443116382,0.4894368524791889,-0.00508148690127727,-0.716437657431188,0.5666902498002379,-0.40948711179492053,0.05309823135095482,0.3630509017180814,-0.41123060988511995,0.16237681651108882,0.4783755619788455,0.45561030062858604,-0.004303813508483449,0.07950105707847861,-0.4118953597928175,0.213208283031587,0.10958544320840574,-0.20393279384788685,-0.30392032408979586,0.22473227637770282,-0.044993040457268464,-0.7382072811930538,0.38174855907398675,0.7048069739047079,-0.30638919401791886,0.8136531565554362,-0.23940947184455524,0.06630477637869217,-0.31203392195215757,0.279204997664324,0.5576694245423297,0.8292839539249118,0.6017736704201184,1.0,0.43654889705306815,0.3614660643286771,-0.07143260170907385,-0.10823221429844805,-0.03492181359749567,0.15987423583757612,0.8334619171810262,0.18689908848285405,-0.18635526219840617,-0.17424790470108173,0.23631850138494517,-0.31938918828513124,0.24627884563860905,0.9146907616083106,-0.33452802652926766,0.1333637898630631,-0.3439664096788265,-0.11866390002014202,0.29995075046847663,0.1724790497567403,0.9288512542438799,0.48631694199750863,-0.19027665244683328,-0.5443721624043627,0.11492021308250255,0.04730619786579611,0.23165045417665148,0.1287478130627069,-0.015612356117145175,0.10736844425076829,-0.01373914834597402,0.06736606227816777,-0.8215933600724473,0.8202185648680997,0.2513519582919646,0.17278074495453324,-0.0813456457470387,-0.003033492224667972,-0.7418582655546727,0.21328532728118324,-0.1135678220586345,0.1504641987583642,-0.11566570560712636,-0.2042588010441948,0.343737601731389,0.8697991799926537,0.5892881998988309,0.5763708092999429,-0.4544561450466734,-0.2945030431262961,-0.4468098750153245,-0.041429429140632225,-0.26079033226183856,0.19191679305680187,-0.07392777124616642,0.36693840496067687,0.399025654731634,-0.13151883743596854,-0.45532772771810515,-0.5319725470345299,-0.3534706431609867
