,SM1_Dzi,FNSA2,TopoPSA_NO_,SM1_Dzare,PNSA2,SM1_Dzv,PNSA4,SM1_Dzpe,WNSA4,SM1_Dzse,RNCG,DPSA4,MID_h,ETA_epsilon_1,AATS1se,nHetero,ATS0dv,ATSC0se,AATS1are,AATS1i,SM1_Dzm,TopoPSA,ATSC1are,BCUTi_1h,SM1_Dzp,ATS4dv,DPSA3,ATS3dv,WNSA2,Mare,SlogP_VSA2,AMID_h,AETA_beta_s,ATSC0are,MID_N,ZMIC5,GRAV,AETA_eta_R,SM1_DzZ,ATS2dv,PNSA3,ATSC0c,EState_VSA9,ETA_dPsi_A,Mm,ATSC1pe,ATS2m,Mi,Mpe,MIC2,AMW,ETA_eta_F,AATS1dv,AATS1pe,ETA_dEpsilon_C,Xc_3d,IC0,Xpc_4d,AATS0se,Mse,ATS3m,AATS0Z,ATS1dv,AATS0dv,PEOE_VSA1,BCUTc_1l,AATS1Z,AATS0m,ATS3Z,AATSC1are,PNSA1,AATS1m,Mor13p,TPSA,SlogP_VSA10,ATSC1se,ETA_dEpsilon_D,EState_VSA1,AATSC1dv,WNSA3,FNSA4,FilterItLogS,ATS2Z,AMID_C,Xpc_5d,WNSA1,MWC09,SpDiam_A,ATSC0pe,AATS0are,ETA_dEpsilon_A,ETA_beta,Mor05m,AATS0i,Xc_3dv,Mor13,BCUTv_1l,MZ,SLogP,BCUTse_1l
SM1_Dzp,-0.9326031236261898,0.8169830014719691,-0.5193908772013652,-0.9654630287133467,0.7057792814758274,0.9579376889480941,0.7926182829965932,-0.9501420859673713,0.7825340796523739,-0.9280582944783083,0.4187861141299097,-0.7841497964673548,-0.755264380904307,-0.5915431181412966,-0.5078135640734588,-0.7820475795670965,-0.8234362842723488,-0.8040436836737682,-0.6008081020525617,-0.43839621721750377,-0.5226888454130614,-0.38907261618228056,0.3035244322633755,-0.6524639212974586,1.0,-0.6336229965303242,-0.6467505933758876,-0.669256139541217,0.5640662554943915,-0.6736498677389737,-0.5217076350139729,-0.4190179558828579,-0.49186547140270676,-0.834463793397204,-0.22863287170446317,-0.497559410888626,-0.5075039353046111,-0.49017571707904617,-0.5652701073224032,-0.7209647263044312,0.731781656232835,-0.712031671623999,-0.17900465053917214,-0.04858351319589525,-0.08361096295330134,0.2780359561771072,-0.36669567742936854,-0.5880433575728001,-0.6262147818388782,-0.3999118650369838,-0.08487918785449694,-0.4937792054471648,-0.6522733081787087,-0.5671905906424125,0.5555558609634375,-0.5907738213472318,-0.39793041616274055,-0.5441028210466448,-0.6085561716226241,-0.5988825231020127,-0.46901705900667257,0.0672154836410595,-0.594404752673025,-0.7227640436571383,-0.34830575881738546,0.17559403478624036,0.05839232663865109,0.07246251320403622,-0.4193369071504599,0.2331835421726035,-0.5666251543262455,0.0595435953084606,0.23278849691881312,-0.5354802343935433,-0.6933526239180587,0.3084743179975524,-0.07933354976816699,-0.7220866119490498,-0.0040841129246636815,0.6517935219067722,0.6574917020158402,-0.04646677227130129,-0.360693955050815,0.3257836620052168,-0.4416318019716579,-0.4638088155879249,-0.32618132266990857,-0.3348945263027896,-0.7819441249089255,-0.680520748474791,-0.5795726806269939,-0.29373360808907006,0.44201852546532644,-0.5979688052271787,0.018640817936932324,0.24387192402227903,0.4670413181183942,-0.09008757440920671,0.17395904785498395,-0.009120641826984422
ATS4dv,0.6629933520257766,-0.7424816969063577,0.5077333996924881,0.6797005358380063,-0.8420859025622833,-0.6797363784715358,-0.5133488859922183,0.6668216918127171,-0.737433716107694,0.660771051233148,-0.5367590151628684,0.6283669413274995,0.661944827462607,0.17768409413041147,0.0897299650417214,0.6468531127195893,0.8876704732779901,0.6574670796223564,0.15330118630769832,0.0019329748215046873,0.4095185120238947,0.4446883079497811,0.015008062597081094,0.27323334396624765,-0.6336229965303242,1.0,0.5744379583969406,0.9395296254271386,-0.8187446122660205,0.18913701049786696,0.42082786421180657,0.05181860001976236,0.464646451564972,0.6700732827956595,0.4085967113760082,0.554416768574479,0.8743097491405571,0.7522401284686899,0.4415274236280258,0.9164493819838379,-0.5624308140311032,0.6081978213149561,0.17844235986740795,-0.002620433101304325,0.017475774122316778,0.04070745757834962,0.662324499883661,0.010479029021138196,0.17703428386210762,0.4749536147775222,0.0181595242089461,0.8762436351831385,0.3744324261063153,0.14359450931480908,-0.07693175314690835,0.616393622791522,0.3156157998908165,0.7454388162035797,0.1382387657996786,0.14076182494824638,0.8168516141830785,-0.04924272979811809,0.8907911585975999,0.2833272155002786,0.3125530909563595,-0.24444547511409093,-0.036566270667406205,-0.04882322749570023,0.7988942266331394,0.08537040950751905,0.6705765018818597,-0.03454246672905392,-0.5226528635711122,0.3815061850876891,0.48850373837814504,0.025189500916555686,-0.05636002798397418,0.5494674901534933,0.1694023186988455,-0.713732770936137,-0.22927197060138277,-0.433936309914503,0.7026414363553417,0.07883743554495486,0.7973907079803457,0.7970167370787399,0.5447716918461928,0.5201401498946799,0.6804742154644309,0.17979236534415804,0.15313505733843952,0.7784958086753649,-0.6820157774170363,0.02827786660589039,0.14798378655571262,-0.12659730726685556,-0.16798333437128632,0.019213145380575735,0.22048560598857367,-0.2936641397718057
DPSA3,0.6166676819149661,-0.8526742566880217,0.8290584409067091,0.722972696249491,-0.8214496785981169,-0.7357878413021268,-0.6898889468990684,0.701821292249752,-0.7957814137454873,0.7128065203891716,-0.43146521257181975,0.9145848489913037,0.692505624827388,0.24001468984457866,0.20871669042215596,0.6980789441944821,0.7036570303653943,0.7867910419166956,0.2635972976023217,0.10084153777420295,0.3656363988789526,0.7395405917178384,-0.43667101253087987,0.3022001005944592,-0.6467505933758876,0.5744379583969406,1.0,0.5831226512112505,-0.7137384193086097,0.26752017312371035,0.6342941321454906,0.2589011102291429,0.49153801363258576,0.752162370960566,0.3031133472679305,0.37920485632565015,0.5308773582238155,0.5052724558790952,0.42383235246245965,0.6101097184622911,-0.9571221866250313,0.9079401344908554,0.4714584555296423,-0.005054138454501302,-0.04137309857894448,-0.43161041748159007,0.36146954433346407,0.04065711792375321,0.2363944259949609,0.4554460753842729,-0.04041416319813359,0.620075039251284,0.3461148045657767,0.23144296035210574,-0.16364888718608234,0.35955455200532394,0.5638266419653835,0.3976035263540131,0.21853615999811554,0.2230173524263385,0.4736208360698274,-0.11786911673418925,0.6148577287163738,0.33868827706959326,0.6725955991612743,-0.26382897813904505,-0.1015430706019588,-0.1175987900685046,0.4563113722570988,-0.18662776431284045,0.5796381142141498,-0.09906677263305658,-0.42099897237542944,0.8895581731196861,0.2376145839087925,-0.4321758189749699,0.31950079173553514,0.7146413036310901,-0.027307728609826915,-0.9148963643264131,-0.47812347791283677,0.07048541003953755,0.38424581889301784,-0.13928099360020552,0.371812323056689,0.5912340362106708,0.39499648473998233,0.3685826130652608,0.7499484984708181,0.25138846737458914,0.224225273424234,0.5202342925346617,-0.43911642741058404,0.038070209202562544,-0.016214315127715862,-0.36106304610630835,-0.37778901909731816,-0.035196125707039505,-0.26934543020714163,-0.2156276484595454
ATS3dv,0.6984632685467341,-0.7779308638532453,0.47449188678473614,0.7010203028275871,-0.8416149870338783,-0.7009069744201537,-0.5668451493179013,0.6891032194144612,-0.7604734778881942,0.677533574192288,-0.5639595245733416,0.6574411783834149,0.6556463075239657,0.2194246757599966,0.11172506339694031,0.6424208961260138,0.9112367221630231,0.6558651664193634,0.19035156151798316,0.020716201172432207,0.4073565928189252,0.39722329656566135,-0.051121781999891654,0.3223247220789906,-0.669256139541217,0.9395296254271386,0.5831226512112505,1.0,-0.793301523883831,0.2366021734243433,0.42807483491951437,0.047352422640008364,0.5343856992528891,0.6736136666384395,0.39672280298629553,0.5681426317251542,0.8757881895342465,0.7789842773051925,0.43902835051814,0.951858772396134,-0.5763732338905048,0.6318846179015479,0.19960497708077782,-0.004388113716671919,0.01981720990658345,-0.025576334201455046,0.6760129179699453,0.050266872270403364,0.22197520448919636,0.5069344726890153,0.020574677338909428,0.8790034376819336,0.45040109497248065,0.1781792280396878,-0.11077286846103965,0.6510997832766758,0.3288161595463736,0.8359125914920136,0.17734399930205177,0.17842000679682074,0.8545838945023615,-0.05990777924581853,0.9215528671138056,0.34078854433823375,0.33394716085908566,-0.268318269141911,-0.047808477107796746,-0.05931400109633535,0.8282348499585892,0.06910640059065568,0.6950580604417868,-0.04456043510557509,-0.579059850999438,0.3665711908275309,0.5299469638109564,-0.05402055762840317,-0.0624088057295043,0.5308353142808899,0.19623053020703157,-0.6983618826953033,-0.29171812513319745,-0.43290979825123066,0.7119949700260876,0.0966258880104701,0.8356496677315278,0.7853797643207459,0.6097626495460596,0.5911874822648372,0.6784113120874301,0.22866033767209978,0.1913659560712844,0.7882728493737396,-0.7158640412425593,0.07211353959595287,0.14971886352868446,-0.17106968777799567,-0.2022459582601566,0.021385955213919294,0.21510162386794887,-0.3268370099021477
WNSA2,-0.6220607332868521,0.7783053119375765,-0.6377175174523878,-0.6657905888103378,0.9533293938968983,0.6526235861918789,0.523515711498293,-0.6609412248862004,0.8168085376027833,-0.671528976279071,0.5276900877528926,-0.726481014694754,-0.7223859018937795,-0.1271424801730592,-0.06906109987810809,-0.7017131503294892,-0.8264598167017702,-0.7398293146144562,-0.11508874918155337,0.015424083635322973,-0.4470843166146957,-0.5903083290255345,0.10527174831668677,-0.24326387334691893,0.5640662554943915,-0.8187446122660205,-0.7137384193086097,-0.793301523883831,1.0,-0.12741391374152594,-0.5679152122045166,-0.08053191433022537,-0.4469899124060424,-0.7302776904725646,-0.4396735149571046,-0.5350422305885808,-0.8626793408827259,-0.7183654978032578,-0.49551149878903833,-0.8036970664412364,0.6641797794044584,-0.7331564998899311,-0.38951329357899084,0.0057991309408645395,0.0024441814843787833,0.08094558094393996,-0.6579510540399729,0.041207628860988284,-0.1194753519328884,-0.49888601238977615,0.0019900972788985775,-0.8525890418300885,-0.27574889461444,-0.106111745921978,0.04409485358734356,-0.5417002425216234,-0.41139455367768923,-0.6204722287232479,-0.09102261348186433,-0.09567771689627204,-0.7789747131284774,0.05577602955217789,-0.8279750464348273,-0.19767389967752758,-0.49477957899396785,0.2834728815799672,0.04342231670774293,0.055809557339565774,-0.7771443602837176,-0.05096610301224977,-0.6994769867622063,0.04147167351685888,0.40514810747806834,-0.5135811834417531,-0.34982903188454384,0.10280706663441809,-0.016316090804692616,-0.5888543720029777,-0.13946889181793773,0.878585941801126,0.20818444177209305,0.3746783431878368,-0.7106564733175672,-0.04568307784982468,-0.6357081454148079,-0.9001721532571203,-0.5057070373661777,-0.4627400860030167,-0.7615920750013788,-0.11496383333864953,-0.10590154561588142,-0.7664887103284111,0.6540373098660025,0.03221989726914491,-0.13381333088307176,0.08685056126462182,0.1953261047500402,-0.0002955110670500391,-0.16790408300080475,0.27032204298854084
Mare,0.6779624570208173,-0.48588408262534094,0.16978472766802621,0.6442629186426261,-0.27198804964197415,-0.5821163871764349,-0.741067153275857,0.6675419412381728,-0.514324229967774,0.6567182432448123,-0.2079743192028394,0.46586884095364756,0.5152855449842066,0.9703076455873445,0.9134467398118659,0.5641457806605404,0.4092114467283067,0.285754585463874,0.9304765264728251,0.6756865074175175,0.5337332838147189,0.12221473823411183,-0.4120105487809405,0.6657135920944773,-0.6736498677389737,0.18913701049786696,0.26752017312371035,0.2366021734243433,-0.12741391374152594,1.0,0.09751998797224429,0.7598498434646058,0.2509829211345644,0.30402100327833415,0.09796014855421958,0.30417323578016087,0.13330392610719058,0.012230074147019508,0.5727660239676381,0.34324376152627195,-0.40798261227881666,0.24835073226170704,0.13487534013472294,0.04413674288841927,0.4100629580879996,-0.4037749577595841,0.15870359690562735,0.7699791207774868,0.9882290892016714,0.29463990144226687,0.4104481614548594,0.11891484619063115,0.7934734635208717,0.9428002797096696,-0.955081728256069,0.3726497420100362,0.1846894062199957,0.19207944206942526,0.9825649553418427,0.9790813674211013,0.0740454957740842,0.1180037386722767,0.1652827767408355,0.9624018042867739,-0.05304002030347641,0.1546561099943605,0.10720366518601752,0.08485151316173695,0.00024415080142370154,-0.5730540868133023,0.4435948212706788,0.07737816536024517,-0.1972568989903592,0.20739377261901965,0.5919884363477926,-0.4063912798582749,0.12020007542181035,0.4399515249464133,-0.3896141181838378,-0.18902982815242003,-0.8426145466041083,0.24329464133275508,0.08767906935682514,-0.70516852750919,0.10073941419214084,0.13996046702475226,-0.07931142294596359,-0.011867495279585834,0.2237628530415425,0.9976813550788708,0.9697720256644042,-0.029170168409347295,-0.02400488700525073,0.7928488631201656,0.04447477632087744,-0.4290840499178731,-0.30000004801759494,0.43375700145576285,-0.23754780391064026,0.3932407796465443
SlogP_VSA2,0.5078995699205427,-0.5515317855509961,0.6097559802151273,0.6000231405657172,-0.5938207350906017,-0.604584525827491,-0.3615164908156695,0.5840471567688864,-0.5011588887439673,0.5991492271074054,-0.3380235433093351,0.6357745510891328,0.6268303938380232,0.0684560031082565,0.09941304610195245,0.6123733861475644,0.5008403150710335,0.7145304181513102,0.1296716375961965,0.0875877126449931,0.35167605633461047,0.5787621939634139,-0.3050330615435805,0.21427693071173198,-0.5217076350139729,0.42082786421180657,0.6342941321454906,0.42807483491951437,-0.5679152122045166,0.09751998797224429,1.0,0.22894064275464696,0.4484757776229578,0.696908509923115,0.3032075550554717,0.372918970881424,0.43237495201679904,0.40734605364895676,0.39747141914058465,0.4125789326330987,-0.5893603581553183,0.7146051839665113,0.4030883435676572,0.038884897640705775,-0.08939349657754325,-0.27037288730040326,0.3064954009660372,0.0737578458045818,0.07096414040122037,0.2617813965126306,-0.08888386435484354,0.38499657823728,0.10837531346836655,0.10090182673444185,-0.07341927644398752,0.29098303028670547,0.43851142580153546,0.329470878587892,0.07594818276673383,0.07709111970016014,0.40618512580091193,-0.0985549775248455,0.41284652126879584,0.11149834851990198,0.6789060614306391,-0.20722729130814865,-0.07876483797035091,-0.0949339031320397,0.40906604463537677,-0.02498286985966612,0.26861809686541377,-0.07355882459744253,-0.14254145161552045,0.599084440386617,0.09044997880337961,-0.353009035330848,0.18442771734188929,0.577861845566141,0.07083432082060769,-0.6274993266039187,-0.17450464605014823,0.18260479307532093,0.34501572459402224,-0.1421390483965214,0.3145338766881871,0.3743071366095249,0.298325406491108,0.2776872017461962,0.7097314171894797,0.09215696838833375,0.05892426078828539,0.26256414490408847,-0.32050917953732666,0.05738226236205255,0.018451212855741157,-0.13016007065230897,-0.27044407656799435,-0.08792161018748579,-0.38708944058324024,-0.0760271431383833
AMID_h,0.5120038675524865,-0.3666268736249252,0.33085081340413863,0.4949788561403501,-0.19112274465861454,-0.4200148296598882,-0.6006900494362026,0.5362755683302322,-0.4033871905141432,0.5597476666746467,-0.06624084223205523,0.4171668290832204,0.5984069529957429,0.8111854940906101,0.825660552778813,0.6367148626092184,0.18215450519938528,0.22277168743134096,0.7300007021468154,0.5388371244307443,0.6016566394615404,0.39943608895375976,-0.4092389879449596,0.42288975820846225,-0.4190179558828579,0.05181860001976236,0.2589011102291429,0.047352422640008364,-0.08053191433022537,0.7598498434646058,0.22894064275464696,1.0,0.11521903752219778,0.20109102194722406,0.2644669446108059,0.258007262563093,0.0441525575203235,-0.2071281236983482,0.676139848962895,0.13195567424406554,-0.36970606849391585,0.23025690247631425,0.27759165026416965,0.12831765175700377,0.5863050607396746,-0.40091126237645447,0.12334965160156981,0.45492945164567805,0.7969445747879839,0.32347935741897166,0.5861241022314487,-0.008409159217852328,0.46042620484716906,0.7892681590578179,-0.8389228979659088,0.20351506290171656,0.32477150895484386,-0.0013438080631091535,0.8116057438712924,0.8243137869843102,-0.07137410994792177,0.3369661354113146,-0.029490205573706515,0.6445409336718192,0.03277460517460187,0.2297148013678696,0.30021888210017755,0.29544355891706886,-0.1393039369930307,-0.5129767114552141,0.31780615970324727,0.2580615050459855,-0.13731706945918606,0.2887353800791804,0.3304764317440444,-0.39998388942972046,0.34307274113090935,0.4213688871857334,-0.4170972720727254,-0.15292671460842744,-0.7075902601217481,0.4658197578473807,0.03884092081623001,-0.9645887239649185,-0.052003272392697496,0.038954388117455344,-0.326876040508852,-0.2606343228402977,0.1375436969033791,0.7377434315630587,0.8216841707632134,-0.1430645901402205,0.21599119787663068,0.46494626836901387,0.16101245529220734,-0.5094794145562302,-0.051184555068458135,0.6139404994995581,-0.4984629805410381,0.4947672167753197
AETA_beta_s,0.5591907377675467,-0.5532995752551543,0.44347413128644136,0.5624528807515368,-0.5288480535804659,-0.5666999492590529,-0.45120411910934055,0.5521761702632028,-0.5299005520375445,0.5526856630727653,-0.5019761584446774,0.6038974052740798,0.5924521065551758,0.25367394224695505,0.13486229501470057,0.5605088029061102,0.65591138367621,0.5355820403023883,0.2119843715929906,-0.04229858833659286,0.3223013206059343,0.3681038477727641,-0.13625659111455046,0.44859196106853744,-0.49186547140270676,0.464646451564972,0.49153801363258576,0.5343856992528891,-0.4469899124060424,0.2509829211345644,0.4484757776229578,0.11521903752219778,1.0,0.5454050596369306,0.420853621518636,0.49104831551195705,0.5786835881862651,0.6773390202098027,0.3577688658696922,0.6379575405925412,-0.44899998768688126,0.541346342599259,0.2831354017625847,-0.16632191227838947,-0.08234458721725074,-0.09119814227296509,0.49031300322866983,0.025182396240461157,0.2308284460105191,0.5176789671491556,-0.08209699880977259,0.5681410045589599,0.41803619307303924,0.19413846772122192,-0.15279391915357882,0.4790221222501745,0.5804288847283994,0.4903137781457006,0.19507224319102112,0.19965758281560228,0.5286573951358707,-0.2098912356283144,0.6443558090013571,0.34916556882114425,0.3478551120436335,-0.5392598172821906,-0.12237262331997874,-0.21588528107903027,0.5162920339964716,0.05861710332909412,0.4763108945436835,-0.12472475052143936,-0.37515466108640916,0.3551039617908334,0.283355050976162,-0.17504285090154365,-0.21873367575550884,0.36059286709438076,0.2742341458645837,-0.46874286764293055,-0.2558407898915722,-0.21384287279274242,0.5172353680733279,0.12229014715888208,0.48368744649765133,0.475326219941692,0.7945428040581874,0.8239113502726189,0.5488091143091283,0.23464126015679404,0.21524730335159376,0.5779192209432358,-0.45720190306005337,0.037533676280750924,0.12387361745732936,-0.14055172462878143,-0.45951366890934076,-0.0711525231207446,-0.008178232640323682,-0.46007422862591457
ATSC0are,0.7754990469250528,-0.7706941197561654,0.6465712462208324,0.8653623413836611,-0.7959367404678085,-0.8585629327172073,-0.5871950450315742,0.847612320488532,-0.7355929080404005,0.8442170447622142,-0.470043128763363,0.8142854875180413,0.7473468958344539,0.2519472953888017,0.1811205107655093,0.7489632187106431,0.8299477059969126,0.985172316580091,0.25194844416778217,0.13106888471304257,0.4636697655297461,0.5137473069508302,-0.18695978063619453,0.5021517896305498,-0.834463793397204,0.6700732827956595,0.752162370960566,0.6736136666384395,-0.7302776904725646,0.30402100327833415,0.696908509923115,0.20109102194722406,0.5454050596369306,1.0,0.23245428210613378,0.4953905144634463,0.6582019069352084,0.668130539773656,0.5072336051396857,0.71605827583766,-0.7543141904798024,0.8482057401175187,0.29838748587042513,0.01773153642722348,-0.044777787601063775,-0.15549889036940723,0.49823874972227133,0.23531674780848683,0.2706258652304834,0.4640851777389845,-0.04410390771877667,0.6130712959460706,0.3468766775178886,0.22331101723624328,-0.2138434536348914,0.5598587056410993,0.5213062513712476,0.556793114350777,0.2586507528428062,0.25303898833431704,0.6122077875420756,-0.10805872204652589,0.6924364658723933,0.35635075947098854,0.5763565018272987,-0.40277790092237215,-0.09024965144558628,-0.10544478522978809,0.5994282729787415,-0.03892817288810458,0.5307451854410817,-0.0843234191480979,-0.20188748505938528,0.6616460817033784,0.42786585324733795,-0.21608635624008607,0.04392138556491222,0.6916214876675123,0.2234789016132962,-0.8122150752022649,-0.34829935084388836,-0.11406567671120854,0.5332110965991689,-0.08979122157956822,0.5021699030401371,0.6081486782040931,0.48773666817800343,0.4609105569085623,0.9923019584668833,0.30555190786487946,0.2355709582759296,0.46508913327689616,-0.5407346549233015,0.23551026607406939,0.05669635851353721,-0.07349165473784398,-0.4843954907633584,-0.04379331863654972,-0.07751519464805859,-0.19198341144200978
MID_N,0.4968809933249641,-0.35442875466989726,0.5700351427475229,0.36823719430328744,-0.4260381010768165,-0.4291980615110696,-0.2381301311370053,0.3506578808532439,-0.3639636857927055,0.3429449621386627,-0.2847157223336119,0.3539755144842724,0.5993830626771416,0.10012055394681935,0.12227479746940628,0.5582623394147812,0.42057390105642173,0.19931300138945643,0.17002230827995368,0.23640823474936376,0.21305487505770804,0.5623134197607054,0.016716683662618533,0.341918787239802,-0.22863287170446317,0.4085967113760082,0.3031133472679305,0.39672280298629553,-0.4396735149571046,0.09796014855421958,0.3032075550554717,0.2644669446108059,0.420853621518636,0.23245428210613378,1.0,0.22742045759707702,0.44809191613598187,0.3076406556205636,0.2558146065313175,0.45393872219870746,-0.2394501026173606,0.26795474398211694,0.17228726227292884,-0.00010068884204962439,0.014709871009780532,0.05239079134848756,0.3227652242822369,0.043149696850004644,0.08975558687538535,0.317745857440685,0.015194057180454471,0.5086810458818439,0.2459684935977428,0.15353801824881308,-0.05158776737494875,0.2770210010717493,0.4622369215041812,0.3229628169115952,0.05121924171820137,0.06613117465671008,0.36850647512336165,-0.03045971970361682,0.47091175032214444,0.1487387451137553,0.1754079381652834,-0.07072044145400895,-0.018650253493064022,-0.03171353093760642,0.35644360455282,0.05767627675646834,0.29989997066015267,-0.019371014323164234,-0.30705463837572433,0.23571967333439914,0.3585133524685744,0.07101435513605088,0.14887091320822707,0.23127880067728326,0.12436511850382123,-0.3199399937659962,-0.10630424629604492,-0.08604974419064333,0.3370142876207903,-0.15415840289508362,0.35117600056270987,0.3778434541769184,0.24738948661147225,0.23536414480416154,0.24282262793581208,0.07348872656927553,0.08572687237545039,0.4974934541024785,-0.3183806119391439,0.033229352167909336,0.07936503870032253,-0.17272985833552904,-0.10332557049774486,0.01873723562007318,-0.17344403828905758,-0.0788331141612205
ZMIC5,0.5738101731296399,-0.6002788251519896,0.262734963708745,0.5696026219702712,-0.6035097688210399,-0.4809467419475451,-0.5600892008038687,0.6061390452372845,-0.655809594882811,0.6263623325928982,-0.5096288826148734,0.5231351441391552,0.6437667540327068,0.34768814070513654,0.17836383054813493,0.6454451956556627,0.6016879275697989,0.48657842884156133,0.17212446047748836,-0.0551445261008414,0.6320656672082112,0.3194820140347753,-0.1491139425397664,0.24468958881181818,-0.497559410888626,0.554416768574479,0.37920485632565015,0.5681426317251542,-0.5350422305885808,0.30417323578016087,0.372918970881424,0.258007262563093,0.49104831551195705,0.4953905144634463,0.22742045759707702,1.0,0.661336941409124,0.588840932351895,0.6870159243638733,0.5885487230773346,-0.44044309032561857,0.39326694768231485,0.23778332908303737,-0.043414069887883606,0.2122128524856048,-0.13475940492079086,0.7061511607622767,0.07303747002136274,0.32641123852581766,0.5642613879905973,0.21172129282362698,0.4786815888313998,0.2879312165798665,0.20237475990399445,-0.2924782847721767,0.5980826001125882,0.4061082504819165,0.5250580485460302,0.31127306571245456,0.3143096927585145,0.6229555079818835,0.060668699911699674,0.5150383644606759,0.3102169944343581,0.09483756552949994,-0.07655409795395401,-0.01632726280177745,0.039254447361396216,0.5912433678441217,-0.01867720525068105,0.679714944067788,-0.037351122242951895,-0.21042102192660023,0.1895227894602973,0.4407081976078218,-0.16225476107007766,-0.1640581480784827,0.49194104101134284,0.03218652848051194,-0.5030984297245578,-0.35101969690273027,-0.3294448386273962,0.6972809335484282,-0.12419753283364317,0.48809486063319957,0.6365461866789329,0.4983683657480855,0.4874535706282598,0.4887588963279179,0.2965460702490133,0.3271741119643208,0.42972205426907034,-0.3121454729250768,0.10311850771297885,0.38029049860484504,-0.07558726592945128,-0.07583337575331024,0.22666111821432405,0.22833077820185296,-0.2270262353559857
GRAV,0.600900043695044,-0.6919666293035086,0.47935501797567354,0.6082314141364437,-0.8440532161568255,-0.5754502682187799,-0.4653369692285889,0.6160044133966337,-0.7288187744600518,0.6261542104751042,-0.6318560295113562,0.6184614085117853,0.7015500008559741,0.15169513955102035,0.04104601877958988,0.672884414771679,0.8637953878035292,0.6468141355423455,0.07743552969714985,-0.12310501051376539,0.49051728787240645,0.44713543441536,0.010732503793090294,0.26521026747291876,-0.5075039353046111,0.8743097491405571,0.5308773582238155,0.8757881895342465,-0.8626793408827259,0.13330392610719058,0.43237495201679904,0.0441525575203235,0.5786835881862651,0.6582019069352084,0.44809191613598187,0.661336941409124,1.0,0.8683563246937424,0.5378889713826955,0.8989792628445619,-0.49231186134708693,0.5786987393021583,0.2921961352230345,-0.043292684930481384,0.10769232038315198,0.04898538719307756,0.8679913306371112,-0.10191665370985288,0.14328264249436695,0.616287858010922,0.10781090004943342,0.885161943584009,0.30051725611610886,0.09147271529253015,-0.04700694274845945,0.7007705898660882,0.3841677860592183,0.7895386445018451,0.10283986760049983,0.10868455377805743,0.9335559898202244,0.033453501395401104,0.90109593938093,0.21057653206708127,0.31679517309777366,-0.33999642878770436,0.04637039499075402,0.02827082215973703,0.9299411695416175,0.0984760665594013,0.7282730116616889,0.04268256918252215,-0.4664567183698114,0.3120854657675718,0.3987582094649992,0.01877730440456243,-0.15991636769678988,0.4542629862684056,0.20282954955858407,-0.7116407228514887,-0.15809658793149253,-0.5960045004718195,0.9129836252777456,0.12671267676895026,0.8220055650713665,0.9014815385059751,0.6930693930229457,0.6597728981737093,0.6911112866666081,0.11991665191455052,0.12050405730277039,0.861160087113797,-0.7000561039463915,-0.07677338525300774,0.3377662149884115,-0.004943874802960164,-0.16441821815161345,0.11058503887641428,0.38031917367858264,-0.3819444404299631
AETA_eta_R,0.513994841793242,-0.6081721686582,0.44334648342596183,0.5458861304328043,-0.7302734997693269,-0.5459433675246098,-0.34838594833332476,0.5323384909373035,-0.5970098221469259,0.5309564043346097,-0.6633701417173984,0.548723549336238,0.5313312102732182,5.000374402251717e-05,-0.11862021904968179,0.5042284303143493,0.7998815415911548,0.6408905164549565,-0.03589387003690409,-0.19535660692634116,0.28985598414122016,0.35736795633970264,0.03752167551902956,0.25982578077205526,-0.49017571707904617,0.7522401284686899,0.5052724558790952,0.7789842773051925,-0.7183654978032578,0.012230074147019508,0.40734605364895676,-0.2071281236983482,0.6773390202098027,0.668130539773656,0.3076406556205636,0.588840932351895,0.8683563246937424,1.0,0.31557215817644196,0.8009840387199951,-0.4570985695715596,0.5654234836600034,0.20493563323665373,-0.13595043795107456,-0.1591546522874356,0.06667494839608695,0.7269671226034178,-0.0938537091979127,-0.0065755886611964225,0.5010138027309508,-0.15899824257416295,0.7632363518808203,0.23503484377001185,-0.05572538870786801,0.09353330287327542,0.7158031065769564,0.3372458537949578,0.7859435819104267,-0.04191385919961981,-0.042570569389518725,0.8723175022332986,-0.19129501982149613,0.8383629816102701,0.12033408696615677,0.33647156913106196,-0.46714586990299445,-0.13288944950178821,-0.18533620124233824,0.8926783240410122,0.21787143277614301,0.5910936735405566,-0.12389538662672481,-0.3220907398840518,0.319945761054171,0.31402421062350366,0.03555401231587636,-0.2706108153405755,0.42141975233426887,0.3641307066361825,-0.6641447269193919,-0.034339387248330445,-0.6096297124863921,0.8002833195473121,0.3874683316835301,0.785390412858365,0.7776327948382951,0.8914923799376594,0.8760127520819927,0.70780425133934,0.00709223987821348,-0.03572508858664476,0.7639735954294526,-0.7250674263599473,-0.08155489911965731,0.25783866481878626,0.21254770634288783,-0.3340292606746699,-0.1599551461801566,0.43308956568270307,-0.5368737506246507
