,nHAcc,piPC10,P_VSA_v_2,MDEC-12,ATS4i,Vx,MATS1p,nHet,DELS,ESOL,P_VSA_LogP_5,SIC5,nHDon,SpMax4_Bh(m),MAXDP,ATSC8m,SHED_DA,SPI,C-001,ATS6m,IC2,N%,piPC06,nRCOOR,MATS2m,ATS2m,MaxsCl,TPSA(NO),GATS2i,GATS8p,ATSC1v,MATS4m,P_VSA_MR_5,NssNH,MW,CIC2,piID,O%,SpMin7_Bh(v),ATSC1e,IC4,B01{C-Cl},LLS_02,P_VSA_s_5,MATS6v,GGI9,P_VSA_charge_3,QEDu,SHED_NL,MPC05,nC,GATS3e,NNRS,P_VSA_e_3,P_VSA_charge_7,F03{C-N},MaxssO,Mv,Hy,CATS2D_04_DA,P_VSA_charge_11,SIC0,P_VSA_charge_2,AMW,Mi,S1K,Vindex,GATS5i,Me,H-046,ATSC2e,MATS2p,SsCH3,CATS2D_06_DL,GATS2p,MATS5v,JGI4,ATS3m,MLOGP2,SpMax1_Bh(m),S3K,AAC,Fsp3,GATS7v,MATS7e,SpMin1_Bh(p),ATS1m,GATS1m,P_VSA_m_2,P_VSA_charge_12,P_VSA_i_3,MATS4i,GGI1,P_VSA_LogP_2,ATSC5e,IC1,RBF,CIC4,MDEC-23,O-060
C=CC1=CC=CC=C1,0,0.0,0.0,2.00414512959841,3.4295835406392,158.671096345515,0.0,0,1.34518518518519,-2.6186918842269,3.18557495074004,0.84375,0,2.47675344006658,0.630925925925926,0.0,0.0,2.69673847315049,0,0.252829762914565,2.72721700146248,0.0,3.59559846411071,0,-0.166666666666666,2.41452646017011,0.0,0.0,1.09375,0.0,2.17031824,-0.25,0.0,0,104.16,1.27278299853752,5.52694584809282,0.0,0.128785028131258,0.0135489599999999,3.375,,0.875,0.0,0.250000000000001,0.0,0.0,0.338142322308119,0.0,2.39789527279837,8,1.03448275862069,1.0,0.0,3.18557495074004,,0.0,0.6317,-0.946394630357186,0,0.0,0.25,0.0,6.51,1.1038,5.10469567745687,0.573358101884161,0.88235294117647,0.9709,0,0.0203234399999999,-0.166666666666666,0.0,0,1.09375,0.0588235294117654,0.0503703703703704,2.23943620426995,8.12992194711872,3.83811344197444,1.21405303371277,1.0,0.0,0.0,1.00000000000002,1.9890944888446,2.2693178228779,0.9375,75.809979787441,0.0,94.1688159727225,-0.249999999999999,1.0,15.7669199961202,0.0143957700000002,1.7743974703477,0.0625,0.625,3.96540645650019,0
C1=CC=C(C=C1)C,1,0.0,31.0593557697155,0.0,3.09036448176933,144.700996677741,0.0,1,4.57518518518519,-2.12801481828625,34.2449307204555,0.833699597275496,0,2.38073926844311,2.28759259259259,0.0,0.0,2.69673847315049,0,0.0935838268778846,2.28778371994107,7.69230769230769,3.84079549613978,0,-0.216803765531105,2.39857685864777,0.0,23.79,0.991427838361611,0.0,1.3123899408284,-0.0492723715775942,31.0593557697155,0,103.13,1.41265599820002,5.67995927568292,0.0,0.0,0.0048493254437868,3.08505510275648,,1.0,16.6017463778953,-0.213445785390816,0.0,0.0,0.472826779304311,0.0,2.39789527279837,7,0.581327254081041,1.0,31.0593557697155,18.9524949468603,,0.0,0.698076923076923,-0.828095301562538,0,0.0,0.350157791839107,0.0,7.93307692307693,1.10220769230769,4.86322188449848,0.573358101884161,0.861281493326281,0.989923076923077,0,0.0073755325443785,-0.241339647499866,0.0,0,1.10987687939496,0.290425419015409,0.0503703703703704,2.23756552177043,3.12857360663659,3.83865927735674,1.08703497523707,1.29573780053801,0.0,0.0,0.0,1.97509541671774,2.26040801409486,0.715354181652349,98.2279144655014,0.0,58.8555099829516,-0.0956353293632306,1.0,0.0,0.0231996953846154,1.91434118361235,0.0,0.615384615384615,3.96540645650019,0
C1=CC=C(C=C1)CO,1,0.0,42.6833431609212,0.0,3.54688160656475,152.159468438538,0.101890186222965,1,5.07518518518518,-1.81745220571824,3.18557495074005,0.84375,1,2.39405641342507,2.53759259259259,0.0,0.0,2.69673847315049,0,0.202474825222726,2.72721700146248,0.0,3.2700441114426,0,-0.231762456630118,2.45587673395305,0.0,20.23,1.06593217344701,0.0,2.06527908,-0.124308192317853,0.0,0,108.15,1.27278299853752,5.34621427474025,6.25,0.131809200156274,0.0230733899999999,3.375,,1.0,0.0,0.419848168859239,0.0,0.0,0.525898696849395,0.0,2.39789527279837,7,0.510858824519862,1.0,0.0,3.18557495074005,,0.0,0.613875,-0.157732438392864,0,0.0,0.31794555539995,0.0,6.759375,1.1168875,5.3210586881473,0.573358101884161,0.714986551802853,0.99135625,0,0.0448221498046874,-0.0730211955625415,0.0,0,1.07662423170396,0.134668761101518,0.0503703703703704,2.31614640728314,2.53173495709232,3.82920322739212,1.33190150698238,1.2717822215998,0.142857142857143,0.0,0.295375528401738,1.98982513454076,2.30587348231052,0.939218271463888,50.5668123178907,0.0,125.081057137053,-0.228709968105543,1.0,0.0,0.0579883732031253,2.4237949406954,0.0625,0.625,3.96540645650019,0
C1=CC=C(C=C1)C=O,1,0.0,25.1449270324178,0.0,3.2942774819078,145.016611295681,0.0,1,6.01296296296296,-2.00468018109121,3.18557495074005,0.849914551407318,0,2.37666239964259,3.00648148148148,0.0,0.0,2.69673847315049,0,0.112534468214373,2.49560292372901,0.0,3.59559846411071,0,-0.258556916176252,2.43092008443162,0.0,17.07,1.06012396753942,0.0,1.61526345795918,-0.0289531251465356,0.0,0,106.13,1.31175199832859,5.52694584809282,7.14285714285714,0.0,0.0010631332653059,3.23592635062903,,1.0,0.0,0.558426495415114,0.0,0.0,0.47217621908336,0.0,2.39789527279837,7,0.533963711152996,1.0,0.0,0.0,,0.0,0.663942857142857,-0.828095301562538,0,11.4241498549724,0.3403508251316,25.1449270324178,7.58071428571429,1.10392857142857,5.04111331229975,0.573358101884161,0.621121380617008,0.998435714285715,0,0.0201340161734692,-0.159121173481813,0.0,0,1.07521675151834,0.309100606171109,0.0503703703703704,2.28950909757693,3.12857360663659,3.83763118970281,1.18013607682743,1.29583638929116,0.0,0.0,0.0,1.98410537347213,2.28613045492208,0.737202256868401,61.9909621728631,0.0,95.7715390119597,-0.1006185453412,1.0,0.0,0.0507729705612247,1.87025381643162,0.0714285714285714,0.571428571428572,3.96540645650019,0
C1=CC=C(C=C1)CS,0,0.0,0.0,0.0,3.50936892507679,169.568106312292,-0.0973912456916137,1,2.11716049382716,-2.59070726549063,3.18557495074005,0.84375,0,2.65563880534139,0.887901234567901,0.0,0.0,2.69673847315049,0,0.290400975383043,2.72721700146248,0.0,3.2700441114426,0,-0.241386890185375,2.58171701208898,0.0,0.0,1.12631077568382,0.0,2.23922717,-0.0635765890385879,0.899690748357237,0,124.22,1.27278299853752,5.34621427474025,0.0,0.131772925016664,0.0157721999999999,3.375,,0.875,0.0,0.268230035919398,0.0,0.0,0.405971760117443,0.0,2.39789527279837,7,0.73779412372553,1.0,0.0,3.18557495074005,,0.0,0.64339375,-0.157732438392864,0,0.0,0.31794555539995,0.0,7.76375,1.0988,5.70350404312669,0.573358101884161,0.9310534298015,0.975675,0,0.0258675368749999,-0.252374345456224,0.0,0,1.11005087579799,0.110339756894716,0.0503703703703704,2.5504397433619,6.80240812281558,3.89472474988648,1.54892912834548,1.2717822215998,0.142857142857143,0.0,0.782366233601334,1.97795492881046,2.44091751234875,0.959293633683874,51.4665030662479,0.0,93.2161432067937,-0.122628643157974,1.0,0.899690748357237,0.0225744262500002,2.4237949406954,0.0625,0.625,3.96540645650019,0
COC1=CC=CC=C1,1,0.0,10.9998878876064,1.34123075999971,3.35558385383666,152.159468438538,-0.127103321737321,1,2.82833333333333,-2.13493406382498,16.2433159821907,0.800704882778696,0,2.53767383453788,1.41416666666667,0.0,0.0,2.69673847315049,0,0.321240288694597,2.55503653257727,0.0,3.2700441114426,0,-0.0849753772923637,2.4734017624795,0.0,9.23,0.915177069583255,0.0,2.0551117,-0.35213013603504,0.0,0,108.15,1.44496346742273,5.34621427474025,6.25,0.0,0.0096827287499995,3.20281953111478,,1.0,0.0,0.153744695905924,0.0,0.0,0.470011026582241,0.0,2.39789527279837,7,1.20457460365229,1.0,0.0,18.9524949468603,,4.91416666666667,0.613875,-0.828095301562538,0,0.0,0.31794555539995,0.0,6.759375,1.1168875,5.3210586881473,0.573358101884161,0.84492569030219,0.99135625,0,0.0679259499609376,0.0589061157278621,1.66203703703704,0,0.904266928656318,0.0060082988664261,0.0503703703703704,2.30359131458326,3.45641142160936,3.81642140333639,1.33190150698238,1.2717822215998,0.142857142857143,0.0,0.29537552840174,1.97279059495063,2.33574903937248,0.86341984479202,63.5077228674691,0.0,105.168703860329,-0.306389540271057,1.0,0.0,0.0397962168750003,2.25161447181018,0.0625,0.797180468885217,3.04182170946603,1
CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)C,2,3.9761708252519,36.1448149200242,4.14702750987775,5.06562288495963,435.63122923588,-0.0466018647533388,2,13.5042106603378,-5.00350719523534,19.4288909329307,0.837467766365777,0,3.37447356070125,4.68225918087983,19.0573741618992,0.0,10.4922799633513,2,3.12207932071089,3.35438790109519,0.0,4.45434729625351,1,-0.0408057883683303,3.45814849735066,0.0,26.3,1.29405392616733,0.982880912865462,7.66373894698962,0.0243475439236281,42.9957259157802,0,290.49,2.31803744087631,6.90267992111535,3.92156862745098,1.33316824280499,0.0542554199999994,4.38842645068985,,0.75,0.0,-0.0048237707648334,0.065625,0.0,0.390073573099227,0.0,3.43398720448515,19,1.08588797846746,1.0,0.0,30.3122309479503,,5.30244012759789,0.555521568627451,-0.891145288817452,0,0.0,0.205245926089679,25.1449270324178,5.69588235294117,1.13032941176471,17.9075025693731,0.272323789674237,0.934780022390902,0.9786,24,0.224335569999999,-0.166679870459481,4.26740602169116,0,1.29018253856774,0.0374536314056324,0.0306432748538012,3.41015486865382,34.7235227286367,3.8640836575659,9.41471035687393,1.1642421924875,0.631578947368421,0.986044870809509,-0.0192305772734063,2.0053339016315,3.23944678437256,1.10700477671536,96.5210493309515,0.0,389.277874817734,-0.013015459154211,3.0,25.3453173920001,0.2117863,2.40299872070386,0.235294117647059,1.28399889128165,8.88207161211434,1
CCCCCCOC(=O)CC(C)C,2,1.09861228866811,36.1448149200242,3.90614489638706,4.69210760530958,287.857142857142,-0.146911535679597,2,11.6961626039305,-2.63100323841763,10.9998878876064,0.809136997491827,0,3.05549300966562,4.06393857079869,8.69456263466122,0.0,8.30801411478538,3,2.41984506209719,3.3998737308598,0.0,2.19722457733622,1,-0.030586790851686,2.94238028413887,0.0,26.3,1.3029090673516,1.05924187316658,5.05979484734693,0.145483186498618,43.7406563647145,0,186.33,1.72940928608517,4.64439089914137,5.71428571428571,0.948045722589919,0.0372529799999996,4.15029265961667,,1.0,0.0,-0.129444367621794,0.04,0.0,0.536562025335257,0.0,2.19722457733622,11,1.06408950136149,0.0,0.0,5.06906347840001,,5.06047335600907,0.520697142857143,-0.822392806571703,0,0.0,0.230406260576465,25.1449270324178,5.32371428571428,1.14245714285714,12.6363636363636,0.575729417655856,0.751516094078103,0.98212,16,0.2172741228,-0.144302220264167,6.22366937515747,0,1.30152153149392,-0.0377700492041251,0.0218181818181818,2.84727938825517,8.83355731218821,3.67048811237181,9.55118575631396,1.18181891937266,0.909090909090909,0.884926930716583,-0.0852240265224721,1.94753387098772,2.76296758719573,1.19995726177403,50.931986840841,0.0,295.109058845011,0.0051959733476671,2.5,17.2650435790442,0.279183556800002,1.96178635659685,0.235294117647059,0.978990357328298,3.32753601940726,1
COC(CC1=CC=CC=C1)OC,2,0.0,21.9997757752129,2.32507845590838,4.26558547255237,232.126245847176,-0.178089373585595,2,6.61337490551776,-2.15976268057708,3.18557495074004,0.758535070253145,0,2.87446648225546,1.58116780045352,4.08842346982248,0.0,5.3686619175574,0,2.27401056302758,3.16681268041312,0.0,3.8879864275999,0,-0.0764960349127359,2.92565688796716,0.0,18.46,0.784718255539907,0.833787839510082,3.48854915502958,-0.133281585083961,2.53453173920001,0,166.24,1.53362703772797,5.96630698269426,7.69230769230769,0.605861479580323,0.0130111785798811,3.56544837182083,,1.0,0.0,-0.0867943302819518,0.0,0.0,0.672584570664445,0.0,2.94443897916644,10,1.10648362757898,1.0,0.0,3.18557495074004,,5.08116780045351,0.58143076923077,-0.807328041571695,0,0.359565504198301,0.275663103504377,0.0,6.39384615384615,1.12789230769231,9.23260073260073,0.443974359933389,0.899201115285943,0.993838461538462,0,0.278311648579882,0.212326428686673,3.29981481481481,0,0.789508970654945,0.0660614809779805,0.0311111111111111,2.8860228115898,4.28685230491929,3.84653347396966,2.96841784061435,1.29573780053801,0.4,1.074647393145,-0.0137694702575683,2.00659262849935,2.74123994394653,0.932957145910613,75.2270243727575,0.0,186.795203727477,-0.125352033649749,2.0,2.53453173920001,0.138071801183432,2.55626256576208,0.153846153846154,1.13499134632027,5.63817347610835,0
C1=CC=C(C=C1)CC2=CC=CC=C2,0,5.73187377669764,0.0,0.0,4.18556098250052,243.372093023256,0.035502958579882,0,2.13111111111111,-3.81855661159504,6.37114990148009,0.655458753541286,0,2.68665029941868,0.159722222222222,3.682987185024,0.0,0.0,0,2.35805598465793,2.2146939516467,0.0,4.72184149279178,0,-0.172008547008547,2.99700510366195,0.0,0.0,1.0989010989011,0.904977375565611,3.375278926848,0.0108481262327413,2.53453173920001,0,168.25,2.42916223812802,7.58974869000322,0.0,0.70661520959998,0.0210713425919998,3.04385618977472,,0.875,0.0,-0.0573152337858219,0.0,0.0,0.403059530137231,0.0,3.36729582998647,13,1.13960113960114,1.0,0.0,8.90568164068009,,0.0,0.646432,-0.971918771402921,0,0.0,0.215089678744693,0.0,6.73,1.099648,8.05872363871153,0.327559103135827,0.865384615384615,0.972064,2,0.0344739738239998,-0.172008547008547,0.0,0,1.0989010989011,0.105769230769231,0.0302222222222222,2.87626057741271,17.2042009827967,3.90328660649964,2.18783894145926,0.998845535995202,0.0769230769230769,1.0989010989011,-0.130036630036626,2.04362985530422,2.77316355699062,0.887573964497042,103.668156374981,0.0,141.253223959084,0.0108481262327426,1.5,2.53453173920001,0.0340133091840001,1.82631371386483,0.0769230769230769,1.6,9.65067732769096,0
C1=CC=C(C=C1)OC2=CC=CC=C2,1,5.73187377669764,10.9998878876064,0.0,3.82501456312512,229.717607973422,-0.0328447748677188,1,4.15666666666667,-3.6069746597552,21.4867440767749,0.634762620896298,0,2.68665029941868,2.07833333333333,4.04627668068053,0.0,0.0,0,2.35537593329975,1.97012474070047,0.0,4.72184149279178,0,-0.130191347997324,3.04503659123813,0.0,9.23,1.24487391964743,0.919711120068338,2.70328322177693,-0.04873421551008,0.0,0,170.22,2.55343721535655,7.58974869000322,4.34782608695652,0.230023565164657,0.0141845270699429,2.87138804301353,,1.0,0.0,-0.227983110356274,0.0,0.0,0.561879336787139,0.0,3.36729582998647,12,1.88755101602738,1.0,0.0,37.9049898937205,,5.57833333333333,0.667339130434783,-0.897155788987312,0,0.0,0.267229715661644,0.0,7.40086956521739,1.0993652173913,8.02161990746295,0.327559103135827,0.820135677993826,0.988926086956522,0,0.0270201070888461,-0.31450687678924,0.0,0,1.2203540104676,0.0300796810390626,0.0302222222222222,2.91861008567442,11.5258910850007,3.8790193950319,2.168755790835,1.20883017529495,0.0,1.1514647209641,0.0588978854316708,2.01115387971554,2.80368760009177,0.771970099298093,105.24933092347,0.0,128.71090785351,0.123555245520915,1.5,0.0,0.0482647069565219,1.54797230832887,0.0833333333333333,1.65217391304348,8.07939091087514,1
C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2,2,5.02962059400734,36.1448149200242,0.0,4.38767626939064,302.541528239202,-0.024333516896907,2,12.5132379062736,-3.44692063248549,17.3710377890865,0.856752261135284,0,2.9729052657488,4.56355300453515,7.80878272,0.0,4.63695398168794,0,2.85663440997969,2.99519450544492,0.0,4.63108156777259,1,-0.116358713582734,3.30307646710789,0.0,26.3,1.08012028832415,0.968849933424567,3.81285296316337,0.0231782378607355,7.1269166222442,0,226.29,1.95900180494195,7.78382442199398,6.45161290322581,0.936786657914501,0.0093917041623304,4.05097050393526,,1.0,0.0,-0.0830990413545947,0.0225,0.0,0.7748435205624,0.0,3.52636052461616,15,1.10166048549738,1.0,0.0,6.37114990148009,,5.19306594860166,0.648941935483871,-0.864904011146318,0,0.0,0.25832618609621,25.1449270324178,7.29967741935483,1.10726451612903,11.5600249015393,0.261503604799283,0.800692620277799,0.994832258064516,0,0.164183175515088,-0.112692868103169,0.0,0,1.08513783851749,0.22824697121605,0.0361481481481482,3.2198807022098,12.2634154591549,3.87154106752963,3.8559340605843,1.27979863803416,0.133333333333333,0.963637218663733,-0.15063746928226,2.01379600645014,3.05277401392119,0.786535449533322,115.451871734152,0.0,200.940242872289,-0.123497756372164,2.5,7.1269166222442,0.166865012091571,2.48843624916922,0.15625,0.903225806451613,11.2393310514638,1
CC(=O)OCC(COC(=O)C)OC(=O)C,6,0.0,108.434444760073,1.53261886478711,4.11524597060451,265.764119601329,-0.390698974075975,6,28.3217775258251,-0.64836139168343,32.9996636628193,0.728391049236945,0,3.14422866689153,3.64032596371882,9.40409701745542,0.0,11.0620024716223,3,3.01079981486661,2.96853314962856,0.0,2.99573227355399,3,0.214652709518139,3.24047141365178,0.0,78.9,1.17678038758959,1.3927850686272,3.21137917793103,-0.207845664898706,35.6603825517587,0,218.23,1.88944784549901,5.11198778835654,20.6896551724138,0.683795285801873,0.164691593935792,3.25352151192134,,1.0,0.0,0.177210393803106,0.0,0.0,0.49179917254435,0.0,2.83321334405622,9,1.7598454486295,0.0,0.0,0.0,,4.75777777777778,0.585393103448276,-0.586033589341278,0,0.0,0.30904977401428,75.4347810972533,7.5251724137931,1.14354482758621,13.9090909090909,0.689786148061369,1.14620744948185,1.03962068965517,0,0.672636430808563,-0.131830641133317,3.68239071554548,0,1.14200342344535,-0.0710581854961854,0.048,3.07660313359928,0.352663377394584,3.67306307388937,9.21895006402049,1.50135792870984,0.666666666666667,0.884301054067367,0.102716386073913,1.90001208477506,2.95320048483501,0.761592738044575,57.2343739801382,0.0,273.229872712337,-0.173392905812174,4.5,9.18476976608839,0.826146311200953,2.29513551521515,0.285714285714286,1.60445948320623,3.61440801443938,3
CCCCC(CC)COC(=O)C,2,0.0,36.1448149200242,4.44064754516278,4.58912482654448,264.451827242525,-0.162265446409942,2,10.5810407218443,-2.35049310324906,10.9998878876064,0.848345859334435,0,2.89728821526413,3.51570160934744,6.22712282,0.0,7.72918181107873,3,2.51230164991416,3.42922929667218,0.0,2.30258509299405,1,-0.0103216050034529,2.8688900141393,0.0,26.3,1.28274695022072,0.561367273895041,4.57761732,-0.0697320356498854,41.2061246255145,0,172.3,1.57077070332782,4.49980967033027,6.25,0.810881912983176,0.0318793862109368,4.24172929667218,,1.0,0.0,-0.203254160155988,0.0,0.0,0.612925296770565,0.0,2.39789527279837,10,1.1190577305547,0.0,0.0,5.06906347840001,,4.95301965230537,0.5218,-0.807328041571695,0,0.0,0.23963848220862,25.1449270324178,5.384375,1.1428375,11.6363636363636,0.674825906422128,0.841936615114165,0.98408125,14,0.210460436015625,-0.133617299767939,5.78662123645755,0,1.28051060741887,0.0876500326312442,0.04,2.80261823892062,7.18596000040676,3.68424919021937,7.08877067851427,1.1981924110431,0.9,0.84002332708337,-0.13490834873833,1.97429942207583,2.68639065079116,1.17841601215552,48.397455101641,0.0,271.566854851831,-0.0612661783596757,2.5,14.7305118398442,0.182843548945314,1.9862949406954,0.225806451612903,0.758270703327825,4.20685701919088,1
C1=CC=C(C=C1)COCC2=CC=CC=C2,1,5.43290289088046,10.9998878876064,0.0,4.37251959767147,276.528239202657,-0.0255446892457315,1,5.09681216931217,-3.47014425736843,6.37114990148009,0.659288001444798,0,2.85304602837111,2.10574074074074,7.12893413583829,0.0,0.0,0,2.53801681533178,2.48801354846548,0.0,4.42034549897602,0,-0.202411449852072,3.14178299568841,0.0,9.23,1.02604008774005,1.03805752154637,3.8271474534126,0.0298971357356022,9.18476976608839,0,198.28,2.36996744666209,7.67092578950762,3.44827586206897,0.844803928694166,0.0252662960760996,3.20280858133447,,1.0,0.0,0.144599347507265,0.0225,0.0,0.599855760025733,0.0,3.36729582998647,14,0.877588041044093,1.0,0.0,6.37114990148009,,5.60574074074074,0.63456551724138,-0.911607805641988,0,0.0,0.243293288923115,0.0,6.83724137931034,1.10744137931034,9.93876960137111,0.26778767135528,0.879306255092618,0.983189655172414,0,0.093468444078478,-0.0585926503179962,0.0,0,1.02474668559598,0.0380350831241194,0.0129292929292929,3.06399739602919,11.5217026463411,3.86546568840933,3.22422475805868,1.18191417383058,0.142857142857143,0.998247577273253,0.0220542375440391,2.01531503519599,2.9360778059857,0.862348458502476,110.31839440187,0.0,175.795315839871,-0.0020089220867506,1.5,9.18476976608839,0.103881544137931,2.15320299865353,0.133333333333333,1.6551724137931,8.58830885375164,0
C1=CC=C(C=C1)CC(=O)O,2,0.0,67.828270193339,0.0,3.69702066434628,178.172757475083,0.0946828673149217,2,11.0712358276644,-1.95535947455181,3.18557495074005,0.866770851906594,1,2.68665029941868,3.1687074829932,0.297836998641975,1.0,4.5316951941021,0,1.48004498909156,3.03856233607563,0.0,3.84079549613978,0,-0.0699542021108021,2.75415292559235,0.0,37.3,1.15948369635015,0.0,2.06128166222222,0.208205435744044,2.53453173920001,0,136.16,1.13136266536668,5.83334767901084,11.1111111111111,0.230023565164658,0.0343484100000003,3.61436944588676,,1.0,0.0,0.066575608176293,0.0,0.0,0.723315962054279,4.71065067421325,2.70805020110221,8,1.02969556646542,1.0,0.0,3.18557495074005,,0.0,0.640933333333334,-0.161165918963738,0,0.0,0.333854259532968,25.1449270324178,7.56444444444444,1.11553333333333,6.97004608294931,0.485572162783638,0.958977464557239,1.0105,0,0.12354723,-0.168992766241605,0.0,1,1.18009034292439,0.0111498974518396,0.0444444444444445,2.54022950400014,3.11703507227836,3.84629345904025,2.33636723387416,1.39214722366453,0.125,0.740025522281075,-0.501843735900136,1.99955974547625,2.51488106306232,0.809054789931007,54.0112185299937,0.0,150.225984169471,-0.20386509101013,2.0,2.53453173920001,0.133840080000001,2.768853837616,0.111111111111111,0.555555555555555,5.63817347610835,0
CCC(C)C(=O)OC,2,0.0,36.1448149200242,1.5,3.97459224931147,170.830564784053,-0.278345729320748,2,8.96907407407407,-1.41933146212453,10.9998878876064,0.711835572580086,0,2.57324125217813,3.52060185185185,0.0,0.0,5.16542814891741,2,0.476663993445204,3.20869496956284,0.0,0.0,1,0.0981182146473573,2.47983539602319,0.0,26.3,0.997727639528342,0.0,2.649366976,-0.439127081035154,20.1849402629802,0,116.18,1.11323312532452,3.78418963391826,10.0,0.0,0.0036558764999994,3.50869496956284,,1.0,0.0,0.131870131780269,0.0,0.0,0.581033135365607,0.0,0.693147180559945,6,0.873650564464019,0.0,0.0,2.53453173920001,,4.46393518518519,0.52952,-0.70979597276789,0,0.0,0.299741646736509,25.1449270324178,5.809,1.1455,7.63636363636364,0.897186472468024,0.827322912802282,0.99781,8,0.1983608172,0.0723817632357563,5.22412037037037,0,0.998840960338578,-0.178609154249573,0.02,2.51709766029416,1.88602161985276,3.65195600320474,2.52581941867656,1.29546184423832,0.833333333333333,0.0,0.24624027975844,1.91590538412284,2.30316492485905,1.0490996882019,38.259328144841,0.0,177.398038879108,-0.0209757099290072,2.0,2.53453173920001,0.149727927600001,2.07095059445467,0.157894736842105,0.813233125324521,1.41421356237309,1
CCC(C)C(=O)OCC,2,0.0,36.1448149200242,2.48111132520008,4.0323368291815,194.235880398671,-0.236196209227062,2,10.0149074074074,-1.65615547917418,10.9998878876064,0.780970753233482,0,2.68830390578553,3.75185185185185,1.34989037098298,0.0,5.81134449137241,3,1.23475799890108,3.10924347723176,0.0,0.693147180559945,1,0.0832079758422525,2.60911594017514,0.0,26.3,1.18629175530454,0.0,3.13131689013232,-0.347889086187967,33.6025294079145,0,130.21,1.41431847882525,3.98898404656427,8.69565217391304,0.262174319990874,0.0122233205671073,3.72944619490526,,1.0,0.0,-0.255115775882738,0.0,0.0,0.601498515437846,0.0,1.38629436111989,7,1.19724355640816,0.0,0.0,11.3597360010901,,4.75560185185185,0.526834782608696,-0.742188618452808,0,0.0,0.279574523722912,25.1449270324178,5.66130434782609,1.14457391304348,8.63636363636364,0.816296367344043,0.813979308245617,0.993034782608696,8,0.188511045652174,-0.0829300388627059,5.66652777777778,0,1.17840015185883,-0.154503587446462,0.0266666666666667,2.61644851346582,2.98096154682502,3.66303556069881,3.2525409216822,1.26467267939572,0.857142857142857,0.508274163026404,0.173223446763597,1.92231976248119,2.41358965103696,1.09024145305877,40.793859884041,0.0,200.940242872289,-0.0450720183117268,2.0,7.1269166222442,0.187793825103971,1.9993073294931,0.181818181818182,0.794115761151757,2.14913986364708,1
CC1=CC=C(C=C1)CC=O,1,0.0,25.1449270324178,1.87318479757216,3.94130163483271,191.827242524917,0.0,1,6.23416855631141,-2.25406222754884,6.37114990148009,0.829302024718808,0,2.68665029941868,3.05919075963719,1.776895008,0.0,4.67309474170093,1,1.40487606201612,3.18418371977919,0.0,4.12309397550809,0,-0.0438871308924002,2.69585138113094,0.0,17.07,0.988119891552946,0.0138900554833183,2.708830848,-0.0481520151997994,11.3597360010901,0,134.19,1.13774437510817,5.89852655144871,5.0,0.230023565164658,0.0115799354999998,3.58418371977919,,1.0,0.0,-0.288943934101489,0.0,0.0,0.520104397708611,0.0,2.83321334405622,9,0.852763938812265,1.0,0.0,12.0107792126301,,0.0,0.61744,-0.864227311010215,0,0.0,0.285635894372003,0.0,6.7095,1.11427,7.00851265522799,0.485405801663798,0.729124521780128,0.987265,3,0.0391062327749999,0.0110767320716937,2.03243055555556,0,0.995318150422139,0.222955022683508,0.0570370370370371,2.6040862860399,4.62899554842383,3.86926427952038,1.98135923067036,1.23449779679464,0.222222222222222,0.753699259969267,0.190283166526551,2.01775938113879,2.49923681409616,0.876962314679281,67.0600256512631,0.0,142.855946998321,-0.233090964260944,2.0,2.53453173920001,0.0740543325750002,2.66096404744368,0.1,0.737744375108174,7.00378675947328,0
CCCCC1CCC(=O)O1,2,0.0,36.1448149200242,1.76976459799156,4.13847813748107,199.601328903655,-0.111234939584361,2,10.5368367346939,-1.9121257143664,10.9998878876064,0.86591232116727,0,2.62039104728617,3.59439767573696,2.03517312770833,0.0,4.71627814839424,1,1.77415389833493,3.30350885479768,0.0,2.39789527279837,1,0.0011551536549755,2.85501382091871,0.0,26.3,1.3596616844411,0.0104675202103382,3.46571835,-0.0489883334151122,21.4978629578901,0,142.22,1.28145364592348,4.67282883446191,8.33333333333333,0.524560576059438,0.0118147499999994,3.97017552146435,,1.0,0.0,-0.0796315673292261,0.0,0.0,0.620806252297695,0.0,2.56494935746154,8,1.16556376614117,1.0,0.0,7.60359521760002,,5.02444444444444,0.54655,-0.768202054231302,0,0.0,0.279320088074756,25.1449270324178,5.92583333333333,1.13855,7.7401372212693,0.464840068096509,0.884617458302608,0.993325,7,0.167813223749999,-0.214257981908851,2.14957624716553,0,1.35168652731634,0.0139765982921114,0.0341666666666667,2.55712699470817,2.78245918688395,3.75962495453141,2.42358997040432,1.28067212952089,0.875,0.936522220830325,-0.0367939283317155,1.9143317680101,2.5782451902185,0.996621620109631,28.6891934340166,0.0,200.940242872289,-0.0105708406926863,2.0,12.672658696,0.120716701875001,2.03067212952089,0.125,0.61478697925681,4.83240973765229,1
