,nHAcc,piPC10,P_VSA_v_2,MDEC-12,ATS4i,Vx,MATS1p,nHet,DELS,ESOL,P_VSA_LogP_5,SIC5,nHDon,SpMax4_Bh(m),MAXDP,ATSC8m,SHED_DA,SPI,C-001,ATS6m,IC2,N%,piPC06,nRCOOR,MATS2m,ATS2m,MaxsCl,TPSA(NO),GATS2i,GATS8p,ATSC1v,MATS4m,P_VSA_MR_5,NssNH,MW,CIC2,piID,O%,SpMin7_Bh(v),ATSC1e,IC4,B01{C-Cl},LLS_02,P_VSA_s_5,MATS6v,GGI9,P_VSA_charge_3,QEDu,SHED_NL,MPC05,nC,GATS3e,NNRS,P_VSA_e_3,P_VSA_charge_7,F03{C-N},MaxssO,Mv,Hy,CATS2D_04_DA,P_VSA_charge_11,SIC0,P_VSA_charge_2,AMW,Mi,S1K,Vindex,GATS5i,Me,H-046,ATSC2e,MATS2p,SsCH3,CATS2D_06_DL,GATS2p,MATS5v,JGI4,ATS3m,MLOGP2,SpMax1_Bh(m),S3K,AAC,Fsp3,GATS7v,MATS7e,SpMin1_Bh(p),ATS1m,GATS1m,P_VSA_m_2,P_VSA_charge_12,P_VSA_i_3,MATS4i,GGI1,P_VSA_LogP_2,ATSC5e,IC1,RBF,CIC4,MDEC-23,O-060
CC1=CC=C(C=C1)CO,1,0.0,42.6833431609212,1.76976459799156,3.91184931034403,175.564784053156,0.0828224563297212,1,5.31481481481481,-2.13035960638285,6.37114990148009,0.817187787698353,1,2.68196767892955,2.62848450491308,0.611100582465373,0.0,4.17554410143591,1,1.0476507357395,3.05030185543498,0.0,3.87639582778499,0,-0.0434010269073202,2.62190879321606,0.0,20.23,0.939854303961089,0.0,2.59400806049861,-0.147364390394761,8.82520426189009,0,122.18,1.1976256580086,5.57925801658846,5.26315789473684,0.230023565164658,0.0266710220775623,3.47135448701393,,1.0,0.0,-0.466831655171902,0.0,0.0,0.544806180048003,0.0,2.70805020110221,8,0.530872846619521,1.0,0.0,12.0107792126301,,0.0,0.597305263157895,-0.212707795322106,0,0.0,0.291056381484488,0.0,6.43052631578948,1.12028421052632,6.3040404040404,0.539729797052463,0.622193154556512,0.986594736842105,3,0.0533209268144045,0.0904696589195723,2.02892290249433,1,0.945723846440832,0.235163578566225,0.0855555555555556,2.53583668470482,3.70434315171717,3.85942922472061,1.54231788437618,1.23638641087129,0.25,0.428055729357666,-0.474318347655866,2.0101875583665,2.41601538206778,0.99271841103334,53.1013440570907,0.0,148.623261130234,-0.238848182742282,2.0,0.0,0.0675659049307482,2.68952538321007,0.0526315789473684,0.776573026429657,6.59753955386447,0
CC(C)CC(=O)OCC(C)C,2,0.0,36.1448149200242,2.5298221281347,4.60700670176016,241.046511627907,-0.181189034338535,2,10.985880574452,-2.16847482958931,10.9998878876064,0.723032731954727,0,2.53870559125669,3.93569444444444,6.49459231348394,0.0,7.84917939382931,4,2.02164283819233,2.89178961551882,0.0,1.6094379124341,1,0.084158275895513,2.8398297730178,0.0,26.3,1.17136901516245,1.53372349184466,4.09546907091557,0.233165473636664,42.4277336698045,0,158.27,1.96619137960875,4.34380542185368,6.89655172413793,0.65218931726583,0.0260340303210458,3.51247927069123,,1.0,0.0,-0.445517234805105,0.0,0.0,0.630620268144395,0.0,2.07944154167984,9,1.11503363283169,0.0,0.0,0.0,,4.97532407407407,0.523131034482759,-0.789532401257463,0,0.0,0.250518958355941,25.1449270324178,5.45758620689655,1.14329655172414,10.6363636363636,0.687979154484637,0.877862026537018,0.986448275862069,13,0.204373387241379,-0.0288826957940354,8.08192176870748,0,1.16604290435047,-0.131376560035559,0.0444444444444445,2.72640439823034,5.65145431158702,3.66920960747474,7.53398136489549,1.21701633861232,0.888888888888889,0.80999443622074,0.0976362678671149,1.93765515843387,2.60345975923181,1.15355189179706,49.6190641459311,0.0,248.02465085865,0.224839383865214,3.5,7.1269166222442,0.223230854268729,1.92492409768062,0.178571428571429,1.34550172443634,3.36738614492812,1
CCCCOC(=O)CC,2,0.0,36.1448149200242,2.80966485212223,3.8895747583642,194.235880398671,-0.236196209227062,2,9.65253779289493,-1.6036482114651,10.9998878876064,0.831704622861161,0,2.65103697389605,3.46440192743764,3.02819976181474,0.0,5.32087447336104,2,1.7292108141044,3.32748478195584,0.0,1.6094379124341,1,-0.0038922105877051,2.54538702433855,0.0,26.3,1.29899071704141,0.771860868742143,3.13131689013232,-0.26966853158747,29.8463886244244,0,130.21,1.19607717410117,3.98898404656427,8.69565217391304,0.50025166806243,0.0122233205671073,3.76226739065149,,1.0,0.0,-0.118868510641645,0.0,0.0,0.525240643237263,0.0,1.6094379124341,7,1.22842198202221,0.0,0.0,2.53453173920001,,4.79263888888889,0.526834782608696,-0.742188618452808,0,0.0,0.279574523722912,25.1449270324178,5.66130434782609,1.14457391304348,8.63636363636364,0.667384672482056,0.902928461959896,0.993034782608696,8,0.186551251247637,-0.203971856915451,3.86910808767952,0,1.29417928217016,-0.0482251799552332,0.032,2.42656085364155,2.98096154682502,3.605936982938,5.50838465344001,1.26467267939572,0.857142857142857,1.06038338519281,-0.10536854017682,1.89879101241674,2.41358965103696,1.09024145305877,37.0377191005509,0.0,200.940242872289,0.0738421990392395,1.5,12.1959801006442,0.118279306275993,2.03212852523934,0.227272727272727,0.761294565405519,1.80720400721969,1
CC(C)CC=O,1,0.0,25.1449270324178,1.63299316185545,3.84208587741414,137.674418604651,-0.146105871958255,1,5.31944444444444,-1.17783707596177,0.0,0.257659765557392,0,2.09716535394601,2.61527777777778,0.0,0.0,3.50809780554699,2,0.0,2.78063906222957,0.0,0.0,0,-0.081861329375372,2.03746623782272,0.0,17.07,1.21159978033514,0.0,2.24266236,0.26240298011776,20.1849402629802,0,86.15,1.21936093777043,3.29583686600433,6.25,0.0,0.0132078863671872,2.28063906222957,,1.0,0.0,0.0,0.0,0.0,0.438763532006682,0.0,0.0,5,0.77224479514106,0.0,0.0,0.0,,0.0,0.5218,-0.767318517634668,0,0.0,0.299548102760774,0.0,5.384375,1.1428375,5.67532467532468,0.882136532160333,8.18815159301e-05,0.98408125,7,0.0429257914453125,-0.0968816929995758,4.04444444444444,0,1.2168086052735,0.0731443094493692,0.0,1.81495570101028,1.13294861317868,3.58873327673817,5.04911108309167,1.1981924110431,0.8,0.0,0.0,1.90830382802693,1.97035185909213,1.1708147575627,31.6090901179526,0.0,142.855946998321,0.0116433907429842,1.5,2.53453173920001,0.0977965312500009,2.0919171866887,0.133333333333333,1.71936093777043,1.41421356237309,0
CC1CCCC(C1)O,1,0.0,42.6833431609212,1.51967137130318,4.41017230785074,173.58803986711,0.0605114901582865,1,6.58055555555556,-1.86303922749948,0.0,0.869990693138632,1,2.34830692510913,3.07958333333333,0.0,0.0,3.56541937524771,1,0.0749227708293911,3.15239127762987,0.0,1.79175946922806,0,-0.0865592848926302,2.63393334511415,0.0,20.23,1.38156336412902,0.0,3.36523661950413,0.0194995700812827,18.9633312186901,0,114.21,1.30704034100743,4.14313472639153,4.54545454545455,0.31468097546608,0.034157935413223,3.87966400490259,,1.0,0.0,0.555619188842766,0.0,0.0,0.472289575207838,0.0,2.39789527279837,7,1.0633286322706,1.0,0.0,5.06906347840001,,0.0,0.518290909090909,-0.157732438392864,0,0.0,0.256382472005959,0.0,5.19136363636364,1.14162727272727,6.08665070655283,0.612200509382475,0.480712877181155,0.977840909090909,8,0.0610688917561982,-0.140038086589123,2.21069444444444,0,1.3771575715318,0.0506340138345066,0.0740740740740741,2.4803302172101,2.39734200628062,3.74508407672791,1.77667209373395,1.14332010212777,1.0,0.0,0.0,2.02945844366795,2.35494393138789,1.25985841000725,18.9633312186901,0.0,195.707669116595,-0.0682113828309007,2.0,10.1381269568,0.0945434956611579,1.90917178519029,0.0,0.579767613734703,5.11154483397018,0
CCCCC(=O)C,1,0.0,25.1449270324178,2.6207413942089,3.80564657479229,161.079734219269,-0.119980144884878,1,6.57777777777778,-1.40603060758456,0.0,0.702571616824755,0,2.19369337331971,3.20263888888889,0.0,0.0,4.16631821899145,2,0.632946395162165,3.22109725005796,0.0,0.0,0,-0.0259568111247332,2.22374265445923,0.0,17.07,1.32918927151963,0.0,2.72416670980609,0.0168297288945454,25.2540037413802,0,100.18,1.02683026338563,3.55534806148941,5.26315789473684,0.0,0.0177446450692518,3.43162356584743,,1.0,0.0,-0.283276903863587,0.0,0.0,0.479407447441493,0.0,1.09861228866811,6,1.48516493195616,0.0,0.0,11.3597360010901,,0.0,0.519768421052632,-0.802101406302172,0,0.0,0.274825010453231,25.1449270324178,5.27263157894737,1.14213684210526,6.67532467532468,0.758463001820222,0.822608453418258,0.980468421052632,7,0.0421260838504154,-0.204086489633944,3.72083333333333,0,1.31874683564857,0.0100460648315378,0.0533333333333333,1.99293132636044,2.07969315866723,3.61469775343873,5.67532467532468,1.1674367232867,0.833333333333333,0.0,0.202169655963101,1.9156724432925,2.12123106799022,1.21222581911647,30.3874810736625,0.0,166.398150991502,-0.0111735153903097,1.5,7.60359521760002,0.05796351398892,1.87847751298812,0.166666666666667,0.816303947596154,1.65096362444731,0
CCCCC=CC=CC=O,1,0.0,25.1449270324178,2.12520055944203,4.01092189012113,217.009966777409,-0.0722906927649926,1,6.0155005983875,-2.11458042767566,0.0,0.902263036498192,0,2.72108471929816,2.77302807697153,3.92442122666667,0.0,5.06000543084323,1,1.88832130780486,3.7720552088742,0.0,2.94443897916644,0,-0.229718537776837,2.44278823194073,0.0,17.07,1.30992709419143,0.898513298215699,3.45277167444444,0.0442751856041741,16.4287994794901,0,138.23,0.812907291846956,4.96284463025991,4.16666666666667,0.524225441214288,0.0211359179687498,4.13684218813101,,1.0,0.0,-0.0615562645976335,0.0,0.0,0.330306937441228,0.0,1.79175946922806,9,0.530361835766476,0.0,0.0,14.5453109518301,,0.0,0.558433333333334,-0.864227311010215,0,0.0,0.256334394693195,25.1449270324178,5.75958333333333,1.129825,9.15584415584416,0.551667940605306,0.934532540243619,0.9796875,9,0.05020216328125,-0.239474961969857,2.16180555555556,0,1.31727944723044,0.0153957701304344,0.0133333333333333,2.33715985927658,5.02600480371414,3.66961531516186,8.31829141322812,1.17528358731335,0.444444444444444,0.945362280163663,-0.0914726465425601,1.92462942287443,2.44318146974069,1.10704440655717,65.757939228183,0.0,189.940354984682,0.0028592263108261,0.5,7.60359521760002,0.0535217629687502,2.63105195948861,0.217391304347826,0.448120312590143,0.0,0
CC1=NC=CN=C1C,2,0.0,33.5710590962605,1.15470053837925,3.4554802403126,152.159468438538,-0.203225546008704,2,4.06481481481481,-1.25983842451368,23.6083352594803,0.601409765557392,0,2.25256611903334,1.0162037037037,0.0,0.0,3.48379838344417,2,0.0415611069093862,2.40563906222957,12.5,3.44601139745195,0,0.243996134580415,2.55803645369111,0.0,25.78,1.2511432119338,0.0,1.96277904,-0.844859609327394,41.2587437832605,0,108.16,1.59436093777043,5.38406492442128,0.0,0.0,0.0100609599999996,2.40563906222957,,1.0,0.0,0.954158315550891,0.0,0.0,0.563152208950225,0.0,2.39789527279837,6,1.78967200949528,1.0,33.5710590962605,17.6504085237802,,0.0,0.60145,-0.70979597276789,0,0.0,0.351409765557392,33.5710590962605,6.76,1.1401375,5.23193473193473,0.633157544742691,0.563331190847978,0.9909,0,0.0442090599999998,0.0670908522552857,3.89351851851852,0,0.883828801754425,0.23100003283245,0.111111111111111,2.4121940346963,0.0012157464601345,3.81459285536086,1.04123779799455,1.40563906222957,0.333333333333333,0.0,0.0,1.98177375030253,2.33590380818687,0.862160248548026,74.829802879521,0.0,94.1688159727225,-0.170503930008684,1.5,0.0,0.0397366300000004,2.40563906222957,0.0,1.59436093777043,1.63299316185545,0
CCCCOC=O,2,0.0,36.1448149200242,1.70914802558494,3.62223361761288,147.425249169435,-0.338606318651618,2,6.80111111111111,-1.02056352841691,10.9998878876064,0.727577114245598,0,2.07360716689739,2.4574574829932,0.0,0.0,3.62746501347983,1,1.06706027122563,3.21952828229955,0.0,1.09861228866811,1,-0.165874601124628,2.16227026250442,0.0,26.3,1.13145492983749,0.0,2.16757638643599,0.0160251308260957,18.4866526233343,0,102.15,0.867934558950792,3.55534806148941,11.7647058823529,0.0,0.0068611521799313,3.45482239994661,,1.0,0.0,-0.372483055576929,0.0,0.0,0.495259987085801,0.0,1.09861228866811,5,0.556990658442342,0.0,0.0,2.53453173920001,,4.39333333333333,0.533152941176471,-0.668417838585144,0,11.7711019965903,0.326075234527958,25.1449270324178,6.00882352941177,1.14675294117647,6.63636363636364,0.666081376242055,0.504467231199501,1.00427058823529,5,0.21338525615917,-0.111648335365442,2.04976473922902,0,1.15754902688695,0.131423449639629,0.0266666666666667,1.94543794901499,0.991242226858468,3.53441896486998,5.63636363636364,1.33282040458502,0.8,0.432756046394922,-0.558311191988057,1.88038441315202,2.17901534657593,0.998868055957918,31.9686556221509,0.0,153.855834885927,-0.0355387418278945,0.5,9.66144836144421,0.134317904013842,2.29162019342794,0.25,0.632640441303733,0.0,1
C=CCSCC=C,0,0.0,0.0,3.1810829150682,3.50222274772305,171.345514950166,0.045555231035863,1,2.30944444444444,-1.836581936506,0.0,0.59578746995074,0,2.16133398822552,0.577361111111111,0.90397589702422,0.0,3.62746501347983,0,0.943226792880439,2.67569813536799,0.0,1.6094379124341,0,-0.274509443964153,2.42271028676657,0.0,0.0,1.35681197444564,0.0,2.55528598415225,-0.170542204707664,1.79938149671447,0,114.23,1.41176470588235,3.73766961828337,0.0,0.0,0.0183156661591694,2.67569813536799,,0.875,0.0,0.11856210206411,0.0,0.0,0.335844764262515,0.0,1.09861228866811,6,1.10438898208139,0.0,0.0,0.0,,0.0,0.577711764705883,-0.802101406302172,0,0.0,0.298730002596477,0.0,6.71941176470589,1.11741176470588,6.83116883116883,0.666081376242055,1.06139717318452,0.970258823529412,0,0.0344461569550174,-0.275481147045158,0.0,0,1.55193407745132,-0.251703236752652,0.0266666666666667,2.28803240848017,5.53027872187974,3.88935684458695,5.83116883116883,1.22104778517972,0.333333333333333,0.893415604200888,-0.0125728921709843,1.75627185935712,2.41426957018856,0.886354090606401,52.2857164358152,0.0,117.711019965903,0.0141066668768236,0.5,33.3332214889549,0.0134726826297578,2.35159372334876,0.25,1.41176470588235,0.0,0
CCCCCC1CCCC(=O)O1,2,1.6094379124341,36.1448149200242,1.93650844129586,4.51494392139897,246.41196013289,-0.0887969133640738,2,11.5305306752331,-2.51560450126351,10.9998878876064,0.872594893943981,0,2.92548829033601,3.88393857079869,5.97127693475555,0.0,5.49585032509089,1,2.27909210926116,3.11440934524794,0.0,2.94443897916644,1,-0.0393393893811488,2.99880868454528,0.0,26.3,1.38767966061105,0.947116512965013,4.44256596373333,-0.0571281526960299,26.5669264362901,0,170.28,1.79248125036058,5.01063529409626,6.66666666666667,0.708786973759818,0.0255567899999994,4.28172767886974,,1.0,0.0,0.0089034063170646,0.0,0.0,0.582431207371337,0.0,2.94443897916644,10,1.15364837177115,1.0,0.0,10.1381269568,,5.19394557823129,0.539026666666667,-0.807328041571695,0,0.0,0.250863462131329,25.1449270324178,5.676,1.13852,9.72230113636364,0.411574753612987,0.915528923798646,0.9869,11,0.190442479999999,-0.222339367875048,2.18738118858655,0,1.3818522527399,-0.0281435597713111,0.0380246913580247,2.88816312399229,5.23798334843745,3.75532929274923,3.74361258509247,1.23095956311401,0.9,0.966444494602752,-0.14280527646156,2.00642345775625,2.74151076666892,1.06910703517956,33.7582569124166,0.0,248.02465085865,-0.0216651718574733,2.0,17.7417221744,0.159634810000001,1.8879430945989,0.133333333333333,0.625162916738783,5.67262426434272,1
CC(CCC=C(C)C)CC=O,1,0.0,25.1449270324178,4.28291072613438,4.60122231137607,247.558139534883,-0.0677163332815821,1,7.28368669690098,-2.47351738280951,3.18557495074005,0.799372715602612,0,2.81063032095074,3.09688649533888,6.45340606646849,0.0,7.19711208903944,3,2.1918947802791,3.74540642593825,0.0,2.56494935746154,0,-0.052435191958116,2.6946144604189,0.0,17.07,1.17281767615798,0.515652855686832,4.31414890083234,0.0729857894618566,34.0792080032703,0,154.28,1.11257456918932,4.64439089914137,3.44827586206897,0.757715604275642,0.0292142888347202,3.88333746042101,,1.0,0.0,0.111678916169448,0.0,0.0,0.449148741690058,0.0,1.94591014905531,10,0.776320307906058,0.0,0.0,22.7194720021802,,0.0,0.53296551724138,-0.877258223619404,0,0.0,0.231425202877952,0.0,5.32,1.13607586206897,10.4155844155844,0.635241216443604,0.783418725738697,0.975162068965518,14,0.062393396254459,-0.0441483894358348,6.32144211388259,0,1.17666983136345,0.0440840347908124,0.02,2.6288748198035,6.98012985657552,3.70004435741772,7.31087714916161,1.12425923737463,0.7,1.49220897045792,-0.0740221311719883,1.96866562059749,2.5530324788356,1.22430156967664,58.1651802824128,0.0,237.024762971043,-0.0156335274911005,2.5,7.60359521760002,0.119137555648039,2.4441878916793,0.178571428571429,0.974643534706565,4.64039152435013,0
CCCCCCC(C)O,1,0.0,42.6833431609212,3.20884415994143,4.39327282652649,215.033222591362,-0.0417665411022326,1,6.09699546485261,-2.03083073187338,0.0,0.848033363756611,1,2.54456392864598,2.85169784580499,3.32632828593964,0.0,5.37658707670316,2,1.77072856871307,2.77400070752036,0.0,1.38629436111989,0,-0.142631671419678,2.50904129617507,0.0,20.23,1.46122176320575,0.782334640389827,3.92460576010974,0.0279208817742129,30.3230672197802,0,130.26,1.98088679464311,3.8286413964891,3.7037037037037,0.622490414805984,0.0398794617283949,4.03230324274395,,1.0,0.0,-0.0081182798871451,0.0,0.0,0.52362755158065,0.0,1.6094379124341,8,1.24579166877857,0.0,0.0,11.3597360010901,,0.0,0.498370370370371,-0.212707795322106,0,0.0,0.22840679444443,0.0,4.82444444444445,1.14615555555556,8.96103896103896,0.626078786637354,0.914061596660838,0.973322222222223,11,0.0696325679012346,-0.234224016583935,4.04992063492064,1,1.45519201589701,-0.0064111285888686,0.032,2.33806118649456,5.17043749398029,3.62414378552078,7.96103896103896,1.08604861231304,1.0,0.839315977091782,-0.0282448198300362,1.95397439158237,2.38636891887302,1.43628540681259,30.3230672197802,0.0,242.792077102957,0.0063789244278783,1.5,12.672658696,0.0728793672839512,1.67723902898967,0.192307692307692,0.722584259419515,1.91925974818689,0
CC(C)C(C)O,1,0.0,42.6833431609212,0.0,4.07332143954435,144.817275747508,-0.0778360884924532,1,5.25925925925926,-1.27970901268984,0.0,0.285571183341545,1,2.24469703047651,2.62962962962963,0.0,0.0,3.78603694564969,3,0.0,2.47385138961004,0.0,0.0,0,0.0399090315645939,2.2084494872075,0.0,20.23,1.29172095381318,0.0,2.47189825135803,-0.240986582602173,26.4756127856703,0,88.1700000000001,1.69607361183227,3.09104245335832,5.55555555555556,0.0,0.0304722113888888,2.46967430647703,,1.0,0.0,0.0,0.0,0.0,0.470788168628525,0.0,0.0,5,1.36323422137648,0.0,0.0,8.82520426189009,,0.0,0.493088888888889,0.0044637210993799,0,0.0,0.272179949090541,0.0,4.89833333333334,1.15003333333333,5.96103896103896,1.08782479724043,0.0,0.979383333333334,6,0.0534570280555556,-0.0760320921712665,5.77777777777778,0,1.27652195522809,0.482770370842415,0.0,2.06335699995397,1.46264978389539,3.59049508592641,2.96103896103896,1.13496997460394,1.0,0.0,0.0,1.91803258083913,1.99732788127158,1.40938996838667,26.4756127856703,0.0,172.165465123415,-0.075641030130418,2.0,0.0,0.0339001666666672,1.7916674843771,0.0588235294117647,1.70025069496528,0.0,0
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,6,2.484906649788,108.434444760073,4.50029595780056,4.8084725917155,406.196013289036,-0.228863770162923,6,35.6416668072188,-2.26005963678735,32.9996636628193,0.698183274346781,0,3.35352291217264,4.49105898841018,26.1902940596921,0.0,14.2945993610835,3,3.50853110147158,3.52643326588079,0.0,3.40119738166216,3,0.0565604497664397,3.51472242834376,0.0,78.9,1.31407147288684,0.855073926562104,6.17958969336351,-0.0314136482438978,50.8675729869587,0,302.41,2.02815558579685,5.68697535633982,12.7659574468085,1.34429379772449,0.0453221394567697,3.7022771489976,,0.875,0.0,-0.0405287224338453,0.1,0.0,0.44855486996936,0.0,3.17805383034795,15,1.19246932039767,0.0,0.0,7.60359521760002,,5.15461876417234,0.556110638297873,-0.703535754329567,0,0.0,0.247987825912326,75.4347810972533,6.43425531914893,1.14157446808511,19.9090909090909,0.64576370600123,0.969426066008928,1.00958723404255,15,0.545350215821642,-0.186821803856107,5.59514075033646,0,1.30432200800148,-0.122362370684144,0.03,3.52588610562668,5.11332827337421,3.71540662356986,11.2632170432828,1.37747041316438,0.8,0.898020212893179,0.055903294551342,1.934814960196,3.26485824147717,0.923788729568134,72.4415644153382,0.0,414.483096671421,-0.0028952710260466,4.5,24.3919602012884,1.01082739762789,2.3047854966851,0.304347826086957,1.85231170268003,9.1930264987182,3
C1=CC=C(C=C1)CCO,1,0.0,42.6833431609212,0.0,3.75510196903771,175.564784053156,0.0828224563297212,1,5.07993197278912,-1.93067344333172,3.18557495074005,0.851320686294755,1,2.65298156727754,2.51968820861678,0.203700194155124,0.0,3.09434702086952,0,1.10967042811693,3.07084709362252,0.0,3.49839970961852,0,-0.217896484134205,2.56495871587928,0.0,20.23,1.12760528864608,0.0,2.59400806049861,-0.0457312993791337,2.53453173920001,0,122.18,1.17708041982107,5.53487060477216,5.26315789473684,0.230023565164658,0.0266710220775623,3.61634856607516,,1.0,0.0,0.0922587540999021,0.0,0.0,0.561980103017122,0.0,2.56494935746154,8,0.786158326782003,1.0,0.0,5.72010668994005,,0.0,0.597305263157895,-0.212707795322106,0,0.0,0.291056381484488,0.0,6.43052631578948,1.12028421052632,6.3040404040404,0.506599135865617,0.972657134546059,0.986594736842105,0,0.0509295445429363,-0.102021690645326,0.0,1,1.13736935223185,-0.0559743033810227,0.0302222222222222,2.41813489372548,3.70434315171717,3.83811745919341,1.86015045222634,1.23638641087129,0.25,0.461457278897137,-0.180356423662312,2.0024665513485,2.41601538206778,0.99271841103334,53.1013440570907,0.0,148.623261130234,-0.261608167176214,1.0,2.53453173920001,0.0665088157894738,2.60480746350287,0.105263157894737,0.63157894736842,4.44554494612844,0
CCOCC,1,0.0,10.9998878876064,2.3094010767585,2.99118148641188,121.411960132891,-0.433002384577775,1,2.66666666666667,-0.898192632536696,0.0,0.364704558436645,0,1.74889925875965,1.33333333333333,0.0,0.0,2.52113221801156,2,0.0617113628641223,2.07290559532006,0.0,0.0,0,-0.153436343074749,1.79344713764756,0.0,9.23,1.14697257395563,0.0,1.9052100096,-0.348482401674372,26.8351782898686,0,74.14,1.83398500028846,2.77258872223978,6.66666666666667,0.0,0.0192675455999998,1.81244622227949,,1.0,0.0,0.479721140501305,0.0,0.0,0.422069028529655,0.0,0.0,4,1.93176371034945,0.0,0.0,17.6504085237802,,4.83333333333333,0.48992,-0.718595521363142,0,0.0,0.296639617616363,0.0,4.94266666666667,1.15236,4.96103896103896,0.852651994169266,0.794183551196812,0.98302,0,0.0893368188000002,-0.190900619768004,3.97916666666667,0,1.12742096575766,-0.0402661926160967,0.0,1.40940079932736,0.639938413053891,3.43335340333623,3.96103896103896,1.15893853235028,1.0,0.0,0.0,1.82279206345851,1.87263260123461,1.30251694526271,26.8351782898686,0.0,128.71090785351,-0.384957620773879,0.5,9.18476976608839,0.0245885544000002,1.42560519901694,0.142857142857143,2.09444437332903,0.0,0
CCC(=O)C(=O)C,2,0.0,50.2898540648355,1.15470053837925,3.20087361386549,140.282392026578,-0.141842506837409,2,12.374537037037,-0.63747592774171,0.0,0.536932048259139,0,2.10646329302896,3.16203703703704,0.0,0.0,4.50385593757307,2,0.0617113628641223,3.00623892865339,0.0,0.0,0,0.22557799518252,2.32427903552743,0.0,34.14,1.22679294478885,0.0,1.9220005632,-0.852582699356542,20.1849402629802,0,100.13,0.900651666955129,3.73766961828337,13.3333333333333,0.0,0.0157021200000005,2.87911288894616,,1.0,0.0,0.815834039892151,0.0,0.0,0.549828170552178,0.0,0.0,5,1.27895016175867,0.0,0.0,0.0,,0.0,0.56912,-0.668417838585144,0,10.2669546645646,0.358234047357057,50.2898540648355,6.67533333333334,1.13864,6.35064935064935,0.965510279770897,0.837095628716416,1.0126,3,0.0603464400000012,-0.14599845378909,2.95393518518518,0,1.19467791876477,-0.211350438176954,0.0,2.30725256338729,0.0057990997710301,3.6641015504078,2.09822216618333,1.39958123064606,0.6,0.0,0.0,1.874517993147,2.12072742858538,0.872532833552367,30.4518949275448,0.0,144.458670037558,-0.16206853994549,2.0,2.53453173920001,0.102270600000001,2.04022392894185,0.142857142857143,1.02777770666236,1.41421356237309,0
CCCC(C)O,1,0.0,42.6833431609212,2.14913986364708,3.82677008842293,144.817275747508,-0.0778360884924532,1,5.22916666666667,-1.24471367831409,0.0,0.568878470364896,1,2.16126203307342,2.55236111111111,0.0,0.0,3.50809780554699,2,0.081463593122145,2.86382639009082,0.0,0.0,0,-0.0861031444656075,2.11175389165984,0.0,20.23,1.44337671655996,0.0,2.47189825135803,0.0527606964400389,22.7194720021802,0,88.1700000000001,1.3060986113515,3.09104245335832,5.55555555555556,0.0,0.0304722113888888,3.18771944556624,,1.0,0.0,0.482770370842415,0.0,0.0,0.492223694662907,0.0,0.0,5,1.40141806505074,0.0,0.0,11.3597360010901,,0.0,0.493088888888889,0.0044637210993799,0,0.0,0.272179949090541,0.0,4.89833333333334,1.15003333333333,5.96103896103896,0.882136532160333,0.783580019628373,0.979383333333334,5,0.0531691602777777,-0.239211711561986,3.87125,0,1.43063604020821,-0.168841517356762,0.0,1.83530655690683,1.46264978389539,3.55682162888151,5.29875825928457,1.13496997460394,1.0,0.0,0.0,1.9048062546021,1.99732788127158,1.40938996838667,22.7194720021802,0.0,172.165465123415,-0.0103832212790883,1.5,5.06906347840001,0.060189081944445,1.83360567894174,0.117647058823529,0.982205555876069,1.41421356237309,0
CCCCCCC=CC=O,1,0.0,25.1449270324178,2.12520055944203,4.23088276203445,224.152823920266,-0.0753819191377629,1,6.00522282060973,-2.20374744039827,0.0,0.879267535126573,0,2.76390347900914,2.80691696586042,3.77500479384615,0.0,5.06000543084323,1,1.92378737802031,3.44063635267327,0.0,2.30258509299405,0,-0.233062425939744,2.47280205893212,0.0,17.07,1.36833101266276,0.931885392470864,3.83042196426035,0.0285591836885444,21.4978629578901,0,140.25,1.25980336546782,4.53259949315326,3.84615384615385,0.594234393424321,0.0254546530029583,4.13294404498096,,1.0,0.0,0.0111584648040741,0.0,0.0,0.372054574343023,0.0,1.79175946922806,9,0.489646263785798,0.0,0.0,14.5453109518301,,0.0,0.535738461538462,-0.864227311010215,0,0.0,0.242875048674302,25.1449270324178,5.39423076923077,1.13580769230769,9.41558441558442,0.551667940605306,0.896780695942779,0.976773076923077,13,0.0567069005769231,-0.249397954066972,2.19569444444444,0,1.37509586776423,0.0101096607654494,0.0133333333333333,2.37310236945178,5.4690883284917,3.6499411227893,8.57145486092855,1.14161952533414,0.666666666666667,0.866923491062618,-0.0571598444531788,1.94690140781652,2.45768960349445,1.19906102719401,51.8745077597228,0.0,213.482558977863,-0.0166343822245607,0.5,12.672658696,0.0739016593934917,2.35964726283349,0.24,0.567495673160132,0.0,0
