,SAacc,ATSC4e,nHet,nHAcc,P_VSA_ppp_ter,TPSA(Tot),P_VSA_s_6,IC0,F03[C-N],ATS2m,SHED_DD,P_VSA_i_4,ATSC2e,TPSA(NO),DELS,P_VSA_v_2,P_VSA_ppp_D,P_VSA_p_2,P_VSA_ppp_A,ATSC6e,MWC09,AMW,SssssC,Mi,SRW10,MAXDN,F01[C-F],ATS3m,TWC,piPC10,P_VSA_charge_3,B02[C-N],P_VSA_LogP_1,H%,SAdon,AAC,SHED_AA,ATSC3e,MWC07,MW,piPC02,B03[C-N],SRW06,B04[C-N],GGI4,MPC07,Mv,F02[C-O],MWC04,piID,ATS6m,SHED_DA,GGI1,SpMax3_Bh(e),P_VSA_charge_1,P_VSA_e_2,nHDon,BLTD48,MaxsCH3,SsF,SRW08,ESOL,ATSC1e,nN,T(N..O),C%,piPC05,P_VSA_LogP_7,MWC08,F01[C-Cl],F02[F-F],GATS1v,Vx,Mp,LOGPcons,GATS1m,P_VSA_s_5,NsCH3,T(F..F),SpMax4_Bh(m),PHI,P_VSA_m_3,LOGP99,F02[C-F],MATS1v,piPC06,minsF,H-050,ATSC7e,nRCOOR,CATS2D_00_DD,ATS1m,piPC03,P_VSA_charge_14,MATS1e,IDMT,Sp,MR99,P_VSA_LogP_2,MPC05
SRW10,0.2998712364190702,0.4608591894999373,0.3350908448352557,0.39606508390327844,0.261075806787928,0.2512939572040697,0.27583725449997687,0.3831659532677232,0.31273569169173554,0.9041727221543698,0.1304865389587345,0.14026155765833276,0.363192309504618,0.31394516561492053,0.5134673950840861,0.30027487483762094,0.12423669670752022,0.27453918868551846,0.2688605441199021,0.3563916579596795,0.997053253137412,-0.2476685073189396,-0.1192775626194822,-0.1682215397573935,1.0,0.3018615629964263,0.09720718096106178,0.8584625980523329,0.9960715854780621,0.44847883689797113,0.22351511208646554,0.25588813887461354,0.24871883057770805,-0.08270062828274416,0.10741211140420194,0.3831659532677229,0.3335717035842681,0.3775392410223141,0.9953009556088198,0.684952539289804,0.9285879024240753,0.29554207274609595,0.9943108604083368,0.3199371844255506,0.584526633416324,0.6428734204680154,0.03918614734614021,0.3902399691466434,0.9884581603435911,0.7896638009108596,0.5485867653744134,0.26018206581567477,0.6771142648581132,0.7774999312194398,0.16265874306339748,0.454682043172174,0.10974659098049366,-0.4250329821733278,0.1307784544182457,0.08898665759117151,0.9991607185181168,-0.5553947659422442,0.23284348995342977,0.2141187730337595,0.23562728923923024,0.6542188965767095,0.7116546448268,0.3486450641085137,0.9974803737091225,0.1517711623571402,0.06724581177006707,-0.2870657451878958,0.6651416561916668,-0.11092608490786689,0.40127786543281546,-0.2657400447876357,0.055627143986273206,0.2422057384853877,0.08154634520198277,0.8318718392269713,0.09922097485823556,0.26882792878389483,0.38036993921260953,0.11350185067612353,0.42352052608296653,0.6916576817141932,0.05600832783505401,0.04654908638279862,0.37180022981013783,0.061403951564537824,0.15554079050337352,0.7604549498380176,0.8373376730402246,0.14634617143268314,0.26305208717946077,0.41485536384078614,0.6487992229399433,0.677744372299326,0.10831289361654392,0.7434811760739996
MAXDN,0.5787042258805096,0.41971412871434177,0.7233595255616401,0.7081128641642204,0.6102672846527903,0.3129847247176792,0.6321985999976134,0.4509585790561351,0.11158903313872416,0.406729925150701,0.21917513603548333,0.45872442010400927,0.6743453790197825,0.3803054246130787,0.7150470895307162,0.5748224628892366,0.21733886614334363,0.363312134124958,0.35271958837884243,0.28077593274194534,0.26909472920781036,0.24466061110010043,-0.5444473106299463,0.5699161974342176,0.3018615629964263,1.0,0.6201412020102014,0.20257871083051537,0.2755275170479917,0.05845081418351105,0.37952327251224693,0.07992820642844026,-0.1892112457353673,-0.5952810299846671,0.21238270414710383,0.45095857905613507,0.32842848381565704,0.5267706067191124,0.2623876229527521,0.2930248165621354,0.24444386819025826,0.09288016595579357,0.28598918082131436,0.1324334881760743,0.14206562536105663,0.036772274108466965,0.34673729431945394,0.1930913568211141,0.2606536834765804,0.07194141897080604,0.0719398329304537,0.3089985436912814,0.544108678938393,-0.05978185273368693,0.1612605373303023,-0.2331555762010824,0.21035995552303857,0.15506472850237568,-0.34597047068368925,0.656396908227113,0.2973297074615652,0.0385009833978377,0.7498039970755099,0.12135502436229294,0.25005173676675635,-0.20438107038163403,-0.05026214770711005,-0.27969748329526495,0.2764251155040172,0.30405906511340564,0.6428551978039972,-0.03752385638722046,0.00609195075216092,-0.02442960144445015,-0.14935009127005205,-0.046448421795719126,0.07521486921822125,-0.21977778297124756,0.398687123856767,0.07275286841328,-0.06822649161392096,0.5788194531770903,-0.13323223995477532,0.5598185612678355,-0.08911961238348176,-0.013962204140483119,0.6483186392628836,0.1760669086654582,0.2588844138437581,0.045364420540045636,0.23768042831794034,0.3090385761987051,0.055429418363782706,0.4469185303647738,-0.31935582316443867,0.12770335610910824,-0.06997442921919586,-0.026439023211147543,-0.03650788883338475,-0.031080156781749215
F01[C-F],0.15182704920142068,0.09000824711466093,0.3680245481359595,0.36291948162613225,0.24670653503504503,-0.18572930946078078,0.2509948889911858,0.06889262414381962,-0.033561626469746586,0.17637124722570957,-0.05482355784129261,0.5313740509639205,0.5079830488809552,-0.16528452970496552,0.4745801176676038,0.14955971552976227,-0.10606221562806804,-0.16758079694754152,-0.16168493455370878,0.010057607666900292,0.07993152208820696,0.21410524971517209,-0.9140182671414836,0.6449601142448973,0.09720718096106178,0.6201412020102014,1.0,0.11847055789879193,0.08314836167519786,-0.058662154501485424,0.05512860301992431,-0.0632202578482828,-0.18058268877316644,-0.4325894626426828,-0.1066230263436952,0.06889262414381954,-0.08992614122663659,0.2931720012417839,0.07409158520440275,0.0955071042218185,0.009011965183674569,-0.06065435083005981,0.07808021697264322,-0.05200966552172115,-0.03027632895143573,-0.1108128968719461,0.2421742994744674,-0.15493102592307192,0.06337950823868344,-0.06724051610378166,-0.11234005453796228,-0.07544799385316156,0.3053300157374716,-0.15773995136096147,-0.12736526642215773,-0.1712718809370234,-0.10404735881830766,-0.1206281487934245,-0.23692480695384507,0.9756056479170477,0.09060452682454542,-0.14280709539279438,0.7568267482560501,-0.05288456021104394,-0.02695734142306195,-0.07147309488476476,-0.1677039498629707,-0.2261175479129798,0.08069332054571725,0.30866047286372766,0.8760144828698658,0.01908554919161067,-0.13691951204955913,-0.03831630590871654,0.1075517094040896,0.04624959030185317,-0.023442513462062123,-0.1821047277597749,0.7781945072622133,-0.06839117503075834,-0.08760772559947494,0.19265578597042732,0.11235322087246187,0.9566877788347389,-0.09728018671869385,-0.1503257052603942,0.7930474508592568,-0.10989591540146522,-0.02132135706569579,-0.0715620424249202,-0.10769545628706165,0.04982651909905476,-0.028962835275611054,0.3613499298759152,-0.09510830596557404,-0.012824547905498376,-0.1759117653246441,-0.15371804389293128,-0.11404052294707773,-0.16262563842516614
ATS3m,0.3416863127712301,0.5580245839004163,0.36854245194016455,0.42790100980418655,0.316777051495007,0.31039269858683016,0.3262362971611598,0.3577945061515485,0.34430860692940013,0.8139918583330427,0.1649651845526887,0.1578008677066645,0.4590093306686799,0.34665096317451793,0.5842041763188589,0.34029755083196006,0.14823889903096582,0.31474208896637335,0.300491185322888,0.44549668542217663,0.877631307441826,-0.2776444412486921,-0.15673655153393132,-0.21150635994544204,0.8584625980523329,0.20257871083051537,0.11847055789879193,1.0,0.8726384653190903,0.5203309994748393,0.2760085049802484,0.25502784043346133,0.26723242269758124,0.04979191244038627,0.13901509737994835,0.35779450615154834,0.3972988884363919,0.468672877275546,0.8858803793299869,0.7900042974968136,0.8498622780757005,0.3047352412908525,0.8804660901117265,0.35512584440119477,0.6538108371718205,0.716889463604237,-0.06329677789198616,0.4343967106620864,0.8938930569284166,0.7823226570925512,0.6937590694414909,0.29847004797864424,0.6587096076752349,0.7984012202651193,0.20568914579874378,0.5374673975889462,0.14992254291697565,-0.503787353149937,0.18121046404709193,0.08283800579844251,0.8676515184604655,-0.6111010606785571,0.27896918198209236,0.23039002866466263,0.2836367428401663,0.6506659709908034,0.7343569757857552,0.47477663557704264,0.8749052103112445,0.2427888385238811,0.013696673466149419,-0.323140229106027,0.7838592350903263,-0.137686517256751,0.4778814179696024,-0.32660165215911047,0.03392128393222831,0.2578483219955733,0.10782790853675098,0.8692278810551788,0.2846119877594402,0.301418758157587,0.4394006612081786,0.16776335043335544,0.4766002596301156,0.7304108245646591,0.001506488752854419,0.11304855134768128,0.47719296390367744,0.10115450573044316,0.17936112086722533,0.7391530475001247,0.8737805167781877,0.1622614715981186,0.4030383451928136,0.5172889876437272,0.7605364911385262,0.7878796978382909,0.18217790113851237,0.7931109764444451
TWC,0.30019401003668716,0.4725260838323116,0.3360980926831829,0.3998047733109795,0.2541363455374078,0.26095578363598493,0.27122842043586615,0.3735052955873306,0.3275078395376982,0.9023747894765295,0.13160509231538303,0.13903159726095526,0.36518317977195447,0.32429556359413475,0.5182316837102952,0.30116763375461436,0.12247491464396763,0.2806413954725493,0.2730366900982876,0.3747900213359041,0.9985077111582784,-0.24556428756800924,-0.11026258345981703,-0.18910219013034993,0.9960715854780621,0.2755275170479917,0.08314836167519786,0.8726384653190903,1.0,0.4732333567426193,0.22834767963508446,0.26571132780334994,0.25041099264607786,-0.07858470612234753,0.10499265418279329,0.3735052955873301,0.3482180716962675,0.3818548142248351,0.99837816477958,0.7067209269606456,0.9380044200980276,0.3064817264710904,0.9956792742980134,0.3339221714002781,0.6115128441667678,0.6761883383491363,0.04137232370728972,0.403782889096182,0.99431111995283,0.8151310904715551,0.5775729592761577,0.2666242298681223,0.6766497391276264,0.7862716477872677,0.16149613284131326,0.47804384401424405,0.1110135273057576,-0.4362003582830782,0.13671023904054017,0.0732662668566651,0.9971280868208915,-0.5720462573177598,0.2233071676785389,0.2288520499268408,0.24651537809267382,0.6704914862025536,0.7426867117483795,0.36452066456848237,0.9987176969893508,0.1464887560368837,0.05036878909729206,-0.3135368447670052,0.6887914725150166,-0.10287954233004352,0.4136250640463633,-0.29127286610263486,0.05823078778687554,0.24418620160341453,0.07658028858315583,0.8411913243441661,0.10860118871249028,0.2648565057433811,0.39294237497775386,0.10333688952038801,0.45433756277822496,0.7227814192332743,0.03624430562803981,0.04561855023064,0.3909138058594988,0.063744086789385,0.15652295264272506,0.7780561736902798,0.8620276923117964,0.1414743146243045,0.29895837706372397,0.434455642091045,0.6736961075432725,0.70412942435153,0.11520110913564553,0.7776683362085364
piPC10,0.18111362649223778,0.32344115200153273,0.2660920991837209,0.28488062522558244,0.07325797842582663,0.23559491685992098,0.15003013017937245,0.15108091806853072,0.421723533347108,0.5177018334836255,0.09499207807533402,0.17468982031875216,0.1741201175224425,0.2633967949311668,0.35750627373357746,0.18334626601783396,0.048711964508724906,0.20383134790361718,0.14358318188348582,0.3685794723705316,0.46973578474932987,-0.046163140290286925,0.0432041749867641,-0.22164818002245965,0.44847883689797113,0.05845081418351105,-0.058662154501485424,0.5203309994748393,0.4732333567426193,1.0,0.2178970743732837,0.27070573082618804,0.014855516455640016,-0.1168206401855341,0.04693076118320867,0.15108091806853052,0.35477073644266194,0.16237430160664681,0.4839175277277307,0.7149323669575274,0.5997767007251188,0.30844966013319686,0.4953230223632871,0.36607907220517955,0.7052143782993855,0.7802949287933271,0.1493253698818571,0.24552459773590135,0.5171810627330881,0.7752960951978369,0.6610391375852953,0.2677367440512289,0.42395256748796006,0.381353863060018,0.08030012995052539,0.6427363564383465,0.13494241512488256,-0.4049779815663197,-0.03754689903418743,-0.06047463841216029,0.46683973398428297,-0.5934062510927245,0.03907306699635993,0.33063016297795156,0.2997901181010553,0.43204088230309284,0.6089915483153717,0.29475326046992806,0.4740520195766624,0.0870085910920768,-0.062296698708444814,-0.32662598533042364,0.6780064893778583,0.08851135949881903,0.4278206471634601,-0.26036578802379806,0.07879284853249403,0.00612216676592709,-0.04223489196774293,0.44234748110208066,0.12433536538707426,0.07240591904010356,0.4311639956107424,-0.04585717479142296,0.2146282805535005,0.6567735340127723,-0.02804485702821831,0.11794172815531381,0.4648948937854587,-0.017663691158704295,0.10459757403010063,0.5666097780421175,0.5807289053890705,0.03400705282978548,0.1437633585232553,0.6789297256533604,0.6685912056099779,0.7515329248721642,0.06704052719139986,0.6379645887324273
P_VSA_charge_3,0.4977290039816197,0.43588527835193125,0.5270582783204609,0.5341371515780009,0.41608848763819756,0.5003772845635209,0.48095437315307493,0.5045771000563772,0.23582837834739284,0.2853294988627836,0.3193627754327093,0.30094935718714433,0.4493734268197469,0.5115180594106198,0.45153499025511673,0.4929114547592912,0.2949425087218526,0.47565800489494214,0.3835747200814423,0.33455110713497166,0.22553778034640973,0.06489658942973338,-0.04000569588306332,0.03884262610342723,0.22351511208646554,0.37952327251224693,0.05512860301992431,0.2760085049802484,0.22834767963508446,0.2178970743732837,1.0,0.30758472052342245,-0.16346958375138534,-0.2522642497096858,0.29330407018995586,0.5045771000563775,0.39151907472524894,0.39567813134358676,0.22799541089661246,0.32142830990496024,0.28441576475289587,0.3173385110547523,0.23192614749732135,0.333185340848396,0.2664902789644983,0.24397273410221493,0.17473690997414004,0.23207315005474202,0.23424055141713146,0.2455771394174524,0.22341020761774003,0.4657160830565691,0.33657984039820776,0.112922092424671,0.22979367801931752,0.05333294247571556,0.3875299330783336,0.1691633084108832,-0.21348733381983676,0.04788259572689579,0.22702919717037628,0.05259834086694919,0.34690948954372613,0.33990517375603113,0.3875047445070149,0.03779352499092385,0.23059321498545454,-0.16010773565825792,0.22654541980291223,0.1900520671587093,-0.0008507774941333207,-0.30064817907675934,0.16576798451401903,0.02902359609181314,-0.1851786207444541,-0.2976307044361989,0.18819844183669884,-0.16347742942173907,0.0029625023413899026,0.1558887061407066,-0.028039494564986882,0.3725201628686301,-0.20401044966676987,0.05709214216907013,0.15303017507919625,0.2447506898648699,0.07740175150850619,0.3736825399164273,0.38312430911641654,-0.04225584005171479,0.3693805034406871,0.2848320150032419,0.2574327808018375,0.24411043023697393,-0.057350234707624695,0.2164685157426574,0.11072283123274303,0.17076607614500144,0.1477825757314989,0.2212662126477217
B02[C-N],0.32193326976077213,0.2876324436781165,0.3995109005732335,0.3902369287383927,0.17002118741535574,0.4451522308740931,0.24146841152018395,0.4661516042311934,0.6500633651458544,0.24684194904931678,0.23616373464473878,0.5457513487175905,0.17164699387694712,0.45861788797487724,0.2518021645237233,0.33311774280820267,0.17299310626598677,0.3545382807136397,0.17509401988655582,0.2944593659965279,0.26519187934892624,-0.025888223287529228,0.040851756400487625,-0.053292325941992166,0.25588813887461354,0.07992820642844026,-0.0632202578482828,0.25502784043346133,0.26571132780334994,0.27070573082618804,0.30758472052342245,1.0,-0.0055462545353913454,-0.12828048598828895,0.17109543231254756,0.46615160423119323,0.3186685836399074,0.1436659137224052,0.26729618674262295,0.2962861145261954,0.3393367856619868,0.9057666156550956,0.2606897299840703,0.8292046771588074,0.3504157240856089,0.3124942838801861,0.09860225296712723,-0.06908066055678547,0.26867551343674095,0.36298624393407053,0.21944721337223375,0.40567535123089793,0.27064415600671476,0.19463444731034782,0.10692612820520636,0.17403583649342824,0.3990945347614163,0.12684657153472714,-0.09856840184358352,-0.06578716416850117,0.2578017367463535,-0.028928827166878945,0.09609136732010777,0.7537245409602276,0.4848998658382425,0.14956865044000647,0.36298634508373745,-0.10400568940023823,0.26421037562459826,0.07027683129989044,-0.06801466812081358,-0.2842599006054507,0.21782200617415504,0.029468213794916775,-0.13349173675697112,-0.25419465211203224,0.35177976804324806,-0.0380831593820075,-0.04410209125780037,0.171451979563285,-0.10854818525232338,0.014257239268608534,-0.10639613158726237,-0.04915677359601672,0.16239588788401219,0.3517864832758149,-0.03411925727571414,0.3803596913926697,0.3011330580296948,-0.1891602839430484,0.31301224831870694,0.24808949190942808,0.3536458030625458,-0.12581166986528555,0.0773075200889151,0.2669998630842229,0.18413467306105322,0.2703405044190214,0.2209820346588011,0.31700958158187953
P_VSA_LogP_1,-0.15555393358030356,0.08769392138223937,-0.16198689077974635,-0.08125185615742489,-0.08399199610558548,-0.09323899939641311,-0.26274530995672496,-0.16190041267966704,0.08109973083846236,0.16723764918042508,-0.2413283903420987,-0.18784206522422878,-0.0019631471763641457,-0.04015484609594667,0.0006899550761143275,-0.15125629539118624,-0.24535558150399375,-0.08736221528781192,-0.042640606413552246,0.17981580626416807,0.25082340152117666,-0.3008993983832203,0.13985199595138054,-0.12828885029250922,0.24871883057770805,-0.1892112457353673,-0.18058268877316644,0.26723242269758124,0.25041099264607786,0.014855516455640016,-0.16346958375138534,-0.0055462545353913454,1.0,0.44827643934906164,-0.24928016064910977,-0.1619004126796671,0.06891100111255284,-0.05365207832269215,0.2531197851727733,0.18590036811351207,0.18093829116921595,0.012957527431352218,0.25806120138896854,0.04470745041017757,0.30850978931726,0.17680559539193247,-0.4043398576397621,0.14272401514182245,0.2587923931086655,0.10313273765853499,0.28099864097835425,-0.15556627662928896,0.3759740485730763,0.3891600309778673,-0.1664117643192693,0.19275599372336638,-0.25311510120954667,-0.28707686211515837,0.7311117468875116,-0.19175708106487593,0.2525153488734342,-0.24500352404791528,-0.23319172639510402,-0.007992430337587793,0.0873922992313935,0.10702912854307012,0.12520790365795595,0.573083765119825,0.25178003281554945,-0.18101309390687254,-0.18146548203875054,0.3172741788221578,0.38657664044880813,-0.2362499755539863,0.3012279896746097,0.17103291302645013,-0.05920448824012279,0.9786010775004887,-0.10091718143220368,0.3353475003299519,0.18765251100775984,-0.12172726430719706,0.3104486810732094,-0.1552952290616449,0.0167189472894493,0.14204543118755464,-0.20777103647250794,-0.2733438297247275,0.2307088728581379,0.23342452137938305,-0.24164725208176402,0.13177513066054677,0.17084457881941167,0.01864067929581158,0.33636648976994277,0.16773336791844143,0.4123481684292227,0.325938948874264,0.016992449878796678,0.20880155022379626
H%,-0.30153168843259176,-0.1416765163068755,-0.5963483452585123,-0.43734225459968934,-0.38953280279563235,-0.21363268406467859,-0.462247191188457,-0.24803543671038497,-0.14255406076197288,-0.23497729032813777,-0.08639727397748469,-0.41478286959156135,-0.3046641344286357,-0.20905322889032266,-0.39647304905574304,-0.3091142868237955,-0.0031285499146207034,-0.15631660134276962,-0.14856347788508248,-0.08463955797852206,-0.06355206783156363,-0.6476694549632385,0.35359143658761305,-0.3344076850140181,-0.08270062828274416,-0.5952810299846671,-0.4325894626426828,0.04979191244038627,-0.07858470612234753,-0.1168206401855341,-0.2522642497096858,-0.12828048598828895,0.44827643934906164,1.0,0.0011806549046102016,-0.24803543671038492,-0.20831545697178122,-0.20309529490083322,-0.05686798044252968,-0.17200555357655983,-0.16255366343953562,-0.1437760847856326,-0.0634274669883334,-0.13805334596561766,-0.11989735304140059,-0.05103518856586353,-0.8742560331489955,0.043587620973926565,-0.05122283451042162,-0.14284534817245706,0.11578417320769688,-0.16507704250910293,-0.25676803547866134,0.44458745363297214,0.06236382950992888,0.07015816799882242,-0.023981887136692023,-0.20859507010170877,0.6519369210621658,-0.4675257319135361,-0.07594919529489401,0.023099641836128955,-0.5125599654030812,-0.20980844397400977,-0.16976203684207608,0.19632068675421588,-0.05996007413905408,0.5791371061053913,-0.06849046125836035,-0.3376331265064813,-0.45391648521942657,0.4507779569977409,0.2053078258102808,-0.4657953926793515,0.15953504569487692,0.3139534757322777,-0.23096336943296006,0.49594251692977936,-0.2569592396395486,0.1957133695413793,0.35383817157014025,-0.2547053721665605,0.08723190866410528,-0.3776324565824935,0.07539376841546953,-0.0886143426182405,-0.4897297498456159,0.004158479110691243,-0.04411085038838831,0.15915990489500842,-0.03287523769890418,-0.2668459008267635,-0.043032420264757176,-0.24443145293806137,0.3353084261697105,-0.035620561301353555,0.2787379687155826,0.1309171742145662,0.24653406701492836,0.01814841234007559
SAdon,0.7669117674531746,0.4895978682061593,0.3171646273635642,0.4181887704564043,0.6407341286182262,0.5683159338149203,0.6496129116372447,0.2806424216067478,0.10459435797473104,0.07706082135143474,0.8076726855277095,0.14012070084001052,0.2089198186773079,0.6352000045851082,0.33067499974299247,0.7572436703953507,0.9973226214833316,0.7909480139632479,0.7304575103187252,0.27643335387395485,0.10419985321020185,-0.07189769639335881,0.05494787113143274,0.013569934922960257,0.10741211140420194,0.21238270414710383,-0.1066230263436952,0.13901509737994835,0.10499265418279329,0.04693076118320867,0.29330407018995586,0.17109543231254756,-0.24928016064910977,0.0011806549046102016,1.0,0.2806424216067479,0.34718736989031634,0.4706649069282321,0.10488421556997347,0.10164936969953146,0.09581315143752023,0.13700324694646698,0.1070049991664784,0.1579722393453176,0.15375832916938964,0.055157176599462523,-0.08702389312196857,0.40720006172286083,0.10519412448327693,0.07642126385597367,0.0830208919424667,0.710495815366236,0.18451720787964862,0.07900034465459785,0.9367459994102659,-0.23971310686443473,0.8963756458478578,0.3883823907433397,-0.27184110867767364,-0.11202118766057063,0.10761330898125172,0.32659339786816083,0.3154102397519113,0.16878995942291183,0.17750319150351782,-0.07978379849898425,0.08024973610364108,-0.16714162377715422,0.10386145485321141,-0.053453293692186175,-0.10872338677599235,-0.16234022273479443,0.05019823758062953,-0.14043184122643432,-0.41902285595706346,-0.02900109681927212,0.0502707385179596,-0.24504344084056373,-0.05713503544515918,0.05599307463147386,-0.02261073644564614,0.6966159531188325,-0.4478005766850289,-0.09028011671559119,0.2593881252366244,0.07601364220418026,-0.11727850457126969,0.8738048430060287,0.19465283374525885,-0.1923450173467991,0.9630033822014945,0.05770435483300492,0.08789348175668471,-0.12715149270819848,-0.2556637962424378,0.09383974510831175,0.02624061756703574,0.029750848144542714,0.13044449331397087,0.09475973120422589
AAC,0.5275087466664685,0.4855388177201466,0.6420944487358645,0.5877840425321248,0.4542746424534517,0.6238020957604918,0.5622151364537915,1.0000000000000002,0.3950939862499942,0.4178844771451689,0.31675095489282534,0.33749496121028977,0.5311766937370429,0.5760762530346503,0.4882917458014062,0.530006485137161,0.28656291833222275,0.5122397391033237,0.4336389439257301,0.3612719406308955,0.3754891136431756,-0.07880426367062998,-0.04273029491572259,-0.008047180249813726,0.3831659532677229,0.45095857905613507,0.06889262414381954,0.35779450615154834,0.3735052955873301,0.15108091806853052,0.5045771000563775,0.46615160423119323,-0.1619004126796671,-0.24803543671038492,0.2806424216067479,1.0,0.48658244159825026,0.4908280979131177,0.37023991470305473,0.2894595955545329,0.3998964974152129,0.4707525237686609,0.36712779082050084,0.42634972304027285,0.2604639771355735,0.18537670231023637,0.1264626795653866,0.27055856947992296,0.357668683761122,0.294478283222192,0.13363311292044633,0.4742253542039079,0.35917013669970693,0.1916780280529613,0.2393467072545135,0.06059934336132917,0.36229689496598544,0.26863311749599655,-0.2661784985456464,0.049093578587391815,0.3776878072315639,0.1207968828261522,0.3630646532980394,0.45336857055155894,0.4323877690382273,0.15609031436809606,0.24777144060731443,-0.2873650391344852,0.37473343479217064,0.3296789195298186,-0.03021289849406323,-0.42797902101874535,0.09037396449656096,-0.07126439002186488,-0.29685624667675853,-0.5664672233855074,0.1957909181879138,-0.19666815422049516,-0.04798124155142012,0.18978804947722766,-0.14209331069014763,0.39152011416080434,-0.2841393052632692,0.06488663715704897,0.15870092793196452,0.24534489333779544,0.15614355431330382,0.34006787515384734,0.3264133783872979,-0.0217269062914002,0.3643149305416471,0.3008381641524688,0.3334723982356505,0.10137344468259818,-0.045449321910706164,0.15603683299124443,0.022410265743918707,0.12569245560114703,0.0434343653889774,0.20674193943384098
SHED_AA,0.6939726638023346,0.7385540223911555,0.7126463409616628,0.7576293428160671,0.5049377525148347,0.7253156971330339,0.6128306589098237,0.4865824415982504,0.420207492611287,0.3900511540923159,0.3776700080010248,0.1968811563162637,0.6039046380270934,0.7823867481517337,0.6483314452618899,0.7019285863036501,0.3497749787362238,0.7304481795026441,0.733541231940767,0.6798409104192648,0.3462553732006876,-0.00985925890448361,0.04087239940271158,-0.03460785782546318,0.3335717035842681,0.32842848381565704,-0.08992614122663659,0.3972988884363919,0.3482180716962675,0.35477073644266194,0.39151907472524894,0.3186685836399074,0.06891100111255284,-0.20831545697178122,0.34718736989031634,0.48658244159825026,1.0,0.6747192697746529,0.35480937424374853,0.5354440216467723,0.42994994458327557,0.33379235826347275,0.364884979001748,0.36689352711937195,0.5202570118417531,0.4371193635362151,0.0974012302249578,0.666754132002376,0.37586060475218,0.4027331119156606,0.47140476557458677,0.6104893815568532,0.4695363721937755,0.2660392208613932,0.41719114910255717,0.1322337534716183,0.3273239372713638,0.19702787515076867,-0.11195070586829961,-0.09137651116940912,0.34601387581052234,0.03644127003536341,0.31807967945143645,0.4620903344636048,0.5882545823689975,0.04283517865406651,0.3581156039161576,0.016174819518721524,0.34917326683953376,0.03844413896129459,-0.09149987480357619,-0.21429235673377364,0.3948176180239443,-0.05662194544867035,-0.18881018407641856,-0.34133465244710615,0.09888981519129343,0.0006482742256111619,-0.05899583776651891,0.30097009641662253,0.13034698454306237,0.6092412577743307,-0.17998086186897078,-0.07333205758719227,0.11856507591105031,0.3784950512179896,-0.06100685766803566,0.3033589368613327,0.6337751959736057,0.23137820771371748,0.36712635772428603,0.4194471763626854,0.3789321763799841,0.25820678612286513,0.04264701183283532,0.5543257969129789,0.33168386963945456,0.3920957836048972,0.10082095060405845,0.3964831577996406
ATSC3e,0.7442448743758133,0.78318811585175,0.7147445932844694,0.7682205109702539,0.6884262200497596,0.5460006966367245,0.7403244041150712,0.49082809791311793,0.1519806915799583,0.4356165989748497,0.4817632711472008,0.23374502131617267,0.8325088471761464,0.624196465330175,0.7895790826078608,0.7413278466235336,0.47418313205501345,0.6499635447734795,0.6732097298427913,0.6123757608027324,0.38116122481648385,-0.0006850505419583633,-0.3384264469852195,0.16006245891203932,0.3775392410223141,0.5267706067191124,0.2931720012417839,0.468672877275546,0.3818548142248351,0.16237430160664681,0.39567813134358676,0.1436659137224052,-0.05365207832269215,-0.20309529490083322,0.4706649069282321,0.4908280979131177,0.6747192697746529,1.0,0.38466262408746477,0.47782368813617854,0.353105578554352,0.13043640222890066,0.39180597889761937,0.16404697208240684,0.3788731935946478,0.25666115221879193,0.062268030364114504,0.6837559896082056,0.39352608729121213,0.24443718842449094,0.3617869092612756,0.5392680616292279,0.5329143780775022,0.27630252437710806,0.5253208303677463,-0.0958420169496744,0.38154340772761547,0.1549762571079522,-0.18342458021287536,0.2827885601517338,0.38367422500604187,0.06418415639595901,0.6969398527163291,0.16804401615747372,0.3517277936344053,0.03916656473561073,0.20254690878772985,-0.013890745836521064,0.38296785972991165,0.2874603102068369,0.21781426301705575,-0.15785772449933475,0.2876486832073739,-0.12053257247980086,-0.188028686452982,-0.27598828135310843,0.04535006122047183,-0.0803501269009479,0.27655129053193167,0.3222515383435868,0.15941153954729378,0.7601683363440327,-0.19912840889368194,0.32714875441970104,0.17417409893987587,0.20997490431634336,0.21550274064127375,0.3538598838191926,0.5289240034425927,0.21986533163455202,0.46479722555926023,0.38231738795920156,0.3007453386747019,0.3489209370707609,0.010827087317895504,0.3372551106530216,0.22125429997843982,0.24147921332038774,0.10933690856061487,0.2800270248747301
