,nHAcc,SHED_DA,nHet,P_VSA_v_2,TPSA(Tot),TPSA(NO),DELS,P_VSA_i_4,P_VSA_p_2,ATSC1e,P_VSA_ppp_ter,ATSC2e,T(N..O),ATS2m,ATSC3e,ATSC4e,AAC,P_VSA_m_3,P_VSA_s_6,MAXDN,CATS2D_00_DD,Hy,SHED_DD,ATSC6e,F04{C-N},ATSC7e,P_VSA_ppp_D,piPC06,ATS3m,ATS5m,P_VSA_charge_1,B01{C-F},GGI2,H-050,MW,LOGP99,SpMax4_Bh(m),P_VSA_e_2,GGI3,Mi,B01{C-N},PW4,ATS4m,H%,P_VSA_e_3,N-072,F03{C-N},ATSC5e,P_VSA_LogP_5,F01{C-F},AMW,P_VSA_charge_3,Mv,SssssC,P_VSA_m_2,N%,Me,ATS1m,B02{F-F},nHDon,SpMax1_Bh(m),GGI5,GGI4,S2K,GGI1,P_VSA_s_4,MLOGP,nO,F06{C-N},MDEO-11,piPC01,piPC07,T(O..O),B03{C-N},piPC02,P_VSA_LogP_7,piPC09,nF,CENT,IDET,MATS1e,GATS2p,MDEC-13,MATS4v,P_VSA_m_1,P_VSA_LogP_1,P_VSA_ppp_A,ESOL,piID,MATS2p,F01{C-N},GATS1e,LOGPcons,MATS3m,SPI,SpMin1_Bh(p),SHED_AA,Mp,S1K,P_VSA_ppp_L
P_VSA_LogP_7,-0.1809032503517628,-0.13176784148662354,-0.2496816892090304,-0.21648675161079073,-0.1322809254001271,-0.13316490558275812,-0.007928165247232355,-0.3012782514815407,-0.1358128412109339,-0.27687833633636055,-0.1659575654003173,-0.036193366128037176,-0.024618822085772825,0.3679753436969309,-0.013890745836521064,0.08007009121081146,-0.2873650391344852,-0.14342934585081615,-0.2783425177963787,-0.27969748329526495,-0.17425401813346453,-0.3827833531722016,-0.17217716581002468,0.18047594263694947,0.04255994711944373,0.29206695274431094,-0.16143790456446383,0.29372641569305225,0.47477663557704264,0.6098529310236152,-0.07179710799768203,-0.23992133658687106,0.2494747675229238,-0.20397708135427367,0.5077365298355175,0.6574596742490827,0.6285192705462543,0.41056914616812074,0.29659166813385585,-0.2909902201149142,-0.12419429995795181,0.36805958772464864,0.5383618756349676,0.5791371061053913,-0.18096195509180332,-0.027731181794060183,-0.006804108998035083,0.1946328397782612,-0.15742411066568301,-0.2261175479129798,-0.322866511330553,-0.16010773565825792,-0.4357421482563092,0.17179589289497949,0.24109964915476795,-0.30354679269270907,-0.5682479396749477,0.42165144809492094,-0.2691780598032638,-0.198206502443212,-0.056122593949564724,0.3433385581105596,0.30272537260182975,0.7616563783294166,0.2099306794095439,0.24345301405656827,0.6779319564863598,0.026429947043364665,0.1276617805264525,-0.21651018108871736,0.42999345268314565,0.2895251096233302,-0.014458249593060902,-0.08233911788150841,0.3000560264329021,1.0,0.2939875627308853,-0.2514226356747029,0.4767068460172194,0.5195628885622565,0.40364472644810057,0.28983146380766633,0.40231459897117067,-0.02173020077430188,0.9756885467768727,0.573083765119825,-0.09103861281451618,-0.5822395255601622,0.2876695271480067,0.06138373395875775,-0.05462762867344506,-0.26273700043927567,0.6969196400623487,0.10300974417014243,0.5149979089122194,0.4047832013580582,0.016174819518721534,-0.16524919137455324,0.6907549487728568,0.2607245353171823
piPC09,0.2958724283016965,0.26848522619536164,0.2734024354396001,0.1910938860964793,0.24776723535124112,0.2823873527131173,0.3675843895438468,0.15657925316421437,0.21864536934369486,0.03179556587699219,0.07526261733145703,0.18595177361563933,0.30451596352193305,0.5517203540610789,0.17062051302869977,0.33362629107861613,0.18138953483897322,0.08374085489780236,0.153386446447846,0.04514279311734172,0.10153654761255862,-0.05952282870598507,0.08127285332953058,0.4119055903302701,0.4873741972010186,0.49732846620076915,0.04106798613160456,0.7438468846379727,0.5645717250657512,0.6837341412246604,0.07774177394652895,-0.05435875659101877,0.552536855272342,0.10252222351636052,0.730141441086754,0.43744887283962314,0.49783037051827417,0.6736653857947448,0.606053903233097,-0.2587305223355449,0.3037430145092861,0.5917851720606571,0.6135436889796675,-0.12463274471944083,0.21381485562259164,0.21423922553298738,0.4403444086062192,0.3821977834474279,0.20736153319081932,-0.07916717396950058,-0.06040453765657114,0.23973098790343292,0.16102515607572762,0.05706877752640139,0.7179067021353636,0.05220110303194978,-0.12603158440298576,0.5985190054792735,-0.09721592439549565,0.12304632641979979,0.13032499337975303,0.6702330447127495,0.727809453309189,0.3014150324377708,0.42978522386458096,0.67866341041782,0.42594271650372667,0.21244536100571912,0.4368960504434908,0.05840675600645936,0.6936228429927509,0.8237353205484242,0.18586792888526787,0.34860740368481113,0.6611249097171433,0.2939875627308853,1.0,-0.08937875618126767,0.683298033529308,0.7388555521527965,0.1705312835589851,-0.15390840525973568,0.18032031886063604,-0.02763197273335728,0.31792445703622135,0.028089288027739995,0.1634921672002851,-0.6105565815553873,0.822059183282442,0.22856378133360072,0.38566039931305673,-0.20540440933831233,0.43996651078345195,0.195718765721943,0.48359599870061837,0.3572196391488099,0.3676204151499562,0.09315199865405994,0.6002795183013452,0.5766076855651283
nF,0.36972745126050277,-0.08224657201411774,0.3752753587004178,0.14348786509950853,-0.19846542889268656,-0.17716680054739223,0.46109619262288376,0.5362074378438828,-0.1776855670615066,0.7480970333771598,0.22874779430479264,0.4799320283201074,-0.031610259898196706,0.1591938452082687,0.26663550439146566,0.06995695431569629,0.03830599191724284,0.1876489468327213,0.2376142610461002,0.6618979612025541,-0.11686920908800201,-0.026676294174508335,-0.059905292851508675,-0.001203642089037501,-0.03120009065505818,-0.03172335084096607,-0.11466839568943124,-0.17006211875232952,0.06286617393883802,-0.18611208933465193,-0.1391897719850919,0.8285768663205166,0.22265767410999074,-0.11828497236741951,0.07336808013668893,0.09995851288400417,-0.10117252093475229,-0.1930249121531249,0.09419295683739749,0.73438143162463,-0.07734170827056629,-0.15569630555313718,-0.0026168555974864977,-0.4782439845627915,-0.06008917270241083,-0.0304094071997304,-0.04011438514607081,-0.03949860506918327,0.7596031741464052,0.9686887342761198,0.23956376509594765,0.04491244210267359,0.2627226211238631,-0.8856144194195225,-0.17408025574834024,-0.04579960126613819,0.646258963434678,0.041278086429786705,0.8752858003905146,-0.11296685328338611,0.028449067387880732,-0.02018500492493598,-0.04460844300418083,-0.13759734712306823,0.29653719093460446,-0.2030568877057118,0.09657428195351954,-0.17950307835495982,-0.021724231621151193,-0.05220839816130609,-0.0721071908553288,-0.13733712208667384,-0.058836005148530844,-0.06919427472188133,-0.014848865568403698,-0.2514226356747029,-0.08937875618126767,1.0,-0.01147528135305142,-0.03450061865768563,-0.16988049321727314,-0.11864650499133275,-0.12371081142330924,0.10261363560938924,-0.27101667992813794,-0.19875354269063164,-0.1705606919126434,-0.12385122619105084,-0.09069713217537316,0.0005796878547246693,-0.05019251491442919,0.2917496384047148,0.09033322136291716,-0.01756039487282113,0.10350615092457238,-0.11791075995193559,-0.09890609794101128,-0.044321983069223414,0.042928867869865106,-0.03943562146906881
CENT,0.4529848415783244,0.3247532733409499,0.42449017485084306,0.3331885924956229,0.34292794249489994,0.38954221726012384,0.5491636676313053,0.18972005643445086,0.3347887829906265,0.15354203653417456,0.26765001341537087,0.36591576588599356,0.44671766662128026,0.5564433169028298,0.3693308100015199,0.5053701974671105,0.18004523044841647,0.2454777503497117,0.303663011247149,0.1630861160175937,0.15256835637542115,-0.015082017538200043,0.14978623119326406,0.5714677634923434,0.5145674911966683,0.6665978795906727,0.10770469165068276,0.5694318279752044,0.5649532369499105,0.6764085745883736,0.1681125595298016,-0.007457020071448681,0.6180412828288085,0.14057030379286392,0.8434239720007317,0.4256647111642024,0.5126122568964429,0.5495588968558354,0.6487874785792801,-0.12517444621413254,0.27188384130012544,0.45961263785966516,0.6192532170963799,-0.039851401109379965,0.20102496791932392,0.19364563294565806,0.3985978733619725,0.5676161497033906,0.25914210643556046,0.0006134339376960336,-0.07466620036179396,0.2506959803418452,0.04373986376993124,-0.04855668536903665,0.6188389750869849,0.024492744187348953,-0.08615700520743759,0.607372820622321,-0.04462877674485546,0.16001566308686904,0.08985218367652197,0.7686542049322707,0.7207041671455462,0.5069783479286358,0.5801452907382766,0.5086344719297647,0.38807141963219827,0.3627227049867015,0.5697548687191868,0.1489371374696533,0.6367484660642728,0.6119476110231458,0.3576143589816034,0.30805442980797587,0.5731867015820008,0.4767068460172194,0.683298033529308,-0.01147528135305142,1.0,0.9835506767273972,0.15862338509637092,-0.03551149926089924,0.2551897952020312,0.005736673791723844,0.49284977191479545,0.1911188464635911,0.2980961944024117,-0.5505911129631287,0.6554806259422821,0.17410701694568395,0.37881618122483784,-0.1788792805096137,0.4238536027094982,0.1560627407341858,0.7261133591453172,0.3116945312241734,0.5669081094200569,0.00048238595992639667,0.8102455119049983,0.4835497902299516
IDET,0.4505479397541062,0.3404792019830532,0.4114961371508616,0.3320115345935958,0.3468964966673686,0.3984428049513316,0.5496272511153438,0.1858293260525745,0.34091257929271507,0.14220087173630472,0.25093102367326064,0.3603694513000143,0.43906644885687923,0.6041362732133928,0.3693326360583161,0.5102684023422003,0.1786906849751971,0.23857206600727895,0.29187288133784167,0.14127549837111822,0.1563986373840893,-0.03439128128596034,0.15638605422414886,0.5711371917734129,0.5194560829773147,0.6651626096882529,0.10790023616527393,0.6407808866750155,0.6242205570455394,0.7436550634371599,0.17122786280336857,-0.02964575735791107,0.6427208161531184,0.14244523230695666,0.883399807353492,0.47721749916037776,0.5765298394005095,0.5916028533403359,0.6731427329648199,-0.16150043328239683,0.27454726087746684,0.5235360754781364,0.6824943404724051,-0.025496617300209783,0.20779342064895676,0.206005338857387,0.4188988207629671,0.5761145691202272,0.2591173610846205,-0.01997028013247709,-0.09966330941037925,0.2499457442110662,0.036058683513580374,-0.029440382234513264,0.6642595286410752,0.01840356150318346,-0.12262245483625688,0.6564188408145308,-0.0718874289711042,0.16510536833063447,0.08933353632211863,0.7870065011371291,0.7619347768505204,0.5456071731201173,0.5941450519920815,0.5409015522871421,0.43956522102676493,0.3684880283087121,0.5580838470916889,0.1411176412232314,0.7035518933885441,0.6811231218356675,0.3509808570469183,0.31789815459075244,0.6350843636687549,0.5195628885622565,0.7388555521527965,-0.03450061865768563,0.9835506767273972,1.0,0.1910064616708269,-0.02560701026923032,0.2714948543537404,-0.009808471860925592,0.5396514840733853,0.199048503600034,0.30058886010252023,-0.608741302663168,0.7243017643372661,0.1877782702510483,0.3863092683905568,-0.20974040227576168,0.4765802165109725,0.16748882121774725,0.7520025235890424,0.3635946938750828,0.5649099498104424,-0.0041860062728846445,0.8502952497576691,0.5086766377438278
MATS1e,-0.11147037867958134,-0.11533309359497226,-0.16071673744922121,-0.16393103534063946,-0.039050312378557425,-0.057263628152154356,-0.0006824130758682696,-0.12059900622855538,-0.11338879545893658,-0.17841179623542783,-0.1934859508502863,0.04000556818175803,0.07433789481862037,0.12563329526328162,0.010827087317895504,0.07991593583633773,-0.045449321910706164,-0.16047167057339026,-0.22872887383661694,-0.31935582316443867,-0.23606983825755107,-0.4314712835363829,-0.20494207705565065,0.1265427712296132,0.10073155542572342,0.12885971564281085,-0.24170714326452816,0.27403842089625985,0.4030383451928136,0.3264311596655237,-0.1839345467892931,-0.10479770312107542,0.1733472636937698,-0.28715592059953793,0.2101943860502193,0.3356078659677554,0.36771730736586683,0.39350752335293954,0.17050002254324517,-0.3292647183338822,0.05336151205713835,0.37574349308773586,0.3583487036565738,0.3353084261697105,-0.06408090064196707,-0.030406813137851117,0.09655463790004165,0.09980065957158872,0.006579239750871588,-0.09510830596557404,-0.21549786010314453,-0.057350234707624695,-0.23151039183777822,0.0646640627310125,0.2762956176467469,-0.045966899337143916,-0.4757114996780686,0.24579899376849954,-0.21560389304033192,-0.24752902398617796,-0.021494426113295988,0.2056448814943913,0.18931337429982464,0.273988735538369,0.04734971848697255,0.3484798672559253,0.3799415052330756,-0.017204603429651622,0.06642534680203473,-0.1469889001605677,0.35828586421395664,0.24852156849925203,0.006398897657518203,0.0814136748499138,0.2545482776483629,0.40364472644810057,0.1705312835589851,-0.16988049321727314,0.15862338509637092,0.1910064616708269,1.0,0.22395702211603266,0.21667096187107282,-0.14321381213620324,0.3994156216104393,0.3363664897699428,-0.08093822559787421,-0.32970463564651153,0.295754372412558,-0.014224217336286609,0.043522240522855624,-0.7670775865742443,0.35516312274995104,-0.09619908195631773,0.20224110434451473,0.4053846266300843,0.042647011832835306,-0.08119075881197815,0.25906373301271574,0.16958102109766585
GATS2p,-0.025382161384104138,0.09548042521057203,-0.15111260453682737,0.16150358106226675,0.11596220203615354,0.1293273520957135,0.010888755524059207,-0.12173906110246986,0.19482060874996965,-0.005605103945742023,0.05945863084442433,0.005069473598826321,-0.07014601530617158,0.013243120038488232,0.17321685223185104,0.0673852916370594,0.06256386942405108,0.2094695004795305,0.052185581673359946,-0.07450546095764289,0.26523339732843526,0.06943057936124224,0.22851354388105485,0.00921279330134541,-0.1421703302549141,-0.03266315432803392,0.30230870930024983,-0.15901660756979502,0.14510825677991918,0.09336981974280097,0.2912946031495704,-0.08955059966513637,-0.1335402435027137,0.19239945483848378,-0.06313773702971319,-0.02373265812038637,0.18796492793946193,-0.14036952183438403,-0.15570317388506014,-0.07180625396600694,-0.11216947416887778,-0.004715762361429148,0.0880807216991194,0.47244401511347434,-0.11729307946635378,-0.07552104967832762,-0.16558011022472222,0.057869718573113675,-0.23642913628815476,-0.05301714771969347,-0.4203441546222042,-0.06281618796772721,-0.5114225733198343,0.008474800075631379,-0.11952942205432285,-0.15031757202594656,-0.3577217457258046,-0.042325243213240264,-0.18100077961722227,0.2225277389059649,-0.2626060210817242,-0.12350241899102778,-0.1666333432697438,0.36184922571299805,-0.144777298840564,-0.18634797083298427,0.03322609760523544,0.15085144782844728,-0.10968820360227995,0.12750579689509445,0.07242820184508063,-0.17709967374632085,0.0817666103702659,-0.11625484337794176,-0.021403057989182222,0.28983146380766633,-0.15390840525973568,-0.11864650499133275,-0.03551149926089924,-0.02560701026923032,0.22395702211603266,1.0,-0.13677897873909384,0.10742907724277218,0.298851244903618,-0.006298801850517965,0.2012452542187861,0.11952069117913626,-0.09278236596257987,-0.7813929138494723,-0.1949089038956373,-0.1657188379368164,0.009782448436667241,0.051279550715210405,0.06365735997240235,0.38703451260980215,-0.01278741121171526,-0.40090872847681097,0.14605717366129575,-0.2318541049023186
MDEC-13,0.004726749407439043,-0.04224573703204318,-0.06038557409650934,-0.053965275473451244,-0.039697320200108605,0.02057869980573906,0.1051354610501574,-0.09460016682142434,-0.014344462459048288,-0.12072294581806722,0.02875734271340961,0.029884205396783877,0.10183004563984256,0.2742390232712112,0.003852926133698596,0.15322628225333104,-0.062437448248161755,-0.04546160082961669,-0.12492104122126418,-0.09523143622131516,-0.11319781454276476,-0.22110443587571554,-0.12932022518687875,0.20156218697207443,0.13398272698812966,0.27632963322085496,-0.12930857165689114,0.30527640506879977,0.3354603084786811,0.31615964575929445,-0.08183377936372553,-0.11659391653721324,0.4740042556965777,-0.14047155841152836,0.2779786084303867,0.2605230112147823,0.3166353858186026,0.2587747302006981,0.5241566985704619,-0.13070494002324382,0.04644672359775873,0.31111435033637674,0.3417779616617725,0.215111743940752,-0.038608926871249775,0.07504152768177068,0.12083396221153116,0.2134247673721167,0.026345529958607873,-0.11259086072105083,-0.1783540553899927,-0.049052690275190595,-0.17958196021815098,0.09671868800013807,0.25449856992884085,-0.08523216560425548,-0.24112454811453846,0.22407078146297135,-0.13511965613651591,-0.12250771559094926,-0.005262898440466187,0.451297134083274,0.48425389916483813,-0.008425762569176065,0.4893071397915745,0.3106987622360706,0.2257448449419132,0.07700762214246777,0.1371266915433227,-0.07077085282517755,0.30838331958852455,0.2614048647118348,0.056923970243169135,0.08017352280058326,0.33152641319758447,0.40231459897117067,0.18032031886063604,-0.12371081142330924,0.2551897952020312,0.2714948543537404,0.21667096187107282,-0.13677897873909384,1.0,-0.10655823907086723,0.4219181986490556,0.7941800317004938,0.002372932371373866,-0.29963182069021677,0.2792978091462521,0.43074524741941606,0.09916158415243759,-0.1997721023680632,0.24181994398445472,-0.1438678938006474,0.47406273307078406,0.27580067640857053,0.08577963821629997,-0.10558074109928936,0.30738154256061234,0.17483750309390295
MATS4v,0.028021509744934173,-0.0032995826469152064,0.015792866945483368,0.031057757065876938,-0.045565653245315065,-0.013491623998186698,0.005896145435050242,0.04582634050697628,-0.002204698687329214,0.08217310278734301,0.03777286229840118,0.008693883809555197,-0.02117382857987055,-0.13092057304126214,-0.04124854147432265,-0.037615156060900275,-0.10598367978926822,0.04259674604825101,0.03440869015905813,0.09605373286336741,0.04094042077493874,0.0957783991921252,0.021494737757346418,0.00044684725162917973,-0.038789270914602325,0.013104517139880142,0.03013533647419203,-0.20393047168452638,-0.23324038853653054,-0.07651519972245416,-0.021100390789197697,0.08477882973001681,-0.18162412150878413,0.03980290910977384,-0.06527905029690498,-0.04020099366181476,-0.22219972984902908,-0.17260171912978392,-0.10326623059345108,0.17731855971517213,-0.05553485008215478,-0.20836906848586456,-0.17180597811091017,-0.01081219336213272,-0.017112521649947875,-0.004785217792258514,-0.03497455331928756,-0.06809578990949398,0.0015247813315266605,0.10010398359887486,0.04051541379928641,-0.023793888035215652,-0.03839456468597704,-0.07975341283795805,-0.1125625002258745,0.06643431883225748,0.11064703052195622,-0.11519378772095897,0.09258376306108904,0.025213028266463825,-0.04689943758615805,-0.012490774330143934,-0.07829014376058513,0.027577412075590595,-0.03134339796556669,-0.13518753531953226,-0.04382711161486289,-0.03218798924996483,0.0006214087828835771,0.0643672900342578,-0.15619200134607172,-0.147347584763768,-0.010279459278846794,-0.10709315047168502,-0.17158943426594328,-0.02173020077430188,-0.02763197273335728,0.10261363560938924,0.005736673791723844,-0.009808471860925592,-0.14321381213620324,0.10742907724277218,-0.10655823907086723,1.0,-0.009634927002752241,-0.10024881217042296,-0.0021089115848188533,0.07541647475880159,-0.16537612905578541,-0.19376430069479983,-0.01641725054265034,0.12581432112062527,-0.03195829348621009,-0.09547300141820628,-0.05822039017741427,-0.11509042603067099,-0.05350023465743345,-0.051490362230537934,-0.019817278387652296,-0.07699188566779577
P_VSA_m_1,-0.1447786495918327,-0.11180142434015429,-0.2647519718030729,-0.1832066003207946,-0.14795353024332306,-0.09150733369801782,0.005812590409940212,-0.29370625624369534,-0.0962608487881954,-0.2914177380855952,-0.18688638512296904,-0.030744058488350053,-0.007821142369861213,0.3571647412728947,-0.005022325806420155,0.09944165520189605,-0.28285460135766227,-0.11884852965233841,-0.2731200874514825,-0.2822005446478836,-0.1552444154105713,-0.38860417993497776,-0.1618932902924517,0.1989470141404106,0.05950564936871111,0.305219425041943,-0.14367108929789346,0.33928339887094644,0.4888645542303853,0.6428926405763865,-0.04415042054731338,-0.25928203930965676,0.2649110895872981,-0.19625072234818583,0.49225365812635286,0.6283783825759841,0.645802368001317,0.3868251083007619,0.3186805805380351,-0.2679747554473901,-0.09412200671829722,0.41379570826336376,0.5645191010984701,0.6058292599807872,-0.19122560469075975,-0.01837537222943673,0.022864863687835274,0.2118339180411069,-0.14397275926005013,-0.24551467838434626,-0.41952760328081856,-0.15357871736006634,-0.5009456894187202,0.18912628650850122,0.29050898937596403,-0.2796882726367933,-0.5866718751654818,0.3845195092505679,-0.29125484865225354,-0.17954085690037366,-0.14374313363910274,0.36543977661878163,0.3262482341713196,0.758753735635609,0.22319585659811442,0.28104194215151274,0.6615015600106456,0.0640441450358347,0.14562529777280772,-0.205282058785949,0.4767575566754026,0.32948746281551594,-0.0027290313466144514,-0.05214961372508371,0.3470300131601681,0.9756885467768727,0.31792445703622135,-0.27101667992813794,0.49284977191479545,0.5396514840733853,0.3994156216104393,0.298851244903618,0.4219181986490556,-0.009634927002752241,1.0,0.5903511412797448,-0.05260796892840321,-0.5599971388188404,0.32979732275083046,0.07258659530225658,-0.013540823060877503,-0.2807308484497332,0.6759474256812594,0.10966727085901272,0.5344444130091777,0.48821691078907886,0.04915036581201959,-0.2616226740963323,0.6987933426965807,0.22091991490063312
P_VSA_LogP_1,-0.08125185615742489,-0.15556627662928896,-0.16198689077974635,-0.15125629539118624,-0.09323899939641311,-0.04015484609594667,0.0006899550761143275,-0.18784206522422878,-0.08736221528781192,-0.2331917263951041,-0.08399199610558548,-0.0019631471763641457,0.0873922992313935,0.16723764918042508,-0.05365207832269211,0.08769392138223937,-0.16190041267966707,-0.121727264307197,-0.26274530995672496,-0.1892112457353673,-0.24164725208176407,-0.3530335109481844,-0.2413283903420987,0.17981580626416807,0.10083898031580815,0.23070887285813796,-0.24535558150399375,0.14204543118755464,0.26723242269758124,0.3112107524578715,-0.1664117643192693,-0.19096020426900776,0.3162580306597194,-0.2733438297247275,0.18590036811351207,0.3104486810732092,0.33534750032995203,0.19275599372336638,0.34744683422649864,-0.12828885029250922,-0.021374783289085774,0.1816252795347029,0.3023253001388136,0.44827643934906164,-0.10483769507738745,0.020451462110467694,0.08109973083846236,0.15914916526289957,-0.06233153714136643,-0.18058268877316644,-0.3008993983832203,-0.16346958375138534,-0.4043398576397621,0.13985199595138054,0.1641186032686424,-0.13996884758153103,-0.3816223844570785,0.13177513066054675,-0.2110448064713002,-0.2531151012095467,-0.1081002235627371,0.3403218357147761,0.30850978931726003,0.19454476578971303,0.37597404857307637,0.22573653566843713,0.28707686211515826,0.06463686466000988,0.12553155393123894,-0.12244711820785457,0.2044865932407115,0.10883186386095352,0.02148972422868753,0.012957527431352233,0.18093829116921586,0.573083765119825,0.028089288027739995,-0.19875354269063164,0.1911188464635911,0.199048503600034,0.3363664897699428,-0.006298801850517965,0.7941800317004938,-0.10024881217042296,0.5903511412797448,1.0,-0.04264060641355225,-0.24500352404791528,0.10313273765853499,0.3718777256164223,0.029182806593438644,-0.2527214373945782,0.3012279896746097,-0.14995300646179147,0.46271518919729043,0.3163127795069662,0.06891100111255284,-0.2362499755539863,0.34244929437409743,0.029377944940092295
P_VSA_ppp_A,0.6755281836801192,0.6655603682344141,0.581555679421301,0.8936517547600463,0.7674906448470686,0.8687812825678713,0.6213201872795846,0.015043165848539047,0.9442162212176687,0.36780226515291814,0.730557493613241,0.47833909558569915,0.40964750506700187,0.25138013546769455,0.6732097298427913,0.7564958390874448,0.4336389439257301,0.8988893569977908,0.7632596870667356,0.3527195883788425,0.6843364384863055,0.403117415684461,0.6013629042080675,0.6031143544915032,0.22651594250415696,0.4816527883712673,0.7318078127739152,0.23604640039578756,0.300491185322888,0.35689045065563385,0.7405904691909662,-0.1557184071425949,0.32696488916799005,0.5258513963896582,0.31936353765548575,-0.3689426762876106,0.21621382109865123,-0.13211736488218007,0.3380087500708448,-0.03206906550007671,0.15317676277070258,0.20625085365938403,0.32953556249664545,-0.14856347788508248,0.11228501966520646,0.13246148669006302,0.2008511536592673,0.7207273353466528,-0.04329144571831262,-0.16168493455370878,-0.06165031040423421,0.3835747200814423,0.0029272125801907945,0.08915812251448073,0.054697400754831295,0.12907512748894462,0.13801311532485547,0.24958478353002808,-0.18616201955196945,0.5616535971388796,-0.023371919023936868,0.37326928894471295,0.3746952883541527,0.13744864904475124,0.36608719871649653,-0.041719657419332076,-0.3546959932493949,0.8729479663091178,0.15422990566015762,0.8266813224904066,0.32740665117503986,0.22149559038009065,0.7541062537310015,0.15472164595374696,0.31782227390719914,-0.09103861281451618,0.1634921672002851,-0.1705606919126434,0.2980961944024117,0.30058886010252023,-0.08093822559787421,0.2012452542187861,0.002372932371373866,-0.0021089115848188533,-0.05260796892840321,-0.04264060641355225,1.0,0.2529979264578351,0.23560089496084619,-0.058244791244878996,0.17811005047794137,-0.1155113748620975,-0.3626445253894635,0.10179019126689344,0.4767800256573966,0.20905726121812868,0.733541231940767,-0.15280793620597616,0.35695394841615324,-0.1562373507801855
ESOL,0.08815034922202843,0.167509552612685,0.01872158568475142,0.2354735257507198,0.2172816022286409,0.2223821132554038,-0.1953392620539747,-0.007338558208630386,0.2750648132900453,-0.025831164180154666,0.07503702669068114,-0.04241065860020168,-0.04330919299715983,-0.6322029351224256,0.06418415639595901,-0.05743002072286061,0.1207968828261522,0.21498220878285781,0.12494433710560195,0.0385009833978377,0.3089310718404986,0.47787237643968233,0.29001361719987495,-0.17412297111892094,-0.22164577337716235,-0.2623355602413783,0.3195488373554189,-0.6341268870373459,-0.6111010606785571,-0.5975390894723778,0.27472128466686535,-0.11880621388341762,-0.5029934994654803,0.31387645771362765,-0.703148889946778,-0.9312588172949694,-0.6398057698904235,-0.6802095488066737,-0.49842279826579855,0.23976958979398721,-0.0014415234314181268,-0.5600871982681292,-0.6240338783643244,0.023099641836128955,0.05906690091991257,0.029348960046698208,-0.17021650971555366,-0.10898547289594226,-0.28600035058123624,-0.14280709539279438,-2.9228381352066782e-05,0.05259834086694919,-0.163176119335153,0.13895624297036308,-0.5099921764142902,0.2302962068302392,0.19878289231040658,-0.6393665234086208,-0.08542910453304971,0.2995527895634574,-0.2064883549142038,-0.516743113210017,-0.5453371519887502,-0.4217849996917739,-0.4141772748922271,-0.5999115588117147,-0.9110032181385582,0.18059772243178088,-0.23073028425874836,0.24901054121381752,-0.6412579690909282,-0.6430823910060837,0.10678468801113812,-0.0780072857338994,-0.6103764078684333,-0.5822395255601622,-0.6105565815553873,-0.12385122619105084,-0.5505911129631287,-0.608741302663168,-0.32970463564651153,0.11952069117913626,-0.29963182069021677,0.07541647475880159,-0.5599971388188404,-0.24500352404791528,0.2529979264578351,1.0,-0.6776851038540511,-0.26350169644691157,-0.059287840912343646,0.17560234442975875,-0.940956324896107,-0.10060242989980073,-0.47733668305465676,-0.34941521545685006,0.03644127003536342,-0.19134797310252552,-0.6278175974152389,-0.7589795044480387
piID,0.34503790367023157,0.30737513631531405,0.29486211148390573,0.2548892785340973,0.28980387000159635,0.3503574129967629,0.43760871480919983,0.17252945693141766,0.2820907112708452,0.0783812579985854,0.12377551337912601,0.22724853374926265,0.31895201507359416,0.747520060560551,0.24443718842449094,0.41157843901633107,0.294478283222192,0.14345155292962608,0.20220818314272596,0.07194141897080604,0.14078237900991836,-0.15019023734245393,0.12170339606277804,0.4178847906838613,0.48018362200190806,0.46871142166514757,0.08555097551183566,0.9196179570418116,0.7823226570925512,0.7635919035211038,0.12360277955815037,-0.07330420626242813,0.6786249217100979,0.09900356008721696,0.7773985960806544,0.4661936800471619,0.716499221215703,0.7289776093120506,0.6963579288616887,-0.3406637251966971,0.34655597201268024,0.8382720761354118,0.7873593551015288,-0.14284534817245706,0.21903509873451862,0.20879593500486554,0.45572992313362576,0.4380616926718119,0.2583833448592665,-0.06724051610378166,-0.16325858738143537,0.2455771394174524,0.16044110573871262,0.028473939951167742,0.8088775563037356,0.028037570500099085,-0.18664397335274813,0.7314877612016399,-0.13363768354781422,0.14452284152953127,0.12249357473461263,0.6803808952227669,0.7843342029842713,0.2544933179933181,0.5549627521883054,0.7791477211854503,0.4685460496811626,0.26838198154234116,0.4053325282764443,0.10765548950658388,0.9233960447803363,0.9076810725298856,0.22604327095830995,0.41116829594404175,0.921792511872441,0.2876695271480067,0.822059183282442,-0.09069713217537316,0.6554806259422821,0.7243017643372661,0.295754372412558,-0.09278236596257987,0.2792978091462521,-0.16537612905578541,0.32979732275083046,0.10313273765853499,0.23560089496084619,-0.6776851038540511,1.0,0.30537091794502425,0.4005579125495719,-0.31185903853392644,0.4694877039832312,0.08755883747143882,0.5709913307175822,0.5855027983298342,0.4027331119156605,0.04060265809065362,0.6416293534346993,0.622849992697585
