,nHAcc,SHED_DA,nHet,P_VSA_v_2,TPSA(Tot),TPSA(NO),DELS,P_VSA_i_4,P_VSA_p_2,ATSC1e,P_VSA_ppp_ter,ATSC2e,T(N..O),ATS2m,ATSC3e,ATSC4e,AAC,P_VSA_m_3,P_VSA_s_6,MAXDN,CATS2D_00_DD,Hy,SHED_DD,ATSC6e,F04{C-N},ATSC7e,P_VSA_ppp_D,piPC06,ATS3m,ATS5m,P_VSA_charge_1,B01{C-F},GGI2,H-050,MW,LOGP99,SpMax4_Bh(m),P_VSA_e_2,GGI3,Mi,B01{C-N},PW4,ATS4m,H%,P_VSA_e_3,N-072,F03{C-N},ATSC5e,P_VSA_LogP_5,F01{C-F},AMW,P_VSA_charge_3,Mv,SssssC,P_VSA_m_2,N%,Me,ATS1m,B02{F-F},nHDon,SpMax1_Bh(m),GGI5,GGI4,S2K,GGI1,P_VSA_s_4,MLOGP,nO,F06{C-N},MDEO-11,piPC01,piPC07,T(O..O),B03{C-N},piPC02,P_VSA_LogP_7,piPC09,nF,CENT,IDET,MATS1e,GATS2p,MDEC-13,MATS4v,P_VSA_m_1,P_VSA_LogP_1,P_VSA_ppp_A,ESOL,piID,MATS2p,F01{C-N},GATS1e,LOGPcons,MATS3m,SPI,SpMin1_Bh(p),SHED_AA,Mp,S1K,P_VSA_ppp_L
P_VSA_ppp_D,0.42072669706829496,0.712529827608624,0.3200452786558075,0.757466847869931,0.5729180378773467,0.639431120439713,0.33478432572411,0.13873855114172884,0.7909753716830066,0.3160565400567186,0.6462341806726005,0.21212156975467925,0.17852053173608237,0.09050663204528103,0.47418313205501345,0.49286395963628843,0.2865629183322227,0.6978827834383946,0.6542875569043993,0.21733886614334363,0.9657667625506768,0.7106796308819998,0.8091753755525131,0.27846420411504835,0.14376922907734974,0.1966502443255332,1.0,0.08020656106867799,0.14823889903096582,0.1300680835716512,0.9343169530993582,-0.11277848018876602,0.18702233279185537,0.8689423770391818,0.10876789862327678,-0.44276227376242094,0.06627060616796687,-0.2341528278447981,0.15448023414780768,0.00806894783179401,0.17944958734363317,0.06536694891055062,0.1330548138125624,-0.0031285499146207034,0.2213740309814708,0.11947703739164037,0.10594212370681808,0.4243232747349843,-0.1667577801695345,-0.10606221562806804,-0.07049304964038165,0.2949425087218526,-0.08083030235792577,0.05445409447246969,0.002402877316571674,0.07771522685516107,0.03910762221554687,0.0731720464357201,-0.13016994223873557,0.8913921979274775,-0.02931608044513486,0.10029815677033732,0.1564646447931353,-0.0006622930980240354,0.18973801717738875,-0.13053118213419074,-0.3806123312329834,0.48136281948744525,0.10190146721019178,0.5949773142794283,0.10000640865628575,0.06029261719002395,0.4124544766313573,0.13884186550909977,0.10708043877183404,-0.16143790456446383,0.04106798613160456,-0.11466839568943124,0.10770469165068276,0.10790023616527393,-0.24170714326452816,0.30230870930024983,-0.12930857165689114,0.03013533647419203,-0.14367108929789346,-0.24535558150399375,0.7318078127739152,0.3195488373554189,0.08555097551183566,-0.1746403747914253,0.11922904524101659,0.19261809839577027,-0.4126900574113822,0.04223430712213658,0.20761992043513083,0.12186767861678777,0.3497749787362238,-0.13549109428922956,0.12920469806356685,-0.1618418399829256
piPC06,0.29245474606632876,0.29029626604018877,0.2413699453837731,0.22523918550688046,0.27299039628184185,0.33973844441272644,0.38204596308056565,0.10737564031774924,0.2781982797847968,0.019085206405479456,0.09517729052590036,0.18253405083267862,0.31914443464966813,0.6550226358156701,0.20997490431634336,0.39629460629131336,0.24534489333779544,0.12190052253491307,0.15575058327124816,-0.013962204140483119,0.13643513031634752,-0.12111543481883834,0.09977609280019961,0.42970304420254696,0.44560461405534224,0.466722325169826,0.08020656106867799,1.0,0.7304108245646591,0.7821605146661144,0.11697856382965191,-0.15145835935100058,0.6357742457297052,0.10543432959233541,0.7185487985471323,0.4306137484920051,0.6845881682026203,0.6922186070197343,0.6666975565724904,-0.3819493757685271,0.3399053822993687,0.8372481289897086,0.7683367258343541,-0.08861434261824051,0.20133798709262563,0.23102402858870155,0.4375965848877215,0.44654651664204525,0.1708648775319606,-0.1503257052603942,-0.14955156125873503,0.2447506898648699,0.13556507279565075,0.09494557509813839,0.7644726322880252,0.03614081443900507,-0.23674252521461497,0.6659046017690117,-0.2058103173011912,0.1388814642406597,0.13089965044172872,0.6680332351455202,0.7565189751212255,0.2410881370923684,0.5096855397495679,0.7478175403923606,0.4450209442260377,0.2701545338794759,0.35839661422178193,0.10426855229719335,0.8590427810042653,0.9445676444490126,0.22960492039245542,0.41489888357628363,0.8572465318852882,0.29372641569305225,0.7438468846379727,-0.17006211875232952,0.5694318279752044,0.6407808866750155,0.27403842089625985,-0.15901660756979502,0.30527640506879977,-0.20393047168452638,0.33928339887094644,0.14204543118755464,0.23604640039578756,-0.6341268870373459,0.9196179570418116,0.3641152636731534,0.3876912804356619,-0.31292616763638736,0.4435111485384979,0.1339382009507688,0.5654452146520609,0.5271767912943685,0.37849505121798965,0.06404082301576806,0.5927875239684316,0.5781839956037373
ATS3m,0.42790100980418655,0.29847004797864424,0.36854245194016455,0.34029755083196006,0.31039269858683016,0.34665096317451793,0.5842041763188589,0.1578008677066645,0.31474208896637335,0.27896918198209236,0.316777051495007,0.4590093306686799,0.2836367428401664,0.8139918583330427,0.4686728772755458,0.5580245839004163,0.35779450615154845,0.30141875815758706,0.3262362971611598,0.20257871083051537,0.17936112086722533,-0.15849393775259524,0.1649651845526887,0.44549668542217663,0.3647251341048973,0.47719296390367744,0.14823889903096582,0.7304108245646591,1.0,0.7786594159259108,0.20568914579874378,0.06478960064789963,0.7532322160521052,0.11304855134768128,0.7900042974968136,0.4394006612081786,0.8692278810551788,0.5374673975889462,0.6988179522281321,-0.21150635994544212,0.23612144771209959,0.7909351086505135,0.919186188100928,0.04979191244038627,0.08526060911003011,0.2138621033285956,0.34430860692940013,0.5285275082348185,0.28664856180834447,0.11847055789879196,-0.27764444124869214,0.2760085049802484,-0.06329677789198616,-0.15673655153393132,0.5617451860186937,-0.13120910791463095,-0.23135203144053235,0.7391530475001247,-0.031227827231362023,0.14992254291697565,0.05905126042346495,0.5855314978719617,0.6538108371718205,0.4268886092435904,0.6587096076752349,0.48102137838634706,0.503787353149938,0.3512779325899206,0.3103945448671815,0.14812850896136856,0.878186746271498,0.6841642277494486,0.2739367467837445,0.3047352412908525,0.8498622780757005,0.47477663557704264,0.5645717250657512,0.06286617393883802,0.5649532369499105,0.6242205570455394,0.4030383451928136,0.14510825677991918,0.3354603084786811,-0.23324038853653054,0.4888645542303853,0.26723242269758124,0.300491185322888,-0.6111010606785571,0.7823226570925512,0.2419024050943124,0.2958897665558057,-0.36037785530704275,0.4778814179696024,0.09320974770114697,0.7502918565840803,0.6767123287198963,0.3972988884363919,-0.137686517256751,0.7789524452078365,0.46138438193872156
ATS5m,0.37482807990930395,0.3192770106320724,0.291366772735725,0.3156305555743184,0.33827841742594444,0.4178843685750888,0.4904615331139994,0.028194696991634512,0.3730782580986209,0.06098350081929961,0.23242335178657367,0.34868897999434434,0.33214683744629675,0.6678446898699099,0.3836602809910971,0.5394974245157148,0.1724953107883441,0.2610164782234353,0.24648501674436857,0.039298545335447375,0.16204450709449403,-0.1313172896109996,0.16205997342716047,0.577306496380224,0.4191435894176161,0.6260611034908953,0.1300680835716512,0.7821605146661144,0.7786594159259108,1.0,0.21420241888608793,-0.192108868567109,0.5923323353730261,0.11518790979045261,0.8265250119472181,0.48336018965269695,0.8169056939504107,0.5875381316769578,0.6469151783568029,-0.31360059955209274,0.22860629278596056,0.746205416996974,0.8944155833010582,0.1449033704719418,0.11909197501748552,0.20316224425574786,0.36680988371821693,0.629607090416677,0.11886259769490523,-0.16109297492570393,-0.2512402097256455,0.2357869495970498,-0.10571328077818068,0.0701882478168975,0.6457430026008708,-0.07300673092838464,-0.32270942866684343,0.7100065399700798,-0.24635168256746032,0.15112122511532097,0.03277871255428928,0.7242008312499616,0.7373823814953502,0.6403041544183333,0.5259778667567125,0.548098842653856,0.5141921804228087,0.4436090318649429,0.3719113629481352,0.16921030408571025,0.837903274546315,0.7784772698330328,0.34441486487302986,0.30228458999327745,0.7488755280622016,0.6098529310236152,0.6837341412246604,-0.18611208933465193,0.6764085745883736,0.7436550634371599,0.3264311596655237,0.09336981974280097,0.31615964575929445,-0.07651519972245416,0.6428926405763865,0.3112107524578715,0.35689045065563385,-0.5975390894723778,0.7635919035211038,0.2103449714402205,0.2970862087912856,-0.351219989978063,0.5161602588852527,0.23348395872220568,0.782387726756928,0.5570635955537021,0.4794016966920463,-0.08957742794567562,0.8678909817944066,0.4698386826072327
P_VSA_charge_1,0.41735738333536176,0.6589865558727904,0.2919398499920547,0.721995546526713,0.5208018057181144,0.6088686360769482,0.3526374711757566,0.045188598157085785,0.7634677323736051,0.27472633065087704,0.6050982572862413,0.2616570552065929,0.15094682429559333,0.1221639894240084,0.5253208303677463,0.5240183795159821,0.2393467072545135,0.7061034614452029,0.6256864329202665,0.1612605373303023,0.867256124976269,0.6042585177228684,0.7376436139428588,0.33256185647039904,0.0981523102994228,0.2562237820884724,0.9343169530993582,0.11697856382965191,0.20568914579874378,0.21420241888608793,1.0,-0.13876808654666883,0.20166039424993668,0.7720078630532922,0.15856410061405793,-0.38770058797893137,0.1457199102841877,-0.17103307034340695,0.1718839956254433,-0.03657471743901043,0.1010872967456192,0.1261273104073222,0.20454284739843362,0.06236382950992887,0.1283786228662469,0.02068492579924166,0.06316237936023833,0.4898550691916245,-0.12011601823951232,-0.12736526642215776,-0.11827784317353238,0.22979367801931755,-0.13050095585141647,0.07151689088079849,0.018401693502616886,-0.022648707324369872,-0.027737431619847784,0.09385739960535884,-0.15522896908035697,0.7985515970684381,-0.0803279862308517,0.13189585791222608,0.18630695528219243,0.09226895553356712,0.1865254145694306,-0.07303232608849243,-0.3145661292847975,0.5559716914377969,0.09976840154643965,0.5424688750465151,0.15268589666598775,0.10153032863798134,0.46430324303673914,0.0774278047132805,0.14457943133187148,-0.07179710799768203,0.07774177394652895,-0.1391897719850919,0.1681125595298016,0.17122786280336857,-0.1839345467892931,0.2912946031495704,-0.08183377936372553,-0.021100390789197697,-0.04415042054731338,-0.1664117643192693,0.7405904691909662,0.27472128466686535,0.12360277955815037,-0.11807355545301895,0.05904895169356597,0.14602230308539596,-0.3501123500052743,0.06606052877791024,0.27009125087314645,0.16621822428134478,0.4171911491025571,-0.1636584803222836,0.20662928008079817,-0.1413985149737427
B01{C-F},0.2990374309740568,-0.07136307213667718,0.32760470168313127,0.11044473967062253,-0.17839602217769635,-0.15364806570468767,0.38085134425643924,0.45397876115360175,-0.16082971160098147,0.6436718980825135,0.2249821115227891,0.46016324931114355,-0.003548067516520036,0.16492506449075503,0.24288913975351348,0.05798316241001472,0.18178778756828495,0.14627937989252796,0.23024245629990842,0.6010203781969868,-0.10908975806885643,-0.031150570460891584,-0.056808084868717454,0.036267972735780314,0.009861616068002552,0.023787682304966227,-0.11277848018876602,-0.15145835935100058,0.06478960064789963,-0.192108868567109,-0.13876808654666883,1.0,0.1677559637147507,-0.11482423795040231,0.06584263971876586,0.08643042525220518,-0.09566437403215465,-0.18096142164335297,0.05247493372329062,0.6300396408201994,-0.039404026981144695,-0.16211767693725004,-0.034527175754883475,-0.4360491592633789,-0.0448792880838147,0.006016334723551819,0.0011285907489564596,-0.038449170978843664,0.625765253077961,0.8564810569030371,0.22644021980784498,0.09259941105155572,0.2564411142838136,-0.6411598355047524,-0.15120067168657053,-0.0389314201791939,0.5696570381320174,0.02401851522256676,0.8812898549735158,-0.10797310769243672,0.03575220495729073,0.00046717709128387097,-0.03259721809991897,-0.13976217547649417,0.2504678566600631,-0.18483622542776762,0.09967640501511477,-0.1678588093636286,0.017950098284553215,-0.04179055395502032,-0.0718211726443722,-0.11622530625232787,-0.051271332703428395,-0.028862645509080753,-0.01793424765967738,-0.23992133658687106,-0.05435875659101877,0.8285768663205166,-0.007457020071448681,-0.02964575735791107,-0.10479770312107542,-0.08955059966513637,-0.11659391653721324,0.08477882973001681,-0.25928203930965676,-0.19096020426900776,-0.1557184071425949,-0.11880621388341762,-0.07330420626242813,-0.03119909071651253,-0.0076136613421380625,0.17853182092808148,0.0829939530243173,-0.029839456288087898,0.07874773164530516,-0.09300625873426104,-0.06548663802420084,-0.020187211512426657,0.0223685609906562,0.018405896238602823
GGI2,0.5233041456572332,0.34854941310689014,0.4803489921875228,0.4342572026114929,0.3158466546423089,0.3899998182846591,0.6980359382243877,0.3161575770899163,0.3582731131823332,0.41175062864024004,0.4580806561625747,0.4758231304701965,0.3598943455038222,0.6756098635609867,0.467333484939286,0.622933911355454,0.29133178014185707,0.364162088093492,0.41732612390730695,0.3513818874563396,0.22677738905367473,0.0071015312750337505,0.2020251651249826,0.4822398048463074,0.4407693190240734,0.5019181659176757,0.18702233279185537,0.6357742457297052,0.7532322160521052,0.5923323353730261,0.20166039424993668,0.1677559637147507,1.0,0.18010149395298836,0.7344214889598544,0.2964041274962772,0.5463977818352399,0.39582431226262604,0.8956850740748125,-0.022716686047889057,0.27463750704137374,0.6097384255189471,0.7155948262526557,-0.17537476248240386,0.18275611665322242,0.24563149984798427,0.38450895698241927,0.5558818151518039,0.4040382182267083,0.2517195167624736,-0.05779602146046203,0.30463909490759283,0.1212668380247737,-0.3107664158252539,0.511513749138296,0.0064004939712775655,0.036929588724700216,0.6083709885797097,0.10614089080152472,0.21063757738699,0.14454645663906557,0.7114448577240795,0.8012223273747167,0.07199401850435629,0.854678271082427,0.4316978407148572,0.29137217774547036,0.3255252736279758,0.3891864042065821,0.21646959418835995,0.6759522150292364,0.6259341302950403,0.2888832307556941,0.3266189179411954,0.702003828000626,0.2494747675229238,0.552536855272342,0.22265767410999074,0.6180412828288085,0.6427208161531184,0.1733472636937698,-0.1335402435027137,0.4740042556965777,-0.18162412150878413,0.2649110895872981,0.3162580306597194,0.32696488916799005,-0.5029934994654803,0.6786249217100979,0.40231396200622366,0.3195100181943465,-0.18091189875799302,0.28976468176830616,0.07272177383344747,0.7508166931608892,0.4065007151607197,0.43141783749991847,-0.024581641195263976,0.6281733594620685,0.41539408832556646
H-050,0.4360343325608056,0.7500581749069554,0.36038566396762883,0.6864572360678821,0.6310601415679521,0.6522653083370826,0.28094463268209113,0.40503481862765844,0.72130687128525,0.2500950118858892,0.5331182222426852,0.1689817737638757,0.30189365424288744,0.04932557506317377,0.3538598838191926,0.4056387568156513,0.34006787515384734,0.46314673656724137,0.5757684685768384,0.1760669086654582,0.9223573195702446,0.8672219512905306,0.8034196978036903,0.2420032199847639,0.3508172426295301,0.2012831657099774,0.8689423770391818,0.10543432959233541,0.11304855134768128,0.11518790979045261,0.7720078630532922,-0.11482423795040231,0.18010149395298836,1.0,0.11595540425730269,-0.44803195519481304,0.01558989776418321,-0.1585444223633285,0.15735716927130033,0.021531422171455886,0.40058851002409934,0.04688102690009726,0.10496933106087142,0.004158479110691223,0.5197088797586921,0.2685044074510126,0.30631012585351536,0.3499984208434668,-0.14243392312480835,-0.10989591540146516,-0.05956396644393695,0.37368253991642725,-0.07009939370381821,0.06434763708296123,0.20261713980315726,0.24293374555356395,0.00942838218788023,0.04181938305750085,-0.13485783931915127,0.9770588057811526,0.0049790564087605245,0.13580617118220611,0.17539616128752894,-0.03858747801367787,0.18922141395353972,-0.0944727440149305,-0.4051141512666918,0.31913007014271233,0.26780954448299044,0.4411563543489436,0.06117641394872767,0.1019319290642462,0.29059125017178244,0.36129016321793533,0.07791896254504868,-0.20397708135427367,0.10252222351636052,-0.11828497236741951,0.14057030379286392,0.14244523230695666,-0.28715592059953793,0.19239945483848378,-0.14047155841152836,0.03980290910977384,-0.19625072234818583,-0.2733438297247275,0.5258513963896582,0.31387645771362765,0.09900356008721696,-0.11362494157694059,0.3070384523366582,0.23698249162107435,-0.4295543179725995,0.04238460012400969,0.180690733384767,0.0769903377003432,0.3033589368613327,-0.09709594699966681,0.09970943525648258,-0.1511753170267535
MW,0.5183714578947185,0.3550077114934015,0.5504262076774561,0.37525515327101866,0.386859146704384,0.41099417518905496,0.6660688357699536,0.22015596429777057,0.34898194082030365,0.3040317252343749,0.40800134397605103,0.49952787393939563,0.4196259472668108,0.8332335552065537,0.47782368813617854,0.5950794212061228,0.2894595955545329,0.3031424506547919,0.39982790556056735,0.2930248165621354,0.1586612157011744,-0.0902238241639442,0.16761790436341045,0.5977201399012079,0.5038812533118688,0.6731174587785098,0.10876789862327678,0.7185487985471323,0.7900042974968136,0.8265250119472181,0.15856410061405793,0.06584263971876586,0.7344214889598544,0.11595540425730269,1.0,0.5384749852170824,0.7452990219634219,0.585223704075042,0.7457181995958299,-0.1945204330463453,0.2764102952987762,0.6410320957226988,0.8304190475493732,-0.1720055535765598,0.23047552192112689,0.2402886081939847,0.43167981344871365,0.6316391896754905,0.32818277022501763,0.0955071042218185,0.08234125025259958,0.32142830990496024,0.2304611281053556,-0.14003627850980588,0.6097917423800816,-0.04412445377801012,-0.03328134422849111,0.8879231300892039,0.014693809957831388,0.14840216736064848,0.3166315963547514,0.7776272678853213,0.7803793396935226,0.5446812183808896,0.7171788607820834,0.5021102699690705,0.5127095516394441,0.39715287609398875,0.4848619536588466,0.19020244262197417,0.8124430696449609,0.7364610915763625,0.37083100359858173,0.3374523521514301,0.7663435194840342,0.5077365298355175,0.730141441086754,0.07336808013668893,0.8434239720007317,0.883399807353492,0.2101943860502193,-0.06313773702971319,0.2779786084303867,-0.06527905029690498,0.49225365812635286,0.18590036811351207,0.31936353765548575,-0.703148889946778,0.7773985960806544,0.2665849223482975,0.3754885200559614,-0.2060901397207992,0.5383083455872696,0.16425140977120006,0.8310030234271552,0.3454175128189913,0.5354440216467724,0.17914458561753757,0.9146497023215067,0.621155355917818
LOGP99,-0.25724423004355146,-0.32644489786853004,-0.1830107130716706,-0.3845436137106642,-0.34468224645130574,-0.3659194033489185,0.02816387168344611,-0.09523248367528071,-0.4159911778201737,-0.07851647346069326,-0.19537626717740417,-0.08446790895548076,-0.07360533999035455,0.46605308249126837,-0.19912840889368194,-0.11851760462050942,-0.2841393052632692,-0.3240163723838626,-0.2676130882089478,-0.13323223995477532,-0.4557400413406405,-0.5501526106184458,-0.41056871529952566,0.06196847198462515,0.0754263971853197,0.14198711543431633,-0.44276227376242094,0.4306137484920051,0.4394006612081786,0.48336018965269695,-0.38770058797893137,0.08643042525220518,0.2964041274962772,-0.44803195519481304,0.5384749852170824,1.0,0.5360217407710662,0.5707048813659352,0.2932668979879868,-0.18458569743656214,-0.14293488631031973,0.37478909881994693,0.47377713197359556,0.08723190866410527,-0.1618944552494285,-0.14662895257238298,0.01934868871396302,-0.03858740037179378,0.19969650739506914,0.11235322087246184,-0.03786069754206634,-0.20401044966676987,0.049058839876688146,-0.10038267767997584,0.35170694956612164,-0.261146782668163,-0.22112197402004025,0.48543393547206576,0.07250885766896772,-0.435446016742448,0.09967845810341922,0.3666971464667585,0.35360737651498403,0.5086313535612006,0.2376236750512422,0.4474899476231245,0.9057702847268745,-0.2751319740392025,0.10405764886635194,-0.33732269579197405,0.46870353631568523,0.4454322664004849,-0.19816908694229993,-0.06613741993762842,0.41023767515601306,0.6574596742490827,0.43744887283962314,0.09995851288400417,0.4256647111642024,0.47721749916037776,0.3356078659677554,-0.02373265812038637,0.2605230112147823,-0.04020099366181476,0.6283783825759841,0.3104486810732092,-0.3689426762876106,-0.9312588172949694,0.4661936800471619,0.13903397358159073,-0.1205982720228972,-0.17146120679807533,0.9737562894789866,0.09616243241524357,0.37445390199366746,0.26528766008651034,-0.1799808618689708,0.12474729343656671,0.5503577421775792,0.6353849882459689
SpMax4_Bh(m),0.24735665176151064,0.18260259864915399,0.1955236063614778,0.18099503131430747,0.19236331224694275,0.2430967168050762,0.40319701582389034,-0.024465614466966764,0.2123658417826765,0.07732800068468491,0.17667161122343814,0.29802955211074655,0.2094193719248238,0.8078980135950232,0.3222515383435868,0.4301304575648179,0.18978804947722766,0.17530802979570628,0.15695046158968756,0.07275286841328,0.08098525352495499,-0.2655524010261157,0.07256821297697444,0.40131415172651663,0.28256610020506884,0.437006335775061,0.06627060616796687,0.6845881682026203,0.8692278810551788,0.8169056939504107,0.1457199102841877,-0.09566437403215465,0.5463977818352399,0.01558989776418321,0.7452990219634219,0.5360217407710662,1.0,0.5184166238808395,0.5394542601278731,-0.31636236799803713,0.1427479829376074,0.7609035963324621,0.8738615327219119,0.19571336954137938,0.026432317467212713,0.13053395623754338,0.269400924266057,0.46073759433919564,0.11716116211171314,-0.06839117503075831,-0.29612991047783965,0.15588870614070655,-0.13192537751477537,0.012283793357065616,0.5150480206354916,-0.2344366262972471,-0.36609477279986286,0.7491951236299648,-0.15469233490270257,0.055795309707298686,0.04715042056732744,0.5092971640104781,0.5418249598756747,0.5789861444041527,0.5193418000849123,0.4690147659972105,0.6011254358532462,0.3024821191902429,0.2478851290898092,0.06556708287205497,0.8506786956195838,0.6370233866936754,0.2228790247845634,0.22380562167953047,0.8043482553483412,0.6285192705462543,0.49783037051827417,-0.10117252093475229,0.5126122568964429,0.5765298394005095,0.36771730736586683,0.18796492793946193,0.3166353858186026,-0.22219972984902908,0.645802368001317,0.33534750032995203,0.21621382109865123,-0.6398057698904235,0.716499221215703,0.22512506345601954,0.21157681961617225,-0.29584871271524954,0.581296116048742,0.09379119012303075,0.7002565812211945,0.6485827438032162,0.3009700964166227,-0.10024664232246572,0.7917176433343963,0.460420880526843
P_VSA_e_2,-0.05630634187800814,-0.013896782675544514,-0.02880468209695727,-0.17587781648735784,0.08838717106137761,-0.04326551269316323,0.080414849546984,-0.050079591762338255,-0.1143464094719981,-0.2372288547410227,-0.2083641330447414,-0.07931471553192027,0.12303780410950821,0.4673444323311615,-0.0958420169496744,0.06742042272429602,0.06059934336132917,-0.22679441542937612,-0.17259372450025795,-0.2331555762010824,-0.19543965928639723,-0.3233918262313051,-0.14567202579260044,0.19182526446857734,0.312501825138914,0.3065204815543038,-0.2341528278447981,0.6922186070197343,0.5374673975889462,0.5875381316769578,-0.17103307034340695,-0.18096142164335297,0.39582431226262604,-0.1585444223633285,0.585223704075042,0.5707048813659352,0.5184166238808395,1.0,0.4254248538647313,-0.5055472789236708,0.16089491130802752,0.5860921874482463,0.5493389778791646,0.07015816799882246,0.025808762211636367,0.08576069744097307,0.2486781917759727,0.16313164542925387,0.13620620195578823,-0.1712718809370234,-0.10520694853644691,0.05333294247571556,0.09580173760702765,0.12903388002217817,0.72079376143929,-0.13521477293525463,-0.39216443448040256,0.5505817474420052,-0.2252214956428545,-0.16569492708325967,0.17841867829303476,0.5042097438244282,0.5275378278649175,0.3087276908232976,0.2560583914599073,0.8273571188480761,0.5558770706574184,-0.031044244118445544,0.3032272556157342,-0.19560025182963725,0.6420723177243597,0.7003653633872253,-0.0037690922828523153,0.21927792952047012,0.6054778148319926,0.41056914616812074,0.6736653857947448,-0.1930249121531249,0.5495588968558354,0.5916028533403359,0.39350752335293954,-0.14036952183438403,0.2587747302006981,-0.17260171912978392,0.3868251083007619,0.19275599372336638,-0.13211736488218007,-0.6802095488066737,0.7289776093120506,0.2667510938616275,0.17573289299748382,-0.3610020395818945,0.5740857624809246,0.043960398009661054,0.3514926803849995,0.3514321025066676,0.1322337534716183,0.19114072220241263,0.4858050652944303,0.6385121974670379
GGI3,0.4903257506928551,0.3265303185119702,0.4471054075637433,0.40118619224099844,0.34021522805281335,0.4096957400324336,0.655725743969604,0.22899859774166528,0.3675510338742627,0.30294535865156624,0.3960663085036526,0.422485859674672,0.3863642276480332,0.6495041199208744,0.4238517228505912,0.601275396553362,0.25026873344643086,0.33386438306170063,0.34913117657615644,0.25655254524306836,0.20613581805139322,-0.011157932399345441,0.18469028256404468,0.5353680243185528,0.47158459857714846,0.5523458700760463,0.15448023414780768,0.6666975565724904,0.6988179522281321,0.6469151783568029,0.1718839956254433,0.05247493372329062,0.8956850740748125,0.15735716927130033,0.7457181995958299,0.2932668979879868,0.5394542601278731,0.4254248538647313,1.0,-0.10089703523236342,0.2976992871420173,0.691522363109974,0.7359577753440781,-0.1309597295290487,0.17259236021282495,0.2949410327266911,0.41303481649412227,0.6066536815827964,0.2836438549318488,0.1155893780453153,-0.06717561997302886,0.26672409231476824,0.10379257761271511,-0.17354683979150887,0.5231505542720472,0.03089399211977319,-0.02544297999884373,0.6169601664114035,0.0006784852480814864,0.18532706159194556,0.14143309930936535,0.770480815963416,0.853868302256021,0.11980236215301882,0.7992304798976597,0.45829684788332536,0.29262091994837114,0.3582196810641928,0.40513995606042963,0.2484463134324891,0.6792801431240855,0.6517270952672595,0.3239471801378284,0.344059288577695,0.687570619304652,0.29659166813385585,0.606053903233097,0.09419295683739749,0.6487874785792801,0.6731427329648199,0.17050002254324517,-0.15570317388506014,0.5241566985704619,-0.10326623059345108,0.3186805805380351,0.34744683422649864,0.3380087500708448,-0.49842279826579855,0.6963579288616887,0.4098744110440113,0.3752861566457374,-0.2037117339434027,0.28965640257819836,0.051951314446102605,0.7445728659107926,0.38714577327932087,0.4339418777201698,-0.003646631937865672,0.6374153615596891,0.41113418590989714
Mi,0.3531275324639162,-0.0034900620374291873,0.2863720650155073,0.2206263849822512,-0.10673408388931502,-0.02254407949748159,0.24918899872801464,0.48430746714155837,-0.013180431201488327,0.5219548790787144,0.17703064168850366,0.3225762362805599,0.00979104122182315,-0.13041751015014327,0.16006245891203932,0.0008627667316165884,-0.008047180249813705,0.20642386487870645,0.2173263522788021,0.5699161974342172,0.014942602463879845,0.17958593556014676,0.037434130256871166,-0.05169757155729679,-0.05619835530470822,-0.08243383230503787,0.00806894783179401,-0.3819493757685271,-0.21150635994544212,-0.31360059955209274,-0.03657471743901043,0.6300396408201994,-0.022716686047889057,0.021531422171455886,-0.1945204330463453,-0.18458569743656214,-0.31636236799803713,-0.5055472789236708,-0.10089703523236342,1.0,-0.04511733017799137,-0.3826648689081643,-0.23517609126104513,-0.3344076850140181,0.028105137644141166,0.005906059946431683,-0.04165582739668409,-0.07747190855639464,0.49240042693367814,0.6449601142448973,0.024040593767135503,0.03884262610342723,-0.04848121037812464,-0.5139274734462793,-0.2830896537776708,0.23997785576472344,0.694113824751546,-0.28707300108383516,0.7706293641643902,0.03342634140528201,-0.24641626539888015,-0.14543607203800787,-0.2003482150987324,-0.16646843450786747,0.11593115499283779,-0.4375707889013449,-0.20875120673071937,-0.08250179767196854,-0.041719022090858385,0.04498193571384495,-0.302394960502126,-0.33740839903370634,-0.00853429248697206,-0.06726184133951019,-0.26603236197130525,-0.2909902201149142,-0.2587305223355449,0.73438143162463,-0.12517444621413254,-0.16150043328239683,-0.3292647183338822,-0.07180625396600694,-0.13070494002324382,0.17731855971517213,-0.2679747554473901,-0.12828885029250922,-0.03206906550007671,0.23976958979398721,-0.3406637251966971,-0.08382136576067202,-0.018091763530738013,0.3711708762891793,-0.2012919937593535,0.00035385756345582004,-0.025386424909506173,-0.12144666496928401,-0.03460785782546318,-0.4056991927932151,-0.11626477473934713,-0.3720251312957246
