,nHAcc,DELS,nHet,P_VSA_v_2,piPC10,T(N..N),SHED_DA,TPSA(NO),ESOL,P_VSA_LogP_5,MATS1p,ATS2m,F03{C-N},MATS6e,ATSC1e,MATS2m,nC,C-001,PW5,piPC06,T(N..O),SpMax1_Bh(m),MDEC-12,SIC5,SpMax4_Bh(m),MATS6v,RBF,O%,Hy,P_VSA_charge_2,SpMin2_Bh(m),P_VSA_s_5,LOGP99,P_VSA_LogP_8,AMW,P_VSA_charge_1,GATS1m,ATS3m,SIC0,GATS2i,minsCl,minssO,MLOGP2,MDEC-13,DLS_cons,LOGPcons,B02{O-O},F02{C-O},GATS2p,BIC2,MDEO-12,AAC,JGI7,P_VSA_i_2,MATS4e,SpMin4_Bh(m),Mi,P_VSA_charge_14,N%,piID,ATSC8i,MATS2p,CATS2D_06_AA,GATS1e,MW,P_VSA_charge_3,JGI2,ATSC1i,LLS_02,SPI,MATS7p,P_VSA_charge_7,Mv,CIC3,MPC05,HVcpx,piPC03,MeanDD,GATS3i,DECC,PHI,MATS6p,C-003,CATS2D_05_AA,ATS6m,nN,B01{C-Cl},NNRS,CATS2D_02_AL,ICR,MATS8m,nHDon,QEDu,GATS3p,B04{C-N},GATS6e,SpMin1_Bh(p),P_VSA_charge_6,minsOH,GATS5i
JGI7,0.22257905925692245,0.2681235546048084,0.1758981249531108,0.15344204958998656,0.46515306049150745,0.13352086653769688,0.2192150825817236,0.22209087570370656,-0.3858898964872593,0.0834529049447878,0.13945742426019497,0.38766519803422866,0.22067368781685104,-0.08731120086791398,-0.00874305478599025,0.07336742877943929,0.5330263949251747,0.0813347877301623,0.4618563430324341,0.4806497988289779,0.20695508112806127,0.022794391836633073,0.2645971350705628,0.38121397439045906,0.45367614398789347,-0.21731773793230375,0.2548202297534804,-0.07236677132083472,-0.06293484490050363,0.14285077752149952,0.37196453064367896,0.05510472269156665,0.3285771136906656,0.08004677171249784,-0.10992947559200382,0.09203516304251036,-0.12579992880456886,0.4153955087929309,-0.24499662227556201,0.05706779119583244,0.10204373991856565,0.2843437424295712,0.26965522987646506,0.10860720069079396,0.20799599470972116,0.34226540443257797,0.21597530525133743,0.25904769116765275,0.025311774448209756,0.06638293983728481,0.1953383358288165,0.1026306586425545,1.0,0.4486051830290296,0.06034604633064657,0.4583851747869421,-0.16731506981417518,0.1395571677320242,-0.040848756349424524,0.46233650936552545,0.4771832872348292,0.08936231541704864,0.08689447806967829,-0.2076357736676323,0.5226626993063321,0.1561063390280959,-0.03599512889798571,0.4121998908006656,0.06154801983347464,0.47969124310346306,-0.21592458655464786,0.2722099787447428,-0.02343258442040061,-0.0016678853412613122,0.4879351188514789,0.546733811702003,0.4121147495271846,0.4330566522182167,0.11009076477131569,0.5336785311498851,0.3169705088668136,-0.2277637759975854,0.08308964573590855,0.07330483970874677,0.6568021510379161,0.15043278429602824,0.1202257296334953,0.23473926753365423,0.3281828057320031,0.5558097984568795,-0.11483008825302224,0.0976217021362511,0.4262814019970316,0.08151977644221996,0.23873995625017508,0.2617554149948975,0.283580871624222,0.22811258377546642,-0.002029482913785312,0.3405653459277542
P_VSA_i_2,0.041109035599877795,0.1749508239969944,-0.024212925184189694,-0.07463411589743567,0.6811282187088624,0.1596438175340279,0.023180328847616085,0.04774466498429181,-0.7128967900772689,0.18972435179948086,0.27113261659858556,0.5489031286964715,0.25921679629368466,-0.08308914678923579,-0.19071484728450086,0.2283111176421369,0.8182533761663573,0.16947200048826636,0.7107199679471021,0.7718736530653229,0.1298660081199635,0.15212295960880431,0.36638698851454904,0.5374236283908708,0.6127104360252928,-0.14258328504109577,0.04489609077344865,-0.2578981437553462,-0.3380908047638898,0.08174560448363313,0.5392130525537255,0.20740854410322931,0.5837673089102476,0.0661135464265073,-0.12259485020795696,-0.09264762797685755,-0.2711076526729538,0.5847675123776674,-0.41301042349108646,-0.0746686039671322,-0.03938104627667628,0.27273623647822914,0.42702786279190436,0.3292547718969492,0.05656123403683901,0.5949577683480837,0.033968086293039636,0.23029896504555697,-0.14050535745238138,0.037734999361316406,0.1143164081469899,0.01592032613961459,0.4486051830290296,1.0,-0.018760031660792292,0.6070596409904445,-0.4281247061204393,0.026029409670877513,-0.1350775689361187,0.8114286086832091,0.5895872582523561,0.30240012407002487,0.022095554381932524,-0.3473518635448421,0.6522605585625316,0.06419058048427852,0.08886444730909905,0.46243991030177173,-0.05938509897681167,0.457592126977969,-0.08824168306183643,0.48919649593138803,0.0750064318324906,0.05202161671337295,0.727270729345965,0.6029567494972001,0.7365166459887887,0.7283081342922196,0.3132216376500122,0.5237224765009185,0.15042730209154545,-0.1481456056320787,0.14904388128523263,0.03864799869376771,0.6567293992913826,0.1268435279759149,0.011853842734492408,0.4601222291611068,0.4324009253091488,0.5822218060129252,-0.02277243626581509,-0.11116066635603232,0.4614912428789797,0.26216321184996466,0.30185252348156955,0.3370837970755731,0.4502095657121065,0.5139826171222497,-0.13529796417024204,0.5112817397701772
MATS4e,0.0508347499539746,0.05150521577081138,0.029711403826970805,0.04023895906653105,0.05035716476929515,0.017358479391898222,0.025189387680809593,-0.014973925786519085,-0.03325480171248178,0.020666579567000198,-0.1002046262480008,0.0006196017066063234,-0.04802344182893167,-0.11029993826336036,0.09513908886916231,-0.21256252084071559,0.021705938061063815,-0.01777567096532576,-0.047350517278434576,-0.020419256755799208,0.007320886219175436,0.024152644711882217,0.011157332744931097,-0.053844993793830516,-0.0820257807841024,-0.06654376739932971,-0.10853398526117186,0.008705768817566116,0.10200345422409371,0.04425497154572198,-0.10284054152245997,0.06301510258491182,0.022375551077868264,-0.08215681922885967,0.06777383747068347,0.0011478853023825504,0.18625362990062566,-0.10043693368646163,-0.038143890868457986,-0.050092997682484194,0.021313139253099203,-0.09434579890637854,0.1126071202923436,-0.047483004012962064,-0.11408064831009426,0.02644374196387721,-0.1279312284594852,-0.07566293326537436,-0.021872095611434272,-0.059017368404783534,-0.11989757761533301,-0.14117827707375918,0.06034604633064657,-0.018760031660792292,1.0,-0.024531001152427925,0.15811335844430888,0.0016968582969715026,0.05102319696847299,-0.019043858613227767,0.0930578557768801,-0.04439468843678212,-0.04942167761318921,0.187566182140445,0.04237542390150891,-0.03836886440211933,-0.3537085928736839,0.10729143421796929,-0.06871547008683136,0.02066495138964443,-0.12480553041015131,-0.052753604394688784,0.03299196698426769,0.01563295736708627,-0.034009183839590576,-0.04870358362143408,-0.10285657918195236,0.019618693379039757,-0.1397096497945569,-0.005115559669729897,0.020731349615991587,-0.05848582680592241,0.03502918984066078,-0.11614289910942452,0.04729371832179269,0.00832172644943646,0.009877788972349172,-0.0026152555394384548,-0.05178935691197362,-0.04602729277168947,0.020337605970019275,0.08479986204492564,-0.09619052352987385,-0.1244604823552213,-0.017248188111708876,0.06171254804120339,-0.04673148053728014,-0.014951500759169387,0.017764205910241703,-0.13352383422109082
SpMin4_Bh(m),0.03738864973702823,0.1499807276307092,-0.10725330191438702,0.012803424655355587,0.41267553722344963,0.10268666020575772,0.08030303949454529,0.13911907367590703,-0.5624400658838303,-0.09194929702501553,0.31797948409049037,0.523175751803885,0.20912131051153213,-0.08698575869208183,-0.23381346743120027,0.21124792626159783,0.8455467630236628,0.4949753519050064,0.7014410784160525,0.6226498249282317,0.1345859407806322,-0.09604474051775663,0.6606135290904463,0.7698190039367842,0.8347686783726733,-0.12126304987083253,0.4374851361003408,-0.27889557078370786,-0.30185241030418525,0.15318687689320457,0.849154546159109,-0.07181429546399216,0.5346455778549476,-0.04707965028110055,-0.4347278200721422,0.10336643619591392,0.034257263776953935,0.6850468876828575,-0.7015330760488089,0.3062011459686199,-0.18917881251478297,0.34183351802456324,0.4506363443965772,0.40751633717861363,0.3817300989832395,0.5877620366282493,0.16132877839337834,0.35977347362147744,0.24038506730742562,0.05344396567095853,0.20487420074207685,-0.09921647167970618,0.4583851747869421,0.6070596409904445,-0.024531001152427925,1.0,-0.3760981670690394,0.022684905972215088,-0.20413139884508982,0.5968504337294258,0.5784820154274048,0.18664628625352472,0.08911456028775158,-0.3569051239159792,0.5889640063533731,-0.008234220945371358,0.12852238115613654,0.6080561700225099,0.039209483724223636,0.6050489156306915,-0.09991858939367801,0.1718930326994175,-0.39454682659147167,0.2682919494049709,0.7292404228165952,0.8270077638675128,0.6397290709064768,0.6090666033524857,0.4476141699725855,0.7332122336686852,0.5432013445320065,-0.09555208277869286,0.3215389169887385,0.09579812114551499,0.7615249766487282,0.07263061564679721,-0.13253683101813657,0.27326655897664354,0.45367263994487167,0.7897261441116095,0.07072220027069921,-0.0003764078676712258,0.4391238320406964,0.3888980825817492,0.2162315123823875,0.4455336373683025,0.6367578869206842,0.29204140626149233,0.060061691265323056,0.7232546297008896
Mi,0.3531275324639162,0.24918899872801464,0.2863720650155073,0.2206263849822512,-0.22164818002245965,0.0018129701330629859,-0.0034900620374291873,-0.02254407949748159,0.23976958979398727,0.4924004269336778,-0.34821217454864095,-0.13041751015014327,-0.0416558273966838,-0.0032386388864295707,0.5219548790787144,-0.09848484605278804,-0.36632366206938494,-0.11615100898157564,-0.4043215276810879,-0.3819493757685271,0.00979104122182315,-0.24641626539888004,-0.17353367583624968,-0.46453980034621,-0.31636236799803713,-0.03979168501601823,-0.10517622963014361,0.07964374938732603,0.17958593556014676,-0.05077709083971026,-0.46799292186126024,-0.07991539709485895,-0.18458569743656214,-0.007900671639518454,0.024040593767135455,-0.03657471743901043,0.2803870971080454,-0.21150635994544212,0.28342099657875514,-0.09600375487028107,0.07483556840502367,-0.1063975095009434,-0.08711145418015152,-0.13070494002324384,-0.10852469835352567,-0.20129199375935355,-0.043172975626904336,-0.165514827338404,-0.07180625396600696,-0.06895515590253416,-0.05238884035839084,-0.008047180249813705,-0.16731506981417518,-0.4281247061204393,0.15811335844430888,-0.3760981670690394,1.0,0.275912466938597,0.23997785576472344,-0.3406637251966971,-0.14995286244809397,-0.08382136576067202,0.009090651839852769,0.3711708762891793,-0.19452043304634536,0.03884262610342723,0.05532866696172939,0.13955423135037134,-0.11797143293398685,-0.025386424909506173,-0.023222149193091676,-0.23205781098055803,-0.04848121037812464,0.011631713771033657,-0.38005540451872377,-0.2915508913311793,-0.3410208664582431,-0.3324809892631024,-0.28341630065945256,-0.20360135932359638,-0.10767268074027346,-0.03660035830714276,-0.06169047335906021,0.0023504911853243506,-0.24129913243640627,0.05363849370081291,0.17072397748148357,-0.30670835891709847,-0.24129658338085647,-0.2475884600040357,-0.03189080530348453,0.03342634140528201,-0.2925331489028076,-0.25181119530816143,-0.08382177009339344,-0.2208253122181661,-0.12144666496928401,-0.25482890738608005,-0.04498665143524292,-0.3649267557060948
P_VSA_charge_14,0.42227700411642605,0.42343151443294647,0.3575298330225072,0.21535746241238532,0.03400705282978548,-0.05241207457044202,-0.014133201283024466,0.14663900801353985,-0.02110017771278615,0.43703447363466075,-0.26452947003438987,0.2117142763346482,-0.07134826405699336,-0.04021976901100733,0.3347907109772985,0.1095441458976992,0.04499805560773265,0.009177644768004645,0.001765907647380936,-0.01585898035603626,-0.00846075564667701,-0.022935006233681915,-0.0077643106340015595,-0.03158344933906614,0.12806002998427915,-0.16711745111778042,0.209777532606809,0.2165686244093691,-0.09448329633209242,0.2138936354764791,-0.0572898432186622,-0.008182007057931751,0.00046348034787373134,-0.009091827013953516,0.07699058965312158,-0.057060523005614934,-0.016168455791698493,0.1622614715981186,0.04236698905245312,-0.06266656530857882,0.055304873188756154,0.46921583965575253,0.0428704752379039,0.005274460038291112,0.13089865799317252,0.02733991869542824,0.5325268116562638,0.2679508975178022,-0.04657050965100006,-0.035745156494568824,0.6092033927556333,0.10137344468259818,0.1395571677320242,0.026029409670877513,0.0016968582969715026,0.022684905972215088,0.275912466938597,1.0,-0.11439039438964065,0.027755519587713034,0.15661057659817015,0.030674471741777187,0.03625856308881006,0.04678778955087319,0.22252238846294387,0.24411043023697393,0.11474310755210894,0.25676414247456675,-0.04388677817858567,0.29058393858007325,-0.03393693197646444,-0.11549274119023423,0.1041967450245735,0.06357616286335321,0.03548612148563897,0.16904551130598205,0.05130577211805888,0.0043808586152217265,-0.1221707160820402,0.16526338964380624,0.17941894951972753,-0.17853505866458866,-0.019925767865660356,0.1302805464605425,0.18332414692721274,-0.10110241997388615,0.07912818103933479,-0.0961558528430587,0.2902046048624035,0.1672927855185482,-0.0776925814798987,-0.11530164204165841,0.11318251965532178,-0.1330687375924579,-0.06743052447571882,-0.001154334569012764,0.012335306779099124,-0.0555228156282126,-0.16080206108758383,0.04196209559306338
N%,0.2718421329615947,0.041067628442865683,0.29617867740318116,0.2502510462827271,0.0527925268908958,0.2744599019543675,0.24685178205278124,0.3559737096243749,0.2302962068302392,0.09437206093423454,0.01060998702886553,-0.11912062047575092,0.38500157379828864,-0.0010381372255676593,0.03152273281747298,-0.03432800679233055,-0.17494212382661167,-0.20742110169961853,-0.01662890081550994,0.03614081443900507,0.2825827503654534,-0.017144761497226612,-0.23607727365948777,-0.13184903125019698,-0.2344366262972471,-0.024710798000137892,-0.19494665680037476,0.09637315207686399,0.3362586213896956,0.03909722078457615,-0.2648611290991114,0.21648203138726851,-0.261146782668163,0.1676684244093876,0.07729710142760347,-0.022648707324369872,-0.1800357455380827,-0.13120910791463095,0.25674652746043036,-0.14907678564658958,0.034701776645134574,-0.15657922760474438,-0.10578893533773542,-0.08523216560425546,-0.24357459860234454,-0.3167661310437143,-0.050019755064441514,-0.17836497138551602,-0.1503175720259466,-0.03569972585999509,-0.10824087990378671,0.16117302801378527,-0.040848756349424524,-0.1350775689361187,0.05102319696847299,-0.20413139884508982,0.23997785576472344,-0.11439039438964065,1.0,0.028037570500099085,-0.05142472649977596,-0.02529543138297377,0.1151955738636353,0.011417723963807278,-0.044124453778010136,0.17974564856917252,-0.10308069278768858,-0.1234027370589011,0.11753999258382135,-0.05748292536034895,0.027175724981624724,0.017727298943132817,0.14657617585187738,-0.11081942913938034,-0.006537941278962601,-0.15813722664855195,-0.013910346950582502,-0.006481529673593527,-0.10335856119363013,-0.1577449877300165,-0.20963511167623303,-0.02360650686646259,-0.11419730633161226,0.10349695801377899,-0.05464396601190882,0.6684012359064031,0.0036133636681964544,0.08239351720143696,-0.11427896814177324,-0.18163417397373463,-0.05678029646624029,0.25641230579482205,0.01916242312490086,-0.09069192487150171,0.3303071108915042,-0.0833173548426682,-0.06591133315637282,-0.14687255974978156,-0.12263965080332277,-0.14583974092654908
piID,0.34503790367023157,0.43760871480919983,0.29486211148390573,0.2548892785340973,0.7752960951978369,0.2982758796564932,0.30737513631531405,0.3503574129967629,-0.6776851038540511,0.2583833448592665,0.3885245683249325,0.747520060560551,0.45572992313362576,-0.043493106624181536,0.0783812579985854,0.2633019174456886,0.8203885231422763,0.013860901892225302,0.8730259418339296,0.9196179570418116,0.31895201507359416,0.12249357473461263,0.17172354440884868,0.6435535106674394,0.716499221215703,-0.09628385715312934,-0.05251062606045093,-0.10550211356020836,-0.15019023734245393,0.09747168740083868,0.5304725574444012,0.08269831813068064,0.4661936800471619,0.20907588824125808,-0.16325858738143537,0.12360277955815037,-0.4133046495044324,0.7823226570925512,-0.2852508611309647,0.011271412195503754,0.07650546791596408,0.21254692440278475,0.4120664697822497,0.2792978091462521,-0.020328089384790023,0.46948770398323114,0.11397181968102568,0.34583453201854963,-0.09278236596257987,0.13665113192875936,0.13354055597492465,0.294478283222192,0.46233650936552545,0.8114286086832091,-0.019043858613227767,0.5968504337294258,-0.3406637251966971,0.027755519587713034,0.028037570500099085,1.0,0.5530178629770546,0.30537091794502425,0.19126378486823417,-0.31185903853392644,0.7773985960806544,0.2455771394174523,0.2235864786175171,0.5563911861384551,-0.0404102450474091,0.5709913307175822,0.006044176517241972,0.4691352302205049,0.16044110573871265,0.024613334888984532,0.8943006123622961,0.6487818760919385,0.9158965227588701,0.9207017557230854,0.39312267989074684,0.5095753068442939,0.05347126726417651,-0.08450671888452724,0.11809083708833074,0.1991270452889789,0.7038625401840998,0.36541871048252467,0.12337812965359446,0.6007533371612453,0.4691593590832447,0.5869943852319284,-0.007258586622202464,0.14452284152953127,0.5339788582026155,0.3324558404547867,0.4572688247254168,0.3590226957336468,0.5855027983298342,0.46223257668617335,0.008277645651085259,0.5280416823941055
ATSC8i,0.23206218651325553,0.3398517945562976,0.17364417722998574,0.13474396830344973,0.6700752722929847,0.23913851389995391,0.18819871348728728,0.20200233432319917,-0.6080573712302774,0.1356604177078664,0.14068231080747984,0.4842085988026984,0.2590238285799783,-0.08467469813002604,-0.015221548878089042,0.08491200219119716,0.8060056196414386,0.24509410487423097,0.46086877255119163,0.49177174759392545,0.2212270918330813,0.03664052822229915,0.47717818986252947,0.3242742096686068,0.5097718117924529,-0.1763563168685598,0.22400157077077032,-0.13893053764639235,-0.11747741410309527,0.1460952397137486,0.42525666069239515,0.03320971235085624,0.5578290400243975,0.012014488233227724,-0.133871136233346,0.06519018731212256,-0.023456662335150546,0.4979779413631432,-0.3589961018560284,0.08122214903055065,-0.0007842097510181289,0.268428984687563,0.5622620579838418,0.3091292989498791,0.1263905120818978,0.5619441799593811,0.18426093863190002,0.3060887670005484,0.05390365361410667,-0.06986847002786047,0.23678396032639895,-0.014226139491701054,0.4771832872348292,0.5895872582523561,0.0930578557768801,0.5784820154274048,-0.14995286244809397,0.15661057659817015,-0.05142472649977596,0.5530178629770546,1.0,0.09876068850146819,0.08461123166993745,-0.17973145098413557,0.7624221375952882,0.1153146001972559,-0.03641041424563783,0.7037170101242425,-0.19387142656061218,0.6565357255260793,-0.22001910222356977,0.27290956033984926,-0.08371405725699244,0.22708270732636057,0.5457895172499864,0.6473969673955441,0.43812832686342146,0.6440698855636792,0.13066316685364585,0.6668417480401481,0.5231841836172033,-0.16990124654093677,0.34140393338098307,0.09375714257371476,0.7433840494540787,0.17895726345013677,0.01275033966929186,0.1641996068418685,0.44385099233111064,0.601637996948755,-0.10668917693030763,0.046984072104225894,0.31309451410361994,0.10161893857943267,0.22479244444586902,0.2314395933188083,0.2999404018765699,0.34273845231740274,-0.0018016397996222428,0.32779788580692826
MATS2p,0.09856011237201438,0.12757178615049616,0.13571485946545217,-0.05375073331024925,0.19188294688234217,0.10464611074251663,-0.001099599354592521,0.00428880130978251,-0.26350169644691157,0.17408484158694795,-0.1937706049677052,0.27516338339561186,0.25576937083360657,0.10378247660259551,-0.003039584881016301,0.6732924133946484,0.22141790898961283,0.19614940101842684,0.3068788216952161,0.3641152636731534,0.18039296956436715,0.14670645274849178,0.1589116270896049,0.1013045396558047,0.22512506345601954,0.011854129226646259,-0.27267900459118616,-0.07208305455406408,-0.13798149762418846,-0.08667931740313002,0.057493558809878026,0.09166387732240822,0.13903397358159073,0.1450588317883746,0.0679383542245855,-0.11807355545301895,-0.05158569297824052,0.2419024050943124,-0.09139653105846349,-0.6530265662399876,0.08745033034624164,0.13030884177701318,0.01956939922848927,0.43074524741941606,0.0015039247639703026,0.14006145117020616,-0.014630856344826606,0.020875729446738156,-0.7813929138494723,-0.13985749632461938,0.018476994673290684,0.03194934919981993,0.08936231541704864,0.30240012407002487,-0.04439468843678212,0.18664628625352472,-0.08382136576067202,0.030674471741777187,-0.02529543138297377,0.30537091794502425,0.09876068850146819,1.0,0.08207419795670529,0.011937983490084878,0.2665849223482975,0.09035335861467073,0.20119056419280204,0.1889493385757473,0.024727579609420274,0.26658957307870473,-0.029416676175530416,0.23627672005527886,0.1713427381822778,-0.06828793280873582,0.33790239563941565,-0.016462773566504173,0.3153864232647038,0.2642125224811713,0.3497637296952051,-0.01946179935294083,-0.21431309827718178,-0.0149650921114797,0.17598162425127784,0.0719306393147285,0.15623062672958146,0.18249561120117186,0.08891417050282491,0.3010186050895434,0.09915750949382096,0.036178234892613514,0.04001801040842152,-0.11697111031857668,0.24570810099735732,0.34543170610509016,0.2143974502895582,-0.012086031714351691,0.033337126939116286,0.15378740256091447,-0.13806513460047717,0.18981488080691472
CATS2D_06_AA,0.4402036032501237,0.4848503062262765,0.4742595511426439,0.4872141666657179,0.1179297442419744,0.17867801187706286,0.25678756227035526,0.5347393584684904,-0.00805021501782472,0.05702723936689365,0.11343578870713537,0.19008395753686272,0.2538476471835743,0.2099971542201573,0.33417163008601763,0.12885408642164128,0.08291845434050588,-0.05853614948651243,0.2062483761849548,0.21467771790727366,0.647155576286667,0.03412194688746098,-0.08814611502563162,0.07913986380255554,0.1655372307454386,-0.04189334999424787,0.14242221301630814,0.22706869447117023,0.1123036736629965,-0.0058833022739349285,0.049585084633211284,-0.0007726761510091239,-0.03657316296160624,0.509589968361607,0.021028884351767887,0.22006198974982813,-0.1770109899488495,0.1911912595278215,0.061844654737061404,0.07198136582815128,-0.027885299830526334,0.030053171077087236,-0.022022172236242688,0.07076252885718148,-0.06953095768393164,-0.058147211171787894,0.1958496164409411,0.3474929728266466,0.016268405245660533,0.0038548934848997266,0.14394830394943497,0.2640464201845564,0.08689447806967829,0.022095554381932524,-0.04942167761318921,0.08911456028775158,0.009090651839852769,0.03625856308881006,0.1151955738636353,0.19126378486823417,0.08461123166993745,0.08207419795670529,1.0,-0.10184459340097345,0.275992960186601,0.21901723061321207,0.055736083908697685,0.11171195659483277,-0.05456898483175868,0.3691648308876317,0.0524834266785327,0.022454646306360182,0.07464264964298994,0.058828096294222726,0.20288348330434275,0.12354380196915223,0.178819472359021,0.12520324034242672,0.11138800833002865,0.09306504430528227,0.08054630006407802,0.023054665195982992,-0.054599827576902245,0.7275570109223841,0.2841358405842808,0.2703230960786146,-0.02246369742781643,0.08223705660324736,0.2045254094813875,0.10869808758574324,-0.06662767281795737,0.15327130476647935,0.0023258378687598417,0.09584598267138346,0.21978694004127827,0.03966731669463796,0.11629431234296982,-0.08220084550877033,0.10487451894703367,0.08441193806492663
GATS1e,-0.005691481461690075,-0.08142814419175129,0.06386361115507524,0.012365971725384282,-0.16825614802422814,-0.022754813724610346,0.0015733304693588074,-0.1351908974443548,0.17560234442975875,0.08269213681190829,-0.4436791124648043,-0.10568448513731704,-0.10758562807599201,0.06464946996016131,0.22397276207387076,-0.14440289647148533,-0.3502491966434879,-0.21167393272990387,-0.33005073051203077,-0.31292616763638736,-0.12571358544754438,0.006038091084130554,-0.1901475795414016,-0.4162588976333035,-0.29584871271524954,0.031526439488998005,-0.21544031989526205,0.06329062743028167,0.3395397563776597,-0.3291072844045886,-0.4775546493340246,0.024404487990472234,-0.17146120679807533,-0.10495485957680263,0.19584949688982342,0.14602230308539596,0.5728008744757758,-0.36037785530704275,0.215770017237985,-0.22502603988690148,0.11582266412650583,-0.18463898786062158,-0.01320238876472155,-0.1997721023680632,-0.3723041611146856,-0.1659790914419929,-0.1723366988993778,-0.23323558149158757,-0.1657188379368164,-0.2915855678239807,-0.11401222245607805,-0.18787667194542695,-0.2076357736676323,-0.3473518635448421,0.187566182140445,-0.3569051239159792,0.3711708762891793,0.04678778955087319,0.011417723963807278,-0.31185903853392644,-0.17973145098413557,0.011937983490084878,-0.10184459340097345,1.0,-0.2060901397207992,-0.06026022423405691,-0.16046232287613765,-0.12050682249039606,-0.24883167395728498,-0.23326701113749015,0.010697900021833674,-0.09099460243284206,0.16077880439794245,-0.009378857638705215,-0.32868141197446726,-0.3852089588803488,-0.39352093508565106,-0.26627416654253794,-0.3474749299406599,-0.2640416123570212,-0.14279581436413682,0.02867944420516117,-0.09692536985248319,-0.11447142161679782,-0.3014918592941858,-0.052246365710193324,0.002494824981185277,-0.20344452491072096,-0.3144190042028675,-0.3141552541630228,0.05228706076699515,0.1957984174980005,-0.33787636736806076,-0.32448068035743,-0.11880571138229422,-0.2548420247415961,-0.3285052289601601,-0.14755835933967978,0.14281204555701235,-0.3420709325367179
MW,0.5183714578947185,0.6660688357699536,0.5504262076774561,0.37525515327101866,0.7149323669575274,0.30902016922211784,0.3550077114934015,0.41099417518905496,-0.7031488899467784,0.3281827702250176,0.28345139889287535,0.8332335552065537,0.4316798134487137,-0.04033044859607338,0.3040317252343749,0.21880556278543506,0.791299204158306,0.10447924481377407,0.6889740382321324,0.7185487985471323,0.4196259472668108,0.31663159635475135,0.2878560875220428,0.46277935336996256,0.7452990219634217,-0.19020878549325687,0.16432972780192318,-0.09620805476367801,-0.0902238241639442,0.13972688881512482,0.42541882370991346,0.2099269520582109,0.5384749852170823,0.29177588112172403,0.08234125025259956,0.15856410061405793,-0.28981963480528805,0.7900042974968136,-0.2590767343238276,0.024260037582358687,0.24918758700711732,0.2837282767066417,0.49484769666458356,0.2779786084303867,0.10017888570896591,0.5383083455872696,0.24465296678282897,0.42782647171517535,-0.06313773702971316,0.017412973170305688,0.2873305913568641,0.2894595955545329,0.5226626993063321,0.6522605585625316,0.04237542390150891,0.5889640063533731,-0.19452043304634536,0.22252238846294387,-0.044124453778010136,0.7773985960806544,0.7624221375952882,0.2665849223482975,0.275992960186601,-0.2060901397207992,1.0,0.32142830990496024,0.20859999447425026,0.7789027898041154,-0.19046009452777982,0.8310030234271552,-0.11718002870063737,0.40504613789024074,0.2304611281053556,0.12347606182064459,0.7610958028505548,0.7041968472757905,0.7040945056608344,0.7500621303314817,0.2677407773372655,0.6512154023448542,0.4021291417956155,-0.18749172008071335,0.2005004958054783,0.2841902966966635,0.8349072123284129,0.3327922997835824,0.2717226696583687,0.35301610043846704,0.48273278205735376,0.6611002091363721,-0.07010445684202166,0.14840216736064848,0.4813516926472397,0.228655341908789,0.4203530514733279,0.2983799874450566,0.3454175128189913,0.4293807107264101,0.02616326814907564,0.4602037901273869
P_VSA_charge_3,0.5341371515780009,0.45153499025511673,0.5270582783204609,0.4929114547592912,0.2178970743732837,0.15144605575401304,0.4657160830565689,0.5115180594106198,0.05259834086694918,0.1464645449376424,0.06624853614549,0.2853294988627836,0.23582837834739284,0.001735534965695877,0.34690948954372613,0.14640236676598392,0.072315752453711,-0.2089409800902502,0.18894922841152204,0.2447506898648699,0.3875047445070149,0.1248147926225625,-0.2013122145280811,0.08413873883189862,0.15588870614070655,-0.1352190731831839,0.013126277600938008,0.1924404612568836,0.30016181688623944,-0.036703329954977874,-0.01893529454134385,0.18819844183669884,-0.20401044966676987,0.07824916666987089,0.06489658942973338,0.22979367801931755,-0.29763070443619893,0.2760085049802484,0.24433550745901195,-0.013664099632794927,0.14901801536078602,0.08699596966704468,-0.07764489410394775,-0.04905269027519061,-0.03218154178981667,-0.18517862074445404,0.3302631133849215,0.23207315005474202,-0.06281618796772721,0.1869319517610136,0.2550966367842044,0.5045771000563776,0.1561063390280959,0.06419058048427852,-0.03836886440211933,-0.008234220945371358,0.03884262610342723,0.24411043023697393,0.17974564856917252,0.2455771394174523,0.1153146001972559,0.09035335861467073,0.21901723061321207,-0.06026022423405691,0.32142830990496024,1.0,0.19302933832839536,0.14744555195054662,0.06785880102562435,0.31964353414230756,0.06324865546619733,0.12061209027082154,0.17473690997414004,-0.10594246156628136,0.2212662126477217,0.14110262806634163,0.2574327808018375,0.15349106195953824,0.04672530716200285,0.11129803210817724,-0.028039494564986882,-0.13208443342067283,-0.1259347521988995,0.1570229671510674,0.22341020761774003,0.33990517375603113,0.1782174395781556,0.17111604732057012,0.128416574248043,0.1269034522327263,-0.04134371510726669,0.3875299330783336,0.24159609568971058,0.04653024429693336,0.333185340848396,0.06812634667080482,0.07934296335910367,0.005087309213076936,0.09620135588694069,0.06338503258046663
