,nHAcc,DELS,nHet,P_VSA_v_2,piPC10,T(N..N),SHED_DA,TPSA(NO),ESOL,P_VSA_LogP_5,MATS1p,ATS2m,F03{C-N},MATS6e,ATSC1e,MATS2m,nC,C-001,PW5,piPC06,T(N..O),SpMax1_Bh(m),MDEC-12,SIC5,SpMax4_Bh(m),MATS6v,RBF,O%,Hy,P_VSA_charge_2,SpMin2_Bh(m),P_VSA_s_5,LOGP99,P_VSA_LogP_8,AMW,P_VSA_charge_1,GATS1m,ATS3m,SIC0,GATS2i,minsCl,minssO,MLOGP2,MDEC-13,DLS_cons,LOGPcons,B02{O-O},F02{C-O},GATS2p,BIC2,MDEO-12,AAC,JGI7,P_VSA_i_2,MATS4e,SpMin4_Bh(m),Mi,P_VSA_charge_14,N%,piID,ATSC8i,MATS2p,CATS2D_06_AA,GATS1e,MW,P_VSA_charge_3,JGI2,ATSC1i,LLS_02,SPI,MATS7p,P_VSA_charge_7,Mv,CIC3,MPC05,HVcpx,piPC03,MeanDD,GATS3i,DECC,PHI,MATS6p,C-003,CATS2D_05_AA,ATS6m,nN,B01{C-Cl},NNRS,CATS2D_02_AL,ICR,MATS8m,nHDon,QEDu,GATS3p,B04{C-N},GATS6e,SpMin1_Bh(p),P_VSA_charge_6,minsOH,GATS5i
RBF,0.10705128281852251,0.10002057963235117,0.025814365142201104,0.13270700554921516,-0.04973390669594509,-0.034181779529296304,0.041262883976338524,0.18962651190800528,0.03395752105312547,-0.1420284109384057,0.009362752511651811,0.07017178147766162,-0.10047231085358602,-0.10073854469527582,-0.06878568627237856,-0.16503863702998703,0.20805009939266889,0.14270600694524044,0.02752403213648509,-0.06667901544171013,0.03505146815840435,-0.19016211382343112,0.3197139987741947,0.32502689642321136,0.36808199415683573,-0.20298027558020415,1.0,0.07212152827283008,-0.12404156492758507,0.14936244619321878,0.4566368185715063,-0.16091799186373992,0.1064257587781262,-0.01597229805852782,-0.27379730037803124,0.16084258747321994,0.12500877840567698,0.1969749864588786,-0.3450941510813062,0.46774176320080524,-0.17123242290855173,0.3286337598604345,0.16055939557431526,-0.13999684519485353,0.3873814502051844,0.15942341645898697,0.3878500645017435,0.27694986901756713,0.46259552920395697,0.07815749899434866,0.38010884002427675,-0.02841588504968824,0.2548202297534804,0.04489609077344865,-0.10853398526117186,0.4374851361003408,-0.10517622963014361,0.209777532606809,-0.19494665680037476,-0.05251062606045093,0.22400157077077032,-0.27267900459118616,0.14242221301630814,-0.21544031989526205,0.16432972780192318,0.013126277600938008,-0.07091921940697982,0.17530928347438948,0.03538174428614125,0.3018173308531541,-0.059077782875486005,-0.19235700157405225,-0.38648368151628976,0.20241099357079698,0.010150829515722588,0.6095280136818751,0.01909159282703913,-0.103138562560214,0.05246124961487903,0.636963333562024,0.786750637450783,-0.18593127644740695,-0.08796848731562931,0.1512250887526088,0.4242494404742363,-0.14059270752013225,-0.14226705476854185,-0.35609143914270847,0.18527924577402888,0.6364356532746352,-0.050216981665430614,-0.016208489458704452,0.11959772758622772,0.03844965916898653,-0.08287365723583406,0.29873536618271834,0.23617174603622326,-0.001817274986991055,0.055320863639863965,0.404350975135438
O%,0.3908897292555528,0.2401914179286724,0.36392764143393563,0.4924948416885554,-0.09088092950283977,-0.031543850389735326,0.2786151751712113,0.5149622319988216,0.46480595221794596,-0.1168596387412807,-0.1794457712716192,-0.11870809977252343,-0.06350554175166512,0.027421773971142233,0.18907253072912497,0.008296801195873088,-0.2794962936999243,-0.23623758576305268,-0.13924378155091346,-0.10926126415892931,0.15137749735435418,-0.036394862390056515,-0.30226656332136703,-0.17252066435868083,-0.2385376770320549,-0.008256537354430828,0.07212152827283008,1.0,0.27189996697871205,0.1816950105383244,-0.32861326818382397,-0.008176325548520045,-0.46970417837819534,0.15201729275488626,0.11470751528999203,0.28402862750809593,-0.1611342933572929,-0.16789993901117878,0.3781692432103962,-0.09156938353764943,-0.03209418897082445,0.11663390180921676,-0.21976069016968416,-0.12677763039040107,-0.0825709329353061,-0.5163926885192689,0.4372714689663961,0.30074319646798503,-0.05329420617266635,0.05996255982496713,0.2766261738646578,0.23136367056422802,-0.07236677132083472,-0.2578981437553462,0.008705768817566116,-0.27889557078370786,0.07964374938732603,0.2165686244093691,0.09637315207686399,-0.10550211356020836,-0.13893053764639235,-0.07208305455406408,0.22706869447117023,0.06329062743028167,-0.09620805476367801,0.1924404612568836,-0.003390388617593833,-0.3147614841633497,0.27564262246611393,0.011069490986903798,0.09209664598264483,-0.1749479402683584,0.1710158424432529,-0.19370420903088212,-0.13322569086766523,-0.16714901408439872,-0.14143133228135657,-0.15544784334908737,-0.25140034577907566,-0.13462087277264026,-0.15567214169462787,-0.0019303630557089924,-0.14062619884254837,0.26150362241262093,-0.09181217088700742,-0.00405958896647393,-0.08622696554990479,-0.08585291933484272,0.11286539670798301,-0.14398246551305297,-0.017278433633972547,0.21761784919157554,0.1151720131402758,-0.2563736307198973,-0.059315465629585847,-0.07611091221235497,-0.1224896356790108,-0.2668171426554917,0.2342264120776118,-0.21009615349028962
Hy,0.36237429397703164,0.17262031943039263,0.3372003423333258,0.5768507862767137,-0.03163092422244266,0.24621869840843805,0.5637849403914044,0.5179036207677282,0.4778723764396823,-0.10638495542121823,-0.005522497878565292,-0.18505585703631128,0.19033707273503328,0.022272158220821438,0.26937754213049575,-0.08119854889210378,-0.2850216988794051,-0.33305508364347697,-0.16554073478860604,-0.12111543481883835,0.21809612418506658,-0.02786577330785032,-0.3916967691326108,-0.1930125290477167,-0.26555240102611566,0.03200235158035169,-0.12404156492758507,0.27189996697871205,1.0,-0.022033191390735517,-0.3083954213183694,0.12736003949307081,-0.5501526106184458,-0.021302121860078797,0.06467935370191512,0.6042585177228684,0.03518046414450041,-0.15849393775259524,0.3430852761561784,0.0502121615309797,0.012420861082475405,-0.19317562960984228,-0.21529795820973,-0.22110443587571554,-0.16167496408233295,-0.5660903704793722,0.038850341189720305,0.07845065887833223,0.06943057936124224,0.0750527428629778,-0.05011333069385033,0.26228026228141704,-0.06293484490050363,-0.3380908047638898,0.10200345422409371,-0.30185241030418525,0.17958593556014676,-0.09448329633209242,0.3362586213896956,-0.15019023734245393,-0.11747741410309527,-0.13798149762418846,0.1123036736629965,0.3395397563776597,-0.0902238241639442,0.30016181688623944,0.015701742130727142,-0.19250412831539132,0.12592588313474343,-0.030212916944894683,0.09045150439555151,-0.07281184393178138,-0.007984061896470416,-0.1595801476634948,-0.14552582345711423,-0.26840599311307217,-0.18061530575684687,-0.16122175295953695,-0.17289940348866265,-0.2010375238628351,-0.17929765927416338,0.04825472483385842,-0.15186220765710884,0.11257556420809796,-0.11982927837917534,0.3545372368400525,-0.00961075342027095,-0.06882327898770924,-0.1721389109542828,-0.23485586769530356,0.048209377456184734,0.8458871480449774,-0.08922141862717374,-0.15609730323444293,0.22517669078346933,-0.09203359799953137,-0.1705829815005247,-0.2669791381641114,0.3216957903953664,-0.27784180634820277
P_VSA_charge_2,0.24414162904816902,0.21198870298632203,0.13848641004290496,0.18219891623243506,0.06763838997732328,-0.01459031992399931,0.1295387158406288,0.2613957492140718,0.10939689899404197,-0.0684146714959105,-0.05583714436950387,0.11712951014025741,0.0650898126174769,-0.08314757181005479,-0.048981554808720205,0.10385686865782773,0.13803937595952334,0.1356457003928066,0.13500230118245982,0.1012402680805712,0.08034851523124874,-0.058506454632085335,0.07766610610283185,0.17624767986774442,0.14365330967129833,-0.04982516971011017,0.14936244619321878,0.1816950105383244,-0.022033191390735517,1.0,0.1545830380864409,0.12801319887130114,-0.11557940151766284,-0.12488375389856238,-0.0955692330693571,-0.14346836778341682,-0.1492414972442447,0.1343284571324611,0.018198355359783883,0.1307204690163755,-0.0999751290853194,0.11806761181640203,-0.09161195350614296,0.1268353124807488,0.2589574682157979,-0.1279904487935972,0.22313075102970087,0.2159952720622133,0.12002139344946756,0.15097731565536737,0.1977476553947442,0.1991192084634509,0.14285077752149952,0.08174560448363313,0.04425497154572198,0.15318687689320457,-0.05077709083971026,0.2138936354764791,0.03909722078457615,0.09747168740083868,0.1460952397137486,-0.08667931740313002,-0.0058833022739349285,-0.3291072844045886,0.13972688881512482,-0.036703329954977874,0.04302624840626605,0.08544605745666703,0.23131564049342448,0.23134639217511635,0.013010737684892236,-0.14561578119737353,-0.08355508713351383,-0.03806017191146681,0.15221298738383715,0.174074960637978,0.1268072000518497,0.11834358456544786,-0.022322822635468184,0.14291883493503207,0.0980436918664858,-0.050882885915370206,0.10151900432115127,0.06532699442957006,0.17502244379763746,0.0809432476164927,-0.0897990933703232,-0.007482121378228549,0.2997273292949567,0.15234708466078106,-0.026752974979560314,-0.0038907632430435,0.21710290441929497,-0.030208384013952316,0.06681036514700321,0.10364201082965972,0.11697261182030262,-0.06879554679134504,-0.1353772587083041,0.1293884109101128
SpMin2_Bh(m),-0.037726212514254016,0.08412466315523774,-0.19388847040390114,-0.01871111606771567,0.3348033872929159,0.07722015437640863,0.07023460867751347,0.10992342101853186,-0.4358047187960558,-0.1633770197791158,0.41363988166913995,0.43002594348462764,0.1435349181599683,-0.039176120052197096,-0.267905704556941,0.16463433815230422,0.7379703824787048,0.4610826237839998,0.5956264401196885,0.49940948276700037,0.07658842808290323,-0.20136710277758343,0.5426654804176184,0.7772835505087077,0.7639409371483833,-0.054632176370879235,0.4566368185715063,-0.32861326818382397,-0.3083954213183694,0.1545830380864409,1.0,-0.11797799326040453,0.40717363763695524,-0.062221221894985045,-0.6044892456506402,0.12445793569118253,-0.05351250378463495,0.6629916186782395,-0.6859987868599282,0.5093562806196362,-0.255144603832562,0.3025440527957524,0.31219426061292666,0.33179002631043064,0.4894501900250233,0.47096789906654063,0.11989872920835491,0.34591694776743503,0.42568906591586075,0.25996025513765,0.1817801599998582,0.018890373170343283,0.37196453064367896,0.5392130525537255,-0.10284054152245997,0.849154546159109,-0.46799292186126024,-0.0572898432186622,-0.2648611290991114,0.5304725574444012,0.42525666069239515,0.057493558809878026,0.049585084633211284,-0.4775546493340246,0.42541882370991346,-0.01893529454134385,0.22892834521799227,0.4730504184865602,0.11130126139990047,0.4719125259795972,-0.054044522764540574,0.11279883037031188,-0.5553476285498175,0.30032610812721533,0.6019402413686133,0.7824620745146945,0.6169479327149321,0.5107522922265195,0.5860666832046437,0.6374716383612308,0.45622550376416043,-0.04221518913383513,0.23998294948404733,0.05497938136840892,0.6101748813008333,0.02777532116802288,-0.13673302818816815,0.26954391325466576,0.39869303710147513,0.7216453236563015,0.0607017797316324,0.02248951503218465,0.41539285000978377,0.5465909904943089,0.1684212185783732,0.38814155121883415,0.7468763869130507,0.27444266146533824,0.0839306723215734,0.6731730893391382
P_VSA_s_5,0.17279768849810148,0.0944879578558961,0.2399405127272713,0.1285235048958593,0.07879284853249403,0.11420603258259586,0.22138305458448385,0.182205426374083,-0.022362833218115205,0.039618269392042306,0.023742017323973352,0.1940445993782231,0.27933508945321733,-0.034375931529330835,0.03601473531167044,0.07874712664105703,-0.0216166315801593,-0.07608582027533832,0.056931393313888426,0.0916849286760832,0.19956388523709945,0.41849541276365165,-0.08892921611272307,-0.027104350040454032,0.02667250938059284,-0.022127556484221527,-0.16091799186373992,-0.008176325548520045,0.12736003949307081,0.12801319887130114,-0.11797799326040453,1.0,-0.06547757747860496,0.08926665696147972,0.3447278809560801,-0.040076550524600414,-0.1583084891965942,0.03392128393222835,0.15033986031031038,-0.14952562001250144,0.03711665846698292,-0.1119751509241772,-0.08646595935059656,-0.016309934304911528,-0.05466254052029988,-0.08363836232003685,-0.08524729973772392,-0.11469535992903457,-0.16163522617194293,-0.0632895901022925,-0.07860506895058404,0.1957909181879138,0.05510472269156665,0.20740854410322931,0.06301510258491182,-0.07181429546399216,-0.07991539709485895,-0.008182007057931751,0.21648203138726851,0.08269831813068064,0.03320971235085624,0.09166387732240822,-0.0007726761510091239,0.024404487990472234,0.2099269520582109,0.18819844183669884,-0.008604954150500776,0.010213016541884496,0.042908565006141625,0.08202331684707327,-0.04233865671132192,0.18934466630580313,0.3072116484058907,-0.11809911561944537,0.07612831301116944,-0.023525541804482988,0.05232312060684754,0.06786502207892073,-0.06429734827006016,-0.030582948218314848,-0.058126840472844436,-0.0533022580998167,-0.03876921686581901,-0.006641440305615525,0.04379488080318912,0.3465201710161284,0.04676193951112861,0.08603848593747807,-0.05965573380118401,-0.03674126077309288,-0.05657335307311939,0.16548286686382718,0.1288568024139109,-0.06384733445030805,0.3322200370702854,0.0014705312276772926,-0.15830726312442775,-0.03480827101620963,-0.09261232763465209,-0.06493874842103048
LOGP99,-0.25724423004355146,0.02816387168344611,-0.1830107130716706,-0.3845436137106642,0.4311639956107424,0.021396262947311347,-0.32644489786853004,-0.3659194033489185,-0.9312588172949695,0.19969650739506903,0.23360453981093957,0.46605308249126837,0.019348688713962996,-0.028579760311394604,-0.07851647346069326,0.05747223463706339,0.6738465508465483,0.3278251100934995,0.4198843353859332,0.4306137484920051,-0.07360533999035455,0.09967845810341916,0.5365142766662493,0.31454306706523255,0.5360217407710661,-0.1333121326001205,0.1064257587781262,-0.46970417837819534,-0.5501526106184458,-0.11557940151766284,0.40717363763695524,-0.06547757747860496,1.0,0.1742379323069546,-0.03786069754206634,-0.3877005879789315,0.04986555018524352,0.4394006612081786,-0.4812122281974473,0.011272758872453584,0.15514858878666918,0.07808673151188072,0.7262686507312333,0.2605230112147823,-0.05701746934729754,0.9737562894789866,-0.09467218364225224,-0.10070793859849195,-0.02373265812038637,-0.17801321306209272,-0.08424726853313443,-0.2841393052632692,0.3285771136906656,0.5837673089102476,0.022375551077868264,0.5346455778549476,-0.18458569743656214,0.00046348034787373134,-0.261146782668163,0.4661936800471619,0.5578290400243975,0.13903397358159073,-0.03657316296160624,-0.17146120679807533,0.5384749852170823,-0.20401044966676987,-0.038032247433147245,0.5902112672310182,-0.41679435574315943,0.37445390199366746,-0.18793970531322957,0.32519465384621227,0.049058839876688146,0.2726948969502025,0.44730363086201397,0.5309582865468396,0.39698812424063656,0.5127851065436606,0.1928849562773746,0.5273855165634784,0.4406644220545391,-0.13805519779820774,0.26705190687173036,-0.04899055241907937,0.5204211412887703,-0.15016839897310247,0.17280583617822978,0.1688473184774301,0.1905400931477046,0.5046679782591926,-0.06306188999342774,-0.435446016742448,0.1033045800952541,0.16769170531492875,0.011994555658245282,0.18649103126367417,0.26528766008651034,0.5615784997631557,-0.20076531353021004,0.3740098475634816
P_VSA_LogP_8,0.246382893905281,0.36005904050194265,0.42669577924347946,0.2332701573073868,0.13078847228417936,0.13778608090001443,0.04146545083069493,0.2873785172768569,-0.23193879971370573,0.17495741255138114,0.11242732580594432,0.2144273887061744,0.2615493523430079,0.14285446882953026,0.28318705078819867,0.09330968234313541,0.03882042750082805,-0.12084914367798676,0.17700022129198856,0.21896657972804823,0.405993769881353,0.17730525063716845,-0.14716071049365884,0.021153578477781904,0.13692396343871563,-0.06840265489721539,-0.01597229805852782,0.15201729275488626,-0.021302121860078797,-0.12488375389856238,-0.062221221894985045,0.08926665696147972,0.1742379323069546,1.0,0.12924077395778472,-0.0311846357408792,-0.2811252578695075,0.2101252013990874,0.16744979155406992,-0.041656795881918306,0.40268507831845196,-0.022357283463083147,0.12582000169439664,0.008010044436798598,-0.14831585818078674,0.145000522664413,0.12141851409254627,0.09285570720127169,-0.1736524765224131,-0.0019286386042425836,0.022937218631164418,0.30287654310185935,0.08004677171249784,0.0661135464265073,-0.08215681922885967,-0.04707965028110055,-0.007900671639518454,-0.009091827013953516,0.1676684244093876,0.20907588824125808,0.012014488233227724,0.1450588317883746,0.509589968361607,-0.10495485957680263,0.29177588112172403,0.07824916666987089,0.11432779826557052,0.04349077887676012,-0.053224622167665804,0.27891639219055747,-0.03796222918141357,0.16157990961017796,0.2617309155981653,-0.011693090740527514,0.1738085683184905,0.052586502604295975,0.19746206440262168,0.11223563224020783,0.05070544887004928,0.021127981638237456,-0.02078934098969395,-0.09702920034596957,-0.0687060961523045,0.4927381079339946,0.20429430696241754,0.27049179008323626,0.4037072134826651,0.15893975994684473,0.07226113352700846,0.042118708406454305,-0.1420687344295101,-0.035139524067560005,0.11478035627068883,0.023201510964635793,0.24342011234363453,0.004317038761433922,0.09076361186995563,0.28273592331380515,-0.006451639714778373,0.051814842191341755
AMW,0.07144132617006366,0.07463047424889492,0.2772021470652979,0.010549807733342041,-0.046163140290286925,0.00401163778623912,-0.0030472503423871304,-0.046516877608051226,-2.922838135207581e-05,0.15958513230991983,-0.06575596564899075,-0.025342706343042462,-0.006953607263293076,0.019588618726189062,0.2155326534320542,-0.027570924475088056,-0.3261625509857066,-0.30626463949513033,-0.21936059603597427,-0.14955156125873503,0.023371642011538876,0.7236094896158235,-0.31718749386650574,-0.3990422516618653,-0.29612991047783965,-0.03368789418296234,-0.27379730037803124,0.11470751528999203,0.06467935370191512,-0.0955692330693571,-0.6044892456506402,0.3447278809560801,-0.03786069754206634,0.12924077395778472,1.0,-0.11827784317353231,-0.15499928906395005,-0.2776444412486921,0.31484460201737674,-0.4648205811990476,0.2962217041946886,-0.12921741724699554,-0.08761805311188955,-0.1783540553899927,-0.3154516135209771,-0.09404911749508357,-0.04960421231395958,-0.15189223275075095,-0.4203441546222042,-0.34670525661138085,-0.05067231483282706,-0.07880426367062998,-0.10992947559200382,-0.12259485020795696,0.06777383747068347,-0.4347278200721422,0.024040593767135455,0.07699058965312158,0.07729710142760347,-0.16325858738143537,-0.133871136233346,0.0679383542245855,0.021028884351767887,0.19584949688982342,0.08234125025259956,0.06489658942973338,-0.14963336774160574,-0.17509957179889699,-0.17378313487893876,-0.14434618341746128,0.00204933637981928,0.09453746750011743,0.8362718044959785,-0.26267247615386724,-0.21234364988583515,-0.35702000135743317,-0.252424315561691,-0.1649449304030746,-0.39188081046334144,-0.28885931594949066,-0.1666613571349785,-0.04576157693728503,-0.1362242461937522,0.016903519726844823,-0.1985990403043912,0.015099993616859589,0.1674507139948149,-0.08633213946787192,-0.15298881622172425,-0.33267650233894597,-0.0533520402152895,-0.0639810098424131,-0.13745140396674724,-0.3708618473107566,-0.01799063235263615,-0.1854590946923244,-0.7221644035118975,-0.02763698726740381,-0.10698101907232459,-0.31400711759488287
P_VSA_charge_1,0.41735738333536176,0.3526374711757566,0.2919398499920547,0.721995546526713,0.08030012995052539,0.1328710166740153,0.6589865558727904,0.6088686360769482,0.27472128466686535,-0.12011601823951226,0.24970329785412038,0.1221639894240084,0.0631623793602383,0.012477139352719095,0.27472633065087704,0.0021537875682576145,0.07885112592760912,-0.15487086791495375,0.12925887091783012,0.11697856382965191,0.15094682429559333,-0.08032798623085172,-0.15474362982792286,0.20515089432255673,0.14571991028418776,0.04638632571437903,0.16084258747321994,0.28402862750809593,0.6042585177228684,-0.14346836778341682,0.12445793569118253,-0.040076550524600414,-0.3877005879789315,-0.0311846357408792,-0.11827784317353231,1.0,-0.038729350018110925,0.2056891457987438,-0.008540091922749867,0.32154036736504005,-0.0659656291602373,0.06218716288457256,-0.11929185088172926,-0.08183377936372553,0.1277181353548643,-0.3501123500052743,0.17411620708785822,0.556817435086343,0.2912946031495704,0.1980792849786683,0.17826504594324208,0.23934670725451343,0.09203516304251036,-0.09264762797685755,0.0011478853023825504,0.10336643619591392,-0.03657471743901043,-0.057060523005614934,-0.022648707324369872,0.12360277955815037,0.06519018731212256,-0.11807355545301895,0.22006198974982813,0.14602230308539596,0.15856410061405793,0.22979367801931755,0.2245621915747028,0.023405984462309213,0.2061876798622404,0.27009125087314645,0.11755624166262081,0.005985832261370189,-0.13050095585141647,-0.0860335853970063,0.15136977480343555,0.1613652231427056,0.14625791496037302,0.08595077130494211,0.12003369894302618,0.14549605060781726,0.06471339076915085,0.08154851148744718,-0.04471204088818697,0.23709725560577932,0.1673821099255878,0.08292180530974788,-0.04263959894356697,0.055426533088609405,0.16309927347824366,0.15991940052738463,0.12951110800522592,0.7985515970684381,0.18567164927069774,0.10938076305280706,0.11170354570954569,0.12683301766503344,0.16621822428134478,-0.16592063143132138,0.6963813653544988,0.04703638818019034
GATS1m,-0.26786768218189383,-0.24918732906999652,-0.34476498355758295,-0.22148520037895764,-0.26036578802379806,-0.12827225567041872,-0.2340714926740117,-0.3118754831782529,0.1001944499240414,-0.12996352089805838,-0.46354220373524513,-0.25884552477215866,-0.26591053831591976,-0.018377793948851032,-0.10572047928656537,-0.06605921745948672,-0.12054177409522161,0.2680865013580855,-0.340512597015359,-0.382450109577823,-0.2196434646859292,-0.2801662991109695,0.27195738247955553,-0.2059927540879539,-0.14790068426025094,-0.0038842883193317018,0.12500877840567698,-0.1611342933572929,0.03518046414450041,-0.1492414972442447,-0.05351250378463495,-0.1583084891965942,0.04986555018524352,-0.2811252578695075,-0.15499928906395005,-0.038729350018110925,1.0,-0.3266016521591106,-0.2775751040982813,0.07244697654594795,-0.25051315301443117,-0.13077395586065657,0.09444325012358698,0.01204104040635727,0.02343076194113612,0.07766592571424902,-0.1466402147513516,-0.22049463624168578,0.10393858335262536,-0.3017458831691782,-0.14659283218833286,-0.5664672233855075,-0.12579992880456886,-0.2711076526729538,0.18625362990062566,0.034257263776953935,0.2803870971080454,-0.016168455791698493,-0.1800357455380827,-0.4133046495044324,-0.023456662335150546,-0.05158569297824052,-0.1770109899488495,0.5728008744757758,-0.28981963480528805,-0.29763070443619893,-0.16328623315057408,0.027972674265544985,-0.10213524075854051,-0.13037015944393437,-0.09571530672761976,-0.27369205470761854,-0.33201468250368094,0.17919755672076929,-0.3273413503964509,-0.12414552191181437,-0.4241586490922135,-0.3053548207851274,-0.18909670224664277,0.0007528075261079235,0.20057389250853547,0.0030432793184313857,0.15556099969580273,-0.20119898245341716,-0.15016338949414085,-0.2656310235843641,-0.2949725536677422,-0.3908358558403472,-0.22245101482047255,-0.054452302731872695,0.05554765876801711,-0.0519918276235833,-0.34311990289474437,-0.19690206960722698,-0.2630708719511051,-0.08761219846830053,-0.10773235755508619,-0.15667406462115252,0.059881215073160264,-0.14684225459639152
ATS3m,0.42790100980418655,0.5842041763188589,0.36854245194016455,0.34029755083196006,0.5203309994748393,0.19085320833380587,0.29847004797864424,0.34665096317451793,-0.6111010606785571,0.2866485618083445,0.45992005241351724,0.8139918583330427,0.34430860692940013,-0.010620409028842122,0.27896918198209236,0.27037602864345617,0.7572068506297435,0.212609371276724,0.7498374859452991,0.7304108245646591,0.2836367428401664,0.0590512604234649,0.3245371827343962,0.665741157229719,0.8692278810551788,-0.06223709535116399,0.1969749864588786,-0.16789993901117878,-0.15849393775259524,0.1343284571324611,0.6629916186782395,0.03392128393222835,0.4394006612081786,0.2101252013990874,-0.2776444412486921,0.2056891457987438,-0.3266016521591106,1.0,-0.37929073533920005,0.2793964851561524,0.10875996156818109,0.27826738956406427,0.3872936440284063,0.3354603084786811,0.2659531384541818,0.4778814179696024,0.18788870811547603,0.4343967106620864,0.14510825677991918,0.27504144718154805,0.24275494851396642,0.35779450615154834,0.4153955087929309,0.5847675123776674,-0.10043693368646163,0.6850468876828575,-0.21150635994544212,0.1622614715981186,-0.13120910791463095,0.7823226570925512,0.4979779413631432,0.2419024050943124,0.1911912595278215,-0.36037785530704275,0.7900042974968136,0.2760085049802484,0.5398032006933422,0.7308515081271704,-0.03464406998101531,0.7502918565840803,-0.025100792060273183,0.3034925991746086,-0.06329677789198616,0.19303207243420772,0.7931109764444451,0.7493836695037004,0.8737805167781877,0.7054100024453756,0.5711709341332067,0.5885572759957822,0.2846119877594402,-0.061284578810936644,0.22249439964319323,0.21203395756669455,0.6937590694414909,0.23039002866466263,0.24220902839158148,0.4417953148057143,0.43509158358738365,0.6788418642828342,0.034963214800402466,0.14992254291697565,0.5116775795863202,0.5290961240546643,0.35512584440119477,0.350121036830458,0.6767123287198963,0.39809685051107546,0.0974003259441043,0.5802761034214334
SIC0,0.23317849466393362,0.08137046556503118,0.3723983357312271,0.2150114594218667,-0.1948326096775109,0.027261976501065585,0.15300020213630394,0.1774410947050078,0.44191934323474574,0.09871451510129675,-0.3682121699085422,-0.1751333508008153,0.05736173409234973,0.043365245452588456,0.27554089721387826,-0.09686853944098883,-0.5855200640085614,-0.4730399981451211,-0.3760309852052088,-0.2858760942777354,0.11919775440208556,0.17498400714390555,-0.5801817498907321,-0.49157930072708406,-0.5284616402561595,0.04411077399814337,-0.3450941510813062,0.3781692432103962,0.3430852761561784,0.018198355359783883,-0.6859987868599282,0.15033986031031038,-0.4812122281974473,0.16744979155406992,0.31484460201737674,-0.008540091922749867,-0.2775751040982813,-0.37929073533920005,1.0,-0.2785609780100632,0.3081624391731835,-0.17893366289338938,-0.397184905600522,-0.2929963708083293,-0.3076559392465723,-0.5388806831683235,0.04936252392234017,-0.14421152949867697,-0.21843158387677716,0.17103314945431586,-0.06776732464746636,0.5900732083582764,-0.24499662227556201,-0.41301042349108646,-0.038143890868457986,-0.7015330760488089,0.28342099657875514,0.04236698905245312,0.25674652746043036,-0.2852508611309647,-0.3589961018560284,-0.09139653105846349,0.061844654737061404,0.215770017237985,-0.2590767343238276,0.24433550745901195,-0.06412317578709265,-0.4043635747018572,0.09375752032296923,-0.28276765861961,0.0953905584907421,0.019331659672369605,0.37860774470743497,-0.33821360745666534,-0.3828158281023015,-0.5495339779348845,-0.32739501134143684,-0.33995449958078083,-0.3412987009703278,-0.46455778711328644,-0.431277394747904,0.021779175764554494,-0.2913458419025697,0.05872413415304551,-0.4257633638421021,0.18214381723686257,0.2532497156720967,-0.06964597747451436,-0.20795438379308215,-0.49602138301667514,-0.08249076943065956,0.14093146079730764,-0.11263132058969362,-0.29637920884722196,0.062030472809105966,-0.27845902135315115,-0.4237930521391227,-0.2352219875296861,-0.023927516430614974,-0.4821407431856886
GATS2i,0.03662105481429842,0.08136620022981851,-0.08584720786943054,0.2131169380675809,-0.08421384200230796,-0.012482066929464044,0.14601954193024042,0.185060397991774,0.05490962044374303,-0.1832808566551892,0.40710130632397357,0.10154058558175505,-0.08720026908739642,-0.03678457774383383,0.048517851205882305,-0.30755982783012176,0.16559364527423248,0.15107996141264976,0.041205848211999484,-0.06219263642300663,-0.005212898935610499,-0.2516762459160852,0.16295905655319565,0.34558749463419874,0.3006377364609525,0.028803166778485274,0.46774176320080524,-0.09156938353764943,0.0502121615309797,0.1307204690163755,0.5093562806196362,-0.14952562001250144,0.011272758872453584,-0.041656795881918306,-0.4648205811990476,0.32154036736504005,0.07244697654594795,0.2793964851561524,-0.2785609780100632,1.0,-0.22678318191366265,-0.0026623376605716775,0.09190688568992715,-0.0941798920566978,0.3336281352699705,0.04631036064950997,0.10479148076054293,0.23208707071486143,0.9060358528607201,0.3824989125453487,0.05969778920796745,0.13193793532495932,0.05706779119583244,-0.0746686039671322,-0.050092997682484194,0.3062011459686199,-0.09600375487028107,-0.06266656530857882,-0.14907678564658958,0.011271412195503754,0.08122214903055065,-0.6530265662399876,0.07198136582815128,-0.22502603988690148,0.024260037582358687,-0.013664099632794927,0.18873798888506302,0.17637009212537533,0.08081903485638588,0.15626364097478287,0.04573042649578243,-0.15636345916627625,-0.5190361161806257,0.24156936409847748,0.032054738764394526,0.42742490192195565,0.11966848071427293,0.0051700723046128275,0.1857620619563123,0.33286105349142464,0.3908541332354345,0.05130692866092107,0.028162732025141735,0.08528894710150396,0.15484829752669296,-0.07184850895846294,-0.08488238278671992,-0.09220421984720187,0.11225366417685227,0.3448694361858833,0.02614118176303426,0.2402823222611245,0.022169215871161992,0.18643752189649665,-0.034661108247194906,0.1815851302744113,0.4860818012699957,-0.037976861245243784,0.28205567201975446,0.16242534751117263
