,SM1_Dzi,FNSA2,MATS1are,VSA_EState3,piPC10,WNSA5,ATS1Z,BCUTse_1l,TopoPSA_NO_,AATSC2v,AATSC4v,AATS2d,RNCG,SlogP_VSA10,Mor18p,AATSC3dv,ETA_dAlpha_B,GATS2s,Mor21v,nC,AETA_beta_s,AATS1i,GATS3p,WNSA1,MATS1p,BCUTc_1l,Xpc_4d,PNSA5,ATSC2Z,ATSC1v,TASA,DPSA1,PNSA4,AATSC1pe,BCUTs_1l,AATSC2c,PEOE_VSA1,ATSC8i,Xc_3dv,RNCS,SsCH3,MPC8,Mor21m,Mor16p,BCUTdv_1h,BCUTi_1h,AATSC1i,ATSC1s,AATS0dv,ATS3Z,ATS6dv,ATSC6c,Xp_7d,BCUTZ_1l,Mor16v,AATSC0i,ATSC4d,BIC1,AATS1s,GATS1Z,Mor06,AATS2Z,ATSC2pe,ATSC7dv,ATSC2dv,ATSC1i,Mor28,GATS1s,ATSC2c,AATS4se,Mor16m,AATSC4d,AATSC4Z,ATSC5c,MATS1s,ATS2dv,ATSC8dv,AATSC3d,EState_VSA6,AATS0Z,ATS0s,MATS1dv,ATS1m,GATS2d,ATSC5dv,GATS2se,AATS1se,WPSA3,MATS2Z,PEOE_VSA2,MATS4i,ATSC2v,GATS1are,PEOE_VSA9,NssNH,Mor21,ATSC0s,ATSC1pe,SMR_VSA5,ABC
Xpc_4d,0.5881266372566918,-0.6231016968235513,0.18588949600064442,0.24254564768134895,0.512099199122673,-0.5256735948779886,0.5834530386957482,-0.3108581687761121,0.3412033709316538,0.4574824521195634,-0.1191221511765234,0.7261995368730043,-0.4897105738487032,0.4600258935492681,-0.36080075797295447,0.09026772077737022,0.07111087097037577,-0.11242487890677602,-0.21272647113401322,0.5185778177873648,0.4903137781457006,0.003467893460917567,0.2500764246554283,0.645413468074284,0.3078420089877,-0.18444602771625487,1.0,-0.4145326372622112,0.4604288010498548,0.4505553633090368,0.2970391054446728,-0.1683777755601636,-0.4547099847895408,0.08598134502945706,-0.1698017048837257,-0.10023802099816617,0.20575530854913152,0.03796692005183391,0.3104674744697166,0.17875719035572923,0.23619963335400068,0.5330000786330075,-0.24122529319618144,-0.012787130642651023,0.3013941422897679,0.3095403108975991,0.09404078480443881,-0.24479837787564282,0.27358402933226594,0.8560142960186079,0.5577354559208236,0.15169154454713307,0.6071533097267915,-0.11220503759775713,-0.015583354825965774,0.2444437234997409,-0.4747092202120561,0.05691127948136134,0.02678012067639871,-0.2610821877225896,-0.19372600912102103,-0.006108396328231561,0.2062602219566199,-0.19868959348307247,0.39124903053901006,0.02215512405869809,-0.07949553450239231,-0.14688976345909083,-0.04189628525949632,0.42744630355142904,0.0935056455735585,-0.020562635921524294,-0.04915389492610317,-0.12597758047454688,0.10636674700477386,0.8194051696808395,-0.0836798193652435,-0.26086194626510784,0.24694634516740596,-0.05911990029947445,0.6336761933366498,0.2715913194255358,0.5383420825722038,0.0891931926108445,-0.22494081938267918,-0.08936201344251765,0.0690213501279588,0.364673339220199,0.36922319498607853,0.22721576302521165,-0.09128623732098383,0.5608878713688249,-0.1859761092722398,0.2449921512501427,0.220825692476791,-0.0780682450932669,0.5285463225207812,-0.013750976566984445,0.10903046929340683,0.7276396522684083
PNSA5,-0.7693945953398688,0.9135802964966716,0.1881447419429102,-0.5309624779977706,-0.16384335804236896,0.9069942685234152,-0.3077058550337131,0.03684895007862732,-0.7427072316967952,-0.08288575989751439,-0.014726182584911875,-0.4081719325113384,0.4395182894139447,-0.4008405165153525,-0.043308026549626955,0.1357763917820112,-0.517867788209195,0.1213083672432809,-0.1145568087085551,0.06675042136285825,-0.48821066303570543,-0.28197992347869033,0.04849670435609485,-0.5447893576138365,-0.07305349139646851,0.1495742342658279,-0.4145326372622112,1.0,-0.14358245856227722,-0.2523953438013909,0.33009280226857385,0.5499019820900538,0.8715507828541784,0.26723631026785344,0.07223660177479674,-0.10534110884896912,-0.5110460425514342,0.12419275515064619,-0.03363187527882319,-0.2628388986693225,0.41324626972092116,-0.11559249045323619,0.021251802191069726,-0.000902526167070675,-0.40721159228105946,-0.4203530271063299,0.09045224206481331,0.6576797644269455,-0.5782080639271769,-0.3773169746191332,-0.45924806590785827,-0.316630908775291,-0.16780277580249953,0.028100446632303922,-0.07573374873215222,-0.2624590257927413,0.06340688108448457,-0.4488354796832146,-0.40355882188714026,0.40053262398588435,0.1563572099583247,-0.07871031987191995,-0.2055553813383976,0.09733153832006862,-0.25784674217799775,0.08681395618516548,-0.4755495661797592,0.10258769398394692,-0.12654830820071478,-0.5980091209408894,-0.14308122557553624,-0.062105117871639526,-0.009882811369199983,0.11928425428075906,0.11298272531224417,-0.6095558826711512,0.20331736882887208,0.06316738034860195,-0.14885009856192738,-0.06947333729758626,-0.7556123254704404,0.15790836176089146,-0.3396502078753101,0.239139007336543,0.1127484192237123,0.126316817907282,-0.49797542669381034,-0.3879404174533866,-0.10083613520447382,-0.37209563988108,0.02331867814943091,-0.13674320652650837,0.0627023918967719,-0.40132411783725597,-0.13940771694062365,-0.32837018754121844,-0.775689835833788,0.4558569804010439,0.3557940365261031,-0.29688362018555775
ATSC2Z,0.23301844475802563,-0.19397329276798678,0.22709216041901029,0.08805854644984577,0.1796866782086196,-0.20408969546671404,0.20094642882969654,-0.16496530414031849,0.27022095828352627,0.6630226315900072,-0.1769827266393716,0.36377030789680653,-0.15314768512894233,0.11690858232604363,-0.1482450920285134,-0.08265165823927906,0.10187628494524655,-0.21856602361904676,-0.053625912834264856,0.22732915524136396,0.29576417367749547,0.009089693571100505,0.2539752466271352,0.2014166230294838,-0.0008494638652771279,-0.28594888732324647,0.4604288010498548,-0.14358245856227722,1.0,0.09813510394104545,0.06435741911010101,-0.0003129600154189911,-0.08335924860573173,0.10314016282675315,0.01614413730226019,0.05259356222935309,0.12690143905783258,0.08834747673106617,0.1983116886098333,-0.15838040240209522,0.386910488335562,0.19145510852272396,-0.04724244715276673,-0.10632303385675376,0.2792799198868743,0.18853378042247004,0.01935516547170851,-0.04756483752257984,0.08877774755483964,0.3285299346908152,0.22714511113145613,0.07880812732100416,0.236275417626364,-0.010477567951413119,-0.13521653270947676,-0.038528796369780675,-0.38037090529802275,0.12291371716619709,0.047273526158575094,-0.1220654313100909,-0.24732261411748577,-0.03343376495657599,0.41753098446815506,-0.12640599989290088,0.3774467673985881,-0.039375582940258426,-0.141787418044071,-0.25592739176720813,0.18158208713718324,0.08391989803422614,-0.15368341982553926,-0.27156271851400526,-0.14804181892389787,-0.06615432432142923,0.1421861268732902,0.34812438430884896,-0.08941754191993537,-0.2371138335831701,0.17140414945487462,-0.11121121804883759,0.21892190412392,0.44488144669016,0.17852336048637346,0.10360751949360131,-0.234647600057373,-0.24202703403940223,0.004149679586852251,0.14227279807273255,0.6806685193143758,0.23726557348296243,-0.11268411797964856,0.6414879710651962,-0.3130551706981764,0.12734431142116617,0.17020808876932886,-0.013611914283295973,0.23222094448330655,0.1688534354587757,0.03273356049497532,0.329455205284471
ATSC1v,0.13098978258750082,-0.38184709467297473,-0.10353029029635555,0.35969298343687583,0.35907789383807154,-0.2365008481454561,0.32145438606330157,-0.13153597194863315,0.2830250951215698,0.001254808315166028,-0.13666341970800158,0.5675061910587283,-0.28955533043340453,0.1383988403490918,-0.34365114173148037,-0.008610258089408903,-0.030329158757456832,-0.02756653881209606,-0.031878906797428934,0.24306278067644957,0.2604367430314536,0.03180489351458099,0.19523627551954584,0.354196469159979,0.5660144405795573,0.11680662823270312,0.4505553633090368,-0.2523953438013909,0.09813510394104545,1.0,-0.0383796060736858,-0.31793783772634526,-0.3022971881641568,-0.052164978139649196,-0.11482266182174894,0.0042120115913363,0.1587806668577485,0.008733214366221357,0.18010031947119184,0.23237591071826152,-0.23114867203925937,0.34571817916443737,-0.1282327245669163,0.2863993248990935,0.025490697131755367,0.09508726886316053,0.35121552233059083,-0.359079106000158,0.14942184026176264,0.38188112378597433,0.20158727312181698,0.08081332454686517,0.36576066732682433,-0.06299107083338981,0.25744542001131737,-0.026489650054347873,-0.259433098018452,0.25970619314272997,0.11422741788619745,-0.3345573581624918,-0.2332568151851221,0.08919786674027864,0.01751322644239683,-0.065868373483755,0.017244537554632976,0.6184842202120542,0.3209674030193646,0.10832872668970697,0.04990595340166526,0.09827220397245234,0.12260359178395311,-0.09256724453693758,-0.04678217636051554,-0.054777286061973365,-0.18898879064922708,0.36216797311108573,0.05896395365846615,-0.19088070801701543,0.20749082921931505,0.02831218311754234,0.17474797548300983,-0.1160188249309756,0.3172017132168525,0.009928928684270087,0.03271664846488144,-0.1536067043333372,0.15910175650163247,0.21076120180700364,0.02625845188400181,-0.058732950886038804,-0.21262916443908444,0.1879384065549453,-0.012451189833424475,-0.05405889556292171,0.15403754664512215,0.15780272683978055,0.1405664852776483,-0.29197195203084914,-0.19338490453970072,0.353491145325201
TASA,-0.08029122545653937,0.08201429600594744,0.46548076995886006,-0.2266681419031381,0.52537585572722,-0.012725678641907597,0.5953248564267248,-0.3833545788404008,-0.16462846883769208,0.08225944615770953,-0.026565841228103997,0.26674519935357394,-0.36931906938727754,0.0065484911344794415,-0.6770874693735971,0.3063401788943211,-0.5035340445407142,-0.01875730669070268,-0.6806265219806954,0.8328225081407445,0.16441953742531126,-0.3919556053498638,0.12068897050566608,0.4774142162230582,0.2518931703755089,-0.3077068344796884,0.2970391054446728,0.33009280226857385,0.06435741911010101,-0.0383796060736858,1.0,0.5715252702026805,0.29315146525786695,0.4185073492064159,-0.19185048239141295,-0.13049191517591965,-0.005573004710945984,-0.026113771541407805,0.13612322380440536,-0.04737474665511404,0.4646250745763689,0.4133691489746815,-0.45302421946783605,-0.02175762876330489,-0.01548252428081872,-0.15432472156760618,0.2256720081158469,0.4051856246080739,-0.3502133927612068,0.5879826852442288,0.32825227567347,-0.044900588527288544,0.5366871742573138,-0.12518505501715424,-0.1261701463845936,-0.11095614115884998,-0.24080953239882616,-0.5040887958660213,-0.348629963884564,0.022380217766650088,0.07860945155118237,-0.10293504374546779,0.102075296836274,-0.21939560915063508,0.15907311410916314,-0.034651633007463926,-0.495194111921373,-0.1626514702179485,-0.07601507116939601,-0.20692662556590957,-0.12673015128060378,-0.11036318050756946,0.0056011774386910025,-0.018011924256700503,0.3693827217144353,0.2926446037567803,-0.07152272476942592,0.027956856252347125,0.16708308240446798,-0.11485195668885312,-0.01494842229132464,0.41982224614506086,0.5048445046736263,0.08760934930900083,-0.14955851444611007,0.09870495137823099,-0.45478968156285404,0.48449656804941843,0.09612342867323807,-0.06574325275696363,-0.05721510480289128,-0.06412714006033483,-0.18675848235107287,0.11961710945424867,0.09964416020598976,-0.7881005894352788,-0.11828255575157859,0.4134704787306608,0.6144208105919022,0.6876794473611807
DPSA1,-0.45176057300325023,0.5132285099793663,0.41865820621405747,-0.1414399799626826,0.07949673109811746,0.31391169612994607,0.07311852365104372,-0.1337711015623775,-0.13083784197090567,-0.04597200063652063,0.03733858442901468,-0.1762182219933083,0.08280313871229192,-0.4460104331897504,-0.2684832079953484,0.2743113174340391,-0.3469141041548034,0.003914455443502254,-0.46663209421139884,0.4984184193509054,-0.11448512607017684,-0.3140783589335718,0.030123993402004095,-0.2268268788919726,0.1047939301205659,-0.28651786192044426,-0.1683777755601636,0.5499019820900538,-0.0003129600154189911,-0.31793783772634526,0.5715252702026805,1.0,0.7312933501179104,0.39511434125512546,0.04911256072897015,-0.0748608760188606,0.14721149086742033,0.03778606139946427,-0.08194851440422984,-0.38961576358551664,0.581579102714047,0.05139256052761998,-0.25829872620789024,-0.24103879938519435,-0.048927243860433234,-0.3539273095567999,0.2859830993963515,0.45094217955175314,-0.6497826962489383,0.043083477594159834,-0.050950697203024774,-0.08937228827613078,0.11058030227831625,-0.1552798226981471,-0.3861405807306197,-0.5040656336033119,-0.1394134447511468,-0.5373850514055151,-0.3595950999186035,0.2751662101274385,0.16425513892292581,-0.3002427866556976,0.031213210071723656,-0.055510195316215316,-0.003744417368635203,-0.015567064799154998,-0.5675177408478826,-0.1984430553468678,-0.02235941786016232,-0.6130492236514111,-0.34914307782283155,-0.23492868967464575,0.07489369747829898,0.02409580360665803,0.3670772986980258,-0.25671000546260614,0.015804343121511927,0.0927477638035013,-0.0739055752429091,-0.21578725844661875,-0.37140704597925467,0.46421309215883483,-0.007295694249556887,0.3645424174074905,-0.07714522431664882,0.14228194792540116,-0.5911256049236862,0.33381248690788967,0.02066203951965753,-0.01325378961945209,0.006551891259964575,-0.19941945966504498,-0.18472527584350856,0.028049288838693662,-0.008944538952255101,-0.692085008272196,-0.31289544877412623,0.3634198037170291,0.7247628347013615,0.20614467763802893
PNSA4,-0.8126300136547162,0.8957232391978879,0.32014167135475435,-0.31738436764209166,-0.14937084384958685,0.7241635851760689,-0.24843486731673392,0.02755886689935574,-0.49359479775871345,-0.06946849468164748,-0.043329770149123384,-0.3797538788737186,0.4163857521272532,-0.6050904221237882,-0.04611007669221815,0.1674246573935586,-0.49284133508388117,0.10259144104133858,-0.210504529907382,0.1263219660713651,-0.4512041191093405,-0.34466915213742016,0.07442984303237235,-0.5440840605578794,0.007521758845495511,-0.009339922316723513,-0.4547099847895408,0.8715507828541784,-0.08335924860573173,-0.3022971881641568,0.29315146525786695,0.7312933501179104,1.0,0.4368454798044803,0.12529501992782632,-0.13092180032175735,-0.22751709798059758,0.10344943841094101,-0.0890068693965036,-0.3861711676454185,0.4602820529543203,-0.09929569888898288,-0.1109583501433774,-0.14031792485829134,-0.37493526127238974,-0.539975822942259,0.28837464619805747,0.6777920827816586,-0.7631128969751445,-0.34747411252034677,-0.358372356761692,-0.21326572630646948,-0.13008835180767245,0.01545124553566657,-0.25392000884845395,-0.5664513500955035,-0.03185861024494662,-0.4051433078846809,-0.3021915136572985,0.2511089156163948,0.0650610911680104,-0.18815057866866788,-0.11165717059844248,0.07682218830587845,-0.19047887811924727,0.14090931151844885,-0.45673706092418953,-0.052624589622910285,-0.10213524616731882,-0.7861197190332969,-0.29639131420749104,-0.2629704061398538,-0.03964658025289281,0.07869587508756047,0.2441228303161604,-0.6370169383282175,0.13185100577371817,0.05962944992815509,-0.10244089719359616,-0.054577128295362626,-0.7929862943318172,0.3221930472610691,-0.26882128904910907,0.35992786326960385,0.05019280964463324,0.16156210627722187,-0.5868974414503584,-0.1920759312560217,-0.023721663717423146,-0.21204578297795554,-0.021514248402578186,-0.11129331780393718,-0.11462844117161479,-0.1855232056192532,-0.11573439579084646,-0.3844808753143922,-0.6902789382340478,0.5050287891668502,0.37014326270750947,-0.23687848441672119
AATSC1pe,-0.18435884457669954,0.1789620336804624,0.7464949757601613,-0.023718566089412328,0.13099327734157756,0.06236464904380613,0.10761313591736252,-0.3332543873876382,-0.04009080804586324,-0.030616640335314266,-0.19151708146810137,0.2460042099329487,-0.009818072789367268,-0.1858533116879476,-0.2896305776411465,0.3113998743853964,-0.37157336658354445,0.14341335852395456,-0.33826682303138084,0.37618753112176173,0.090762019478832,-0.35817507746055977,0.2642617849454704,0.07633768718868088,0.43011209554050545,-0.32144049629889976,0.08598134502945706,0.26723631026785344,0.10314016282675315,-0.052164978139649196,0.4185073492064159,0.39511434125512546,0.4368454798044803,1.0,0.1411777398412865,-0.4378459053820232,0.002246674887220931,0.028679546074469174,-0.10661097970711685,-0.23089415947345068,0.30639975627099114,0.09402761760444794,-0.2951153994771549,-0.03183520268496426,-0.045830140411849025,-0.29355755165009606,0.6834447010241782,0.6451339075757792,-0.481028239538369,0.2035311043140432,0.13721782617503137,0.02777034219405388,0.15228787807322097,-0.14274235702638272,-0.11931932846203665,-0.4600874809138034,-0.1547951848666081,-0.18770667719557652,-0.1996223515915209,-0.264904558448964,-0.1184066636051708,-0.29918439176536255,0.05306856817841315,-0.0542142979044686,0.05160495809691911,0.24675330464503742,-0.29156786440773874,-0.3877311623124196,-0.12087435065882847,-0.3525196125277648,-0.09227978603088673,-0.30889746232539306,-0.24802319788497254,-0.04326031523425778,0.6266688945027024,0.004092768398549577,-0.02928899280975474,-0.08775318956095558,0.12451447583772361,-0.1295785285520045,-0.21024430237970063,0.6311679087618701,0.06630682520366415,0.3734099715493601,-0.10410889413357084,0.2884633631771774,-0.4938617288151614,0.11141546962171771,0.067921045459193,0.07058740091855623,-0.1311762714964219,0.00469409038886325,-0.4834523410908325,0.13897361096942515,0.02020001890171678,-0.37765429162933645,-0.11163469422678263,0.6520436854691423,0.2476177813014428,0.24543870736644055
BCUTs_1l,-0.04218430574896124,0.12761141894278827,0.1705356328883502,0.04594950890167169,-0.09568035790323148,0.1297044758174509,-0.41008699962761336,0.36403773470066697,-0.022105070555731545,-0.11890254106669991,0.03363002759166412,-0.09589812239935709,0.12800931949902944,-0.06598147830370935,0.05785315409585388,0.09023785260855888,0.4362524031957976,0.07963306818199141,0.05684049653682894,-0.08254984598982537,-0.2340258093107385,0.40833435913827143,-0.2705630123311184,-0.23353388195206395,-0.11379265464318047,-0.015440111698839347,-0.1698017048837257,0.07223660177479674,0.01614413730226019,-0.11482266182174894,-0.19185048239141295,0.04911256072897015,0.12529501992782632,0.1411777398412865,1.0,-0.2975664520762497,0.016728022007444478,-0.017896863892223717,-0.2847496430514301,-0.1555779434727246,-0.07898186146111566,-0.06074212111177062,0.08979091335440272,-0.007140325530599728,0.1258025325763149,0.0641042104017823,0.10993768518805463,0.22911415511002084,0.1421705697213647,-0.22487953380109305,-0.09216247118648854,-0.06383271570659171,-0.07803230207189382,-0.07352467619260422,-0.04147203402480886,-0.20278603949534837,0.035614745497536064,-0.042612616443560104,0.6684291825373703,0.030817427554370665,-0.031369765759280424,-0.2382529287229595,-0.16554480653702414,0.09710344392257197,-0.14502704171143296,0.06510330517680558,0.05616032534447406,-0.19138585179477444,-0.13352352980514864,-0.09748828622217534,-0.0701275327233363,-0.07005863779025173,0.0737163811120304,0.03415817179916702,0.16489101099336093,-0.13657612923281454,0.04386065999795786,0.08424327364124747,-0.03890079693521774,-0.13510299186429575,-0.08556176440583907,0.1625255184319745,-0.39924483007287426,0.09836774128183733,0.021856735867055187,0.16919536934532856,0.18126307453650276,-0.08126823960250493,-0.11041675578339422,0.035218105539275985,0.03561092280275936,-0.0468708432935765,-0.19874461936232585,-0.04948157768082205,-0.14118551299268622,0.03451143306678935,-0.1170936478139361,0.14320876926194157,-0.07624611006979208,-0.18908390839982683
AATSC2c,0.021184756309532447,-0.079903332824018,-0.34566729156685655,-0.0812127356496575,-0.008407614307730958,-0.06060844110998495,0.045493294331531604,-0.02754271167624904,0.201553352929199,0.03842505078839954,0.18151308220489432,-0.02328235367165896,-0.06881852778171489,-0.04214213479949742,0.039582084763069125,-0.5305306428190374,-0.015509377393123736,-0.39923295037311074,0.07168222625165627,-0.09342026858125178,0.10538819025486722,-0.061283581218869225,-0.054215906681553586,0.0067951699199535085,-0.17999090399796028,0.03876456400880292,-0.10023802099816617,-0.10534110884896912,0.05259356222935309,0.0042120115913363,-0.13049191517591965,-0.0748608760188606,-0.13092180032175735,-0.4378459053820232,-0.2975664520762497,1.0,-0.005231558201827699,-0.0026568353726260227,0.02206771893946517,-0.04635906649921049,-0.05254697827678482,-0.011740285006646867,0.0829768746652742,-0.004930778040746547,0.033824171937480316,0.019417043855309856,-0.23528836286446855,-0.31094730866834147,0.060660619909509564,-0.07497919037859298,-0.011621883333981392,-0.006203570917849325,-0.015654857379003056,0.12584167193015916,-0.014979531618936661,0.02144997332112546,0.005800306273269412,0.09145320530412226,-0.11308523639379293,0.0277991696237509,0.021292941081427555,0.036545849600096804,0.4154933767765351,-0.018747400158034326,0.19705196002462552,-0.11909297791826307,0.09631845869485801,0.05119342911999435,0.6525132977104349,-0.024705280578088712,-0.09702484390322402,-0.0526292473625382,0.29205235085317305,0.027749676442684963,-0.24956301724546842,0.020251306827719306,0.009131969538947281,-0.06094610785879631,-0.03886887326548099,0.053501630797080674,0.03486880009091006,-0.15595213026537474,0.051506928349860905,-0.15826087400787894,-0.030424489665186145,-0.47187105261676304,0.07976345105518645,0.06492736960726447,0.25867465587504634,0.15818118065597375,0.028718632704973247,-0.001874632247040332,0.13060223595562295,-0.06315816914193684,0.13056621651350958,0.07620559243573462,0.07282639264232815,-0.26785275866412195,-0.060395804070309485,-0.0199752925099255
PEOE_VSA1,0.30673253907347686,-0.4570426046268989,-0.012827915541696835,0.5581392285622062,0.22777781922070667,-0.5892294361812036,0.2380552012366365,-0.14774820916065357,0.6421465860756429,0.044393601656083734,-0.008873036205187668,0.24982850346565907,-0.19832848430248395,-0.011276795301760288,-0.19073935235085837,0.08915587932445634,0.24412435513208894,-0.028421882473117027,-0.15676798998039138,0.23336727312633898,0.3478551120436335,0.025359097652548998,-0.026909714965578427,0.27705655794224426,0.16889901792241271,-0.3135367592686373,0.20575530854913152,-0.5110460425514342,0.12690143905783258,0.1587806668577485,-0.005573004710945984,0.14721149086742033,-0.22751709798059758,0.002246674887220931,0.016728022007444478,-0.005231558201827699,1.0,-0.10518471526559856,-0.039199505285204224,-0.12003311588264572,-0.06326094070835128,0.16563719679873234,-0.21277822299100116,-0.15287600396407136,0.2436312109949243,0.11339940842092858,0.18676939340931137,-0.386503255669307,-0.024132749004924688,0.29965780262806946,0.2924872216185293,0.13682621837513392,0.23483715811498282,-0.11225435317266737,-0.17828900343668147,-0.2148814743406447,-0.17774870225250702,0.15894687029809113,-0.0003338251628559524,-0.15014530090307654,-0.27324340184634877,-0.11464926618941719,0.05972073222637332,-0.05795082275571067,0.1139576794635581,0.0577088458186221,0.2162002249943804,-0.09775638368834687,0.007108641461693287,0.05371200353296054,-0.18611898636320148,-0.17693787699577668,0.03960188831987727,-0.051683140946114994,0.0032412397469192937,0.3189650358238031,-0.11901442540596383,-0.01077840270612527,0.2134773827011026,-0.12034326432173036,0.2792402591758544,0.1026215720118953,0.19855749325814703,0.0932850502120294,-0.12328411082844555,0.07628387764972626,-0.0028748042334863617,0.663332533983037,0.09318648166216617,-0.03390701766601512,-0.08074122145630927,0.046773524263943,-0.06927155442584731,0.41494089724584865,0.14275257827805085,-0.039304401039644346,0.3528720250611595,-0.3459694446363653,-0.01668980186416794,0.35164137317920724
ATSC8i,-0.1423314060799092,0.11985843234756194,0.03738856323234229,-0.030844559723912434,-0.12000724383800633,0.1535354502120893,-0.07857630476311803,-0.03597896704875158,-0.14689763565014546,0.11072781519540896,-0.04295634482292512,0.021265118449754115,0.029506796819980172,-0.12482345259769315,0.04845469438755442,0.0009845348675466472,-0.07286841025354752,0.01913525392275841,0.09733112004663633,-0.014223047396261592,-0.03632422113151238,-0.053767289657478706,0.09000220900970372,-0.12988211079614426,0.046408811930819964,0.04187663675291105,0.03796692005183391,0.12419275515064619,0.08834747673106617,0.008733214366221357,-0.026113771541407805,0.03778606139946427,0.10344943841094101,0.028679546074469174,-0.017896863892223717,-0.0026568353726260227,-0.10518471526559856,1.0,0.07783411630036519,-0.026447754398789908,0.19830024522943904,-0.0325631788891859,0.10237983773671272,-0.04896061222722823,-0.03212383941571225,-0.09204887961680935,0.02721346692340914,0.06267068982251871,-0.06271667481598464,-0.031806022277801604,-0.16194278728777523,-0.02308572912729551,-0.07097689908658282,-0.013583260844149044,-0.0468787936896771,-0.03583452347304139,-0.06896233950925648,-0.017425374093330153,-0.03964455619614539,0.04988684442963937,0.014152972745837586,-0.021431096650208672,-0.05271594928432786,0.09078251657595932,-0.10770554959382286,0.0334257975434394,-0.18567369224673472,0.04488586998451658,0.024332487025204266,-0.056717121393231845,-0.034588546524958824,-0.044041387527587565,-0.019382831389350746,0.042566707900915005,0.002313468213202072,-0.1045813546632604,0.27980608254351885,-0.031419080893490964,-0.07422937967911188,-0.01832196851377663,-0.09883227239810752,0.07555872761122649,-0.07744620109230087,0.14431638092151308,-0.034375365206944876,0.02709685086157703,-0.06839617886091308,-0.16107372333142003,0.07718511526324476,-0.015507321061786554,-0.052740972453581225,0.16818756354088013,0.016980539697176198,-0.1094489405489068,-0.0162409633660547,0.06259179094556087,-0.09997789462445396,0.03636874747203932,0.042491677343089986,-0.0645547810199967
Xc_3dv,0.07621155121920692,-0.07627456001717513,-0.1483154770149486,0.015336874546922287,0.1317115398476897,-0.08138227351597288,0.43730090819057804,-0.1801839265149521,0.02564261627524591,0.2676340314078525,-0.004741011307148468,0.10183934753144427,-0.10067399822103917,0.05274203769557917,-0.05106753110309526,0.03334584239069052,-0.1574784246052662,-0.1238226258938855,-0.009286295226925308,0.10480173401202081,0.12387361745732936,-0.182742283416834,0.44427856572420354,0.1996759799607995,-0.04799108584465048,0.020689257879981056,0.3104674744697166,-0.03363187527882319,0.1983116886098333,0.18010031947119184,0.13612322380440536,-0.08194851440422984,-0.0890068693965036,-0.10661097970711685,-0.2847496430514301,0.02206771893946517,-0.039199505285204224,0.07783411630036519,1.0,0.13816721027541912,0.19267920411482503,0.173950151512226,0.0608130975666643,-0.05565002356584667,-0.04320298105828754,0.01635966537875546,-0.027704960552024923,-0.04229652447545855,-0.02611124677818009,0.2374865699610359,0.12326575246234418,0.05745207169522288,0.17981248506814917,0.09641658915157819,-0.05891253382934932,0.033250591750917456,-0.16310356725292072,-0.020899151005206052,-0.12613399217211346,0.06900501183117166,-0.024216206621223473,0.6983657406133257,0.11769096390274389,-0.08614378106962654,0.09369936640206207,0.017937311887021547,-0.08109276323085338,0.095409100749091,0.04337993758278411,0.08990546613218049,0.0203304478370967,-0.026091365079565863,0.015492331501657738,-0.046595621786957836,-0.16199796683640494,0.14543157076606683,0.007733048084231645,-0.22503866283217727,0.028406297470570233,0.2555115174941269,0.06226268864692834,-0.029378235745046374,0.4502991866512596,-0.056711764979941674,-0.07502445779102548,-0.20013153694549507,0.0010805377916590319,0.01415194357334612,0.21940864909081315,0.042874358410910404,-0.007663172004399329,0.330786462345076,0.14889661131911228,0.0074397544068178206,0.08657523840005635,0.026635568459134864,0.06656476564961818,-0.03792559748291815,0.056341834167126986,0.20535634741945907
RNCS,0.22161839038389694,-0.3101668711066679,-0.23379042922176307,0.2591918583627302,0.06688086525506089,-0.20966813017111513,0.1232304256442012,-0.03750745959359557,0.04126419705696003,-0.07618284089722256,0.039178605669229975,0.08994545534972981,-0.41443667263110384,0.29458704847301365,0.018967440969814228,0.051954999175758305,0.09538583474387786,0.07167399219324909,0.008748725869730172,-0.021978212176328074,0.005627009861435874,0.060140010969465627,0.04808233619391734,0.2846551260012216,0.05655153630220698,0.3681581642796439,0.17875719035572923,-0.2628388986693225,-0.15838040240209522,0.23237591071826152,-0.04737474665511404,-0.38961576358551664,-0.3861711676454185,-0.23089415947345068,-0.1555779434727246,-0.04635906649921049,-0.12003311588264572,-0.026447754398789908,0.13816721027541912,1.0,-0.23364236786042075,0.12228507204038237,-0.05820902619392499,0.04182213497410377,-0.15527638769715868,-0.035903461374473596,-0.14855469388646925,-0.2537683254208038,0.2883959765383711,0.1381087181752033,0.18360311892442233,0.14297898545319046,0.0890092306912151,0.037328667494653064,0.10430474885945522,0.34244039905601026,0.058923027580074325,-0.028337349311346967,0.0683259877438438,0.07993524409752054,0.0938368606767708,0.20303113387337204,-0.2071415232835001,0.02565541114159979,-0.1238773971459245,0.09681156590891936,0.21577574204638364,0.2899871453021795,-0.13131606747498595,0.2548579198183829,0.08267229817434633,0.2221564849913724,-0.002091871981727518,-0.039238527311758004,-0.21254453262021425,0.1941316607314122,-0.03210599207766716,-0.005149172361981967,-0.025116347650485822,0.05721256459309003,0.3227315897573012,-0.3566350511046728,0.12731809084950782,-0.12087105603577392,0.0778862464122751,-0.05604502649311162,0.20153420217758553,-0.0008887212246991924,-0.1215241523228307,-0.024603642621297078,0.028567167747791524,-0.0703156200090192,0.2670162975552858,-0.03309101613947067,-0.11340375226233636,0.12375722773716674,0.22308984475298085,-0.2524370111307199,-0.06899274954233212,0.07617035584353324
