,SM1_Dzi,SM1_Dzv,FNSA2,PNSA2,SM1_Dzse,nHetero,WNSA2,TopoPSA_NO_,WNSA4,SM1_Dzp,DPSA4,BCUTi_1h,ATS0dv,PNSA4,AATS1i,ATSC1se,TopoPSA,PNSA1,AATS1are,ATSC0c,PNSA3,BCUTc_1l,RNCG,WNSA3,ATSC0se,SM1_Dzm,VSA_EState3,SM1_DzZ,SlogP_VSA10,Xc_3d,Mor21v,FNSA4,ATSC0pe,AATS1dv,ETA_dAlpha_B,BCUTZ_1l,ATS3dv,ATSC1pe,AMID_h,BCUTdv_1l,AATSC1v,ATSC1p,Mor21m,AATSC1p,AATSC1c,piPC10,Xc_3dv,ATS2dv,AATS0i,WNSA1,piPC6,AATSC1pe,AATSC0se,BCUTdv_1h,TASA,nHBDon,AATSC0p,AATS1se,ATS0m,ETA_dEpsilon_D,ATS4dv,ETA_dPsi_A,AATS1Z,nN,ATS1dv,ATSC1c,DPSA3,ETA_beta,AATSC0pe,PEOE_VSA1,PPSA3,AATS0are,AATS0Z,Xpc_5d,ATS3Z,ATS5dv,AATS0p,BCUTp_1l,AATS0d,Xpc_5dv,Xp_5d,AATSC0d,ATS6dv,ATS5Z,Mor18v,ETA_epsilon_4,EState_VSA1,fragCpx,Mor14m,BCUTc_1h,ATS1m,GGI2,TPSA,ETA_beta_s,SlogP_VSA1,SssssC,AATS0se,GGI1,SMR_VSA1,nHBAcc
VSA_EState3,0.2630378460716551,-0.3749279400580915,-0.4776744369439766,-0.4521900535387556,0.34255251090011807,0.34138401767395726,-0.37913067555163704,0.61440306378862,-0.3881743907704611,-0.29600882795819744,0.4381749724146358,0.049673802590452044,0.3014681644765783,-0.31738436764209166,0.09248477224350399,-0.22230972396389215,0.556173396150298,0.2583307720400695,0.1367510408588636,0.5302598990388139,-0.6257704740764085,0.0814782855707743,-0.19447968867575255,-0.5707112714910256,0.40694681173803604,0.13113595801762662,1.0,0.1530270515419341,0.0036056128198638463,0.1721873724070676,-0.10383485247455058,-0.19238067998591735,0.3782761388778077,0.13290402735246076,0.2601530787626623,-0.06563983852764449,0.2968394906784848,-0.26738893602255304,0.11530373395055443,0.21420839763653712,0.18624901822250928,0.27759526772172133,-0.20704178775642806,0.10150801491467214,-0.1916740444135627,0.07756846928961068,0.015336874546922287,0.25043904235723774,-0.060326780730946356,0.2713021336683117,0.1673963276700604,-0.023718566089412328,0.17139482527212452,0.10196177726319647,-0.2266681419031381,0.6909171646543083,-0.11808403111149966,0.10933697919503745,0.02776776103561002,0.34787169994581213,0.30158114231091493,0.01092397960412061,-0.04991627438303457,0.15753296265578817,0.27817618125312954,-0.39814042503528085,0.6262766970235982,0.21391389316748147,0.13938182290243956,0.5581392285622062,0.4387672860454996,0.04091838592366854,-0.06406634260513816,0.22416880766689978,0.2290250273491154,0.3365837617896401,-0.10066572909868055,-0.13731066024386399,0.1393279417500593,0.1036067136932603,0.18915126441148325,0.08935996200641748,0.33397543874531505,0.24224875738862753,-0.08432953319165382,0.010983994786120027,0.5612915749830475,0.09610700115559669,-0.1258059505861818,0.13223743308043828,0.10940747935576016,0.26619422044554847,0.6375390570998318,0.22815038447350647,-0.006373181772227585,0.05775018978141734,0.0317946390461289,0.23379699126927814,0.4031978966601067,0.4546151622608684
SM1_DzZ,0.6753437758251696,-0.5210058380308222,-0.6537782302244227,-0.591182263128156,0.7793022884572753,0.8370032732549172,-0.49551149878903833,0.34251634323763647,-0.7301308429989646,-0.5652701073224032,0.589159568060558,0.3726849529355344,0.5308470446759967,-0.7228661664059156,0.14882436986451242,-0.288309782569057,0.4531858055452072,0.708294891576961,0.43633351201066756,0.4295699056411337,-0.5461241031468504,0.05068965415535217,-0.37644853319938415,-0.502573856300528,0.5367606056121728,0.9684302872398879,0.1530270515419341,1.0,0.5011633562994365,0.5271739435671615,0.14614751571806267,-0.5854833606763862,0.4769008119041819,0.396835710315964,0.1827275943952696,0.16629881627189666,0.43902835051814,-0.2782617241822779,0.676139848962895,-0.06821170808998613,0.02431366451749485,-0.07322382100458708,0.05511206160485624,-0.09221338461182439,-0.304993094345501,0.13933474429737255,0.33147611044688663,0.4993121393744376,0.2691179424248987,0.5457870634105254,0.06229439300165339,-0.2576237718888539,0.5504338209952715,0.1380571492028282,-0.07284798754701084,0.15272962457645387,0.20209411266570756,0.5084739348578274,0.5730866162473297,0.01960917925834661,0.4415274236280259,0.04190790116465822,0.22882693522630249,0.24534116887900417,0.3534533613259033,-0.35361475106297957,0.4238323524624597,0.24098711750561538,0.5086252522898911,0.12834260865238886,0.03721674442888535,0.5585834070779664,0.2718372689391839,0.324576377697599,0.3974278269874671,0.3654602895584407,0.313931326690868,-0.01331608544612906,0.580985895142508,0.11447413717883129,0.13015948254429663,0.6287167440022452,0.36286378329726837,0.264678538898378,0.015657038738072462,0.6232377461368576,0.5660488597363486,0.11394821773759381,-0.28602290073835807,0.4608339895533605,0.5290072343118221,0.319984679681615,0.2922682593854427,0.30450022917872915,0.17695453187346957,-0.42895315583214444,0.6219261543877123,0.45949466294697355,0.5145579915590557,0.41090792868482023
SlogP_VSA10,0.7570632388273567,-0.6209608363104432,-0.5417711384234347,-0.44993079742121234,0.6242150015897961,0.5619217521732589,-0.34982903188454384,0.13536428891720198,-0.5650689697801093,-0.6933526239180587,0.4036912443073714,0.5916037334160483,0.5757996560431468,-0.6050904221237879,0.37184131172537394,-0.08072652910499277,0.10791282404409687,0.5269861980920854,0.466889676120626,0.24786231688513746,-0.34266818352920014,0.110097702899715,-0.3113862910685828,-0.2932321655515503,0.36008913976916174,0.4830265017316451,0.0036056128198638463,0.5011633562994365,1.0,0.5172388371358256,0.13677727083545077,-0.5329055010599866,0.3722096393824248,0.5442687849071105,0.354989926953761,-0.021288178401533155,0.5299469638109564,-0.11059071713128119,0.33047643174404445,0.20517614780737758,0.022682802028743877,-0.005775567212081091,0.1070838838542448,-0.03222292992232265,-0.14173202725686465,0.16369403358414306,0.05274203769557917,0.5682641863090623,0.6011827453703432,0.3833577694446194,0.07924299319491517,-0.1858533116879476,0.4827145929810977,0.25577032935386695,0.0065484911344794415,0.02990873573500659,0.05106224955888306,0.39978739399068286,0.20224251986340006,-0.02756965523110278,0.48850373837814504,0.0399334823404561,0.024164456950218,0.3561060768593491,0.42170502623807066,-0.11140389665141723,0.2376145839087925,0.2366913278395383,0.5090095254662342,-0.011276795301760288,-0.056420520454069256,0.6071839785357449,0.04241017402778801,0.35691325594914286,0.31676544609620855,0.35455665644683215,-0.003914327410870479,-0.16928731439241357,0.510363378856071,0.06145451778378805,0.12873627481134245,0.5823762516925022,0.3781536985112366,0.18264169044595688,-0.12056938824574771,0.5132754047832513,0.36908034768017894,0.11920847787965129,-0.3687775222969669,0.3815897514331698,0.2083378154156755,0.3556722138164896,0.07124533177474993,0.26975486820102335,0.26770124737047746,-0.7101843050321867,0.5483534407044378,0.4393595974065093,0.36795688756812067,0.10573411218344025
Xc_3d,0.6367171619780037,-0.5782985157889304,-0.6029487031649774,-0.6012976086155918,0.6283042598874872,0.6001317584012764,-0.5417002425216234,0.3331880330042137,-0.6138301936318548,-0.5907738213472318,0.49083854748607053,0.42504469986942983,0.6893193936661975,-0.5430590955808888,0.07299808351678948,-0.14549712456971117,0.27497848376505124,0.5961599594344926,0.2541760609150487,0.4166162526655705,-0.4303981061745448,-0.11005531025363235,-0.4504663768274076,-0.4786565837282564,0.5180089025164639,0.48994998467935935,0.1721873724070676,0.5271739435671615,0.5172388371358256,1.0,-0.08899186074011223,-0.37739783966149215,0.5482661391063804,0.3551498773609126,0.11248773944282778,-0.06746984166579824,0.6510997832766758,-0.15054224876784947,0.20351506290171661,-0.037344658377597505,0.17070806748272796,0.013808979182662637,-0.10258834313619884,0.0046918126559227615,-0.17939608630869144,0.35075388875318125,0.4854595885947924,0.7172516839064839,0.259426950199554,0.5778242612445472,0.3812084681726069,-0.12675319567930318,0.34580439325188883,0.3563931733682471,0.20131581317924155,0.15006285173869632,0.025052705677106463,0.2313889504244325,0.32833151266335825,-0.06442028807085473,0.616393622791522,-0.0052871884555825855,0.007822455492908257,0.2665242991545413,0.6152982081187814,-0.3369929446235161,0.3595545520053239,0.45859145708406374,0.3467232850224491,0.13450053111218688,0.10125253217455057,0.37303132210005446,0.007319534395297723,0.7790833752957887,0.6787377396818989,0.5089337465385829,0.008404125121507634,-0.24155073188965326,0.6890745105766304,0.6351632182189119,0.48568180948797346,0.8312574270638514,0.4742366572916111,0.5163414819044753,-0.2076239454624564,0.3451263169186994,0.5092850124712378,0.41552871663057794,-0.05557407797580581,0.4852819987646495,0.526624072518628,0.7757773747344241,0.23119944648158236,0.589787270479066,0.2302988600739809,-0.4471346864330729,0.3545036063693383,0.944596085915668,0.4753327846244883,0.27215190044384757
Mor21v,0.09620728356618574,-0.015547597532190234,0.046686419377657704,0.28734371217351173,0.057889895122101145,0.057746788252700895,0.41604410487848187,-0.08912812075682337,0.06879794572070165,-0.07032742424098906,-0.03390462024106079,0.19505566023957238,-0.2621407653470375,-0.21050452990738197,0.3565489801232247,-0.28910294668039777,-0.05042324711447215,-0.14479828115583754,0.3827653236597729,-0.14034764635350772,0.004435154066400743,0.31268483665535085,0.30449360949620313,0.3001696024825068,-0.20607551899923013,0.13269510649760227,-0.10383485247455058,0.14614751571806267,0.13677727083545077,-0.08899186074011223,1.0,-0.41098837164611346,-0.2887649296828156,0.22084041630753196,0.3049059362169403,0.15856858876025007,-0.3117307369399413,-0.31178991888536467,0.49190057401959,0.1503234333318941,-0.1552846933955083,-0.09742874276695981,0.8451340169843484,-0.13955494208338723,-0.3146462869409042,-0.49410597673369583,-0.009286295226925308,-0.27056073841165873,0.34993781305266297,-0.4710086963540474,-0.4719723731606305,-0.33826682303138084,0.34665098047385207,-0.06831329132600618,-0.6806265219806954,0.05025464496509427,0.13694213357879498,0.42395677686552397,-0.07067161995509849,0.26095333930613096,-0.3372858539572965,0.07145457889082021,0.13752271871897895,0.00025978284002098237,-0.39859034146778977,0.08214893897250436,-0.1109135547134802,-0.4861316973009398,0.3441842384048091,-0.15676798998039138,-0.3030189855976949,0.40846757583246357,0.1719072222164915,-0.28523710899890536,-0.5066357975280882,-0.4284523709904287,0.14378852524781313,0.07368214885151968,-0.0041996509893337105,-0.26003610354206885,-0.5704574394981786,0.15262921812545033,-0.40389718417976656,-0.59331430459103,0.4912091588038359,0.4317634228759782,0.0356517027453007,-0.4578712050432371,-0.059720391955859986,-0.017792419941274847,-0.3796934485312153,-0.29006459284453034,-0.01911702854287394,-0.5677288082295817,-0.049080948245122394,-0.18498341945011312,0.43366662764730946,-0.23445002079476543,-0.04696579251081545,-0.19401978499039377
FNSA4,-0.6539713691695802,0.5887794064782205,0.659862207696934,0.3979875755980382,-0.6646179719437292,-0.5988950522442318,0.20818444177209305,-0.29292428339300514,0.6644669191245068,0.6574917020158402,-0.6384807049339496,-0.540209715480912,-0.4265711446939073,0.9110172953373683,-0.49272345893794206,0.5505383385957787,-0.2665455870927619,-0.5811325627433983,-0.7220042702060797,-0.3886475181613105,0.6068196466876808,-0.17706525631424438,0.21121689908945016,0.3235763432811988,-0.3545412028098869,-0.5330228033252575,-0.19238067998591735,-0.5854833606763862,-0.5329055010599866,-0.37739783966149215,-0.41098837164611346,1.0,-0.27473047958499724,-0.6391414919615096,-0.6015546742902944,-0.05318315583187295,-0.29171812513319745,0.5578556380413506,-0.7075902601217481,-0.3978743117210014,0.06954780496456119,0.12100106876359036,-0.2985115446209363,0.21950371794273776,0.7244474498586368,0.06186298934343575,-0.03562527202458882,-0.3767622479280857,-0.600814846379278,-0.23314545446496215,0.11633509408390344,0.6470883683719251,-0.8208473133208253,-0.30378921483407934,0.4952271340803113,-0.23848411036428568,-0.20629616908121848,-0.7076689955771686,-0.14213713735757927,-0.3351222185603622,-0.22927197060138269,-0.06040676543532104,-0.05515489521434623,-0.11012185307999245,-0.19927531836878873,0.34655996020883206,-0.47812347791283677,-0.03563211647460687,-0.795253869377204,-0.05038910798762375,-0.0615965087220694,-0.8394285125284116,-0.09453183515007556,-0.12802892477533126,-0.04633230089223461,-0.09885976881047202,-0.08868088518962174,0.2008522326916072,-0.5354468687691505,0.09169084806574257,0.10070722563926263,-0.6430595214928942,-0.09072982598786096,0.09650836879432959,-0.1534417688330795,-0.7914803341880574,-0.5390186734184066,0.05627098010825995,0.3402847316900296,-0.5464673749483362,-0.023130010849326473,-0.13368711327836688,-0.3969975097668946,0.0034949962959016524,-0.06720926200362957,0.47972610376736546,-0.823973922174468,-0.2485464254081023,-0.5231630392538653,-0.11618654232388709
ATSC0pe,0.7321376685489692,-0.8209916971952828,-0.748746562484816,-0.8066555805104891,0.8064864597173197,0.7235054782498131,-0.7615920750013788,0.6532388095250934,-0.7156828784263392,-0.7819441249089255,0.7959834239355569,0.4525336243822566,0.8235261249895901,-0.5325457235953207,0.08029927109174348,-0.18466323156946482,0.5195069812575466,0.5240416218843121,0.1848462154774267,0.8479801027116098,-0.7335905753024416,-0.43455404633391115,-0.4860516209072688,-0.826892078195769,0.9853270007995311,0.4343951822878255,0.3782761388778077,0.4769008119041819,0.3722096393824248,0.5482661391063804,-0.2887649296828156,-0.27473047958499724,1.0,0.2940977183910388,0.3422567672360412,-0.1632762585796219,0.67841131208743,-0.1199223075503636,0.13754369690337906,0.008175641141522328,0.14267905215877066,-0.06413689540355264,-0.2613397637002229,0.07644473158650564,-0.24585336050189105,0.3571456528837075,0.06673259511141885,0.715920028817359,0.16479827614248826,0.6442360573930045,0.37851779065519464,0.02425606624665289,0.5102146813160938,0.573439250722251,0.18429221252637043,0.33761732987661963,-0.12621153818845976,0.11330927671258606,0.21425332884548698,0.029185126785777525,0.680474215464431,0.0036238839606343703,-0.10528133478786494,0.22625839696860028,0.7141438175556541,-0.699435585887348,0.7499484984708181,0.5071131277507744,0.5030692643021594,0.6006057651887385,0.5587708276400548,0.2242498166254587,-0.12605628244013042,0.5221744395636461,0.6441863574689803,0.6577269982375831,-0.1800810071073781,-0.4448427673350866,0.41999972061142976,0.24494952330044353,0.44718393432485637,0.4023878921395492,0.623876325833529,0.6344855955550052,-0.211777528319198,0.15317827167287085,0.6602629149592933,0.3060511459976215,-0.24873107999112046,0.6425078607014675,0.4546008579930192,0.5864621008320396,0.6525305917343384,0.7043009356690281,0.2822293749600756,-0.28313245024798744,0.17920584818357202,0.6508748089842441,0.8329885843318511,0.6526088746377974
AATS1dv,0.6705569404358257,-0.6185705825039708,-0.5598893775998572,-0.40912789804785205,0.6099453757724794,0.5179581088435238,-0.27574889461444,0.27213388694563717,-0.5547409038446683,-0.6522733081787087,0.4936374711604071,0.5786821424749136,0.5837636515760846,-0.6588099034207895,0.5910143107830139,-0.20155431138646115,0.185459553051057,0.5091292813348276,0.8248275508531194,0.3461760005563873,-0.4365798895129503,-0.09343884906536368,-0.3177575623442654,-0.3029531024994579,0.34104768961383647,0.3782390613303811,0.13290402735246076,0.396835710315964,0.5442687849071105,0.3551498773609126,0.22084041630753196,-0.6391414919615096,0.2940977183910388,1.0,0.6317220498388003,-0.08928157702718936,0.45040109497248065,-0.16675575321159947,0.46042620484716906,0.5957714066885152,0.15451906064262186,0.0953483637233121,0.16022938997795147,0.06965538242138059,-0.2993240592340941,0.1383775077251781,-0.0459260506655704,0.5228713795861175,0.5757859607363888,0.303000719096644,0.1703181056729754,-0.1606238630828869,0.4962126318261812,0.4679323549418447,-0.22074867772039578,0.04730709834011362,-0.11539697889089888,0.6979168538587152,0.07263692262224712,-0.042354584103797596,0.3744324261063153,0.03891854864975129,-0.023244941748496263,0.2464265312356625,0.47456068134559865,-0.24759292880211645,0.3461148045657767,0.28330507765734564,0.47583197231380125,0.04631282570284518,0.05030462283489321,0.782128278198009,-0.016923403074328047,0.2985754355723033,0.2166949107331275,0.24139034229453346,-0.11104115410578763,-0.32686647555339154,0.6062560018774905,0.0461419208009717,0.15263429816413787,0.5355612865439145,0.20723085531583635,0.08656556985408992,-0.1048126679719551,0.6738906972122677,0.38448829924649824,0.1270373324330349,-0.47875754186102876,0.5338690516711178,0.06764640589637376,0.2983523922112504,0.2276716353733919,0.22185019260303446,0.13633032766118724,-0.43537360239223133,0.7143231174368605,0.31074414937205247,0.43263097887843077,0.20648571932327434
ETA_dAlpha_B,0.5513946658621901,-0.6163227841912889,-0.391250401423494,-0.21273698611531885,0.523821519639512,0.38731961401075066,-0.09376087458566974,0.3686596835052932,-0.3225678944957489,-0.6444419338263934,0.44905844249231996,0.5202603366539219,0.33305940478778556,-0.49284133508388117,0.7509816399201443,-0.31454893446762444,0.2276114182016196,0.11813796932251185,0.753326234621434,0.39969966330073636,-0.45472976166230783,0.020728811937435292,-0.04550580686086983,-0.234097806376374,0.3923921872095578,0.17815653603142562,0.2601530787626623,0.1827275943952696,0.354989926953761,0.11248773944282778,0.3049059362169403,-0.6015546742902944,0.3422567672360412,0.6317220498388003,1.0,-0.04713639917754359,0.17087536544686188,-0.2893990967670793,0.5140600517739248,0.654758667699427,-0.003846172957400876,-0.04611003920270832,0.2388748818966626,0.031035457279621367,-0.48921373315051736,-0.1483555703680465,-0.1574784246052662,0.21506067734485085,0.6663799819216245,-0.05140474607734306,-0.2278991155615866,-0.37157336658354445,0.6419214987606092,0.43233090188108875,-0.5035340445407142,0.2263367675309892,-0.20875111315955647,0.6569901867110931,-0.17521803388958032,0.40011645226598525,0.14055504038611147,0.07338463946003392,-0.05276450499970414,0.09459226210795031,0.1418917621377392,-0.329447278060246,0.3817529087666493,-0.11601780931220211,0.6516105704580247,0.24412435513208894,0.1122486586881997,0.6759720035633081,-0.07061715038527339,0.001621246285384635,-0.12198098891127732,0.0680426038201715,-0.24329631957622017,-0.3681096780244407,0.10864400302930179,-0.17891733835831675,-0.17995194179307264,0.21900873772412538,0.07110192583453627,-0.11585432772614815,0.27723020383547736,0.574419167499889,0.4104619239207818,-0.13037485082663286,-0.23835363653839534,0.3486768559221712,-0.21837921755299072,0.01418210853489544,0.43182157309123265,-0.07460459901031358,0.0483266449087896,-0.30427122326861766,0.6074472869155599,0.07741653935609652,0.5426548631656901,0.2233179716339452
BCUTZ_1l,-0.07960451919613744,0.1555543369733418,0.10482813971968621,0.10850452941862995,-0.05665769558027705,-3.711342053320339e-05,0.09325313346404834,-0.1073267577178848,0.0643373541025877,0.1189240827911636,-0.12374870222405791,-0.1618970649475463,-0.15362188779806,0.01545124553566657,-0.08315881969797541,-0.03665259418886563,-0.09467086434176289,-0.06260238587445649,-0.0018254957541770276,-0.12617006847643922,0.10952177416233783,0.26619165531027367,0.019983114840126555,0.12352264803351592,-0.1379279614771614,0.16822611666666185,-0.06563983852764449,0.16629881627189666,-0.021288178401533155,-0.06746984166579824,0.15856858876025007,-0.05318315583187295,-0.1632762585796219,-0.08928157702718936,-0.04713639917754359,1.0,-0.10855626414600922,-0.0372584301050512,0.29032456949991076,-0.08198141060084745,-0.43075607237492214,-0.2010787142144227,0.2584270858998676,-0.462274714584566,-0.034386420882526456,-0.07088764038724181,0.09641658915157822,-0.11952085787308205,-0.11079684050716061,-0.11060948620765985,-0.15673535897261365,-0.14274235702638272,-0.018045556098644458,-0.3584274728757366,-0.1251850550171543,-0.07299445029744965,0.37772243296790076,0.14379992070283804,0.5864073079552489,0.027779138010900064,-0.08802196136287707,0.09284317853461466,0.7500366351923098,-0.050743834783390514,-0.16310343776921377,0.09257548336251507,-0.14867387400680113,-0.15637276074952164,-0.031030882212798285,-0.11225435317266737,-0.18682340337529402,0.048251379307365234,0.8858587793450438,-0.09809383958786029,-0.15971280976781638,-0.07574767673097134,0.8341391227076734,0.6967512678572555,-0.14437243936130414,-0.07175929774570922,-0.11841827843041691,-0.04321885632790063,-0.06058969036660989,-0.11119982673764403,0.14214970707710511,0.1282886236537564,-0.033228297098891406,-0.07126443353487114,0.0042944948706987104,-0.2199756762478915,0.283387387240972,-0.13844067391743797,-0.1033443996608423,-0.1840484294355779,-0.056034443279390056,0.013749366470561237,0.14157852840701365,-0.12623284091588652,-0.09864356846341645,-0.11816234802724711
ATS3dv,0.6984632685467341,-0.7009069744201537,-0.7779308638532453,-0.8416149870338783,0.677533574192288,0.6424208961260138,-0.793301523883831,0.47449188678473614,-0.7604734778881942,-0.669256139541217,0.6574411783834149,0.3223247220789906,0.9112367221630231,-0.5668451493179013,0.020716201172432207,-0.05402055762840314,0.39722329656566135,0.6950580604417868,0.19035156151798316,0.631884617901548,-0.5763732338905048,-0.26831826914191087,-0.5639595245733416,-0.6983618826953031,0.6558651664193634,0.4073565928189252,0.2968394906784848,0.43902835051814,0.5299469638109564,0.6510997832766758,-0.3117307369399413,-0.29171812513319745,0.67841131208743,0.45040109497248065,0.17087536544686188,-0.10855626414600922,1.0,-0.025576334201455046,0.047352422640008364,0.18387209895761367,0.21688647034478883,0.1376735745383188,-0.2922369660493582,0.09953710716410227,-0.050788490245217845,0.651511812380137,0.14971886352868446,0.951858772396134,0.07211353959595287,0.7853797643207459,0.6549986654972084,0.0795878026863326,0.23922235745655193,0.3237834421788299,0.3108510019415311,0.21841609085904692,-0.09289851749538172,0.11172506339694026,0.3027755746360997,-0.0624088057295043,0.9395296254271387,-0.004388113716671919,-0.047808477107796746,0.37972799932879897,0.9215528671138056,-0.4295124499865115,0.5831226512112505,0.7882728493737396,0.2251626756662816,0.33394716085908566,0.4218296116204112,0.22866033767209978,-0.05990777924581853,0.8356496677315278,0.8282348499585892,0.8494233690163506,-0.061999718548008,-0.2137853094724946,0.6840123627121213,0.46465505953028563,0.7658652843510607,0.5275378061508187,0.7529438772151066,0.7540188207452779,-0.557417199831766,0.1386401451530075,0.5308353142808899,0.6533209095863864,-0.45836201640449836,0.4946268691156405,0.5909627553645699,0.8107152429917754,0.3665711908275309,0.8293745034106036,0.3861484051123929,-0.4729620318015278,0.17734399930205177,0.7023250997923317,0.5473767833465052,0.5013422079331235
ATSC1pe,-0.24729346633059526,0.23980350682967425,0.39330098765299704,0.2135743354858425,-0.2833862613836531,-0.26293793660768106,0.08094558094393996,-0.2584979608639012,0.34989108389136314,0.2780359561771072,-0.4408519092855454,-0.2086158030834878,-0.0542587985304494,0.5050287891668502,-0.23715684825581512,0.9593536666681977,-0.24951444376033868,-0.20334436213502124,-0.3298211377495013,-0.36958296230684384,0.4398194682986755,-0.2762968677179605,0.13895984423785882,0.23382609251163694,-0.16748237820970716,-0.23853597907944707,-0.26738893602255304,-0.2782617241822779,-0.11059071713128119,-0.15054224876784947,-0.31178991888536467,0.5578556380413506,-0.1199223075503636,-0.16675575321159947,-0.2893990967670793,-0.0372584301050512,-0.025576334201455046,1.0,-0.4009112623764545,-0.2240326339901969,-0.011153047511727271,0.08982687249303009,-0.22661078880623478,0.16526334423359187,0.6634042694700835,0.11557114769179055,-0.037925597482918176,-0.047269602532496714,-0.31517117186135807,-0.011843401450878026,0.1740686696810047,0.6520436854691424,-0.4590194426207014,-0.031540045405434036,0.41347047873066073,-0.6269537439495504,-0.17190072682576513,-0.35860958483344235,-0.04870847750629547,-0.48644359597459885,0.04070745757834961,-0.04149963215216374,-0.051970087405964226,0.03786324705598205,0.08881285232394037,0.5205878869578205,-0.43161041748159007,0.12171222954098652,-0.4422371439456202,-0.3459694446363653,-0.28426053242919325,-0.4078101812268832,-0.05887180046422294,0.04255257493427458,0.08072667745653356,0.14379637889381122,-0.07121153552499279,0.07383655858355781,-0.1884021130365589,0.11115344999159964,0.18374651882631973,-0.31662956780203133,0.20538144025199712,0.1932243860242561,-0.15497557653391647,-0.3978295132608138,-0.3610779896280385,0.10921561488468136,0.04621723535840561,-0.21098301480388637,0.03191363865340375,0.013037770820469688,-0.3872599407019627,0.11808053378181402,-0.11850628750460414,0.1804728679294973,-0.4100900994095354,-0.07577558481862887,-0.35604559028299254,-0.015399712624506012
AMID_h,0.5120038675524865,-0.4200148296598882,-0.3666268736249252,-0.19112274465861454,0.5597476666746467,0.6367148626092184,-0.08053191433022537,0.33085081340413863,-0.4033871905141432,-0.4190179558828579,0.4171668290832204,0.42288975820846225,0.18215450519938528,-0.6006900494362026,0.5388371244307443,-0.3999838894297205,0.39943608895375976,0.31780615970324727,0.7300007021468154,0.23025690247631425,-0.36970606849391585,0.22971480136786968,-0.06624084223205523,-0.15292671460842747,0.22277168743134096,0.6016566394615404,0.11530373395055443,0.676139848962895,0.33047643174404445,0.20351506290171661,0.49190057401959,-0.7075902601217481,0.13754369690337906,0.46042620484716906,0.5140600517739248,0.29032456949991076,0.047352422640008364,-0.4009112623764545,1.0,0.21000926961030073,-0.15426557998981594,-0.20115277738343773,0.3509380135824699,-0.24489579192640068,-0.5791676229993836,-0.15182924529036873,0.16101245529220734,0.13195567424406554,0.46494626836901387,0.038954388117455344,-0.3182775001946775,-0.525551865456408,0.6217254612945994,0.0892078470498218,-0.5490796535155703,0.20181998512787855,0.24672040906974876,0.8256605527788131,0.30831603289423754,0.34307274113090935,0.05181860001976236,0.12831765175700377,0.30021888210017755,0.2745753542448903,-0.029490205573706515,-0.2578037753647665,0.2589011102291429,-0.1430645901402205,0.5928792456346919,0.03277460517460187,-0.05372409578066492,0.7377434315630587,0.3369661354113146,-0.052003272392697496,-0.1393039369930307,8.062076231677292e-06,0.33594078649177794,0.03299089913676157,0.26935768166396906,-0.15877656274002833,-0.23913715001863406,0.408622558389073,0.026750669727878713,-0.17542521878053566,0.337640585886683,0.8321052736905137,0.4213688871857334,-0.14249647915610975,-0.21211361695715375,0.3065552802213276,0.11885653587473262,-0.08875272806345089,0.2887353800791804,-0.16265957882239968,0.13073543498248416,-0.23062662601728365,0.8116057438712924,0.07638623642986213,0.3187741693757033,0.27225393647032514
BCUTdv_1l,0.2608833339297196,-0.29011681233520714,-0.24638732959157916,-0.1268669527566002,0.1766396610870564,0.08983327671207642,-0.050455852212715424,0.18830081006111876,-0.18853033028158936,-0.29829056296500106,0.22684315422588175,0.27125294726814536,0.20760448919064925,-0.30602069314675207,0.5605639701957433,-0.2205133512319232,0.0692447855467714,0.10298470448424059,0.565223180844674,0.16278893849739776,-0.2266512236212971,0.09051449264901758,-0.08300257498216927,-0.08712873589918323,0.034618672277911045,-0.040588446443716716,0.21420839763653712,-0.06821170808998613,0.20517614780737758,-0.037344658377597505,0.1503234333318941,-0.3978743117210014,0.008175641141522328,0.5957714066885152,0.654758667699427,-0.08198141060084745,0.18387209895761367,-0.2240326339901969,0.21000926961030073,1.0,0.15328739427885413,0.17528706885648118,0.13535382199915483,0.11221546709955674,-0.2695020066655542,0.04145687115078127,-0.1696503130410677,0.17937204722214306,0.37876616487969467,-0.006234113590685597,0.033399114666045296,-0.2618440635842928,0.2352418801231958,0.21036699386243185,-0.2927199347882486,0.18832219529124042,-0.23929947419917225,0.45506700111588744,-0.22180234882597388,0.3155084598232863,0.14540940466606353,0.003928868617609339,-0.08666559893505468,0.1187026909081059,0.18046884584618708,-0.1282474496142133,0.2223964907781436,0.0818781813277072,0.23733131520575046,0.08641695498448243,0.14641869836719093,0.43556185469188147,-0.11490249619926605,0.04186171021455798,-0.07760220217125226,0.0821803828963509,-0.21573324666818683,-0.22011408548473368,0.1628234554074311,-0.09368737884938375,0.04075091575717322,0.05778004627272499,0.045831727426027154,-0.06622645591758673,-0.06566685731860235,0.3276268898942389,0.1269168319680277,0.07369039845680103,-0.2668741952771907,0.11374032504232018,-0.18674876891768322,-0.006293814098748463,0.1907304555181809,-0.007961515783986952,0.050393301836206446,-0.17465314648559482,0.36512858201460113,-0.06395857487671205,0.17285430814736175,0.032563692319699564
