,SM1_Dzi,ATSC1v,VSA_EState3,BCUTse_1l,Xpc_4d,piPC10,BCUTdv_1l,nHBDon,AATS0dv,ATSC8dv,Mor16v,SlogP_VSA10,Mor28se,AATS0pe,ATS3m,piPC6,Mor19v,BCUTc_1l,Mor28m,Mor16p,Mor21v,AETA_alpha,FCSP3,FilterItLogS,ATSC1dv,MPC8,Mor27m,SIC0,FNSA2,ATSC5dv,Mor13p,ATSC6c,Mor24se,ATSC2p,RNCG,AMID_h,ATSC8i,IC0,Mor13v,Xc_3dv,Mor30p,ZMIC5,ATSC6are,AATS1se,PNSA1,BCUTZ_1l,ATSC8pe,BCUTse_1h,AATS1p,AATSC0dv,Mor11,Mor16m,EState_VSA9,EState_VSA2,MID_N,ATSC7p,Mor09p,AATS0Z,ATSC2c,Mor10se,ATSC7d,MID_h,AATSC1v,Mor06se,MIC2,ATSC7c,Xch_6dv,ATSC2v,BCUTd_1l,ATSC2Z,ETA_eta,ATSC4p,ATSC7dv,FNSA3,ABC,AATSC1c,nFAHRing,Mor17m,AMID_O,Mor26,SlogP_VSA3,Mor27se,ATSC3c,ATSC1pe,SpMAD_A,Mor26se,PPSA4,ATSC3pe,MIC3,Mor13,Xc_3d,TopoPSA,ATSC6dv,SdssC,ATSC3p,SIC3,PEOE_VSA9,nC,Mor32se,Mor11se
Mor11,0.29601781230847907,0.17703257898416888,0.07954313435397885,0.052673884186140066,-0.1040665697642789,0.06123552410559423,0.34400316020580984,0.17072175608685558,0.45729860023173186,-0.02289776993479676,0.4531556867634207,0.21228816583319526,0.5913401388599938,0.4508051093606978,-0.07020361788371363,0.04242570443097488,-0.7686343667777442,0.001697187501454328,0.3755704187705637,0.3671826706011301,0.3199230011466322,-0.013014335106131585,-0.597290985753635,0.23857067787179936,-0.37286597013695094,-0.012977456588160864,-0.5872452280299465,0.4750260183680338,-0.3695177267108081,0.12906690959744538,-0.4869874963946083,0.011742766563013278,-0.23255896727370212,0.03153549261880159,-0.029784107485173284,0.44207629521405056,-0.10612380900362631,0.2986575341342916,-0.27889168676439047,-0.10302219381485152,-0.19186218548677433,0.11719409091951934,0.020476825552498853,0.43097196760228557,0.37391519531853934,0.11363720481624469,-0.011397813510984118,0.12490628203961099,0.1291104054550905,0.39871415992525916,1.0,0.299566279928472,0.2486988073875873,-0.09551920124276643,0.12125161459273918,0.16734978150041638,-0.5061466934159937,0.15196490017155034,-0.014796954010073401,-0.16864241369765026,-0.028260923714839944,0.28482938656778567,-0.03897189406587776,-0.2118563386087703,0.28205461993996106,-0.011189934625957161,-0.14835153583543215,-0.05229563290402262,0.11221089847698971,-0.12835057803353514,-0.523681738148079,0.15201215485923525,0.08114697972556165,-0.45375916709468433,-0.12911691587285337,-0.3580855903151662,-0.013594678669776943,0.3725999482152138,0.1974117976576639,-0.6365455941354266,-0.03046654583276533,-0.5390275536530813,0.04532928151453787,-0.3113143939913021,-0.04891139471552027,-0.609730085374131,0.02386447283395691,-0.03179303153207941,0.29244856795099966,-0.7305104893596203,-0.06986428140993416,0.13899476002216088,0.05945774231636404,-0.28775825200619143,0.2653432341362596,0.15101887402984454,0.09731068847531664,-0.3180758369046251,0.07665776436488421,0.9888494646110393
Mor16m,0.2777636929067301,0.12260359178395311,-0.15423512632329422,0.08296695630537132,0.0935056455735585,-0.03328733594569426,0.10344211811456536,-0.050338873301845714,0.35183211296452516,0.00021547053233610363,0.7685009777218671,0.4400541837824479,0.13640932642117698,0.3605990788288762,0.03593571230535485,-0.10200683122144286,-0.28490120032147176,0.21192449867333835,0.07720506006075964,0.7025804695986558,0.3991264796099146,0.11113412581751436,-0.09660491122670643,-0.0018897998012032606,-0.2742490867442906,-0.09860101951565135,-0.1822173699676857,0.24329555391439697,-0.1775873819093804,0.12922483635225623,-0.02368012349618933,-0.04956468995096922,-0.07572177345288318,-0.06019443989535889,-0.03562514555313421,0.2443968203716069,-0.034588546524958824,0.13673221073147515,0.05256045262172045,0.0203304478370967,-0.07190530640750935,0.1751135612885146,0.011477691219192277,0.25408828293289104,0.1868856283738176,0.1459289269944249,0.01267274326468187,0.032697341098122966,0.19320386312142399,0.14350891761939524,0.299566279928472,1.0,-0.11358249246961737,-0.21372574946713227,0.0842604351357343,0.02618132770525581,-0.14400731557787896,0.30718064483361135,-0.08868233435698374,0.15187404629137138,0.016109675668656512,0.16688569896036126,0.032105590965099795,0.1339257497933157,0.1933250525772503,0.02927923135501673,-0.027025063139950414,-0.037709413956487504,0.04288820371078107,-0.1536834198255393,-0.19127961058991974,0.05289758043124218,0.02577484723139062,-0.15028399691933325,-0.11796616937770281,-0.04574583442627068,-0.06988310942009411,-0.38755521278305716,-0.19062978483009257,-0.16638993755182607,-0.21629845870474257,-0.08647404028827016,-0.053711267110523,-0.13233150086945883,-0.09109359241169487,-0.16680307478365772,-0.2391365726427139,-0.05555639563647535,0.17381885137471054,-0.2497542523618113,0.10115701794558961,-0.08134644724991037,0.044299864595197073,-0.06045693381725654,0.04148271122950696,-0.004427332066115198,-0.12303150785627184,-0.23312380140689504,-0.03990033058630597,0.2990994771392526
EState_VSA9,0.2831004955289597,0.1567689153027975,0.36605161069991743,-0.06842249002909712,0.13232545293034276,0.14442768251459523,0.058277471984217406,0.4071448823002813,0.1105603440473912,-0.0378504756228857,-0.021922124576485964,-0.010813467719346596,0.3507887231884041,0.1379861846185728,0.2693859497482118,0.15465608039165896,-0.24481944098642477,-0.11467621445547807,0.25011020662289957,-0.06842201321609542,-0.026923692474941637,-0.05428123454615568,-0.17660450404365186,0.05692661343586682,-0.05120311626959316,0.07916757633336206,-0.16765421095536373,0.14298687310431196,-0.413454936914285,-0.05960115135018182,-0.21852111411305253,0.09228972132555197,-0.13356734273876977,0.10385812666110142,-0.19774991341285722,0.27759165026416965,-0.09905528079370342,0.29411102264042316,-0.22779622825499343,0.11128063296516222,0.019471329359167608,0.23778332908303737,0.02426695997198884,0.19460160365624368,0.3697863731281589,0.012615441292773455,-0.032224029396028024,0.1808581909435756,0.0740272992554557,0.16164109543161717,0.2486988073875873,-0.11358249246961737,1.0,0.2658922404632915,0.1722872622729288,0.040296403273310286,-0.13545134545410265,0.007382082652727445,0.03593225586274214,0.022545804478831193,-0.05972684543728932,0.43119421244754685,0.10474656982496311,-0.09436935111151389,0.30532051647267955,-0.08291099726903008,-0.015501727109114962,0.03810877057855685,-0.06095356696197512,0.003610811536772063,0.08444719445854416,0.014120885632199995,0.0015691010218886177,-0.3379900504359612,0.2016598027818635,-0.2932748784691187,0.07301082652385193,0.20172361931298338,0.3309219595663987,-0.22049892323341108,0.1530095558612311,-0.2703801206169814,0.21647660214580652,-0.35027534521239717,0.05764897375848689,-0.2319825415648303,0.34737594323095344,0.03144751481214968,0.3378420308270421,-0.2684718622267597,0.14091397065048578,0.3932284083020916,-0.036070304826349806,-0.22257860014651354,0.08278990346149111,0.13676432412832545,0.34890717326008547,0.03079258338570822,-0.06436374772345495,0.2565719294853213
EState_VSA2,0.23554986699177063,0.021989632544248714,0.16574987309743966,-0.1500406134251955,0.342449594701388,0.28037266540133843,-0.04927194887759436,0.12353583728061057,-0.01398945111480301,-0.18479209335768618,-0.2702923722291888,-0.021935398678723354,0.02247195157143512,-0.07471303188436877,0.4175059686462748,0.3124154461186808,0.07299783934735035,-0.31400096972802166,0.1752261098885979,-0.22138850127548507,-0.264804237385728,-0.047862866579346026,-0.025811197565737295,-0.14892563767770725,0.4096541811580857,0.262851289201913,-0.05433711868687446,-0.04971274130008248,-0.29655071559825885,-0.26566341055234943,-0.13284582524732955,0.12098907303769509,-0.13488356569736148,0.16040032016733366,-0.18061731103541423,-0.022528894994616945,0.02045861854489834,0.24171112356164032,-0.23013459009142925,0.08840360746100362,0.030741553421503226,0.2045003307329112,0.033478092124792656,-0.07389742440143088,0.21931969957694766,0.008316926484020801,-0.2304159817450132,0.24367632114435042,-0.056670196817257636,0.20279254864592947,-0.09551920124276643,-0.21372574946713227,0.2658922404632915,1.0,0.11048016589662332,-0.09782555774330885,-0.10381282958220335,-0.025615602870645945,0.149815921145113,-0.012253601439957535,-0.1260602948940228,0.33273715682492433,-0.021524765824834105,-0.15236919624254824,0.2614429445885334,-0.04872999313190499,0.044627712475886,0.1899247499444438,-0.15147973190718375,0.2679930560804901,0.37870631958394,-0.12306952619933374,-0.15249287332582223,-0.10872680488694418,0.4176738525923596,-0.06695451865245665,0.18865702810081267,0.057769865369364334,0.23527383554729575,0.06059185490968712,0.4341548859186211,-0.09274699361090794,-0.013832395400545263,0.05720482106675903,0.07859176842761,0.05537819125597244,0.4532780159060331,-0.108306363840157,0.27114960218712186,0.06294972850155321,0.28741570275034656,0.31000102233381893,-0.09252006121303956,-0.0944212753061879,-0.00033079588551581177,0.15638313354651442,0.3527334828751542,0.32109808613565394,-0.0019702289484103686,-0.0907325817419318
MID_N,0.4968809933249641,0.17207629320758708,0.15801065179599433,-0.07883311416122059,0.3229628169115952,0.35514725472061853,0.10683417656341893,0.2965686354249533,0.1487387451137553,-0.09579048786136837,0.15871511415183337,0.35851335246857446,0.19958144178372728,0.068328198400755,0.36850647512336165,0.37925416495980974,-0.21109345027444298,-0.07072044145400895,0.2715785682849828,0.16596594640029239,-0.013860463101642418,-0.09301764773938198,-0.2637005089567997,-0.08604974419064336,0.2492022723558313,0.2501324052750096,-0.21125238531886723,0.17394002274924886,-0.35442875466989726,-0.20325447060726395,-0.3070546383757243,0.17463426820117936,-0.23750841564093098,0.2981230140389118,-0.2847157223336119,0.2644669446108059,-0.14984933949368234,0.4622369215041812,-0.32915355544760405,0.07936503870032256,0.05207070596328921,0.22742045759707702,0.05360015000344095,0.12227479746940628,0.29989997066015267,-0.051169079827290805,-0.09607871644239879,-0.022120776359273474,-0.0362751243533607,0.19046549094521714,0.12125161459273918,0.0842604351357343,0.1722872622729288,0.11048016589662332,1.0,-0.06287624114588258,-0.271055820411819,-0.03045971970361682,0.33755948200817226,0.006600649268242437,-0.1258068748963234,0.5993830626771415,0.10477446518210976,-0.18891428925105566,0.317745857440685,-0.09334769908609641,0.11655622920993446,0.2818949901619831,0.10797659822660917,0.2979271373116956,0.15836158749636048,-0.06107601246645783,-0.13548180388476125,-0.09684690686232601,0.3788461085351895,-0.08059970434556345,0.11899865786581859,0.1813035261145432,-0.09912606286115298,-0.17089037342028582,0.04552428170116197,-0.11120924454282723,-0.20423718847344255,0.05239079134848756,0.17762284520177482,-0.17284431978645862,0.3132878853683316,-0.031664848021205894,0.3073383809308925,-0.17272985833552904,0.2770210010717493,0.5623134197607053,-0.05312772602344233,-0.06905851598753182,-0.10085150355526001,0.13362164538849788,0.235796424775209,0.13944135058759335,0.16350631389028833,0.0984768409262615
ATSC7p,0.003839792821058104,-0.020431472013016327,0.0165095325077687,0.04847101344015875,-0.12690991219998798,-0.16436803440225875,0.029600896596660455,0.034728834307088785,0.06659878660201118,-0.18276273127092899,0.02730996463992736,-0.027245639767843284,0.17606981047069567,0.07115753504736845,-0.14784906470251621,-0.13498807874114255,-0.23506288250522925,0.019265781423816,0.053980983835606906,-0.005068945083325887,0.127577731498422,-0.0025718150743575716,-0.04747974774931674,0.1311345509430006,-0.1391559976492547,-0.1578254072791807,-0.11726194212954127,0.13508184223755312,-0.013606071868187698,-0.07254149637765593,-0.03172618760278069,0.011125540628347912,0.041012126145850675,-0.05101286216142084,0.06388460689786155,0.11231637275226175,-0.35759173227579266,0.0701321316253777,0.07903579414826281,-0.11786483184956834,-0.04838573341044344,-0.0830645218958975,0.010297943518724283,0.07705236044799235,-0.042466173313910546,0.016583140220662918,-0.10115607244758092,-0.03425231522060602,0.010854138875049931,0.06886918751975868,0.16734978150041638,0.02618132770525581,0.040296403273310286,-0.09782555774330885,-0.06287624114588258,1.0,-0.05682063910287247,0.02174941308883702,-0.06438620227325195,-0.03946267849242438,0.3316783736526591,0.015920295450518124,-0.02418395161777039,0.039882027572807656,-0.028094832995290888,0.05955525131561149,-0.04092721729369565,-0.05455284126286745,-0.04531146527477679,-0.09019443960915775,-0.26727201007756907,-0.034483730033828,0.2868298261170256,-0.12960706394060476,-0.197339584391553,-0.07311398261659365,-0.09217923040125622,0.1349140344285874,0.10000526816107465,-0.18617084405250298,-0.027899644629082048,-0.13178252969716364,0.11206390083111645,-0.053956321042796504,-0.024996750074880777,-0.1831095100739057,-0.029826025901405026,0.08285435731333186,-0.02273144217772739,-0.26014334944661877,-0.18126881213824614,0.04961977252401436,0.29415098930620764,-0.2583764293506376,0.1589512884962163,-0.010764083811598515,0.03827233356858198,-0.2276431393222586,0.04569207612720014,0.16049616115999335
Mor09p,-0.2597297048267867,-0.4220592448850084,-0.10768393157742927,0.30994858764928773,-0.28267497473796566,-0.5771595266727434,-0.2883310126145818,-0.1256223787549411,-0.2396061118298158,0.0623006418333928,-0.36668785686714633,-0.2257775156473044,-0.3743721448875843,-0.1286624988157015,-0.394015913056579,-0.5888987225202525,0.3797385401678209,0.22228814123954593,-0.33768541247627826,-0.3903609174384118,0.1274745453270621,0.035613217841990515,0.6481840289293883,0.323863372815645,-0.11306485967331774,-0.45325261688663965,0.6171700972283187,-0.06231173257767206,0.43245129426580925,0.0752825100475515,0.6840754059144496,-0.07078727120034876,0.1850536620727584,-0.10339151780918103,0.2873584522596955,-0.014025252312907181,0.1288399528038797,-0.2398785826496031,0.6606450793721912,-0.03336424507728002,-0.1694921515561999,-0.25424182658708866,0.028695857638364436,-0.08368565682957851,-0.4928164686774252,0.047423229116523205,0.045257991539371496,-0.05441088911671217,-0.06381398596487167,-0.24206550291835074,-0.5061466934159937,-0.14400731557787896,-0.13545134545410265,-0.10381282958220335,-0.271055820411819,-0.05682063910287247,1.0,0.005131647967742111,-0.011806111992599577,-0.14307935776944594,0.11374136390047931,-0.2861314473833861,-0.15810722971353525,0.30362208629570925,-0.3825921750018294,0.0695080605708113,-0.03640948907546038,-0.0447173632168427,-0.20792831186206093,-0.08391041915733806,-0.043182140678974364,0.16188948827931327,0.07868069304040887,0.15860827058496013,-0.46313035028524546,0.08816390913341293,-0.15911717101262227,-0.38612843028213045,0.021723678955242524,0.49635190271868473,0.0012588471204110936,0.5498661742788694,0.0057224359394529,0.04070090601950097,-0.3690731336148586,0.48339025580643125,-0.2532733331706924,-0.06937376605644963,-0.4450006887257283,0.45486654991281167,-0.13170534150208102,-0.19251592999783654,0.12166556815982259,0.18055394396577346,-0.10192591827245014,-0.2941860219589309,-0.14115827611219275,-0.34338934172452695,0.14672785915119071,-0.46994091572657454
AATS0Z,-0.00749422442285564,0.02831218311754234,-0.06406634260513816,0.15383116035533018,-0.05911990029947445,-0.055383228511608054,-0.11490249619926605,-0.06757615797858992,0.03660497013792357,-0.0001713937951425573,0.09675849238061891,0.04241017402778801,0.11764490465896375,0.2051826617797576,-0.08336427592428335,-0.1343176116714032,-0.1463327768922335,0.2240724664299717,0.24380181282590735,0.09761643864167097,0.1719072222164915,0.7758418378378407,-0.15415505736121665,0.035051436348120045,-0.13779702183246298,-0.03811594837293268,-0.13182101350651285,0.13088031191871216,0.03754927517465499,0.044324094350795214,0.004456886733166849,-0.010816814940082008,-0.0320430364282427,0.01682579252899363,-0.03502669853369733,0.3369661354113146,-0.01832196851377663,-0.17662109588445862,0.05973937840298748,0.2555115174941269,0.01143685569778524,0.060668699911699674,0.006563704894942174,0.1747725575040719,0.016539309647803438,0.8858587793450438,0.0022358938301962976,-0.12673458982983696,0.8544644354275511,-0.07958401862131446,0.15196490017155034,0.30718064483361135,0.007382082652727445,-0.025615602870645945,-0.03045971970361682,0.02174941308883702,0.005131647967742111,1.0,-0.0070576714294154005,0.06235344110093842,-0.0036644843377109516,0.06417112657762827,-0.20605328094410288,0.07861529698195226,0.0991308831535222,0.011268864745233803,-0.035734965034152515,0.033260227964572966,-0.10491574233850211,-0.11121121804883759,-0.10599025507619664,0.04367691860761305,0.021132516890569542,0.007131629291235194,-0.16205391740975697,-0.033549905860219546,-0.015690068304140638,-0.21841963130561962,-0.07548163751137939,-0.1295749409140479,-0.07711617311467105,-0.005765148659736264,-0.011330512582779156,-0.05887180046422295,-0.24798836146677036,-0.12090104764177868,-0.19146310620622708,0.023423262494017185,0.08218722638894126,-0.1412825974192642,0.007319534395297729,-0.06593901326022675,0.02280090113758715,-0.016435432995974213,0.06226002436498418,-0.26240434352576486,-0.06002124164717573,-0.22028828014069865,0.0511915749058942,0.14079616387896204
ATSC2c,0.10724284083519339,0.04990595340166526,-0.08014025854410628,-0.01136637985225623,-0.04189628525949632,0.04932570141202717,-0.0195781295816347,0.2285885729117758,0.016580104973083435,0.02647924757750356,-0.013357277048069388,0.0014571733616285658,0.07569903339428574,-0.0011638312710385208,0.001133447661461587,0.08467825492502618,0.010929301611270419,-0.027895514038679646,0.05863125709437922,0.021363861861945103,0.0260013745077558,-0.0278258479813042,-0.10002381419952626,0.06546796633853649,0.07945480595888324,-0.0007115344989624081,-0.011738454160961453,0.13110258289614318,-0.12589309643770324,-0.12096325723800531,0.006076153965958092,0.036511338966262255,-0.013053154956553915,0.027285095647202752,-0.10209484079677782,0.1618345036160998,0.024332487025204266,0.2641911272330103,0.01972872388342724,0.04337993758278411,-0.13770217080752956,0.07333924611124383,-0.03253911020866869,0.04155487028491342,0.07791994758106349,0.001306672678664566,0.024253504035619197,0.0695382302153614,-0.0024116883661298716,0.1448475392455709,-0.014796954010073401,-0.08868233435698374,0.03593225586274214,0.149815921145113,0.33755948200817226,-0.06438620227325195,-0.011806111992599577,-0.0070576714294154005,1.0,-0.04004045354457109,-0.07700518604081057,0.22375629461706253,0.02282439129349496,-0.008243577823483913,0.09747290785158812,-0.10210517368078828,0.007663473931727303,0.001425085466916283,-0.038802205088480826,0.18158208713718318,0.021829520980797476,0.04969668934607848,-0.09306602904010107,-0.0895184542356433,0.07221727511026489,-0.36723914330041696,-0.011245149945669325,0.08180706826312699,0.14323089001052786,0.04144267169712707,0.19715240391640923,0.05071325468029107,-0.6857649044575983,-0.17475900180172782,-0.07760113195491745,0.06141437514438278,0.1813903641207302,-0.4764386139624045,0.07706200490856849,0.011223336226170505,0.14478026636058355,0.33431256017393063,-0.05821492275113279,-0.21058270997121106,-0.006285481379686597,0.016076849704796423,-0.0921025786281286,-0.025272073422418342,0.08813477980067659,-0.05098595654569378
Mor10se,0.09792788398879138,0.4324711451019422,0.20843787051766702,0.060702739742973195,0.31523721108929653,0.09776317016880834,0.15464803969850602,0.22488591124990834,0.1318990940725361,0.0734533917315267,0.11963444757303382,0.12480317349190037,0.09837825993640215,0.16244900974805232,0.1990377266947062,0.01249436281031374,0.1380844457552453,0.3434665040077134,-0.0820443717399521,0.09558381465598569,0.11046464973344935,0.04669738487352703,0.023321976461726315,-0.01950381341786129,-0.1701164559480914,0.242108427713397,0.11848739975327116,0.05715128720389387,-0.13127046998209366,0.09877388763644766,-0.08259733340384592,-0.043140743853470796,0.03688199600929147,0.04743761929194791,-0.04386948427803292,0.10316385771162853,0.07976887041022312,-0.04480383452792838,-0.11852051776320346,0.16574357078066215,0.19283804800101628,0.10089430779742954,0.021339393486523597,0.14271059822116705,0.12441788621590319,0.04713663548231265,0.05256189491606277,-0.02444005920625649,0.04726532320922035,-0.09986687839586778,-0.16864241369765026,0.15187404629137138,0.022545804478831193,-0.012253601439957535,0.006600649268242437,-0.03946267849242438,-0.14307935776944594,0.06235344110093842,-0.04004045354457109,1.0,0.042967919768392066,0.04921380857867429,0.09820289550403237,0.21634993280492876,0.05801561061170958,-0.027189119178112103,0.24501092203023128,0.04249859301572682,0.03225047602850708,-0.016188391517451182,0.18664107876019892,-0.14186422734494417,-0.013946158581277767,-0.1717482673064019,0.09393258124842548,-0.08763899378444409,0.08923353632251002,-0.14420068262383864,-0.10429456585576881,-0.09297221990343349,-0.3099220442336282,0.16421773284134766,-0.015407862780733793,-0.25785487362761644,-0.04021264946094454,-0.11054995706377041,-0.17881767504221738,0.10204320344398492,0.0665268280844861,-0.01313613967657484,0.26436531960958387,0.029786014654286447,-0.002112139879064714,0.007108513806838896,-0.1878023492816593,-0.04960754249805658,-0.22465224699626804,0.031711880152452646,-0.2600802981991967,-0.20278376284370486
ATSC7d,-0.09586804448493189,0.02767571686525399,0.014058921729461825,-0.01311482774412458,-0.025007513050499672,-0.22541074340491418,0.0005650988452293371,-0.014140928903214297,-0.000785514823422816,0.40425913956763126,0.008160587428304984,-0.03830913961274574,-0.0353307548455966,-0.0014790597045212508,-0.1328737962348672,-0.049505733330422755,-0.05712512652841681,0.06238978885441038,-0.07844634685967294,-0.016875945122866057,0.1994098872305884,-0.00145316891230463,0.008434761940915012,0.08958064427002824,-0.11458852737145542,-0.22761371467685,0.03002512409444421,0.0146400628619598,0.08310361848725885,-0.24777629904242943,-0.004234467031455663,0.031916050829258844,0.001158184544944732,0.11163558081336854,0.06409036016651888,-0.02768360795616816,0.46238548696717613,-0.05107258904498853,0.03837719822835251,-0.0021080459540522567,0.019224768762209604,-0.10313722698019054,-0.019101590713713958,-0.00703038075571353,-0.11752305916403792,-0.0035428607014149544,0.2817399663471171,-0.06455436996446332,-0.0060519314896557656,-0.022207656318251112,-0.028260923714839944,0.016109675668656512,-0.05972684543728932,-0.1260602948940228,-0.1258068748963234,0.3316783736526591,0.11374136390047931,-0.0036644843377109516,-0.07700518604081057,0.042967919768392066,1.0,-0.1483353013933994,0.0066486074115643815,0.041607736317268114,-0.07213836790008862,-0.02678651733938588,-0.005362932985624398,0.12823420001376293,-0.015478858652852815,0.003100352743302421,-0.1919524401040089,-0.11912605028159291,0.3864466801532642,-0.0314306205615405,-0.20265851292191903,0.020891966623556843,-0.13780911662884168,0.07723963446010661,-0.006116914571114752,-0.057341426257498426,-0.1471633415281388,0.0862003827142055,0.022653316934686956,-0.030946036584120675,-0.04048498776204625,-0.048745729019183934,-0.18185877469085387,0.07481533238451611,-0.07360997310933967,-0.0426667930195827,-0.031538342320196165,-0.12134843116525176,0.08344139115418693,0.0791668416483818,-0.0683981801104586,-0.004632485368777815,-0.07034875509743589,-0.1742636863799557,0.032305734143253495,-0.04497247891799884
MID_h,0.870084837063878,0.17041161913387087,0.329191295146505,-0.04990135870003359,0.5290703757753363,0.3107450600273826,0.07059228896495841,0.3562358226574762,0.5280981600086007,-0.2711040401350666,0.09325808754521332,0.5385861991938484,0.33899599247654794,0.5015861786361642,0.5986295175628684,0.2975496258139131,-0.33995163828701574,-0.18621937182527995,0.29279453699350977,0.019860140676645863,0.022822256878244625,-0.13915541061575099,-0.20819992721861225,-0.01372848581314637,0.17608848636498148,0.2116107477271667,-0.221715197029785,0.34091787507200816,-0.8306628004935829,-0.20925600630052568,-0.33673491056407123,0.28643358222907644,-0.28727302826320683,0.22205720187482175,-0.4989018352147929,0.5984069529957426,-0.15832925386795277,0.6575156055193572,-0.3145209838687775,0.19292603889773208,-0.012424056926676658,0.6437667540327068,0.13235031205787123,0.46194222695099546,0.7094861149293044,-0.019254067644940347,-0.2625798808917693,0.39234549699059607,0.05328608164710573,0.5362607551479672,0.28482938656778567,0.16688569896036126,0.43119421244754685,0.33273715682492433,0.5993830626771415,0.015920295450518124,-0.2861314473833861,0.06417112657762827,0.22375629461706253,0.04921380857867429,-0.1483353013933994,1.0,0.11919992041476778,-0.13778371444378423,0.6551536765229663,-0.14165397928180606,0.034870128459419364,0.22744418920138793,0.002104148273680307,0.2338419514762257,0.26431208289101105,-0.04398025511538643,-0.19302680194920963,-0.532696830706515,0.4689611237551189,-0.37503262058447095,0.13391069833965466,0.17025427184742217,0.30374240032643895,-0.2626578545132781,0.35007698797523834,-0.23949338733221362,-0.018139978117889033,-0.2234809341436199,0.03269625621055757,-0.28415344771812767,0.46122171801356426,-0.12089826086821676,0.6371046980608817,-0.33279791180999546,0.5926977088363677,0.7381827493211096,-0.03863527643126797,-0.36822896589216064,-0.0024560437396538917,0.11556113961930563,0.4265915892030905,0.0557593199157297,0.026156550486334976,0.2740467969209008
AATSC1v,0.11730967113281314,0.5631598557335751,0.18624901822250928,-0.07471341283095538,0.23373997837289623,0.16797777331428201,0.15328739427885413,0.21454617380294777,-0.010088622214930273,5.202226279785319e-05,0.05572649697163379,0.022682802028743877,0.01520871197556104,-0.0463056674322343,0.2642858344455107,0.302538988884796,0.05254271453525152,-0.1824111913367205,0.02686842211923937,0.10228599822404248,-0.1552846933955083,-0.4007541088932504,-0.047923623597366266,-0.1734216894608896,0.09474981152298477,0.12962042251697403,-0.05577121431276432,-0.18768812279637917,-0.1989734653444256,-0.03691507465150602,-0.15947821132253476,0.03964182192746006,-0.046966676223659236,-0.10999942929983297,-0.31050453243540577,-0.15426557998981594,0.016821513381764956,0.20744802259169068,-0.24209693105410443,0.06348575905690684,0.12047056874928655,0.1559003042093804,-0.004303094964894259,0.06282862182268724,0.17318156743960741,-0.43075607237492214,-0.00041741274072526116,0.18404568209048444,-0.06932335494252781,0.05643824392657227,-0.03897189406587776,0.032105590965099795,0.10474656982496311,-0.021524765824834105,0.10477446518210976,-0.02418395161777039,-0.15810722971353525,-0.20605328094410288,0.02282439129349496,0.09820289550403237,0.0066486074115643815,0.11919992041476778,1.0,-0.12516172025311656,0.1327166184065405,-0.046866459987503495,0.11993061994448333,0.0005313440132362962,0.34646915424249164,0.023952619224305038,0.20889632539443867,-0.16525325316949052,-0.0472215745508763,-0.0112965115148269,0.30355092751564994,0.19199765546671974,0.0561917045392718,0.022931175607705065,0.006912934485988805,-0.05648099978497989,-0.0006784405003513543,-0.04461768473892156,0.00725034321954451,-0.011153047511727271,0.5468216080661057,-0.06913225986307733,0.14792657522018118,-0.013922394746112588,0.1616013447897571,0.016505921810944808,0.17070806748272796,0.2111769905066667,-0.03947261209346778,-0.022405263758944992,-0.17338611705764068,0.22305021179174508,0.06044198515667775,0.27609634348043954,-0.15514381876411812,-0.050014561959098605
Mor06se,-0.09324197354981595,-0.22623167661492494,-0.14217798332578882,0.24166048952497124,-0.18467891747080634,-0.23121885931096006,-0.14912283019959918,-0.15118349214516388,-0.00018008724552869628,0.05176448666772836,0.04117777338402901,0.002652757830645172,-0.16119821539961895,0.09944813075057471,-0.15225222264736812,-0.3422572450991644,0.37618777068523707,0.26902383170150396,-0.3424592578422223,0.003383430989755122,0.04532131421640451,0.10154019411821018,0.3277641845373368,-0.13800937400427712,-0.22875795407411578,-0.1862476517064036,0.43995750773022047,0.010833530346531348,0.22822395548571384,0.1534453004511455,0.522109140543867,-0.09641814327473988,0.6878849991064562,-0.28632038307464064,0.10088449823444802,0.07442823494826427,0.01433799773433771,-0.1944406950551645,0.5028312670213104,-0.016065163556969162,-0.13555015470087992,0.027104766111353557,0.018523247937481183,0.0768640189421926,-0.16720511792688647,0.0817490471126253,0.04756094153357457,-0.011198379025918116,0.04059092841952642,-0.18502791534837515,-0.2118563386087703,0.1339257497933157,-0.09436935111151389,-0.15236919624254824,-0.18891428925105566,0.039882027572807656,0.30362208629570925,0.07861529698195226,-0.008243577823483913,0.21634993280492876,0.041607736317268114,-0.13778371444378423,-0.12516172025311656,1.0,-0.18094242972078042,0.08540533141874454,-0.07678340882618043,-0.3237952841820188,-0.14270423770123175,-0.2480240605309361,0.08488382495597718,0.14139636188875676,0.08405700481733461,0.07597995438610704,-0.21120038982621922,0.023300345782228706,-0.06882046025925805,-0.32590305569408534,-0.1030514707420803,0.4069926221697442,-0.15115606613268676,0.21430807366999352,-0.07922451106640996,-0.041866166758917266,-0.23684851146144226,0.38739473555621895,-0.2334622373852018,-0.006010568376100386,-0.1730797969151173,0.2323432500547652,-0.09832094480622781,-0.197905816871763,0.12705195581538345,0.033294978750699956,0.09554798831191355,-0.3419337475545145,-0.21023792820433418,-0.1400889495119527,-0.3636375988979309,-0.17959760296463453
