,SM1_Dzi,ATSC1v,VSA_EState3,BCUTse_1l,Xpc_4d,piPC10,BCUTdv_1l,nHBDon,AATS0dv,ATSC8dv,Mor16v,SlogP_VSA10,Mor28se,AATS0pe,ATS3m,piPC6,Mor19v,BCUTc_1l,Mor28m,Mor16p,Mor21v,AETA_alpha,FCSP3,FilterItLogS,ATSC1dv,MPC8,Mor27m,SIC0,FNSA2,ATSC5dv,Mor13p,ATSC6c,Mor24se,ATSC2p,RNCG,AMID_h,ATSC8i,IC0,Mor13v,Xc_3dv,Mor30p,ZMIC5,ATSC6are,AATS1se,PNSA1,BCUTZ_1l,ATSC8pe,BCUTse_1h,AATS1p,AATSC0dv,Mor11,Mor16m,EState_VSA9,EState_VSA2,MID_N,ATSC7p,Mor09p,AATS0Z,ATSC2c,Mor10se,ATSC7d,MID_h,AATSC1v,Mor06se,MIC2,ATSC7c,Xch_6dv,ATSC2v,BCUTd_1l,ATSC2Z,ETA_eta,ATSC4p,ATSC7dv,FNSA3,ABC,AATSC1c,nFAHRing,Mor17m,AMID_O,Mor26,SlogP_VSA3,Mor27se,ATSC3c,ATSC1pe,SpMAD_A,Mor26se,PPSA4,ATSC3pe,MIC3,Mor13,Xc_3d,TopoPSA,ATSC6dv,SdssC,ATSC3p,SIC3,PEOE_VSA9,nC,Mor32se,Mor11se
MPC8,0.16139836372328503,0.34571817916443737,0.11056968954939005,-0.22445014903062926,0.5330000786330075,0.7386639242781223,0.07073861169577236,0.05099334504759497,0.016210631331691684,-0.06038019529166273,-0.07182111619288392,0.08552188141178278,0.030159937798480987,-0.05914235824312968,0.629114591109506,0.513478270029858,0.12332900536548261,-0.15067219422266498,0.18012525285003383,-0.011585637532061452,-0.4519202819477788,-0.01766877892213843,-0.19060030866722816,-0.4942068099585492,0.38718818661487747,1.0,-0.22380276549181138,-0.16212551553844934,-0.2664828410600057,-0.20905042770096816,-0.48957691077160137,0.0702106546497039,-0.1445354662458112,0.2438395046513382,-0.3356181804596758,-0.12348591413807969,-0.03256317888918588,0.06926293642979148,-0.6300559696083639,0.17395015151222598,0.3838585884471865,0.2191301670768574,-0.02053117021458229,-0.07601970689835646,0.36650497996288295,-0.048966474256459745,-0.08413093601419137,-0.006278248422141346,0.017287234785069105,0.054658513755882786,-0.012977456588160864,-0.09860101951565135,0.07916757633336206,0.262851289201913,0.2501324052750096,-0.1578254072791807,-0.45325261688663965,-0.03811594837293268,-0.0007115344989624081,0.242108427713397,-0.22761371467685,0.2116107477271667,0.12962042251697403,-0.1862476517064036,0.2527880924876305,-0.04304141073742414,0.21020317439325428,0.24539538730986274,0.18746533609682448,0.19145510852272396,0.5489114000499451,-0.23768072041576704,-0.18223689915502608,0.07583054232567019,0.6797341771986165,0.07540401531269102,0.4003522730751204,0.07425680859583252,-0.10665368063527916,-0.09675668646730404,0.12087138561538152,-0.1654650482136789,-0.030990572090642685,0.11293709580037561,0.28895438383938166,-0.10322068653464771,0.2515555632126633,0.020123932102708714,0.3032190966642558,-0.01774286745352275,0.3765464395112454,0.14150363829436796,-0.20470014376013468,0.047260154188043794,-0.06843176480247051,0.1285281330989782,0.15600587888993972,0.626020516738702,-0.10037066369155395,-0.01453390807499499
Mor27m,-0.17401031634620162,-0.24441498333814202,-0.08767900291106266,0.20334365634244791,-0.10500230696265953,-0.31357025940882044,-0.2164323685383348,-0.1733298342873184,-0.22577369016219112,0.01843483955175705,-0.2758871211805268,-0.15242763301332335,-0.48637819528624465,-0.1496333150572121,-0.13662640314501565,-0.34536298877463967,0.5964566364423977,0.145521769409987,-0.6405557996413676,-0.3002950375031348,-0.03483125771733892,-0.0516457514037842,0.5641388444248602,0.0273030156291715,0.005467681375665233,-0.22380276549181138,1.0,-0.17446674100784462,0.3003093691746498,0.06920077151282229,0.5903256804945307,-0.01925767095630044,0.3516765381274519,-0.2143203525787409,0.13684560883314517,-0.14619923055849504,0.08392063792781104,-0.23244006923626923,0.5221223730888902,-0.13508768263853188,-0.12720568416067854,-0.14445075351678843,0.024450083745207976,-0.11920764472354195,-0.31579147923162804,-0.03752455539824678,0.034339531481744276,-0.01900284042626241,-0.14629879608307372,-0.2736572829855915,-0.5872452280299465,-0.1822173699676857,-0.16765421095536373,-0.05433711868687446,-0.21125238531886723,-0.11726194212954127,0.6171700972283187,-0.13182101350651285,-0.011738454160961453,0.11848739975327116,0.03002512409444421,-0.221715197029785,-0.05577121431276432,0.43995750773022047,-0.27856259959411384,0.041498640494449075,-0.01496278374705627,-0.18952865676219677,-0.12921683734369138,-0.051757320242236775,0.22297164601420982,0.11928896605316881,-0.021690041697991515,0.19304301296684584,-0.17152763519265143,0.1919146904485615,-0.11475183460513731,-0.3956753332875139,-0.06065472926445416,0.5041627513531531,-0.002817640485198771,0.7226978482442136,-0.04601542737827513,0.18502724320116604,-0.1834159158045219,0.46084095959337745,-0.21207080016153224,-0.044178507504623786,-0.2984077870787888,0.5607918086865693,-0.04279950947869144,-0.16043707685167233,0.03750456401872281,0.23678874797032246,-0.08795864088876534,-0.17420965696414176,-0.1631669465580148,-0.050568732909801926,0.047045199680933084,-0.5670278059750233
SIC0,0.2802063367965044,0.09657212710638279,0.02599927651411703,0.3517018525422275,-0.10298037874135547,-0.18969791553615484,0.11502010235522192,0.13292389627839832,0.4524098072639713,-0.03213500814690047,0.28307582702057094,0.18456619267693533,0.42782855806545866,0.5190385671478984,-0.1735885829587155,-0.2750594973936319,-0.568978774197069,0.18065961517621762,0.17771820968445054,0.16484003995504892,0.5103518855202349,0.02249427928404801,-0.3104953393535895,0.4686104223128,-0.33163920061497104,-0.16212551553844934,-0.17446674100784462,1.0,-0.22837126220290413,0.08350958854990127,-0.1663539553013398,0.013496117846054971,-0.24634058865691708,0.07955425512076976,0.2608930201857063,0.7019771551816812,-0.07633617108022513,0.5941099394074874,0.06299748576962892,0.03158509334776966,-0.176754553899044,0.1400126807554251,0.05411715131939467,0.5400384035015229,0.2596928949802159,0.10815830892861156,-0.027236302409182366,0.18997607216239523,0.00886521964663106,0.5502306295712507,0.4750260183680338,0.24329555391439697,0.14298687310431196,-0.04971274130008248,0.17394002274924886,0.13508184223755312,-0.06231173257767206,0.13088031191871216,0.13110258289614318,0.05715128720389387,0.0146400628619598,0.34091787507200816,-0.18768812279637917,0.010833530346531348,0.4374664260960553,0.01629615694308647,-0.10151187621943772,0.12062744653118894,-0.12912556171282344,-0.06832618390636293,-0.47364726265543644,0.10981163409041007,0.08348414050641327,-0.5717162333827132,-0.34448250592941637,-0.48775125547446935,-0.04508732626615692,0.29459307974146665,0.27953065131602906,-0.41082879393113914,-0.05507394278265274,-0.12068823899321075,-0.033528776247573756,-0.2827656838704916,-0.43606716006814306,-0.3879215506649638,-0.10989665233526504,-0.10791683126182303,0.37315326168956825,-0.5230593644409466,0.03415948960251987,0.25515801258853427,0.11210698281663453,-0.18103925527689016,0.135533320720625,0.21793912793044884,-0.015595209909293143,-0.5854603505357252,0.21186900630939107,0.4361332353654518
FNSA2,-0.8319819770440829,-0.3818470946729747,-0.4776744369439766,0.20595367469059697,-0.6231016968235514,-0.35754461641759316,-0.24638732959157916,-0.4853985307954347,-0.5525156615470078,0.206332787454157,-0.13244120495602507,-0.5417711384234347,-0.3943422516726689,-0.4583272471561553,-0.6473635883172452,-0.41017785544299334,0.36631279686008356,0.1712767061492784,-0.24942417928327526,-0.08149440383778175,0.04668641937765771,0.2657178737322977,0.3010984710420305,0.05238458563955755,-0.10057848530916513,-0.2664828410600057,0.3003093691746498,-0.22837126220290413,1.0,0.17659613777068747,0.5048092231510688,-0.32202375826658464,0.31285115198611785,-0.14267135307251824,0.5421778949787751,-0.3666268736249252,0.11985843234756194,-0.5779800136166919,0.4922817946507856,-0.07627456001717513,-0.012861383603650038,-0.6002788251519896,-0.12280358141050493,-0.3602483095637922,-0.8247893620380978,0.10482813971968621,0.2136492878143487,-0.40971522314533115,0.06267927906193047,-0.5375670394075616,-0.3695177267108081,-0.1775873819093804,-0.413454936914285,-0.29655071559825885,-0.35442875466989726,-0.013606071868187698,0.43245129426580925,0.03754927517465499,-0.12589309643770324,-0.13127046998209366,0.08310361848725885,-0.8306628004935829,-0.1989734653444256,0.22822395548571384,-0.6103759628732719,0.22318775686452333,-0.008610163512944987,-0.14739846950452745,0.00778824721428595,-0.19397329276798678,-0.2555985831670721,0.07349315519828001,0.18207480716583707,0.6936420553845963,-0.5326510343214979,0.43450252786990745,-0.1365589498894636,-0.20460030562606868,-0.3147131318082501,0.39750247361326946,-0.22504254718012204,0.3060379540141568,-0.06959901527494769,0.39330098765299704,-0.10636309433530729,0.4245694417873446,-0.4380020986966108,0.09687618028827867,-0.6262262233354909,0.4028479115490406,-0.6029487031649774,-0.6304564436573943,0.06852463486398876,0.44477950115081966,0.022716042593762253,-0.2552364964030661,-0.33944248992442627,-0.18906320033579457,0.1771220957227377,-0.3377705510859759
ATSC5dv,-0.1681802070742102,0.03271664846488144,-0.0621819963446738,0.13338255532381013,-0.22494081938267918,-0.20942730073528765,0.038512954005310365,-0.021317291579164843,-0.002989870480369754,-0.1131181997561873,0.1492083298747243,-0.047882167439266196,0.16008370501804203,0.049674184489437404,-0.28967262043261444,-0.28515736715492623,-0.05727795544812503,0.24166385273133797,-0.04621188766339367,0.10402212969064979,0.15974903545127517,0.06334038155892477,0.02275909196191616,0.16965357212048074,-0.39413486716469,-0.20905042770096816,0.06920077151282229,0.08350958854990127,0.17659613777068747,1.0,0.13982741821711464,-0.16782838950630674,0.048521267707478985,-0.2202273658422076,0.20516374267199977,0.022300461620848682,-0.034375365206944876,-0.14655421933799437,0.206746982029696,-0.07502445779102548,-0.09910649043549055,-0.17349432150239333,0.16007205418232787,0.049917381102565016,-0.11906685156229332,0.04604438306844519,-0.0050207624897208375,-0.10434683850183181,0.03582263009734059,-0.13716197640245925,0.12906690959744538,0.12922483635225623,-0.05960115135018182,-0.26566341055234943,-0.20325447060726395,-0.07254149637765593,0.0752825100475515,0.044324094350795214,-0.12096325723800531,0.09877388763644766,-0.24777629904242943,-0.20925600630052568,-0.03691507465150602,0.1534453004511455,-0.1442531672141059,-0.028833881065511387,-0.019095496550367887,-0.2310755998288015,-0.005348468906049361,-0.23464760005737303,-0.23983466283628707,-0.02573855044488197,-0.137475490214688,-0.019592126293639055,-0.29165181982858013,0.014123825628971506,-0.10717998251712721,-0.120553842743247,-0.06658814353580103,-0.0132960839252586,-0.18932371022346287,-0.05800947397447725,0.0965650639712623,-0.12028905786831418,-0.10492208299866579,-0.01256171326635461,-0.2535360550042072,-0.15205518698941825,-0.14309601781153078,-0.07973945158114326,-0.19104740071777251,-0.17854241363589093,0.2857014311961232,0.08584127373110992,0.07196116455719948,-0.04856637013057895,-0.1656531176895876,-0.2382156038254197,-0.0786794344287408,0.14273518968899257
Mor13p,-0.29990312987427176,-0.570475051113255,-0.3003309556171538,0.2566571225069459,-0.44126594951132286,-0.4979382606561405,-0.2924040882004649,-0.31102198249669993,-0.27881551375423885,0.006755103713229323,-0.19003886302799042,-0.2361529759995583,-0.4494050074295441,-0.18583602922682024,-0.4276471956504221,-0.5666323221751457,0.49854598962661867,0.07710467422403618,-0.3983774634682849,-0.1858366571771983,0.074788540140915,0.06113368443017621,0.6381958710788276,0.08435056830526716,-0.0978292508368992,-0.48957691077160137,0.5903256804945307,-0.1663539553013398,0.5048092231510688,0.13982741821711464,1.0,-0.1186666866075724,0.5097825758808893,-0.37323236295335377,0.30305232950012756,-0.13731706945918606,0.027503672674119115,-0.2958497066157611,0.9234071389733314,-0.07424922088064251,-0.1739755160044075,-0.21042102192660025,-0.03292802365383189,-0.17215012186423032,-0.5283720070500902,0.019272514610319223,0.04316115772458291,-0.043714313569934785,-0.06804388777425151,-0.30238648735789725,-0.4869874963946083,-0.02368012349618933,-0.21852111411305253,-0.13284582524732955,-0.3070546383757243,-0.03172618760278069,0.6840754059144496,0.004456886733166849,0.006076153965958092,-0.08259733340384592,-0.004234467031455663,-0.33673491056407123,-0.15947821132253476,0.522109140543867,-0.4075104142147179,0.09215626438486087,-0.10976628445087647,-0.38013057822808916,-0.1376452846373153,-0.21046525761318816,0.01889579007547623,0.2782192566394263,0.04752965371492489,0.30818457086210077,-0.401911759796714,0.17961085186008405,-0.21198422162383004,-0.49583226447493073,-0.053763523233310656,0.6562806974365427,0.05242344070591657,0.4361425627901593,-0.05387467353275524,0.17126623845170202,-0.2339078923757339,0.6407842380177714,-0.19718314481440252,-0.07245220729022027,-0.44663482981044983,0.6710142646193888,-0.3091147823408727,-0.3035695482032758,0.07215281039372122,0.10125557742460248,0.09682550397241471,-0.2946021801158343,-0.1962768218807162,-0.2246398961001691,-0.028578718367531925,-0.4319478723024187
ATSC6c,0.2238746318289116,0.08081332454686517,0.2865202153441654,-0.05322512014499698,0.15169154454713307,0.09463493760439905,0.0015993593317799118,0.18965616528514553,0.062444971012812385,-0.20173807526586274,-0.07068431996993406,0.11695822603278508,0.09023566228908346,0.035166908955456745,0.1740894952399634,0.1479087968501526,-0.061780434144190245,-0.04467999916027924,0.09837855489199925,-0.07757364862156833,-0.11449967750445554,-0.0461547486052795,-0.04955366825293612,-0.0014342522949070899,0.05243197601556752,0.0702106546497039,-0.01925767095630044,0.013496117846054971,-0.32202375826658464,-0.16782838950630674,-0.1186666866075724,1.0,-0.10108284582062621,0.04252828966160958,-0.1292449627988167,0.06918967498986694,-0.023085729127295486,0.15505035478528476,-0.1305693838069783,0.05745207169522288,0.040064366842460626,0.1736152805435727,0.6755503666707484,0.04390628857826527,0.21840019619203796,-0.017125619440619168,-0.2953786722118934,0.0644147123191447,-0.012681366324465062,0.10922931146997925,0.011742766563013278,-0.04956468995096922,0.09228972132555197,0.12098907303769509,0.17463426820117936,0.011125540628347912,-0.07078727120034876,-0.010816814940082008,0.036511338966262255,-0.043140743853470796,0.031916050829258844,0.28643358222907644,0.03964182192746006,-0.09641814327473988,0.10877237298781121,-0.698624830595543,0.001455767807322827,0.06919805786613212,-0.02310226040913285,0.07880812732100415,0.12992113796286764,-0.08910037321011464,-0.3762912382129386,-0.18367271043916947,0.18502907070959662,-0.03439924885359706,0.008252867085871073,0.11407175511984037,0.10714596883153914,-0.13317148507462823,0.09925159748730017,-0.021761830010425833,0.12883403137872562,-0.011278503609569352,0.0016976740448253435,-0.16295066107292844,0.16737670482291991,-0.07266024249902224,0.11239326352577687,-0.04482221926459475,0.1996820741227603,0.317117796898179,0.33693474164582826,-0.1511711386022554,-0.05077742032953674,0.01365822480552915,0.3115707261074768,0.08035769154810188,0.00573712979695101,0.0012887291352746025
Mor24se,-0.26651918220924287,-0.2922324013315812,-0.08075330256129612,0.09453770709438437,-0.350316675356307,-0.08796879291932816,-0.0984717247895918,-0.17109451404767212,-0.22028151318642117,-0.006077297093289423,-0.029610739411918295,-0.2191295384259839,-0.2518924986578203,-0.1789060208718282,-0.19870985629488053,-0.15578986378898652,0.5049673120460294,0.044229202854832846,-0.274945275133174,0.03505946395545194,-0.17639041590424046,0.028573794190082928,0.31457626768075914,-0.2703805271721423,-0.10712040712337026,-0.1445354662458112,0.3516765381274519,-0.24634058865691708,0.31285115198611785,0.048521267707478985,0.5097825758808893,-0.10108284582062621,1.0,-0.4653671937771752,0.0670034149595913,-0.2278401695098976,0.012254142644334286,-0.29460577687330164,0.42787833609626297,-0.1371891022362286,-0.1962539804695336,-0.13586703630258004,-0.07387557306504841,-0.16177755140151018,-0.27482117372839,0.00353651477516216,0.01893819248948835,-0.02640075144932015,-0.028655196250609766,-0.28144283397995495,-0.23255896727370212,-0.07572177345288318,-0.13356734273876977,-0.13488356569736148,-0.23750841564093098,0.041012126145850675,0.1850536620727584,-0.0320430364282427,-0.013053154956553915,0.03688199600929147,0.001158184544944732,-0.28727302826320683,-0.046966676223659236,0.6878849991064562,-0.28651545483064184,0.08751899424672935,-0.09708846659305131,-0.5636111653687845,-0.027650786258932185,-0.29656119073177467,0.12536977864394291,0.1898992842821929,0.05624955632970921,0.23343423566280116,-0.08651973554390836,0.1627116537169543,-0.07242755066587846,-0.24838301894041961,-0.05802246756578217,0.46849136796264046,-0.030199515013280654,0.18681158924766358,-0.04517184565761711,0.11942734102656341,0.0343483285786226,0.4507877414022764,-0.04313726931527851,0.15990509458782942,-0.246516375321879,0.32604234557662115,-0.3442283131617694,-0.21453722577057913,-0.024932988626274372,0.03995347370695004,0.2215933602209329,-0.16858380863275477,-0.18833583618697403,0.09786772937161632,-0.38015790634694707,-0.19391686080959117
ATSC2p,0.18967670618178953,0.10777751157150751,0.0014908470734764354,-0.16543384402300598,0.49427595743816105,0.18008556429316533,-0.0571044656299321,-0.060849195033345564,0.1638219551641934,0.04293402001485289,-0.052488732334974184,0.11794086454235984,-0.08201492739336685,0.1178872834842844,0.3295746800282211,0.3136360844579957,-0.1923403300658998,-0.1183482466561952,0.21468681004159734,-0.08303917773048039,0.10744533386998303,-0.0032050627410019467,-0.2933871830240656,-0.039137730210325086,0.35275486390947364,0.2438395046513382,-0.2143203525787409,0.07955425512076976,-0.14267135307251824,-0.2202273658422076,-0.37323236295335377,0.04252828966160958,-0.4653671937771752,1.0,-0.09903356163834807,0.1148455016901504,0.15311291395330462,0.1437111245626496,-0.39823905376554297,0.3091360289444036,0.2025304598670813,0.10731687148970058,0.07393978453995013,0.091696312634084,0.16736092791715337,0.050011868416292994,-0.024393094698967357,0.051359310666847006,0.061182517539350986,0.22687478868096989,0.03153549261880159,-0.06019443989535889,0.10385812666110142,0.16040032016733366,0.2981230140389118,-0.05101286216142084,-0.10339151780918103,0.01682579252899363,0.027285095647202752,0.04743761929194791,0.11163558081336854,0.22205720187482175,-0.10999942929983297,-0.28632038307464064,0.20650848056245097,0.06129895397531246,0.29365636525952277,0.9035445472759395,-0.08235352787639404,0.6647319260748811,0.10639281749844827,-0.3297180090764704,0.0007694184215919197,-0.02740278738784315,0.23043396034706626,-0.08832799664942967,0.21614033246892678,0.238910265890045,-0.030678035749268806,-0.19178000403947632,0.022985371970495178,0.004296189553949531,-0.020867682651932215,0.07887450238330436,-0.027735468092637387,-0.17698039814336564,0.03146366000556766,-0.013537090848676752,0.17291680922958785,-0.04811640798304498,0.46429169579857343,0.054604539574563196,0.013577249968198724,0.1421967094130925,-0.4815081348005166,0.037050275516171106,0.18823366081900653,0.09894329177405661,0.24698941891682427,0.015187840332151122
RNCG,-0.45423966932682297,-0.2895553304334045,-0.1944796886757526,0.26900588448227863,-0.4897105738487032,-0.42184763159793826,-0.08300257498216927,-0.20666595272038332,-0.26096205655925464,0.10996156723465052,-0.01388814744085747,-0.3113862910685828,-0.04152945172784176,-0.2023702127038559,-0.6065035235361662,-0.5024759536726783,-0.061388664787062175,0.13219093657481004,-0.033500278209822765,-0.029630671593359345,0.3044936094962031,0.09527868708059394,0.1348222020461701,0.3913757876982611,-0.24087683583002956,-0.3356181804596758,0.13684560883314517,0.2608930201857063,0.5421778949787751,0.20516374267199977,0.30305232950012756,-0.1292449627988167,0.0670034149595913,-0.09903356163834807,1.0,-0.06624084223205523,0.029506796819980172,-0.16565418040680888,0.41183954859732247,-0.10067399822103917,-0.12755372979818846,-0.5096288826148734,-0.0012288633170513224,-0.13339167811981578,-0.5412410268345124,0.019983114840126555,0.1157290732815234,-0.04265874321623649,-0.10216589911300486,-0.17243644821434104,-0.029784107485173284,-0.03562514555313421,-0.19774991341285722,-0.18061731103541423,-0.2847157223336119,0.06388460689786155,0.2873584522596955,-0.03502669853369733,-0.10209484079677782,-0.04386948427803292,0.06409036016651888,-0.4989018352147929,-0.31050453243540577,0.10088449823444802,-0.31375480261183436,0.10351103106307832,-0.1179343229038077,-0.06873770479236976,-0.19167020638083482,-0.15314768512894233,-0.4865174097053559,0.18346203591448984,0.16236570240026343,0.12275179825816643,-0.6113939130813922,0.08542393963883889,-0.11586574735062855,0.01691899659708593,0.0147499690240956,0.032585371352855615,-0.202199972723062,0.15294070419285094,-0.002959006690590997,0.13895984423785882,-0.39004831027497183,0.04761245042289938,-0.3305185029369392,-0.002602165355496208,-0.35609983544664425,0.045712847660741664,-0.4504663768274076,-0.35520521633362906,0.1490075791227363,0.13541572990917652,0.10381884355996805,0.04429038062833476,-0.21401911035298274,-0.45834962133070634,0.19627558996494823,-0.03626035531876477
AMID_h,0.5120038675524865,0.0358714996354516,0.11530373395055443,0.49476721677531976,-0.0013438080631091634,-0.1518292452903687,0.2100092696103007,0.20181998512787858,0.6445409336718191,-0.07991448301143925,0.18599420465657354,0.33047643174404445,0.44357703863643044,0.7781287174927093,-0.07137410994792186,-0.3182775001946775,-0.5213405539048634,0.22971480136786968,0.19053086271460695,0.04261256345687207,0.49190057401959,0.09432493586064156,-0.2544210215507567,0.4658197578473807,-0.31931581710437373,-0.12348591413807969,-0.14619923055849504,0.7019771551816812,-0.3666268736249252,0.022300461620848682,-0.13731706945918606,0.06918967498986694,-0.2278401695098976,0.1148455016901504,-0.06624084223205523,1.0,-0.10309414241854518,0.32477150895484386,0.08072493756248995,0.16101245529220734,-0.1598254234560333,0.258007262563093,0.06854858669824777,0.8256605527788131,0.31780615970324727,0.2903245694999109,-0.07441841643872335,0.2567645460487,0.2597550858352724,0.4290468085847524,0.44207629521405056,0.2443968203716069,0.27759165026416965,-0.022528894994616945,0.2644669446108059,0.11231637275226175,-0.014025252312907181,0.3369661354113146,0.1618345036160998,0.10316385771162853,-0.02768360795616816,0.5984069529957426,-0.15426557998981594,0.07442823494826427,0.32347935741897166,-0.022803954107024408,-0.10374702233117147,0.12462139035438807,-0.10939121881836847,-0.024594589312758604,-0.3196210851665605,0.1418101602243116,0.03196629673202007,-0.5833484707081925,-0.26579730339676527,-0.5791676229993836,-0.03254243167588092,0.1687003443627944,0.38099866180931913,-0.35025871128465424,0.05085779200322614,-0.0900038223462166,-0.02927955534796997,-0.40091126237645447,-0.4632689094560005,-0.33798526675145263,-0.051070645607399254,-0.09482318863963157,0.2597910262392786,-0.5094794145562302,0.20351506290171656,0.39943608895375976,0.08272562357864753,-0.2807608204374537,0.16925998393235445,-0.17581903467235319,0.06258715244332701,-0.6016974949853786,0.18364314623262748,0.4169083530201825
ATSC8i,-0.1423314060799092,0.008733214366221357,-0.030844559723912434,-0.03597896704875158,0.03796692005183391,-0.12000724383800633,-0.04586625926874126,-0.08047950483471952,-0.06271667481598463,0.27980608254351885,-0.04687879368967711,-0.12482345259769315,-0.18381646043261823,-0.06433772999497356,-0.03909808854598421,0.015715157858206954,0.10766244684848922,0.04187663675291105,-0.10590925348084282,-0.04896061222722823,0.09733112004663633,0.012197337272503387,0.05244474533769768,0.02069852318680205,0.012600253731450605,-0.03256317888918588,0.08392063792781104,-0.07633617108022513,0.11985843234756194,-0.034375365206944876,0.027503672674119115,-0.023085729127295486,0.012254142644334286,0.15311291395330462,0.029506796819980172,-0.10309414241854518,1.0,-0.09976466879352704,0.013787975971718013,0.07783411630036519,0.006534738693677537,-0.06023421924781222,-0.01825966815296734,-0.06839617886091308,-0.0990159980721068,-0.013583260844149044,0.1614192079110627,-0.04720137120092019,-0.0067144713884821575,-0.06911531672980796,-0.10612380900362631,-0.034588546524958824,-0.09905528079370342,0.02045861854489834,-0.14984933949368234,-0.35759173227579266,0.1288399528038797,-0.01832196851377663,0.024332487025204266,0.07976887041022312,0.46238548696717613,-0.15832925386795277,0.016821513381764956,0.01433799773433771,-0.045936946021766324,-0.030716504302568663,0.050305017140909486,0.16818756354088013,0.026629312959517076,0.08834747673106615,-0.003863493876396296,-0.1665765188120791,0.09078251657595932,0.07983072645465814,-0.0645547810199967,0.06598733681398698,0.03524370861982887,0.01040428524394191,-0.04565441265404969,0.12130604779238262,-0.02715704437346714,0.16324919768837692,-0.07671391387842387,0.03636874747203932,-0.016755045671062733,0.1310354999165227,-0.12611789215264896,-0.0642171649596132,-0.057857913835602584,0.12430790717243428,0.05440542610159165,-0.14380803112376836,-0.05519411853718046,0.21217015019994312,-0.13217244999006833,0.010470204246602423,-0.1094489405489068,-0.014223047396261592,0.029376717880174083,-0.11356441422259693
IC0,0.502668453828686,0.22111198071724672,0.2248260590344834,-0.22390420052733695,0.28451174984567373,0.15736527822287277,-0.11165921368967203,0.35275645182723675,0.23644091062844133,-0.14953238081956605,0.16288291797135618,0.22741058485740392,0.3310746612121674,0.15122305046751958,0.35663339431870705,0.25536746845261404,-0.3902903063914287,-0.29456106660687814,0.2672351559654067,0.11888449901470047,0.09378829406354024,-0.23663296961813204,-0.20303385356986287,0.10655988081574774,0.11144954292730734,0.06926293642979148,-0.23244006923626923,0.5941099394074874,-0.5779800136166919,-0.14655421933799437,-0.2958497066157611,0.15505035478528476,-0.29460577687330164,0.1437111245626496,-0.16565418040680888,0.32477150895484386,-0.09976466879352704,1.0,-0.2419747891199393,0.03003576392432078,-0.05822706391704248,0.4061082504819163,0.07921854266493195,0.1325612938004917,0.5218284610970476,-0.2772030227926039,-0.14426321437480433,0.34346422018600636,-0.17300522551049283,0.6817763281141958,0.2986575341342916,0.13673221073147515,0.29411102264042316,0.24171112356164032,0.4622369215041812,0.0701321316253777,-0.2398785826496031,-0.17662109588445862,0.2641911272330103,-0.04480383452792838,-0.05107258904498853,0.6575156055193572,0.20744802259169068,-0.1944406950551645,0.7118335756507198,-0.07580652011501092,0.025303291557502487,0.18968056322506216,0.0700678974441665,0.16551785881226627,0.0006093694993322876,-0.06563181936577814,-0.07495119159220538,-0.4897768333306469,0.265643097933282,-0.2907957740222766,0.07661050308115225,0.2766088176913136,0.28590619217740365,-0.28323643862631775,0.24462046560573542,-0.2425270913307759,-0.025417529841468754,-0.1426273318247042,0.163697987809288,-0.27980189592121485,0.4098931058352083,-0.1608224698684303,0.6760835497800697,-0.3523437837544944,0.3095984446913734,0.6229233125321103,0.003089705468754234,-0.2513201877590069,-0.03613209633716942,0.506931438276499,0.3006245580430129,-0.02375006944065174,0.10965763651001806,0.2744888135001843
Mor13v,-0.2808543358479346,-0.5946926700625274,-0.3116374375023621,0.3819930432465636,-0.5913374636996077,-0.6664651490718174,-0.20817657137147083,-0.31679881117398123,-0.1400398170558516,-0.006546139445483579,-0.08420954949690204,-0.19396682327657527,-0.27578672719401975,-0.019959717925922195,-0.6197889415658867,-0.7438120908532603,0.22550342602817686,0.1947879995562629,-0.3647507366367466,-0.13259904929800723,0.3052470835134649,0.09242965904507226,0.5213823166018468,0.31807895611032494,-0.2905844098755275,-0.6300559696083639,0.5221223730888902,0.06299748576962892,0.4922817946507856,0.206746982029696,0.9234071389733314,-0.1305693838069783,0.42787833609626297,-0.39823905376554297,0.41183954859732247,0.08072493756248995,0.013787975971718013,-0.2419747891199393,1.0,-0.13946321231602052,-0.2748734534073898,-0.26263490861734906,-0.011136051713645404,-0.0020687174963806188,-0.5125161419238471,0.07984062271048362,0.030745070586439816,-0.07018152159993458,-0.018093394735453655,-0.2277593216835884,-0.27889168676439047,0.05256045262172045,-0.22779622825499343,-0.23013459009142925,-0.32915355544760405,0.07903579414826281,0.6606450793721912,0.05973937840298748,0.01972872388342724,-0.11852051776320346,0.03837719822835251,-0.3145209838687775,-0.24209693105410443,0.5028312670213104,-0.40467261769038665,0.11930062553162236,-0.2004670438320542,-0.39724003401393254,-0.15980172297072942,-0.2761385054096235,-0.29478116974114627,0.33147782583564694,0.1341781645160961,0.1409511457410774,-0.6570937162750687,0.05073568944295023,-0.2844877907715011,-0.3656603270558059,0.023699689301147193,0.47278859718227306,-0.029659243846412494,0.38275563944760327,-0.059671169146010394,0.08927988001236249,-0.39065907250098425,0.46831550749256556,-0.33720526920223826,-0.08887069084623647,-0.45904504678509456,0.4072788841516469,-0.4233152412261615,-0.2754728814795265,0.15294299170373246,0.009835602210964271,0.19703125140030034,-0.32472186430531313,-0.25044159202670374,-0.5321827636952415,0.08903548983321773,-0.24634675494362882
